step,eval_is_final,eval_n_pairs_per_zone,t2_b0_active_models_total,t2_b0_active_models_z0,t2_b0_balanced_rmse_total,t2_b0_censored_gain_vs_prior_total,t2_b0_censored_rmse_total,t2_b0_censored_rmse_z0,t2_b0_false_reachable_rate_total,t2_b0_false_reachable_rate_z0,t2_b0_floor_rmse_total,t2_b0_individual_total,t2_b0_individual_z0,t2_b0_mean_abs_prediction_shift_from_prior_db_total,t2_b0_mean_model_rmse_total,t2_b0_mean_model_rmse_z0,t2_b0_mean_support_total,t2_b0_median_model_rmse_total,t2_b0_p10_model_rmse_total,t2_b0_p90_model_rmse_total,t2_b0_prior_censored_rmse_total,t2_b0_prior_false_reachable_rate_total,t2_b0_prior_floor_rmse_total,t2_b0_prior_reachable_rmse_total,t2_b0_prior_rmse_total,t2_b0_reachable_count_total,t2_b0_reachable_gain_vs_prior_total,t2_b0_reachable_rmse_total,t2_b0_rmse_gain_vs_prior_total,t2_b0_supported_fraction_total,t2_b0_supported_gain_vs_prior_total,t2_b0_supported_prior_rmse_total,t2_b0_supported_rmse_total,t2_b0_total,t2_b0_unavailable_censored_rmse_total,t2_b0_unavailable_censored_rmse_z0,t2_b0_unavailable_count_total,t2_b0_z0
100,1,500,10,10,39.71842253080695,39.577007817663116,16.840841040249973,16.840841040249973,1.0,1.0,54.26845696875327,20.308436198107348,20.308436198107348,55.30838203277588,20.279463941682597,20.279463941682597,nan,19.884411037993843,19.17967064678075,21.93346936816113,56.41784885791309,0.0,0.0,58.62880337590026,56.417848930799515,4630,44.13602052021654,14.492782855683723,36.109412732692164,nan,nan,nan,nan,20.308436198107348,34.70263398437211,34.70263398437211,370,20.308436198107348
200,1,500,10,10,34.71392225271283,44.648874864958145,13.147890930291833,13.147890930291833,1.0,1.0,47.59545740721179,15.292089734533667,15.292089734533667,57.19065334625244,15.089595982970732,15.089595982970732,nan,14.383605137867356,12.871275301763351,18.195892235225916,57.796765795249975,0.0,0.0,59.050119630679674,57.79676574000385,4790,47.017446173252594,12.03267345742708,42.50467600547018,nan,nan,nan,nan,15.292089734533667,28.520162130703646,28.520162130703646,210,15.292089734533667
300,1,500,10,10,34.49213442825852,35.428575896067855,22.29207639682451,22.29207639682451,0.9,0.9,43.41160087955644,22.80049416972307,22.80049416972307,51.2510368850708,18.69721593768329,18.69721593768329,nan,14.808256670869405,11.466788281940042,26.504634198710313,57.72065229289236,0.0,0.0,58.24725812355136,57.72065231345892,4910,36.002088222914345,22.245169900637016,34.92015814373585,nan,nan,nan,nan,22.80049416972307,24.716552345769127,24.716552345769127,90,22.80049416972307
400,1,500,10,10,28.73919733707361,48.28126322520144,10.517461243563208,10.517461243563208,1.0,1.0,39.34822877212207,11.758920809749158,11.758920809749158,56.20185502471924,11.740528115733458,11.740528115733458,nan,11.543905262113142,11.15019749587847,12.354003557504077,58.798724468764654,0.0,0.0,59.51726900852974,58.79872432959822,4880,49.338869347715544,10.178399660814192,47.039803519849066,nan,nan,nan,nan,11.758920809749158,19.89929542008157,19.89929542008157,120,11.758920809749158
500,1,500,10,10,31.615276642311798,45.89605379834114,12.413345065620488,12.413345065620488,1.0,1.0,43.106038998550204,13.872171027070614,13.872171027070614,55.03322877197266,13.66311567413275,13.66311567413275,nan,12.992670345405747,11.890877495152239,18.152867920091932,58.30939886396163,0.0,0.0,59.204224346857615,58.30939868578355,4850,47.33321612534244,11.871008221515176,44.437227658712935,nan,nan,nan,nan,13.872171027070614,24.081752851160843,24.081752851160843,150,13.872171027070614
600,1,500,10,10,33.38962162091715,20.141604456546162,36.41692745547931,36.41692745547931,0.5,0.5,28.61847501400156,37.00402123881033,37.00402123881033,30.009668450927734,32.19550667519148,32.19550667519148,nan,30.85312779607618,13.26827261829183,53.5570574910607,56.55853191202547,0.0,0.0,58.6484655170788,56.5585319114846,4650,21.08895870656537,37.559506810513426,19.55451067267427,nan,nan,nan,nan,37.00402123881033,14.255933816758308,14.255933816758308,350,37.00402123881033
700,1,500,10,10,35.147962669479554,45.492510265728754,12.044907939302796,12.044907939302796,1.0,1.0,48.52911721735218,14.326863460536833,14.326863460536833,56.37208285369873,14.222387006037826,14.222387006037826,nan,13.41765122963586,12.391726588727789,16.537448152302893,57.53741820503155,0.0,0.0,58.72388157532632,57.537418230070344,4800,47.96826249808352,10.755619077242796,43.21055476953351,nan,nan,nan,nan,14.326863460536833,29.16496153700529,29.16496153700529,200,14.326863460536833
800,1,500,10,10,31.94753592511727,34.79102465252274,20.627421910347604,20.627421910347604,0.9,0.9,40.24613854604424,22.105166276571687,22.105166276571687,49.2410892868042,18.813999463743905,18.813999463743905,nan,13.146793779789189,12.583658301888782,23.345384231257857,55.41844656287034,0.0,0.0,57.038533481512346,55.41844657535247,4720,36.50713227492324,20.531401206589106,33.31328029878078,nan,nan,nan,nan,22.105166276571687,22.183589537269732,22.183589537269732,280,22.105166276571687
900,1,500,10,10,30.378268005766138,49.12317314645083,9.927026991509697,9.927026991509697,1.0,1.0,41.888304943148505,10.999668930232964,10.999668930232964,56.41159143066406,10.861525579446408,10.861525579446408,nan,10.23009753549594,9.535926951929028,12.531065652522807,59.05020013796053,0.0,0.0,59.58893596195033,59.050200218746284,4910,50.0470156599299,9.541920302020431,48.05053128851332,nan,nan,nan,nan,10.999668930232964,22.529597879553727,22.529597879553727,90,10.999668930232964
1000,1,500,10,10,26.998021183644628,45.62277257376617,11.062386518845184,11.062386518845184,1.0,1.0,36.741036184218785,14.309444717192836,14.309444717192836,55.152935339355466,14.252978657110223,14.252978657110223,nan,13.68094157388723,13.21867932371835,16.347136535619462,56.68515909261136,0.0,0.0,59.0342310067754,56.68515923041532,4610,48.647578236273525,10.386652770501877,42.37571451322249,nan,nan,nan,nan,14.309444717192836,17.13770734646336,17.13770734646336,390,14.309444717192836
