step,zone,n_links,mean_rssi_dbm,min_rssi_dbm,max_rssi_dbm,mean_propagation_loss_db,min_propagation_loss_db,max_propagation_loss_db
1,0,30,-78.83595174153646,-120.0,-48.85166549682617,101.83595174153646,71.85166549682617,143.0
2,0,56,-75.71337175369263,-120.0,-37.48976135253906,98.71337175369263,60.48976135253906,143.0
3,0,72,-73.4210147857666,-120.0,-40.53507614135742,96.4210147857666,63.53507614135742,143.0
4,0,72,-70.50483788384332,-120.0,-41.86685562133789,93.50483788384332,64.86685562133789,143.0
5,0,90,-67.91057294209799,-120.0,-40.81280517578125,90.91057294209799,63.81280517578125,143.0
6,0,90,-64.87532280815972,-120.0,-38.8214225769043,87.87532280815972,61.8214225769043,143.0
7,0,90,-61.91358074612088,-83.67356872558594,-37.257511138916016,84.91358074612089,60.257511138916016,106.67356872558594
8,0,90,-61.024785953097876,-83.98281860351562,-37.21330642700195,84.02478595309788,60.21330642700195,106.98281860351562
9,0,90,-60.1928697374132,-84.26334381103516,-37.20332336425781,83.19286973741319,60.20332336425781,107.26334381103516
10,0,90,-58.81002922058106,-86.10588836669922,-37.202213287353516,81.81002922058106,60.202213287353516,109.10588836669922
11,0,90,-57.901597044203015,-85.90376281738281,-37.202213287353516,80.90159704420302,60.202213287353516,108.90376281738281
12,0,90,-56.59088372124566,-120.0,-37.202213287353516,79.59088372124566,60.202213287353516,143.0
13,0,90,-55.841645601060655,-84.70574188232422,-30.44231414794922,78.84164560106066,53.44231414794922,107.70574188232422
14,0,90,-59.86214332580566,-86.29618072509766,-37.4386100769043,82.86214332580566,60.4386100769043,109.29618072509766
15,0,90,-64.85478871663412,-120.0,-37.4386100769043,87.85478871663412,60.4386100769043,143.0
16,0,90,-66.15487429300944,-120.0,-37.4386100769043,89.15487429300944,60.4386100769043,143.0
17,0,90,-69.20405226813422,-120.0,-30.629507064819336,92.20405226813422,53.629507064819336,143.0
18,0,72,-61.170335398779976,-120.0,-37.4386100769043,84.17033539877997,60.4386100769043,143.0
19,0,90,-68.37030953301324,-120.0,-37.4386100769043,91.37030953301324,60.4386100769043,143.0
20,0,90,-75.02802255418565,-120.0,-37.4386100769043,98.02802255418565,60.4386100769043,143.0
21,0,90,-75.22106251186794,-120.0,-31.18695068359375,98.22106251186794,54.18695068359375,143.0
22,0,90,-77.34295565287272,-120.0,-37.4386100769043,100.34295565287272,60.4386100769043,143.0
23,0,90,-74.35491354200575,-120.0,-37.4386100769043,97.35491354200575,60.4386100769043,143.0
24,0,56,-60.457439354487825,-85.07127380371094,-37.4386100769043,83.45743935448783,60.4386100769043,108.07127380371094
25,0,72,-65.08614052666559,-120.0,-37.4386100769043,88.08614052666559,60.4386100769043,143.0
26,0,90,-65.8454726325141,-120.0,-37.4386100769043,88.8454726325141,60.4386100769043,143.0
27,0,90,-64.56862788730197,-120.0,-37.4386100769043,87.56862788730197,60.4386100769043,143.0
28,0,90,-64.01150025261774,-120.0,-37.4386100769043,87.01150025261774,60.4386100769043,143.0
29,0,90,-63.44536077711317,-120.0,-37.4386100769043,86.44536077711317,60.4386100769043,143.0
30,0,90,-63.66714515686035,-120.0,-37.4386100769043,86.66714515686036,60.4386100769043,143.0
31,0,90,-63.46668061150445,-120.0,-37.4386100769043,86.46668061150444,60.4386100769043,143.0
32,0,90,-63.16321983337402,-120.0,-37.4386100769043,86.16321983337403,60.4386100769043,143.0
33,0,90,-62.685026507907445,-86.99272155761719,-37.4386100769043,85.68502650790745,60.4386100769043,109.99272155761719
34,0,90,-62.584087965223524,-90.54032897949219,-37.4386100769043,85.58408796522352,60.4386100769043,113.54032897949219
35,0,90,-63.10807287428114,-88.16779327392578,-37.4386100769043,86.10807287428113,60.4386100769043,111.16779327392578
36,0,90,-64.1539606306288,-87.31423950195312,-37.4386100769043,87.1539606306288,60.4386100769043,110.31423950195312
37,0,90,-64.50081977844238,-87.30401611328125,-37.4386100769043,87.50081977844238,60.4386100769043,110.30401611328125
38,0,90,-64.16466585795085,-87.30183410644531,-37.202213287353516,87.16466585795085,60.202213287353516,110.30183410644531
39,0,90,-66.08481500413683,-120.0,-37.202213287353516,89.08481500413683,60.202213287353516,143.0
40,0,72,-62.293530252244736,-87.30158233642578,-37.202213287353516,85.29353025224474,60.202213287353516,110.30158233642578
41,0,90,-63.296097946166995,-120.0,-37.202213287353516,86.296097946167,60.202213287353516,143.0
42,0,90,-63.040076107449,-120.0,-37.202213287353516,86.04007610744901,60.202213287353516,143.0
43,0,90,-62.70755335489909,-120.0,-37.202213287353516,85.70755335489909,60.202213287353516,143.0
