step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,18.447717044668597,9.03931713104248,24.064443588256836,9.883553504943848,24.551612854003906
