step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,2,562500.0,65.9756851196289,64.77826690673828,4,8,2,2,8,0,4,-105.0,70.5,-47.5,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,32.12528073485071,18.64293335141657,9,18,0,7,18,0,7,-105.0,70.5,-47.5,5.0,2025044,2.603628,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
4,-47.5,57.5,32,16,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.84464446871422,29.154282850909652,16,32,0,3,32,0,3,-105.0,70.5,-47.5,5.0,867876,3.471504,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
5,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,1,562500.0,30.391867220561533,21.045177782502414,25,50,1,6,50,0,7,-105.0,70.5,-47.5,5.0,1735752,5.207256,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
6,-47.5,57.5,68,34,0,0.0,0.0,0,0.0,57.5,3,562500.0,33.43134869564817,19.456535960631257,34,68,3,9,68,0,12,-105.0,70.5,-47.5,5.0,2603628,7.810884,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
7,-47.5,57.5,76,38,0,0.0,0.0,0,0.0,57.5,1,562500.0,25.923301548275884,19.76508178839798,38,76,1,6,76,0,7,-105.0,70.5,-47.5,5.0,1735752,9.546636,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
8,-47.5,57.5,94,47,0,0.0,0.0,0,0.0,57.5,0,562500.0,41.43721141500147,20.062340844686712,47,94,0,5,94,0,5,-105.0,70.5,-47.5,5.0,1446460,10.993096,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
9,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.313791879663725,35.3699964024668,56,112,1,4,112,0,5,-105.0,70.5,-47.5,5.0,1157168,12.150264,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
10,-47.5,57.5,114,57,0,0.0,0.0,0,0.0,57.5,0,562500.0,55.79522833705413,36.86197523042969,57,114,0,4,114,0,4,-105.0,70.5,-47.5,5.0,1157168,13.307432,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
11,-47.5,57.5,116,58,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.64317747230992,40.0968839186184,58,116,0,2,116,0,2,-105.0,70.5,-47.5,5.0,578584,13.886016,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
12,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.011568885609066,61.17643628673211,64,128,0,2,128,0,2,-105.0,70.5,-47.5,5.0,578584,14.4646,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
13,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,0,562500.0,54.53670296093069,46.5964599277718,66,132,0,2,132,0,2,-105.0,70.5,-47.5,5.0,578584,15.043184,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
14,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,0,562500.0,68.57599258422852,62.840003967285156,71,142,0,2,142,0,2,-105.0,70.5,-47.5,5.0,578584,15.621768,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
15,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,1,562500.0,29.11169316171301,23.281223182691107,68,136,1,2,136,0,3,-105.0,70.5,-47.5,5.0,578584,16.200352,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
