step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,1,562500.0,65.9756851196289,64.77826690673828,4,8,1,2,8,0,3,-105.0,70.5,-47.5,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.32439029629396,20.393200309161994,9,18,2,6,18,0,8,-105.0,70.5,-47.5,5.0,1735752,2.314336,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
4,-47.5,57.5,32,16,0,0.0,0.0,0,0.0,57.5,2,562500.0,46.948315792493496,29.502829233245905,16,32,2,4,32,0,6,-105.0,70.5,-47.5,5.0,1157168,3.471504,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
5,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,3,562500.0,33.342213116992404,20.1694163853021,25,50,3,9,50,0,12,-105.0,70.5,-47.5,5.0,2603628,6.075132,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
6,-47.5,57.5,68,34,0,0.0,0.0,0,0.0,57.5,4,562500.0,36.38933987212856,21.87097248218692,34,68,4,9,68,0,13,-105.0,70.5,-47.5,5.0,2603628,8.67876,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
7,-47.5,57.5,76,38,0,0.0,0.0,0,0.0,57.5,3,562500.0,37.97487222137984,23.085503299036823,38,76,3,8,76,0,11,-105.0,70.5,-47.5,5.0,2314336,10.993096,nan,2.314336,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,0,0,8
8,-47.5,57.5,94,47,0,0.0,0.0,0,0.0,57.5,3,562500.0,39.67390994439578,19.836961099411695,47,94,3,5,94,0,8,-105.0,70.5,-47.5,5.0,1446460,12.439556,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
9,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,3,562500.0,42.086425314432276,23.152082395636036,56,112,3,7,112,0,10,-105.0,70.5,-47.5,5.0,2025044,14.4646,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
10,-47.5,57.5,114,57,0,0.0,0.0,0,0.0,57.5,3,562500.0,38.69974317999042,28.271873760279725,57,114,3,6,114,0,9,-105.0,70.5,-47.5,5.0,1735752,16.200352,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
11,-47.5,57.5,116,58,0,0.0,0.0,0,0.0,57.5,2,562500.0,53.68273208539721,47.65528306768707,58,116,2,4,116,0,6,-105.0,70.5,-47.5,5.0,1157168,17.35752,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
12,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,6,562500.0,32.592416186172244,18.07672561893178,64,128,6,9,128,0,15,-105.0,70.5,-47.5,5.0,2603628,19.961148,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
13,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,4,525185.7268367809,27.970498921182593,8.439747099645485,66,132,4,10,132,0,14,-105.0,70.5,-47.5,5.0,2892920,22.854068,nan,2.89292,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,0,0,10
14,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,2,562500.0,50.49673269982636,36.168011443231315,71,142,2,5,142,0,7,-105.0,70.5,-47.5,5.0,1446460,24.300528,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
15,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,0,562500.0,35.238453803824925,18.306649763237665,68,136,0,8,136,0,8,-105.0,70.5,-47.5,5.0,2314336,26.614864,nan,2.314336,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,0,0,8
16,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,2,498707.1659248224,21.50898379826342,8.356211453242635,69,138,2,9,138,0,11,-105.0,70.5,-47.5,5.0,2603628,29.218492,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
17,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,1,519380.5737408892,24.849791715300817,5.928414816187995,71,142,1,9,142,0,10,-105.0,70.5,-47.5,5.0,2603628,31.82212,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
18,-47.5,57.5,134,67,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.93782573104114,21.92130808562437,67,134,0,5,134,0,5,-105.0,70.5,-47.5,5.0,1446460,33.26858,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
19,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.98321364210823,19.84545143879998,66,132,2,6,132,0,8,-105.0,70.5,-47.5,5.0,1735752,35.004332,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
20,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,2,562500.0,36.20211587701291,19.111949037453538,73,146,2,6,146,0,8,-105.0,70.5,-47.5,5.0,1735752,36.740084,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
21,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,2,519735.1833742467,31.506500281103687,11.256890796198507,81,162,2,8,162,0,10,-105.0,70.5,-47.5,5.0,2314336,39.05442,nan,2.314336,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,0,0,8
22,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,3,562500.0,42.11342558802794,26.362695994137574,84,168,3,7,168,0,10,-105.0,70.5,-47.5,5.0,2025044,41.079464,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
23,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,4,562500.0,48.30958338881849,37.86956329771989,94,188,5,7,188,1,12,-105.0,70.5,-47.5,5.0,2025044,43.104508,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
24,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,5,531654.054761014,41.0130123148739,9.743199133987313,97,194,5,7,194,0,12,-105.0,70.5,-47.5,5.0,2025044,45.129552,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
25,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,3,562500.0,35.00448244742147,18.56362922220855,92,184,3,9,184,0,12,-105.0,70.5,-47.5,5.0,2603628,47.73318,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
26,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,1,562500.0,60.006281026663586,51.04498381236659,93,186,1,5,186,0,6,-105.0,70.5,-47.5,5.0,1446460,49.17964,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
27,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,1,509041.2407683376,24.775957365724004,5.393883875080119,91,182,1,9,182,0,10,-105.0,70.5,-47.5,5.0,2603628,51.783268,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
28,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,2,531762.931806086,37.823086706968965,9.791059756288035,89,178,2,7,178,0,9,-105.0,70.5,-47.5,5.0,2025044,53.808312,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
29,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,0,562500.0,43.26122885355801,20.741572261881487,93,186,0,6,186,0,6,-105.0,70.5,-47.5,5.0,1735752,55.544064,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
30,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,1,562500.0,32.313856118301246,19.11393939167201,102,204,1,5,204,0,6,-105.0,70.5,-47.5,5.0,1446460,56.990524,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
31,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,1,562500.0,40.04244362415766,19.016315612818484,111,222,1,7,222,0,8,-105.0,70.5,-47.5,5.0,2025044,59.015568,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
32,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,2,562500.0,48.16643774491561,23.62611776012094,112,224,2,6,224,0,8,-105.0,70.5,-47.5,5.0,1735752,60.75132,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
33,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,3,541864.9948366269,29.898077135634892,11.321001382547138,109,218,3,9,218,0,12,-105.0,70.5,-47.5,5.0,2603628,63.354948,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
34,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,2,562500.0,36.39709024515331,19.68752234545701,106,212,2,7,212,0,9,-105.0,70.5,-47.5,5.0,2025044,65.379992,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
35,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,2,562500.0,45.13942999560254,30.56176087800914,103,206,2,4,206,0,6,-105.0,70.5,-47.5,5.0,1157168,66.53716,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
