step,eval_is_final,eval_n_pairs_per_zone,t2_b0_active_models_total,t2_b0_active_models_z0,t2_b0_balanced_rmse_total,t2_b0_censored_gain_vs_prior_total,t2_b0_censored_rmse_total,t2_b0_censored_rmse_z0,t2_b0_false_reachable_rate_total,t2_b0_false_reachable_rate_z0,t2_b0_floor_rmse_total,t2_b0_individual_total,t2_b0_individual_z0,t2_b0_mean_abs_prediction_shift_from_prior_db_total,t2_b0_mean_model_rmse_total,t2_b0_mean_model_rmse_z0,t2_b0_mean_support_total,t2_b0_median_model_rmse_total,t2_b0_p10_model_rmse_total,t2_b0_p90_model_rmse_total,t2_b0_prior_censored_rmse_total,t2_b0_prior_false_reachable_rate_total,t2_b0_prior_floor_rmse_total,t2_b0_prior_reachable_rmse_total,t2_b0_prior_rmse_total,t2_b0_reachable_count_total,t2_b0_reachable_gain_vs_prior_total,t2_b0_reachable_rmse_total,t2_b0_rmse_gain_vs_prior_total,t2_b0_supported_fraction_total,t2_b0_supported_gain_vs_prior_total,t2_b0_supported_prior_rmse_total,t2_b0_supported_rmse_total,t2_b0_total,t2_b0_unavailable_censored_rmse_total,t2_b0_unavailable_censored_rmse_z0,t2_b0_unavailable_count_total,t2_b0_z0
100,1,500,40,40,41.72145986497296,36.485669069976474,19.493984881300626,19.493984881300626,0.975,0.975,56.26229069634014,22.065513573609053,22.065513573609053,56.87159676437378,21.20260090918466,21.20260090918466,nan,20.12195637935584,17.1284442665669,24.14155240192243,55.9796539512771,0.0,0.0,57.738604325384934,55.97965383669997,18800,39.96460443426261,17.773999891122326,33.914140263090914,nan,nan,nan,nan,22.065513573609053,37.205572703866224,37.205572703866224,1200,22.065513573609053
200,1,500,40,40,31.03518195759845,38.90157236382723,18.01068996904611,18.01068996904611,0.925,0.925,40.156936310600564,20.181642016592843,20.181642016592843,52.71166336364746,17.73685895023645,17.73685895023645,nan,14.889676421946008,13.48151194455872,18.21298345749579,56.91226233287334,0.0,0.0,59.07882674677444,56.91226239002947,18560,41.364834976739694,17.713991770034745,36.73062037343662,nan,nan,nan,nan,20.181642016592843,21.47091223083845,21.47091223083845,1440,20.181642016592843
300,1,500,40,40,30.935799735512628,30.64949766917577,25.519173911617717,25.519173911617717,0.8151515151515152,0.8151515151515152,35.20572953345399,26.681143436389068,26.681143436389068,45.77055966644287,21.56025940752472,21.56025940752472,nan,14.28486745118932,12.778042398801071,56.168671580793486,56.168671580793486,0.0,0.0,58.11934561225143,56.1686717336824,18680,32.14620528288863,25.973140329362796,29.487528297293334,nan,nan,nan,nan,26.681143436389068,17.90043426336552,17.90043426336552,1320,26.681143436389068
400,1,500,40,40,32.01054786415208,40.99065616760871,16.45407679616538,16.45407679616538,0.9486842105263158,0.9486842105263158,42.303287197047446,17.830145930157087,17.830145930157087,53.54960818252564,15.292267843113592,15.292267843113592,nan,12.693891690099722,11.466336851080975,20.559174769160617,57.44473296377409,0.0,0.0,58.56830826724272,57.44473306946316,19240,42.45054659105256,16.117761676190167,39.614587139306074,nan,nan,nan,nan,17.830145930157087,23.410595613868082,23.410595613868082,760,17.830145930157087
500,1,500,40,40,29.32370393889119,42.87948519263695,13.193256395815792,13.193256395815792,0.975,0.975,39.403430604925695,14.350014738768404,14.350014738768404,53.180924127578734,13.017186573212996,13.017186573212996,nan,11.617795620816494,10.849779604340542,13.557040463563698,56.07274158845274,0.0,0.0,56.874639648267504,56.072741553600835,19440,43.946806034150626,12.927833614116874,41.72272681483243,nan,nan,nan,nan,14.350014738768404,20.36518471927001,20.36518471927001,560,14.350014738768404
600,1,500,40,40,30.406956856611192,42.24936976177873,14.47705461501839,14.47705461501839,0.975,0.975,40.69391822614168,16.76127993125135,16.76127993125135,54.3299150100708,15.065998279201034,15.065998279201034,nan,13.113647462320833,12.153377334862716,17.269986595097123,56.72642437679712,0.0,0.0,58.50883921848957,56.72642427205649,18800,44.61023965005382,13.898599568435749,39.96514434080514,nan,nan,nan,nan,16.76127993125135,21.60412932964531,21.60412932964531,1200,16.76127993125135
700,1,500,40,40,29.323652367591478,35.1523599094631,21.88710754523318,21.88710754523318,0.875,0.875,35.00032292021906,23.425887031007182,23.425887031007182,49.39113822288513,19.192843750254703,19.192843750254703,nan,13.815281963072266,12.747853892566415,51.04270370714259,57.039467454696286,0.0,0.0,59.27478237381544,57.03946737460744,18520,37.03224268449276,22.24253968932268,33.61358034360026,nan,nan,nan,nan,23.425887031007182,16.8157608727494,16.8157608727494,1480,23.425887031007182
800,1,500,40,40,29.77975093075941,33.184066249801546,21.556126040288298,21.556126040288298,0.875,0.875,35.993001876306934,23.454116197383964,23.454116197383964,47.7219288028717,19.82794802435892,19.82794802435892,nan,14.559468852576511,13.65578037625628,48.71872165940404,54.740192290089844,0.0,0.0,57.32035883316187,54.74019241405115,18240,35.45323860830607,21.867120224855796,31.286076216667187,nan,nan,nan,nan,23.454116197383964,18.019770553738432,18.019770553738432,1760,23.454116197383964
900,1,500,40,40,32.398305572268306,32.44228153645591,23.097197889581857,23.097197889581857,0.875,0.875,39.50628325543885,24.78298271866473,24.78298271866473,49.389979306793215,20.792300959099073,20.792300959099073,nan,14.607376784303796,13.67838242798337,55.539479426037765,55.539479426037765,0.0,0.0,57.71601138935142,55.53947929954203,18520,34.50924532319789,23.20676606615353,30.7564965808773,nan,nan,nan,nan,24.78298271866473,21.679343995642274,21.679343995642274,1480,24.78298271866473
1000,1,500,40,40,32.07781282000907,36.24591423541396,21.375129158656026,21.375129158656026,0.878125,0.878125,40.020838312164955,22.202618319167573,22.202618319167573,49.571950632858275,16.974592909479163,16.974592909479163,nan,11.542873692948959,10.483965009545,41.93321044650153,57.621043394069986,0.0,0.0,58.56571382566989,57.62104359659874,19360,37.204425207643425,21.36128861802646,35.41842527743117,nan,nan,nan,nan,22.202618319167573,21.789652293530256,21.789652293530256,640,22.202618319167573
