step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
25,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.22189849546662,25.58636773703092,92,184,1,5,184,0,6,-105.0,70.5,-47.5,192878,152,0,32,92,15,82,5.0,1480060,46.1212,nan,1.48006,nan,5,8064,1445800,10,0,0,5,660,320,80,340,85,165,5,25536,152,5
26,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,3,562500.0,48.43021641146837,39.052829718454625,93,186,3,6,186,0,9,-105.0,70.5,-47.5,192878,184,0,32,93,12,80,5.0,1776816,47.898016,nan,1.776816,nan,6,10152,1734960,12,0,0,6,792,384,96,408,102,198,6,30912,184,6
27,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.2533951187961,19.915372576110563,91,182,0,3,182,0,3,-105.0,70.5,-47.5,192878,104,0,32,91,13,82,5.0,895068,48.793084,nan,0.895068,nan,3,9720,867480,6,0,0,3,396,192,48,204,51,99,3,17472,104,3
28,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,11,462236.8016444681,19.11528789688951,5.509889708328105,89,178,11,10,178,0,21,-105.0,70.5,-47.5,192878,253,0,32,89,14,72,5.0,2947520,51.740604,nan,2.94752,nan,10,12096,2891600,20,0,0,10,1320,640,160,680,170,330,10,42504,253,10
29,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,2,562500.0,42.584017402307566,26.14340001177049,93,186,2,7,186,0,9,-105.0,70.5,-47.5,192878,147,0,32,93,13,87,5.0,2058740,53.799344,nan,2.05874,nan,7,9000,2024120,14,0,0,7,924,448,112,476,119,231,7,24696,147,7
30,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,3,548492.1945232447,44.427653005877886,13.16259972040817,102,204,3,6,204,0,9,-105.0,70.5,-47.5,192878,195,0,32,102,14,94,5.0,1778952,55.578296,nan,1.778952,nan,6,10440,1734960,12,0,0,6,792,384,96,408,102,198,6,32760,195,6
31,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,1,473543.9362267982,32.69229070299776,5.130642418002287,111,222,1,8,222,0,9,-105.0,70.5,-47.5,192878,294,0,32,111,16,92,5.0,2375680,57.953976,nan,2.37568,nan,8,11952,2313280,16,0,0,8,1056,512,128,544,136,264,8,49392,294,8
32,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,3,562500.0,50.00143238865907,28.093986080557876,112,224,3,5,224,0,8,-105.0,70.5,-47.5,192878,264,0,32,112,16,103,5.0,1502980,59.456956,nan,1.50298,nan,5,12168,1445800,10,0,0,5,660,320,80,340,85,165,5,44352,264,5
33,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,1,562500.0,46.384902941072454,35.97298195708207,109,218,1,5,218,0,6,-105.0,70.5,-47.5,192878,242,0,32,109,16,96,5.0,1498852,60.955808,nan,1.498852,nan,5,11736,1445800,10,0,0,5,660,320,80,340,85,165,5,40656,242,5
34,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,1,562500.0,42.72477033316661,25.23045432781641,106,212,1,7,212,0,8,-105.0,70.5,-47.5,192878,215,0,32,106,16,96,5.0,2073188,63.028996,nan,2.073188,nan,7,12024,2024120,14,0,0,7,924,448,112,476,119,231,7,36120,215,7
35,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,2,562500.0,36.696880484187645,18.379893316811913,103,206,2,7,206,0,9,-105.0,70.5,-47.5,192878,125,0,32,103,12,85,5.0,2057132,65.086128,nan,2.057132,nan,7,11088,2024120,14,0,0,7,924,448,112,476,119,231,7,21000,125,7
36,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,3,548264.0550970872,34.95317349958958,12.605443717591866,102,204,3,7,204,0,10,-105.0,70.5,-47.5,192878,198,0,32,102,15,93,5.0,2069612,67.15574,nan,2.069612,nan,7,11304,2024120,14,0,0,7,924,448,112,476,119,231,7,33264,198,7
37,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,4,562500.0,39.4727215768338,20.187507525994658,103,206,4,7,206,0,11,-105.0,70.5,-47.5,192878,131,0,32,103,13,93,5.0,2058356,69.214096,nan,2.058356,nan,7,11304,2024120,14,0,0,7,924,448,112,476,119,231,7,22008,131,7
38,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,1,562500.0,54.0663268542934,38.78990495987167,103,206,1,5,206,0,6,-105.0,70.5,-47.5,192878,193,0,32,103,15,93,5.0,1490332,70.704428,nan,1.490332,nan,5,11448,1445800,10,0,0,5,660,320,80,340,85,165,5,32424,193,5
39,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,2,562500.0,46.57615751437334,24.572790320967535,103,206,2,6,206,0,8,-105.0,70.5,-47.5,192878,226,0,32,103,16,90,5.0,1785312,72.48974,nan,1.785312,nan,6,11592,1734960,12,0,0,6,792,384,96,408,102,198,6,37968,226,6
40,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,1,551047.3894940412,41.28016538863564,15.864311939080961,106,212,1,7,212,0,8,-105.0,70.5,-47.5,192878,229,0,32,106,16,95,5.0,2075684,74.565424,nan,2.075684,nan,7,12168,2024120,14,0,0,7,924,448,112,476,119,231,7,38472,229,7
41,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,3,525357.9049355522,34.33277117693795,6.377800438364197,105,210,3,9,210,0,12,-105.0,70.5,-47.5,192878,175,0,32,105,16,97,5.0,2646060,77.211484,nan,2.64606,nan,9,13032,2602440,18,0,0,9,1188,576,144,612,153,297,9,29400,175,9
42,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,2,562500.0,46.758988705271676,27.21415507594275,101,202,2,7,202,0,9,-105.0,70.5,-47.5,192878,285,0,32,101,15,88,5.0,2084300,79.295784,nan,2.0843,nan,7,11376,2024120,14,0,0,7,924,448,112,476,119,231,7,47880,285,7
43,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,1,562500.0,42.75543254552032,25.262933594577284,99,198,1,5,198,0,6,-105.0,70.5,-47.5,192878,277,0,32,99,16,90,5.0,1503940,80.799724,nan,1.50394,nan,5,10944,1445800,10,0,0,5,660,320,80,340,85,165,5,46536,277,5
44,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.92963899712747,19.394866733120747,97,194,2,7,194,0,9,-105.0,70.5,-47.5,192878,162,0,32,97,13,84,5.0,2063708,82.863432,nan,2.063708,nan,7,11448,2024120,14,0,0,7,924,448,112,476,119,231,7,27216,162,7
45,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,5,562500.0,43.986795346392476,28.66653676420227,97,194,5,5,194,0,10,-105.0,70.5,-47.5,192878,181,0,32,97,15,84,5.0,1488172,84.351604,nan,1.488172,nan,5,11304,1445800,10,0,0,5,660,320,80,340,85,165,5,30408,181,5
46,-47.5,57.5,200,100,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.070417135238465,19.613783780219187,100,200,2,6,200,0,8,-105.0,70.5,-47.5,192878,230,0,32,100,14,84,5.0,1786488,86.138092,nan,1.786488,nan,6,12096,1734960,12,0,0,6,792,384,96,408,102,198,6,38640,230,6
47,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,3,562500.0,38.52982696058069,20.084072360116995,99,198,3,8,198,0,11,-105.0,70.5,-47.5,192878,288,0,32,99,16,86,5.0,2375176,88.513268,nan,2.375176,nan,8,12456,2313280,16,0,0,8,1056,512,128,544,136,264,8,48384,288,8
48,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,1,562500.0,49.83021625767085,36.45426081010844,99,198,1,6,198,0,7,-105.0,70.5,-47.5,192878,221,0,32,99,14,91,5.0,1783968,90.297236,nan,1.783968,nan,6,11088,1734960,12,0,0,6,792,384,96,408,102,198,6,37128,221,6
49,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,1,562500.0,46.08161936294926,26.402625760950244,103,206,1,6,206,0,7,-105.0,70.5,-47.5,192878,249,0,32,103,13,94,5.0,1788960,92.086196,nan,1.78896,nan,6,11376,1734960,12,0,0,6,792,384,96,408,102,198,6,41832,249,6
50,-47.5,57.5,216,108,0,0.0,0.0,0,0.0,57.5,3,562500.0,34.9838007867547,21.60268733184815,108,216,3,6,216,0,9,-105.0,70.5,-47.5,192878,341,0,32,108,15,101,5.0,1805784,93.89198,nan,1.805784,nan,6,12744,1734960,12,0,0,6,792,384,96,408,102,198,6,57288,341,6
51,-47.5,57.5,220,110,0,0.0,0.0,0,0.0,57.5,3,562500.0,53.34852788332883,35.248429537434134,110,220,3,4,220,0,7,-105.0,70.5,-47.5,192878,201,0,32,110,15,103,5.0,1203680,95.09566,nan,1.20368,nan,4,12744,1156640,8,0,0,4,528,256,64,272,68,132,4,33768,201,4
52,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,5,562500.0,36.70437075201008,19.16824935887766,112,224,5,8,224,0,13,-105.0,70.5,-47.5,192878,289,0,32,112,13,98,5.0,2376784,97.472444,nan,2.376784,nan,8,13896,2313280,16,0,0,8,1056,512,128,544,136,264,8,48552,289,8
53,-47.5,57.5,242,121,0,0.0,0.0,0,0.0,57.5,3,510903.149629593,33.86343355843711,9.059199478144727,121,242,3,8,242,0,11,-105.0,70.5,-47.5,192878,254,0,32,121,15,115,5.0,2370400,99.842844,nan,2.3704,nan,8,13392,2313280,16,0,0,8,1056,512,128,544,136,264,8,42672,254,8
54,-47.5,57.5,262,131,0,0.0,0.0,0,0.0,57.5,1,562500.0,53.952520855052384,37.61145159598364,131,262,1,5,262,0,6,-105.0,70.5,-47.5,192878,211,0,32,131,16,120,5.0,1496236,101.33908,nan,1.496236,nan,5,14328,1445800,10,0,0,5,660,320,80,340,85,165,5,35448,211,5
55,-47.5,57.5,266,133,0,0.0,0.0,0,0.0,57.5,3,562500.0,43.81258808046977,23.849277092694816,133,266,3,6,266,0,9,-105.0,70.5,-47.5,192878,269,0,32,133,15,123,5.0,1796712,103.135792,nan,1.796712,nan,6,15768,1734960,12,0,0,6,792,384,96,408,102,198,6,45192,269,6
56,-47.5,57.5,274,137,0,0.0,0.0,0,0.0,57.5,3,506134.5729401492,33.57852260389821,10.31423325956941,137,274,3,7,274,0,10,-105.0,70.5,-47.5,192878,222,0,32,137,15,132,5.0,2078324,105.214116,nan,2.078324,nan,7,15984,2024120,14,0,0,7,924,448,112,476,119,231,7,37296,222,7
57,-47.5,57.5,254,127,0,0.0,0.0,0,0.0,57.5,2,562500.0,45.60083329086879,32.08070569705991,127,254,2,6,254,0,8,-105.0,70.5,-47.5,192878,255,0,32,127,14,116,5.0,1793136,107.007252,nan,1.793136,nan,6,14544,1734960,12,0,0,6,792,384,96,408,102,198,6,42840,255,6
58,-47.5,57.5,256,128,0,0.0,0.0,0,0.0,57.5,2,562500.0,34.76380102010268,22.52182826530987,128,256,2,6,256,0,8,-105.0,70.5,-47.5,192878,339,0,32,128,16,117,5.0,1807824,108.815076,nan,1.807824,nan,6,15120,1734960,12,0,0,6,792,384,96,408,102,198,6,56952,339,6
59,-47.5,57.5,242,121,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.97264108924454,20.834463955483482,121,242,0,6,242,0,6,-105.0,70.5,-47.5,192878,329,0,32,121,16,113,5.0,1804632,110.619708,nan,1.804632,nan,6,13608,1734960,12,0,0,6,792,384,96,408,102,198,6,55272,329,6
60,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.820175856754254,22.07481276874477,109,218,2,7,218,0,9,-105.0,70.5,-47.5,192878,295,0,32,109,16,102,5.0,2087780,112.707488,nan,2.08778,nan,7,13176,2024120,14,0,0,7,924,448,112,476,119,231,7,49560,295,7
61,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,5,521774.5822281972,26.57953326758039,9.053966598243912,112,224,5,9,224,0,14,-105.0,70.5,-47.5,192878,356,0,32,112,17,104,5.0,2676612,115.3841,nan,2.676612,nan,9,13176,2602440,18,0,0,9,1188,576,144,612,153,297,9,59808,356,9
62,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,0,513154.3486896831,38.03672268074628,7.733919925242956,105,210,0,7,210,0,7,-105.0,70.5,-47.5,192878,270,0,32,105,15,98,5.0,2081996,117.466096,nan,2.081996,nan,7,11592,2024120,14,0,0,7,924,448,112,476,119,231,7,45360,270,7
63,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.29616480582307,27.691770526164664,101,202,0,5,202,0,5,-105.0,70.5,-47.5,192878,339,0,32,101,17,95,5.0,1515220,118.981316,nan,1.51522,nan,5,11808,1445800,10,0,0,5,660,320,80,340,85,165,5,56952,339,5
64,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.114075884009424,23.093145623209995,99,198,2,7,198,0,9,-105.0,70.5,-47.5,192878,161,0,32,99,14,91,5.0,2064188,121.045504,nan,2.064188,nan,7,12096,2024120,14,0,0,7,924,448,112,476,119,231,7,27048,161,7
65,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,1,562500.0,44.221851208450666,22.642452438538925,95,190,1,6,190,0,7,-105.0,70.5,-47.5,192878,417,0,32,95,15,86,5.0,1817616,122.86312,nan,1.817616,nan,6,11808,1734960,12,0,0,6,792,384,96,408,102,198,6,70056,417,6
66,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,4,493854.427823967,25.831957132049233,7.280761739658326,97,194,4,9,194,0,13,-105.0,70.5,-47.5,192878,196,0,32,97,15,93,5.0,2648220,125.51134,nan,2.64822,nan,9,11664,2602440,18,0,0,9,1188,576,144,612,153,297,9,32928,196,9
67,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,2,464043.1683877986,24.582424902033154,10.727428315840179,98,196,2,7,196,0,9,-105.0,70.5,-47.5,192878,417,0,32,98,16,90,5.0,2105612,127.616952,nan,2.105612,nan,7,10512,2024120,14,0,0,7,924,448,112,476,119,231,7,70056,417,7
68,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,0,441179.8788986658,15.41684969394473,8.874396343527163,95,190,0,8,190,0,8,-105.0,70.5,-47.5,192878,300,0,32,95,14,89,5.0,2375608,129.99256,nan,2.375608,nan,8,10872,2313280,16,0,0,8,1056,512,128,544,136,264,8,50400,300,8
69,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,1,562500.0,38.83333709687612,19.495239884025622,95,190,1,8,190,0,9,-105.0,70.5,-47.5,192878,416,0,32,95,17,89,5.0,2395168,132.387728,nan,2.395168,nan,8,10944,2313280,16,0,0,8,1056,512,128,544,136,264,8,69888,416,8
70,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,0,562500.0,31.834021642025384,19.232151842597148,90,180,0,5,180,0,5,-105.0,70.5,-47.5,192878,274,0,32,90,14,84,5.0,1502572,133.8903,nan,1.502572,nan,5,10080,1445800,10,0,0,5,660,320,80,340,85,165,5,46032,274,5
71,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.874528229277004,21.325290795873507,90,180,2,6,180,0,8,-105.0,70.5,-47.5,192878,315,0,32,90,15,84,5.0,1799904,135.690204,nan,1.799904,nan,6,11232,1734960,12,0,0,6,792,384,96,408,102,198,6,52920,315,6
72,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,4,497065.06906452397,28.631330616852388,8.009740589729736,91,182,4,8,182,0,12,-105.0,70.5,-47.5,192878,266,0,32,91,13,85,5.0,2369896,138.0601,nan,2.369896,nan,8,10872,2313280,16,0,0,8,1056,512,128,544,136,264,8,44688,266,8
73,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,3,562500.0,53.57344263262412,39.07304764020583,84,168,3,4,168,0,7,-105.0,70.5,-47.5,192878,201,0,32,84,13,80,5.0,1200296,139.260396,nan,1.200296,nan,4,9360,1156640,8,0,0,4,528,256,64,272,68,132,4,33768,201,4
74,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,4,562500.0,39.19382949403773,20.792655459209666,86,172,4,8,172,0,12,-105.0,70.5,-47.5,192878,270,0,32,86,14,79,5.0,2369704,141.6301,nan,2.369704,nan,8,10008,2313280,16,0,0,8,1056,512,128,544,136,264,8,45360,270,8
75,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,2,562500.0,36.51099395416192,22.546595073948424,87,174,2,6,174,0,8,-105.0,70.5,-47.5,192878,238,0,32,87,15,81,5.0,1785960,143.41606,nan,1.78596,nan,6,10224,1734960,12,0,0,6,792,384,96,408,102,198,6,39984,238,6
76,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,6,562500.0,36.295169261943286,19.412970663958724,90,180,6,6,180,0,12,-105.0,70.5,-47.5,192878,243,0,32,90,15,82,5.0,1787736,145.203796,nan,1.787736,nan,6,11160,1734960,12,0,0,6,792,384,96,408,102,198,6,40824,243,6
