step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,78,78,73,3.67468,3.67468,0,3664752,0,0
2,2445,4890,17,17,17,0.80104,4.47572,0,798728,0,0
3,2469,4938,13,13,13,0.61256,5.08828,0,610792,0,0
4,2401,4802,8,8,8,0.37696,5.46524,0,375872,0,0
5,2489,4978,9,9,9,0.42408,5.88932,0,422856,0,0
6,2714,5428,11,11,11,0.51832,6.40764,0,516824,0,0
7,2852,5704,12,12,12,0.56544,6.97308,0,563808,0,0
8,2837,5674,17,17,15,0.800768,7.773848,0,798728,0,0
9,2809,5618,10,10,10,0.4712,8.245048,0,469840,0,0
10,2728,5456,6,6,6,0.28272,8.527768,0,281904,0,0
11,2658,5316,11,11,11,0.51832,9.046088,0,516824,0,0
12,2645,5290,7,7,7,0.32984,9.375928,0,328888,0,0
13,2570,5140,16,16,16,0.75392,10.129848,0,751744,0,0
14,2448,4896,11,11,11,0.51832,10.648168,0,516824,0,0
15,2515,5030,12,12,12,0.56544,11.213608,0,563808,0,0
16,2476,4952,18,18,18,0.84816,12.061768,0,845712,0,0
17,2669,5338,10,10,10,0.4712,12.532968,0,469840,0,0
18,2887,5774,12,12,12,0.56544,13.098408,0,563808,0,0
19,2923,5846,17,17,17,0.80104,13.899448,0,798728,0,0
20,2937,5874,13,13,13,0.61256,14.512008,0,610792,0,0
21,2834,5668,19,19,19,0.89528,15.407288,0,892696,0,0
22,2758,5516,12,12,11,0.565304,15.972592,0,563808,0,0
23,2819,5638,13,13,13,0.61256,16.585152,0,610792,0,0
24,3034,6068,19,19,19,0.89528,17.480432,0,892696,0,0
25,3114,6228,14,14,14,0.65968,18.140112,0,657776,0,0
26,3155,6310,12,12,12,0.56544,18.705552,0,563808,0,0
27,3435,6870,14,14,14,0.65968,19.365232,0,657776,0,0
28,3277,6554,21,21,21,0.98952,20.354752,0,986664,0,0
29,3469,6938,13,13,13,0.61256,20.967312,0,610792,0,0
30,3363,6726,13,13,13,0.61256,21.579872,0,610792,0,0
31,3345,6690,13,13,13,0.61256,22.192432,0,610792,0,0
32,3188,6376,15,15,15,0.7068,22.899232,0,704760,0,0
33,3061,6122,17,17,17,0.80104,23.700272,0,798728,0,0
34,3182,6364,10,10,10,0.4712,24.171472,0,469840,0,0
35,3241,6482,11,11,11,0.51832,24.689792,0,516824,0,0
36,3437,6874,14,14,14,0.65968,25.349472,0,657776,0,0
37,3581,7162,11,11,11,0.51832,25.867792,0,516824,0,0
38,3496,6992,14,14,14,0.65968,26.527472,0,657776,0,0
39,3434,6868,17,17,17,0.80104,27.328512,0,798728,0,0
40,3331,6662,13,13,13,0.61256,27.941072,0,610792,0,0
41,3788,7576,11,11,11,0.51832,28.459392,0,516824,0,0
42,3805,7610,18,18,18,0.84816,29.307552,0,845712,0,0
43,3852,7704,16,16,15,0.753784,30.061336,0,751744,0,0
44,4061,8122,12,12,12,0.56544,30.626776,0,563808,0,0
45,4226,8452,14,14,14,0.65968,31.286456,0,657776,0,0
46,4392,8784,17,17,17,0.80104,32.087496,0,798728,0,0
47,4462,8924,21,21,21,0.98952,33.077016,0,986664,0,0
48,4511,9022,17,17,17,0.80104,33.878056,0,798728,0,0
49,4231,8462,18,18,18,0.84816,34.726216,0,845712,0,0
50,4357,8714,17,17,17,0.80104,35.527256,0,798728,0,0
51,4481,8962,12,12,12,0.56544,36.092696,0,563808,0,0
52,4400,8800,7,7,7,0.32984,36.422536,0,328888,0,0
53,4341,8682,11,11,11,0.51832,36.940856,0,516824,0,0
54,4185,8370,11,11,11,0.51832,37.459176,0,516824,0,0
55,4303,8606,18,18,18,0.84816,38.307336,0,845712,0,0
56,4436,8872,13,13,13,0.61256,38.919896,0,610792,0,0
57,4746,9492,16,16,16,0.75392,39.673816,0,751744,0,0
58,5132,10264,21,21,21,0.98952,40.663336,0,986664,0,0
59,5384,10768,13,13,13,0.61256,41.275896,0,610792,0,0
60,5477,10954,13,13,13,0.61256,41.888456,0,610792,0,0
61,5747,11494,6,6,6,0.28272,42.171176,0,281904,0,0
62,5591,11182,9,9,8,0.423944,42.59512,0,422856,0,0
63,5443,10886,15,15,15,0.7068,43.30192,0,704760,0,0
64,5218,10436,14,14,14,0.65968,43.9616,0,657776,0,0
65,4486,8972,20,20,20,0.9424,44.904,0,939680,0,0
66,3998,7996,20,20,20,0.9424,45.8464,0,939680,0,0
67,3965,7930,27,27,27,1.27224,47.11864,0,1268568,0,0
68,3623,7246,16,16,16,0.75392,47.87256,0,751744,0,0
69,3533,7066,11,11,11,0.51832,48.39088,0,516824,0,0
70,3644,7288,15,15,15,0.7068,49.09768,0,704760,0,0
71,3756,7512,11,11,10,0.518184,49.615864,0,516824,0,0
72,3767,7534,9,9,9,0.42408,50.039944,0,422856,0,0
73,3793,7586,15,15,15,0.7068,50.746744,0,704760,0,0
74,3984,7968,17,17,16,0.800904,51.547648,0,798728,0,0
75,4216,8432,18,18,18,0.84816,52.395808,0,845712,0,0
76,4420,8840,12,12,12,0.56544,52.961248,0,563808,0,0
77,4540,9080,10,10,9,0.471064,53.432312,0,469840,0,0
78,4516,9032,18,18,18,0.84816,54.280472,0,845712,0,0
79,4599,9198,21,21,21,0.98952,55.269992,0,986664,0,0
80,4543,9086,18,18,18,0.84816,56.118152,0,845712,0,0
81,3909,7818,12,12,12,0.56544,56.683592,0,563808,0,0
82,3417,6834,13,13,13,0.61256,57.296152,0,610792,0,0
83,3362,6724,11,11,11,0.51832,57.814472,0,516824,0,0
84,3403,6806,14,14,14,0.65968,58.474152,0,657776,0,0
85,3231,6462,19,19,19,0.89528,59.369432,0,892696,0,0
86,3030,6060,20,20,20,0.9424,60.311832,0,939680,0,0
87,2905,5810,10,10,10,0.4712,60.783032,0,469840,0,0
88,2952,5904,14,14,13,0.659544,61.442576,0,657776,0,0
89,2884,5768,10,10,10,0.4712,61.913776,0,469840,0,0
90,2992,5984,10,10,10,0.4712,62.384976,0,469840,0,0
91,2934,5868,12,12,12,0.56544,62.950416,0,563808,0,0
92,2988,5976,10,10,10,0.4712,63.421616,0,469840,0,0
93,3038,6076,12,12,12,0.56544,63.987056,0,563808,0,0
94,3032,6064,9,9,9,0.42408,64.411136,0,422856,0,0
95,3066,6132,19,19,19,0.89528,65.306416,0,892696,0,0
96,3214,6428,17,17,17,0.80104,66.107456,0,798728,0,0
97,3281,6562,18,18,18,0.84816,66.955616,0,845712,0,0
98,2993,5986,14,14,14,0.65968,67.615296,0,657776,0,0
99,2973,5946,15,15,15,0.7068,68.322096,0,704760,0,0
100,2891,5782,13,13,13,0.61256,68.934656,0,610792,0,0
101,2729,5458,10,10,10,0.4712,69.405856,0,469840,0,0
102,2707,5414,8,8,8,0.37696,69.782816,0,375872,0,0
103,2686,5372,4,4,4,0.18848,69.971296,0,187936,0,0
104,2694,5388,20,20,20,0.9424,70.913696,0,939680,0,0
105,2109,4218,14,14,14,0.65968,71.573376,0,657776,0,0
106,1882,3764,12,12,12,0.56544,72.138816,0,563808,0,0
107,1840,3680,14,14,14,0.65968,72.798496,0,657776,0,0
108,1730,3460,13,13,13,0.61256,73.411056,0,610792,0,0
109,1701,3402,6,6,6,0.28272,73.693776,0,281904,0,0
110,1684,3368,10,10,10,0.4712,74.164976,0,469840,0,0
111,1675,3350,8,8,8,0.37696,74.541936,0,375872,0,0
112,1772,3544,19,19,19,0.89528,75.437216,0,892696,0,0
113,1596,3192,14,14,12,0.659408,76.096624,0,657776,0,0
114,1660,3320,20,20,19,0.942264,77.038888,0,939680,0,0
115,1718,3436,18,18,18,0.84816,77.887048,0,845712,0,0
116,1659,3318,14,14,14,0.65968,78.546728,0,657776,0,0
117,1696,3392,14,14,14,0.65968,79.206408,0,657776,0,0
118,1600,3200,12,12,12,0.56544,79.771848,0,563808,0,0
119,1589,3178,15,15,15,0.7068,80.478648,0,704760,0,0
120,1649,3298,19,19,19,0.89528,81.373928,0,892696,0,0
121,1616,3232,10,10,10,0.4712,81.845128,0,469840,0,0
122,1664,3328,7,7,7,0.32984,82.174968,0,328888,0,0
123,1819,3638,10,10,10,0.4712,82.646168,0,469840,0,0
124,1661,3322,8,8,8,0.37696,83.023128,0,375872,0,0
125,1537,3074,12,12,12,0.56544,83.588568,0,563808,0,0
126,1526,3052,9,9,9,0.42408,84.012648,0,422856,0,0
127,1430,2860,10,10,10,0.4712,84.483848,0,469840,0,0
128,1431,2862,19,19,19,0.89528,85.379128,0,892696,0,0
129,1390,2780,10,10,10,0.4712,85.850328,0,469840,0,0
130,1358,2716,12,12,12,0.56544,86.415768,0,563808,0,0
131,1534,3068,17,17,17,0.80104,87.216808,0,798728,0,0
132,1820,3640,19,19,19,0.89528,88.112088,0,892696,0,0
133,1754,3508,7,7,7,0.32984,88.441928,0,328888,0,0
134,1583,3166,13,13,13,0.61256,89.054488,0,610792,0,0
135,1492,2984,9,9,9,0.42408,89.478568,0,422856,0,0
136,1595,3190,13,13,13,0.61256,90.091128,0,610792,0,0
137,1910,3820,15,15,15,0.7068,90.797928,0,704760,0,0
138,2171,4342,12,12,12,0.56544,91.363368,0,563808,0,0
139,2147,4294,8,8,8,0.37696,91.740328,0,375872,0,0
140,2246,4492,16,16,16,0.75392,92.494248,0,751744,0,0
141,2216,4432,8,8,8,0.37696,92.871208,0,375872,0,0
142,2274,4548,6,6,6,0.28272,93.153928,0,281904,0,0
143,2376,4752,15,15,15,0.7068,93.860728,0,704760,0,0
144,2366,4732,14,14,14,0.65968,94.520408,0,657776,0,0
145,2538,5076,18,18,18,0.84816,95.368568,0,845712,0,0
146,2670,5340,16,16,15,0.753784,96.122352,0,751744,0,0
147,2540,5080,21,21,21,0.98952,97.111872,0,986664,0,0
148,2777,5554,11,11,11,0.51832,97.630192,0,516824,0,0
149,3057,6114,15,15,15,0.7068,98.336992,0,704760,0,0
150,3186,6372,13,13,13,0.61256,98.949552,0,610792,0,0
151,3169,6338,11,11,11,0.51832,99.467872,0,516824,0,0
152,3116,6232,7,7,7,0.32984,99.797712,0,328888,0,0
153,3312,6624,13,13,13,0.61256,100.410272,0,610792,0,0
154,3615,7230,22,22,22,1.03664,101.446912,0,1033648,0,0
155,3535,7070,19,19,19,0.89528,102.342192,0,892696,0,0
156,3586,7172,19,19,19,0.89528,103.237472,0,892696,0,0
157,3505,7010,12,12,12,0.56544,103.802912,0,563808,0,0
158,3435,6870,5,5,5,0.2356,104.038512,0,234920,0,0
159,3601,7202,12,12,11,0.565304,104.603816,0,563808,0,0
160,3676,7352,11,11,11,0.51832,105.122136,0,516824,0,0
161,4006,8012,18,18,18,0.84816,105.970296,0,845712,0,0
162,4040,8080,30,30,30,1.4136,107.383896,0,1409520,0,0
163,3662,7324,17,17,16,0.800904,108.1848,0,798728,0,0
164,3571,7142,14,14,14,0.65968,108.84448,0,657776,0,0
165,4045,8090,10,10,10,0.4712,109.31568,0,469840,0,0
166,4358,8716,15,15,15,0.7068,110.02248,0,704760,0,0
167,4124,8248,13,13,13,0.61256,110.63504,0,610792,0,0
168,4263,8526,10,10,10,0.4712,111.10624,0,469840,0,0
169,4273,8546,8,8,8,0.37696,111.4832,0,375872,0,0
170,4340,8680,13,13,13,0.61256,112.09576,0,610792,0,0
171,4415,8830,21,21,21,0.98952,113.08528,0,986664,0,0
172,4831,9662,12,12,12,0.56544,113.65072,0,563808,0,0
173,4972,9944,23,23,23,1.08376,114.73448,0,1080632,0,0
174,4987,9974,14,14,14,0.65968,115.39416,0,657776,0,0
175,5035,10070,9,9,9,0.42408,115.81824,0,422856,0,0
176,5397,10794,23,23,23,1.08376,116.902,0,1080632,0,0
177,5205,10410,16,16,16,0.75392,117.65592,0,751744,0,0
178,5421,10842,26,26,26,1.22512,118.88104,0,1221584,0,0
179,5311,10622,18,18,18,0.84816,119.7292,0,845712,0,0
180,5061,10122,24,24,24,1.13088,120.86008,0,1127616,0,0
181,5129,10258,18,18,18,0.84816,121.70824,0,845712,0,0
182,4811,9622,15,15,15,0.7068,122.41504,0,704760,0,0
183,4368,8736,21,21,21,0.98952,123.40456,0,986664,0,0
184,3989,7978,13,13,13,0.61256,124.01712,0,610792,0,0
185,3654,7308,17,17,17,0.80104,124.81816,0,798728,0,0
186,3403,6806,18,18,18,0.84816,125.66632,0,845712,0,0
187,3537,7074,12,12,12,0.56544,126.23176,0,563808,0,0
188,3564,7128,11,11,11,0.51832,126.75008,0,516824,0,0
189,3470,6940,9,9,9,0.42408,127.17416,0,422856,0,0
190,3660,7320,13,13,13,0.61256,127.78672,0,610792,0,0
191,3854,7708,15,15,15,0.7068,128.49352,0,704760,0,0
192,3996,7992,19,19,19,0.89528,129.3888,0,892696,0,0
193,4147,8294,25,25,25,1.178,130.5668,0,1174600,0,0
194,4268,8536,26,26,26,1.22512,131.79192,0,1221584,0,0
195,3872,7744,24,24,24,1.13088,132.9228,0,1127616,0,0
196,3377,6754,14,14,14,0.65968,133.58248,0,657776,0,0
197,3275,6550,20,20,20,0.9424,134.52488,0,939680,0,0
198,3332,6664,17,17,17,0.80104,135.32592,0,798728,0,0
199,3282,6564,14,14,14,0.65968,135.9856,0,657776,0,0
200,2970,5940,18,18,18,0.84816,136.83376,0,845712,0,0
201,2728,5456,17,17,17,0.80104,137.6348,0,798728,0,0
202,2811,5622,22,22,22,1.03664,138.67144,0,1033648,0,0
203,2944,5888,12,12,12,0.56544,139.23688,0,563808,0,0
204,2957,5914,10,10,10,0.4712,139.70808,0,469840,0,0
205,2912,5824,10,10,10,0.4712,140.17928,0,469840,0,0
206,2911,5822,11,11,11,0.51832,140.6976,0,516824,0,0
207,2904,5808,13,13,13,0.61256,141.31016,0,610792,0,0
208,3031,6062,20,20,20,0.9424,142.25256,0,939680,0,0
209,3212,6424,11,11,11,0.51832,142.77088,0,516824,0,0
