step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,1,562500.0,18.998575466740704,18.267247629371262,2,4,1,2,4,0,3,-105.0,70.5,-47.5,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,49.64349247851369,36.1744219613109,4,8,0,2,8,0,2,-105.0,70.5,-47.5,5.0,578584,1.157168,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.733079274495445,59.27188491821289,9,18,0,3,18,0,3,-105.0,70.5,-47.5,5.0,867876,2.025044,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
5,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,0,562500.0,35.70549150119484,33.92240099193497,11,22,0,2,22,0,2,-105.0,70.5,-47.5,5.0,578584,2.603628,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.814353942871094,62.814353942871094,13,26,0,1,26,0,1,-105.0,70.5,-47.5,5.0,289292,2.89292,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
7,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.224732398986816,59.18765640258789,14,28,0,2,28,0,2,-105.0,70.5,-47.5,5.0,578584,3.471504,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,1,562500.0,63.621116638183594,63.621116638183594,14,28,1,1,28,0,2,-105.0,70.5,-47.5,5.0,289292,3.760796,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
9,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.569319216543484,22.293239703472203,15,30,0,4,30,0,4,-105.0,70.5,-47.5,5.0,1157168,4.917964,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
10,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,1,562500.0,60.39548428853353,58.073978424072266,18,36,1,3,36,0,4,-105.0,70.5,-47.5,5.0,867876,5.78584,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
