step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,random,100,400,8,32,138.5,119.65625,138.5,119.65625,0.0,0,0,-1,nan,810,265,265,0.3271604938271605,0.13738290770054112,0.6792452830188679,0.6792452830188679,nan,0.0,nan,nan,0.0,nan,0.5339466980207721,0.5056603773584906,0.9470240741873056,5.784905660377358,810,265,265,0.3271604938271605,0.13738290770054112,0.6792452830188679,0.6792452830188679,nan,0.0,nan,nan,0.0,nan,0.5339466980207721,0.5056603773584906,0.9470240741873056,5.784905660377358
50,random,100,400,8,32,307.75,236.84375,307.75,236.84375,0.0,0,0,-1,nan,1749,559,559,0.31961120640365925,0.15479370447657997,0.7495527728085868,0.7495527728085868,nan,0.0,nan,nan,0.0,nan,0.5301984353871146,0.5223613595706619,0.9852185987483523,19.686940966010734,1749,559,559,0.31961120640365925,0.15479370447657997,0.7495527728085868,0.7495527728085868,nan,0.0,nan,nan,0.0,nan,0.5301984353871146,0.5223613595706619,0.9852185987483523,19.686940966010734
75,random,100,400,8,32,397.5,266.53125,493.625,304.0,0.0,0,0,-1,nan,2690,848,848,0.31524163568773234,0.159646634933611,0.7865566037735849,0.7865566037735849,nan,0.0,nan,nan,0.0,nan,0.5240507035302574,0.5165094339622641,0.9856096566282773,12.590801886792454,2690,848,848,0.31524163568773234,0.159646634933611,0.7865566037735849,0.7865566037735849,nan,0.0,nan,nan,0.0,nan,0.5240507035302574,0.5165094339622641,0.9856096566282773,12.590801886792454
100,random,100,400,8,32,400.0,291.625,656.875,395.21875,0.0,0,0,100,25.104163973760947,3597,1130,1130,0.3141506811231582,0.1555496820461208,0.7973451327433628,0.7973451327433628,nan,0.0,nan,nan,0.0,nan,0.5250740155035402,0.5185840707964602,0.9876399431023907,22.991150442477878,3597,1130,1130,0.3141506811231582,0.1555496820461208,0.7973451327433628,0.7973451327433628,nan,0.0,nan,nan,0.0,nan,0.5250740155035402,0.5185840707964602,0.9876399431023907,22.991150442477878
125,random,100,400,8,32,400.0,233.40625,772.625,300.09375,0.0,0,0,100,25.104163973760947,3614,1124,1124,0.31101272827891535,0.16362812190775045,0.8300711743772242,0.8300711743772242,nan,0.0,nan,nan,0.0,nan,0.523232722513298,0.5186832740213523,0.9913051147296505,18.30338078291815,4424,1389,1389,0.31396925858951175,0.1586209356119186,0.8012958963282938,0.8012958963282938,nan,0.0,nan,nan,0.0,nan,0.5251943681193229,0.5161987041036717,0.9828717431836449,15.9150467962563
150,random,100,400,8,32,400.0,234.8125,904.5,333.15625,0.0,0,0,100,25.104163973760947,3494,1088,1088,0.3113909559244419,0.16746738656058327,0.8354779411764706,0.8354779411764706,nan,0.0,nan,nan,0.0,nan,0.5229456743409233,0.5220588235294118,0.9983041243956569,43.744485294117645,5243,1647,1647,0.314133129887469,0.1631658757621875,0.806314511232544,0.806314511232544,nan,0.0,nan,nan,0.0,nan,0.5253651057866201,0.5221615057680632,0.9939021454160717,35.5792349726776
175,random,100,400,8,32,400.0,222.03125,1071.5,306.71875,0.0,0,0,100,25.104163973760947,3393,1065,1065,0.3138815207780725,0.1758521007852485,0.8384976525821596,0.8384976525821596,nan,0.0,nan,nan,0.0,nan,0.5253175304899443,0.5220657276995305,0.993809833859188,44.608450704225355,6083,1913,1913,0.31448298536906133,0.1686684964767338,0.8154730789336121,0.8154730789336121,nan,0.0,nan,nan,0.0,nan,0.5247573193241449,0.5196027182435965,0.9901771716358578,30.415577626764243
200,random,100,400,8,32,400.0,169.1875,1196.125,216.9375,0.0,0,0,200,29.631919542451083,3248,1037,1037,0.3192733990147783,0.1924628776094387,0.8486017357762777,0.8486017357762777,nan,0.0,nan,nan,0.0,nan,0.5250463044413167,0.5168756027000965,0.984438131128426,-4.715525554484088,6845,2167,2167,0.316581446311176,0.17321418772178332,0.821873557914167,0.821873557914167,nan,0.0,nan,nan,0.0,nan,0.5250608664122177,0.5177664974619289,0.9861075745367737,9.732348869404706
225,random,100,400,8,32,400.0,230.96875,1284.0,313.40625,0.0,0,0,200,29.631919542451083,3229,1022,1022,0.3165066584081759,0.20595744813002984,0.8522504892367906,0.8522504892367906,nan,0.0,nan,nan,0.0,nan,0.521790785347614,0.5166340508806262,0.9901172373836529,-5.213307240704501,7653,2411,2411,0.3150398536521625,0.178686433659828,0.8228950642886769,0.8228950642886769,nan,0.0,nan,nan,0.0,nan,0.5237583079115812,0.5163832434674409,0.9859189547301934,6.958938199917047
250,random,100,400,8,32,400.0,233.40625,1386.375,287.78125,0.0,0,0,200,29.631919542451083,3253,1027,1027,0.3157085766984322,0.20857709710041483,0.8549172346640701,0.8549172346640701,nan,0.0,nan,nan,0.0,nan,0.514835600748604,0.49659201557935734,0.9645642509128752,-86.22590068159688,8496,2674,2674,0.3147363465160075,0.18060690953719105,0.824981301421092,0.824981301421092,nan,0.0,nan,nan,0.0,nan,0.5213335050464287,0.512341062079282,0.9827510741586695,-11.202318623784592
