step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,19.51061865854021,19.381058728309746,2,4,2,2,4,0,4,-105.0,70.5,-47.5,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,3,562500.0,29.13028702406578,18.407905596941493,7,14,3,6,14,0,9,-105.0,70.5,-47.5,5.0,1735752,2.314336,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
4,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,5,562500.0,46.59240717589529,21.71809888911991,20,40,5,9,40,0,14,-105.0,70.5,-47.5,5.0,2603628,4.917964,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
5,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,10,562500.0,46.381203105543214,24.933633436530943,26,52,10,10,52,0,20,-105.0,70.5,-47.5,5.0,2892920,7.810884,nan,2.89292,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,0,0,10
6,-47.5,57.5,70,35,0,0.0,0.0,0,0.0,57.5,7,562500.0,41.2332891105961,23.050615937076987,35,70,7,11,70,0,18,-105.0,70.5,-47.5,5.0,3182212,10.993096,nan,3.182212,nan,11,0,3180760,22,0,0,11,1452,704,176,748,187,363,11,0,0,11
7,-47.5,57.5,76,38,0,0.0,0.0,0,0.0,57.5,11,562500.0,36.21254786655277,22.14028600781276,38,76,11,12,76,0,23,-105.0,70.5,-47.5,5.0,3471504,14.4646,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
8,-47.5,57.5,86,43,0,0.0,0.0,0,0.0,57.5,10,510681.35632183944,24.182513270838342,5.9838508030791235,43,86,10,11,86,0,21,-105.0,70.5,-47.5,5.0,3182212,17.646812,nan,3.182212,nan,11,0,3180760,22,0,0,11,1452,704,176,748,187,363,11,0,0,11
9,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,11,525849.6221819369,29.909569018243634,9.394659897479405,49,98,11,12,98,0,23,-105.0,70.5,-47.5,5.0,3471504,21.118316,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
10,-47.5,57.5,100,50,0,0.0,0.0,0,0.0,57.5,11,515473.7535735621,22.67546242990732,8.802293002777306,50,100,15,14,100,4,29,-105.0,70.5,-47.5,5.0,4050088,25.168404,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
11,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,11,504081.6115900314,21.99881168714922,5.692490306510476,69,138,11,13,138,0,24,-105.0,70.5,-47.5,5.0,3760796,28.9292,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
12,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,9,483385.48313942953,21.454009122664708,6.252212225948911,76,152,10,13,152,1,23,-105.0,70.5,-47.5,5.0,3760796,32.689996,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
13,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,9,552380.8540124476,27.485154343466483,13.214514387222675,79,158,9,10,158,0,19,-105.0,70.5,-47.5,5.0,2892920,35.582916,nan,2.89292,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,0,0,10
14,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,12,471296.74051975284,20.27988894873944,5.037431518379625,87,174,12,13,174,0,25,-105.0,70.5,-47.5,5.0,3760796,39.343712,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
15,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,13,471848.38070161425,20.693294735893932,5.5170532177012905,79,158,13,13,158,0,26,-105.0,70.5,-47.5,5.0,3760796,43.104508,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
16,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,9,516617.2754371613,21.929346987545287,8.18107987868322,77,154,10,12,154,1,22,-105.0,70.5,-47.5,5.0,3471504,46.576012,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
17,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,9,475327.46754418075,21.544806685771864,6.3882383452287,77,154,9,12,154,0,21,-105.0,70.5,-47.5,5.0,3471504,50.047516,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
18,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,11,488431.5322415897,21.58556926061488,6.877707311802946,73,146,11,13,146,0,24,-105.0,70.5,-47.5,5.0,3760796,53.808312,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
19,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,13,455304.5330569646,16.958021845524094,5.0866553992514865,72,144,13,11,144,0,24,-105.0,70.5,-47.5,5.0,3182212,56.990524,nan,3.182212,nan,11,0,3180760,22,0,0,11,1452,704,176,748,187,363,11,0,0,11
20,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,13,536216.723007767,23.959315818031175,10.111288879523123,75,150,14,13,150,1,27,-105.0,70.5,-47.5,5.0,3760796,60.75132,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
21,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,15,470700.1639725881,17.022808327165475,7.0075541787479825,75,150,15,12,150,0,27,-105.0,70.5,-47.5,5.0,3471504,64.222824,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
