step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,1,562500.0,18.998575466740704,18.267247629371262,2,4,1,2,4,0,3,-105.0,70.5,-47.5,192878,0,32,2,0,0,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,49.64349247851369,36.1744219613109,4,8,0,2,8,0,2,-105.0,70.5,-47.5,192878,1,32,4,1,1,5.0,578752,1.157336,nan,0.578752,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,168,1,2
4,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.733079274495445,59.27188491821289,9,18,0,3,18,0,3,-105.0,70.5,-47.5,192878,1,32,9,1,4,5.0,868044,2.02538,nan,0.868044,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,168,1,3
5,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,0,562500.0,35.70549150119484,33.92240099193497,11,22,0,2,22,0,2,-105.0,70.5,-47.5,192878,7,32,11,3,6,5.0,579760,2.60514,nan,0.57976,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,1176,7,2
6,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.814353942871094,62.814353942871094,13,26,0,1,26,0,1,-105.0,70.5,-47.5,192878,8,32,13,4,9,5.0,290636,2.895776,nan,0.290636,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,1344,8,1
7,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.224732398986816,59.18765640258789,14,28,0,2,28,0,2,-105.0,70.5,-47.5,192878,5,32,14,4,9,5.0,579424,3.4752,nan,0.579424,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,840,5,2
8,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,1,562500.0,63.621116638183594,63.621116638183594,14,28,1,1,28,0,2,-105.0,70.5,-47.5,192878,6,32,14,4,7,5.0,290300,3.7655,nan,0.2903,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,1008,6,1
9,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.569319216543484,22.293239703472203,15,30,0,4,30,0,4,-105.0,70.5,-47.5,192878,5,32,15,3,9,5.0,1158008,4.923508,nan,1.158008,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,840,5,4
10,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,1,562500.0,60.39548428853353,58.073978424072266,18,36,1,3,36,0,4,-105.0,70.5,-47.5,192878,8,32,18,6,15,5.0,869220,5.792728,nan,0.86922,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,1344,8,3
11,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,0,562500.0,48.689388839073885,37.51244896896474,26,52,0,4,52,0,4,-105.0,70.5,-47.5,192878,19,32,26,8,22,5.0,1160360,6.953088,nan,1.16036,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,3192,19,4
12,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,0,562500.0,52.362802688372426,39.31349025908678,28,56,0,4,56,0,4,-105.0,70.5,-47.5,192878,11,32,28,5,23,5.0,1159016,8.112104,nan,1.159016,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,1848,11,4
13,-47.5,57.5,62,31,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,31,62,0,0,62,0,0,-105.0,70.5,-47.5,192878,20,32,31,8,26,5.0,3360,8.115464,nan,0.00336,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,20,0
14,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.47404956817627,59.5603141784668,27,54,0,2,54,0,2,-105.0,70.5,-47.5,192878,25,32,27,5,18,5.0,582784,8.698248,nan,0.582784,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,4200,25,2
15,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,22,44,0,0,44,0,0,-105.0,70.5,-47.5,192878,31,32,22,6,15,5.0,5208,8.703456,nan,0.005208,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208,31,0
16,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,0,562500.0,69.11846351623535,64.2613296508789,25,50,0,2,50,0,2,-105.0,70.5,-47.5,192878,38,32,25,7,18,5.0,584968,9.288424,nan,0.584968,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,6384,38,2
17,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,1,562500.0,68.91974258422852,66.14606094360352,24,48,1,2,48,0,3,-105.0,70.5,-47.5,192878,16,32,24,5,17,5.0,581272,9.869696,nan,0.581272,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,2688,16,2
18,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,2,562500.0,60.317227363586426,59.90415954589844,23,46,2,2,46,0,4,-105.0,70.5,-47.5,192878,33,32,23,8,17,5.0,584128,10.453824,nan,0.584128,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,5544,33,2
19,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,0,562500.0,38.364899597585186,21.470229940005616,24,48,0,5,48,0,5,-105.0,70.5,-47.5,192878,43,32,24,6,15,5.0,1453684,11.907508,nan,1.453684,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,7224,43,5
20,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.09139156341553,58.74286651611328,24,48,0,2,48,0,2,-105.0,70.5,-47.5,192878,20,32,24,7,20,5.0,581944,12.489452,nan,0.581944,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,3360,20,2
21,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,20,40,0,0,40,0,0,-105.0,70.5,-47.5,192878,11,32,20,4,14,5.0,1848,12.4913,nan,0.001848,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,11,0
22,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.14569091796875,58.00003433227539,23,46,1,2,46,0,3,-105.0,70.5,-47.5,192878,17,32,23,6,16,5.0,581440,13.07274,nan,0.58144,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,2856,17,2
23,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.82619094848633,60.2106819152832,21,42,0,2,42,0,2,-105.0,70.5,-47.5,192878,37,32,21,6,14,5.0,584800,13.65754,nan,0.5848,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,6216,37,2
24,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.170000076293945,58.93679428100586,27,54,0,2,54,0,2,-105.0,70.5,-47.5,192878,22,32,27,7,19,5.0,582280,14.23982,nan,0.58228,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,3696,22,2
25,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.181097846790706,60.07547650890008,26,52,0,2,52,0,2,-105.0,70.5,-47.5,192878,27,32,26,6,15,5.0,583120,14.82294,nan,0.58312,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,4536,27,2
26,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.880413599520615,57.678778510853206,28,56,0,3,56,0,3,-105.0,70.5,-47.5,192878,32,32,28,5,13,5.0,873252,15.696192,nan,0.873252,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,5376,32,3
27,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.40320587158203,67.40320587158203,26,52,0,1,52,0,1,-105.0,70.5,-47.5,192878,10,32,26,5,19,5.0,290972,15.987164,nan,0.290972,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,1680,10,1
28,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,1,562500.0,56.29510045035183,39.98165309648694,25,50,1,3,50,0,4,-105.0,70.5,-47.5,192878,13,32,25,6,15,5.0,870060,16.857224,nan,0.87006,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,2184,13,3
29,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,1,562500.0,50.77151116020833,41.01531039659293,24,48,1,3,48,0,4,-105.0,70.5,-47.5,192878,10,32,24,5,14,5.0,869556,17.72678,nan,0.869556,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,1680,10,3
30,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.67644373575846,61.442298889160156,21,42,0,3,42,0,3,-105.0,70.5,-47.5,192878,34,32,21,6,14,5.0,873588,18.600368,nan,0.873588,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,5712,34,3
31,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.67025375366211,67.67025375366211,19,38,0,1,38,0,1,-105.0,70.5,-47.5,192878,14,32,19,6,13,5.0,291644,18.892012,nan,0.291644,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,2352,14,1
32,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.86684036254883,60.21068572998047,20,40,0,2,40,0,2,-105.0,70.5,-47.5,192878,6,32,20,5,11,5.0,579592,19.471604,nan,0.579592,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,1008,6,2
33,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.5613899230957,67.5613899230957,23,46,0,1,46,0,1,-105.0,70.5,-47.5,192878,46,32,23,6,12,5.0,297524,19.769128,nan,0.297524,nan,1,504,289160,2,0,0,1,132,64,16,68,17,33,1,7728,46,1
34,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,0,562500.0,47.705007703612544,47.658681962950745,25,50,0,2,50,0,2,-105.0,70.5,-47.5,192878,64,32,25,8,18,5.0,590488,20.359616,nan,0.590488,nan,2,1152,578320,4,0,0,2,264,128,32,136,34,66,2,10752,64,2
35,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.4658571879069,59.784706115722656,25,50,0,3,50,0,3,-105.0,70.5,-47.5,192878,24,32,25,9,17,5.0,873276,21.232892,nan,0.873276,nan,3,1368,867480,6,0,0,3,396,192,48,204,51,99,3,4032,24,3
36,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.40320587158203,67.40320587158203,29,58,1,1,58,0,2,-105.0,70.5,-47.5,192878,49,32,29,7,17,5.0,299540,21.532432,nan,0.29954,nan,1,2016,289160,2,0,0,1,132,64,16,68,17,33,1,8232,49,1
