step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
172,-47.5,57.5,126,63,0,0.0,0.0,0,0.0,57.5,3,539648.11640559,21.850262751904324,10.611887950276934,63,126,3,8,126,0,11,-105.0,70.5,-47.5,192878,176,0,32,63,13,55,5.0,2349304,329.67802,nan,2.349304,nan,8,5400,2313280,16,0,0,8,1056,512,128,544,136,264,8,29568,176,8
173,-47.5,57.5,126,63,0,0.0,0.0,0,0.0,57.5,2,534843.8486746142,32.29838540683487,12.312897629504619,63,126,2,8,126,0,10,-105.0,70.5,-47.5,192878,302,0,32,63,14,56,5.0,2370616,332.048636,nan,2.370616,nan,8,5544,2313280,16,0,0,8,1056,512,128,544,136,264,8,50736,302,8
174,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,1,551395.9382325773,39.25113582807925,13.65170565488301,64,128,1,7,128,0,8,-105.0,70.5,-47.5,192878,366,0,32,64,15,57,5.0,2091500,334.140136,nan,2.0915,nan,7,4968,2024120,14,0,0,7,924,448,112,476,119,231,7,61488,366,7
175,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,3,562500.0,45.95836679843783,18.31927699620716,64,128,3,4,128,0,7,-105.0,70.5,-47.5,192878,211,0,32,64,14,61,5.0,1197296,335.337432,nan,1.197296,nan,4,4680,1156640,8,0,0,4,528,256,64,272,68,132,4,35448,211,4
176,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,1,562500.0,38.685568786447064,19.592340668341684,64,128,1,5,128,0,6,-105.0,70.5,-47.5,192878,273,0,32,64,13,56,5.0,1497364,336.834796,nan,1.497364,nan,5,5040,1445800,10,0,0,5,660,320,80,340,85,165,5,45864,273,5
177,-47.5,57.5,130,65,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.02325730081362,36.19474343100585,65,130,1,5,130,0,6,-105.0,70.5,-47.5,192878,317,0,32,65,14,60,5.0,1505116,338.339912,nan,1.505116,nan,5,5400,1445800,10,0,0,5,660,320,80,340,85,165,5,53256,317,5
178,-47.5,57.5,134,67,0,0.0,0.0,0,0.0,57.5,2,539726.3764705432,31.525643128878137,12.509042238373056,67,134,2,8,134,0,10,-105.0,70.5,-47.5,192878,239,0,32,67,13,59,5.0,2360752,340.700664,nan,2.360752,nan,8,6264,2313280,16,0,0,8,1056,512,128,544,136,264,8,40152,239,8
179,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,5,562500.0,52.89297776691425,39.924046631124334,68,136,5,4,136,0,9,-105.0,70.5,-47.5,192878,272,0,32,68,13,59,5.0,1208624,341.909288,nan,1.208624,nan,4,5760,1156640,8,0,0,4,528,256,64,272,68,132,4,45696,272,4
180,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,6,540554.5419316451,28.549787572934825,11.852512112400282,68,136,6,8,136,0,14,-105.0,70.5,-47.5,192878,269,0,32,68,13,60,5.0,2366008,344.275296,nan,2.366008,nan,8,6480,2313280,16,0,0,8,1056,512,128,544,136,264,8,45192,269,8
181,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,3,537125.444259566,37.681907337391976,11.64833885565084,75,150,3,7,150,0,10,-105.0,70.5,-47.5,192878,298,0,32,75,14,70,5.0,2081948,346.357244,nan,2.081948,nan,7,6840,2024120,14,0,0,7,924,448,112,476,119,231,7,50064,298,7
182,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,0,524723.3546384429,35.061363344973564,8.201871688691915,72,144,0,7,144,0,7,-105.0,70.5,-47.5,192878,335,0,32,72,15,68,5.0,2088020,348.445264,nan,2.08802,nan,7,6696,2024120,14,0,0,7,924,448,112,476,119,231,7,56280,335,7
183,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,1,562500.0,52.9651492929199,39.32918220307792,77,154,1,4,154,0,5,-105.0,70.5,-47.5,192878,283,0,32,77,13,71,5.0,1211912,349.657176,nan,1.211912,nan,4,7200,1156640,8,0,0,4,528,256,64,272,68,132,4,47544,283,4
184,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,2,518356.6591099398,32.109823578345626,12.416957394197478,80,160,2,6,160,0,8,-105.0,70.5,-47.5,192878,311,0,32,80,15,73,5.0,1796496,351.453672,nan,1.796496,nan,6,8496,1734960,12,0,0,6,792,384,96,408,102,198,6,52248,311,6
185,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,2,526196.6012410864,37.208202540963114,10.704126736335382,87,174,2,7,174,0,9,-105.0,70.5,-47.5,192878,248,0,32,87,14,81,5.0,2075276,353.528948,nan,2.075276,nan,7,8568,2024120,14,0,0,7,924,448,112,476,119,231,7,41664,248,7
186,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,4,527840.7658362442,32.654914928801446,9.924130951630996,81,162,4,9,162,0,13,-105.0,70.5,-47.5,192878,254,0,32,81,15,73,5.0,2654004,356.182952,nan,2.654004,nan,9,7704,2602440,18,0,0,9,1188,576,144,612,153,297,9,42672,254,9
187,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,2,562500.0,37.47339180607295,19.674178044268704,69,138,2,7,138,0,9,-105.0,70.5,-47.5,192878,358,0,32,69,14,63,5.0,2090444,358.273396,nan,2.090444,nan,7,5256,2024120,14,0,0,7,924,448,112,476,119,231,7,60144,358,7
188,-47.5,57.5,130,65,0,0.0,0.0,0,0.0,57.5,2,562500.0,41.897373347770746,20.687978239996227,65,130,2,6,130,0,8,-105.0,70.5,-47.5,192878,176,0,32,65,12,59,5.0,1770792,360.044188,nan,1.770792,nan,6,5472,1734960,12,0,0,6,792,384,96,408,102,198,6,29568,176,6
189,-47.5,57.5,140,70,0,0.0,0.0,0,0.0,57.5,1,512274.5944736448,38.76821134058951,11.32514531671491,70,140,1,7,140,0,8,-105.0,70.5,-47.5,192878,243,0,32,70,13,63,5.0,2070692,362.11488,nan,2.070692,nan,7,4824,2024120,14,0,0,7,924,448,112,476,119,231,7,40824,243,7
190,-47.5,57.5,140,70,0,0.0,0.0,0,0.0,57.5,1,562500.0,50.79903746343837,31.41564024292141,70,140,1,5,140,0,6,-105.0,70.5,-47.5,192878,258,0,32,70,14,64,5.0,1494844,363.609724,nan,1.494844,nan,5,5040,1445800,10,0,0,5,660,320,80,340,85,165,5,43344,258,5
191,-47.5,57.5,126,63,0,0.0,0.0,0,0.0,57.5,1,562500.0,43.38051677278436,25.36196859496487,63,126,1,4,126,0,5,-105.0,70.5,-47.5,192878,242,0,32,63,12,57,5.0,1202720,364.812444,nan,1.20272,nan,4,4896,1156640,8,0,0,4,528,256,64,272,68,132,4,40656,242,4
192,-47.5,57.5,122,61,0,0.0,0.0,0,0.0,57.5,3,546944.9368882071,34.52046661049028,13.323677714841073,61,122,3,9,122,0,12,-105.0,70.5,-47.5,192878,298,0,32,61,13,54,5.0,2659596,367.47204,nan,2.659596,nan,9,5904,2602440,18,0,0,9,1188,576,144,612,153,297,9,50064,298,9
193,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,2,552135.3145191984,36.24264465411789,13.343755509660554,56,112,2,8,112,0,10,-105.0,70.5,-47.5,192878,166,0,32,56,10,55,5.0,2347696,369.819736,nan,2.347696,nan,8,5472,2313280,16,0,0,8,1056,512,128,544,136,264,8,27888,166,8
194,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,3,562500.0,61.736451148986816,58.05339431762695,49,98,3,4,98,0,7,-105.0,70.5,-47.5,192878,267,0,32,49,10,47,5.0,1206200,371.025936,nan,1.2062,nan,4,4176,1156640,8,0,0,4,528,256,64,272,68,132,4,44856,267,4
195,-47.5,57.5,94,47,0,0.0,0.0,0,0.0,57.5,4,562500.0,61.09381692537951,48.065996562913504,47,94,4,4,94,0,8,-105.0,70.5,-47.5,192878,296,0,32,47,9,44,5.0,1210424,372.23636,nan,1.210424,nan,4,3528,1156640,8,0,0,4,528,256,64,272,68,132,4,49728,296,4
196,-47.5,57.5,84,42,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.057388761332845,27.435701476520443,42,84,0,3,84,0,3,-105.0,70.5,-47.5,192878,209,0,32,42,7,39,5.0,905724,373.142084,nan,0.905724,nan,3,2736,867480,6,0,0,3,396,192,48,204,51,99,3,35112,209,3
197,-47.5,57.5,94,47,0,0.0,0.0,0,0.0,57.5,2,538379.5251047038,47.96514290673453,12.860182544511922,47,94,2,5,94,0,7,-105.0,70.5,-47.5,192878,258,0,32,47,9,44,5.0,1492900,374.634984,nan,1.4929,nan,5,3096,1445800,10,0,0,5,660,320,80,340,85,165,5,43344,258,5
198,-47.5,57.5,96,48,0,0.0,0.0,0,0.0,57.5,1,562500.0,49.32613495638506,30.81537550560885,48,96,1,6,96,0,7,-105.0,70.5,-47.5,192878,236,0,32,48,9,45,5.0,1780008,376.414992,nan,1.780008,nan,6,4608,1734960,12,0,0,6,792,384,96,408,102,198,6,39648,236,6
199,-47.5,57.5,92,46,0,0.0,0.0,0,0.0,57.5,2,562500.0,62.71572971343994,57.5821418762207,46,92,2,2,92,0,4,-105.0,70.5,-47.5,192878,230,0,32,46,9,42,5.0,621400,377.036392,nan,0.6214,nan,2,4176,578320,4,0,0,2,264,128,32,136,34,66,2,38640,230,2
200,-47.5,57.5,104,52,0,0.0,0.0,0,0.0,57.5,3,562500.0,44.46156897046325,26.971823421431257,52,104,3,4,104,0,7,-105.0,70.5,-47.5,192878,224,0,32,52,9,49,5.0,1199336,378.235728,nan,1.199336,nan,4,4536,1156640,8,0,0,4,528,256,64,272,68,132,4,37632,224,4
201,-47.5,57.5,108,54,0,0.0,0.0,0,0.0,57.5,4,562500.0,32.70487536266233,19.2810018661841,54,108,4,6,108,0,10,-105.0,70.5,-47.5,192878,192,0,32,54,10,50,5.0,1773696,380.009424,nan,1.773696,nan,6,5688,1734960,12,0,0,6,792,384,96,408,102,198,6,32256,192,6
202,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,2,510136.3317414711,42.31073069458589,11.874881878213387,55,110,2,6,110,0,8,-105.0,70.5,-47.5,192878,260,0,32,55,11,50,5.0,1784184,381.793608,nan,1.784184,nan,6,4752,1734960,12,0,0,6,792,384,96,408,102,198,6,43680,260,6
203,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,3,524631.142530034,30.201645093845066,7.4005547143410775,56,112,3,9,112,0,12,-105.0,70.5,-47.5,192878,279,0,32,56,11,52,5.0,2656620,384.450228,nan,2.65662,nan,9,6120,2602440,18,0,0,9,1188,576,144,612,153,297,9,46872,279,9
204,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,1,562500.0,26.556495931341054,19.040833804996414,55,110,1,4,110,0,5,-105.0,70.5,-47.5,192878,213,0,32,55,10,53,5.0,1197776,385.648004,nan,1.197776,nan,4,4824,1156640,8,0,0,4,528,256,64,272,68,132,4,35784,213,4
205,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,1,562500.0,47.75489024388181,31.611603554437107,56,112,1,4,112,0,5,-105.0,70.5,-47.5,192878,335,0,32,56,10,52,5.0,1217768,386.865772,nan,1.217768,nan,4,4320,1156640,8,0,0,4,528,256,64,272,68,132,4,56280,335,4
206,-47.5,57.5,122,61,0,0.0,0.0,0,0.0,57.5,2,562500.0,45.683889159590265,18.30303047478103,61,122,2,5,122,0,7,-105.0,70.5,-47.5,192878,301,0,32,61,11,59,5.0,1502212,388.367984,nan,1.502212,nan,5,5184,1445800,10,0,0,5,660,320,80,340,85,165,5,50568,301,5
207,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,2,562500.0,43.03100903685062,23.77731471977789,66,132,2,5,132,0,7,-105.0,70.5,-47.5,192878,352,0,32,66,12,62,5.0,1511068,389.879052,nan,1.511068,nan,5,5472,1445800,10,0,0,5,660,320,80,340,85,165,5,59136,352,5
208,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,3,562500.0,45.368612400030436,19.498859619951123,72,144,3,5,144,0,8,-105.0,70.5,-47.5,192878,411,0,32,72,12,69,5.0,1522924,391.401976,nan,1.522924,nan,5,7416,1445800,10,0,0,5,660,320,80,340,85,165,5,69048,411,5
209,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,2,542134.3299790372,31.24836330527988,11.48965856421314,89,178,2,8,178,0,10,-105.0,70.5,-47.5,192878,456,0,32,89,14,87,5.0,2399080,393.801056,nan,2.39908,nan,8,8136,2313280,16,0,0,8,1056,512,128,544,136,264,8,76608,456,8
210,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,0,548356.3952714544,40.72467805417098,14.70106450652128,90,180,0,7,180,0,7,-105.0,70.5,-47.5,192878,367,0,32,90,12,87,5.0,2094404,395.89546,nan,2.094404,nan,7,7704,2024120,14,0,0,7,924,448,112,476,119,231,7,61656,367,7
211,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,0,533246.1732285037,31.025252789107586,11.066894150593576,102,204,0,7,204,0,7,-105.0,70.5,-47.5,192878,365,0,32,102,12,98,5.0,2095580,397.99104,nan,2.09558,nan,7,9216,2024120,14,0,0,7,924,448,112,476,119,231,7,61320,365,7
212,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,2,562500.0,37.028087686240056,24.779062279959323,103,206,2,4,206,0,6,-105.0,70.5,-47.5,192878,491,0,32,103,14,100,5.0,1248656,399.239696,nan,1.248656,nan,4,9000,1156640,8,0,0,4,528,256,64,272,68,132,4,82488,491,4
213,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,6,536975.6232896062,40.76160130190426,8.838973494549071,106,212,6,6,212,0,12,-105.0,70.5,-47.5,192878,471,0,32,106,14,105,5.0,1825392,401.065088,nan,1.825392,nan,6,10512,1734960,12,0,0,6,792,384,96,408,102,198,6,79128,471,6
214,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.24977836995335,32.59285096474751,102,204,2,5,204,1,7,-105.0,70.5,-47.5,192878,436,0,32,102,13,101,5.0,1530076,402.595164,nan,1.530076,nan,5,10368,1445800,10,0,0,5,660,320,80,340,85,165,5,73248,436,5
215,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.89635805769179,19.795199070873206,97,194,2,6,194,0,8,-105.0,70.5,-47.5,192878,436,0,32,97,14,95,5.0,1819368,404.414532,nan,1.819368,nan,6,10368,1734960,12,0,0,6,792,384,96,408,102,198,6,73248,436,6
216,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,2,548000.3692145147,34.70616712897382,11.446735864618462,97,194,2,8,194,0,10,-105.0,70.5,-47.5,192878,316,0,32,97,13,95,5.0,2377216,406.791748,nan,2.377216,nan,8,9792,2313280,16,0,0,8,1056,512,128,544,136,264,8,53088,316,8
217,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,0,514476.15467847354,41.344298871721094,9.838866435764874,98,196,0,5,196,0,5,-105.0,70.5,-47.5,192878,342,0,32,98,13,93,5.0,1512556,408.304304,nan,1.512556,nan,5,8640,1445800,10,0,0,5,660,320,80,340,85,165,5,57456,342,5
218,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,1,562500.0,52.98207252394041,41.03759601518728,101,202,1,6,202,0,7,-105.0,70.5,-47.5,192878,338,0,32,101,13,99,5.0,1802688,410.106992,nan,1.802688,nan,6,10152,1734960,12,0,0,6,792,384,96,408,102,198,6,56784,338,6
219,-47.5,57.5,214,107,0,0.0,0.0,0,0.0,57.5,1,562500.0,49.908412424225936,21.237291344900736,107,214,1,6,214,0,7,-105.0,70.5,-47.5,192878,449,0,32,107,14,102,5.0,1822416,411.929408,nan,1.822416,nan,6,11232,1734960,12,0,0,6,792,384,96,408,102,198,6,75432,449,6
220,-47.5,57.5,216,108,0,0.0,0.0,0,0.0,57.5,2,550943.2432002048,39.33819179322954,11.849629923747813,108,216,2,8,216,0,10,-105.0,70.5,-47.5,192878,399,0,32,108,14,104,5.0,2393320,414.322728,nan,2.39332,nan,8,11952,2313280,16,0,0,8,1056,512,128,544,136,264,8,67032,399,8
221,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,1,562500.0,44.160176945108354,18.37545375921229,109,218,1,6,218,0,7,-105.0,70.5,-47.5,192878,330,0,32,109,13,105,5.0,1803000,416.125728,nan,1.803,nan,6,11808,1734960,12,0,0,6,792,384,96,408,102,198,6,55440,330,6
222,-47.5,57.5,220,110,0,0.0,0.0,0,0.0,57.5,2,562500.0,54.43740146826981,38.61260862695058,110,220,2,5,220,0,7,-105.0,70.5,-47.5,192878,516,0,32,110,16,104,5.0,1544596,417.670324,nan,1.544596,nan,5,11448,1445800,10,0,0,5,660,320,80,340,85,165,5,86688,516,5
223,-47.5,57.5,226,113,0,0.0,0.0,0,0.0,57.5,4,562500.0,39.42839098686164,20.080737723474304,113,226,4,5,226,0,9,-105.0,70.5,-47.5,192878,392,0,32,113,13,108,5.0,1524844,419.195168,nan,1.524844,nan,5,12528,1445800,10,0,0,5,660,320,80,340,85,165,5,65856,392,5
224,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,6,477418.4201626279,18.905377902442176,8.39349492378573,112,224,7,9,224,1,16,-105.0,70.5,-47.5,192878,444,0,32,112,14,107,5.0,2691036,421.886204,nan,2.691036,nan,9,12816,2602440,18,0,0,9,1188,576,144,612,153,297,9,74592,444,9
225,-47.5,57.5,220,110,0,0.0,0.0,0,0.0,57.5,4,503333.40948491625,34.786694623281015,8.900465956684823,110,220,4,7,220,0,11,-105.0,70.5,-47.5,192878,322,0,32,110,12,104,5.0,2090372,423.976576,nan,2.090372,nan,7,11232,2024120,14,0,0,7,924,448,112,476,119,231,7,54096,322,7
226,-47.5,57.5,216,108,0,0.0,0.0,0,0.0,57.5,2,562500.0,42.83843113703587,20.598975790721646,108,216,2,5,216,0,7,-105.0,70.5,-47.5,192878,367,0,32,108,13,101,5.0,1518700,425.495276,nan,1.5187,nan,5,10584,1445800,10,0,0,5,660,320,80,340,85,165,5,61656,367,5
227,-47.5,57.5,220,110,0,0.0,0.0,0,0.0,57.5,1,562500.0,52.388730284827176,30.094563384936958,110,220,1,3,220,0,4,-105.0,70.5,-47.5,192878,480,0,32,110,14,103,5.0,959316,426.454592,nan,0.959316,nan,3,10800,867480,6,0,0,3,396,192,48,204,51,99,3,80640,480,3
228,-47.5,57.5,208,104,0,0.0,0.0,0,0.0,57.5,4,507307.0206400979,28.03316669337482,9.224439642855682,104,208,4,8,208,0,12,-105.0,70.5,-47.5,192878,388,0,32,104,13,101,5.0,2392048,428.84664,nan,2.392048,nan,8,12528,2313280,16,0,0,8,1056,512,128,544,136,264,8,65184,388,8
229,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,6,562500.0,37.880432441227384,18.099315989085845,103,206,6,5,206,0,11,-105.0,70.5,-47.5,192878,413,0,32,103,13,101,5.0,1525924,430.372564,nan,1.525924,nan,5,10080,1445800,10,0,0,5,660,320,80,340,85,165,5,69384,413,5
230,-47.5,57.5,208,104,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.33439508084623,37.6887328605073,104,208,1,7,208,0,8,-105.0,70.5,-47.5,192878,459,0,32,104,15,99,5.0,2112740,432.485304,nan,2.11274,nan,7,10584,2024120,14,0,0,7,924,448,112,476,119,231,7,77112,459,7
231,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,3,562500.0,59.12641118849589,55.20360910293999,94,188,3,5,188,0,8,-105.0,70.5,-47.5,192878,487,0,32,94,14,88,5.0,1537852,434.023156,nan,1.537852,nan,5,9576,1445800,10,0,0,5,660,320,80,340,85,165,5,81816,487,5
232,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,3,562500.0,36.890809279204674,21.39858632290942,98,196,3,5,196,0,8,-105.0,70.5,-47.5,192878,483,0,32,98,14,97,5.0,1538476,435.561632,nan,1.538476,nan,5,10872,1445800,10,0,0,5,660,320,80,340,85,165,5,81144,483,5
233,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,3,562500.0,45.699993029570884,32.73889709124691,95,190,3,6,190,0,9,-105.0,70.5,-47.5,192878,540,0,32,95,15,91,5.0,1836408,437.39804,nan,1.836408,nan,6,9936,1734960,12,0,0,6,792,384,96,408,102,198,6,90720,540,6
234,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,1,562500.0,54.89435443376461,41.47613637287397,84,168,1,6,168,0,7,-105.0,70.5,-47.5,192878,383,0,32,84,13,83,5.0,1808376,439.206416,nan,1.808376,nan,6,8280,1734960,12,0,0,6,792,384,96,408,102,198,6,64344,383,6
235,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,3,508390.9908530271,35.074720632374024,8.980678160444041,88,176,3,8,176,0,11,-105.0,70.5,-47.5,192878,467,0,32,88,15,84,5.0,2402512,441.608928,nan,2.402512,nan,8,9720,2313280,16,0,0,8,1056,512,128,544,136,264,8,78456,467,8
236,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,1,502170.13296258514,35.54422315700731,5.726432676000247,86,172,1,9,172,0,10,-105.0,70.5,-47.5,192878,360,0,32,86,15,84,5.0,2672748,444.281676,nan,2.672748,nan,9,8640,2602440,18,0,0,9,1188,576,144,612,153,297,9,60480,360,9
237,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,1,562500.0,30.753523272714755,18.402363470164968,87,174,1,6,174,0,7,-105.0,70.5,-47.5,192878,331,0,32,87,12,81,5.0,1800576,446.082252,nan,1.800576,nan,6,9216,1734960,12,0,0,6,792,384,96,408,102,198,6,55608,331,6
238,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.06675720214844,58.62969207763672,84,168,0,2,168,0,2,-105.0,70.5,-47.5,192878,316,0,32,84,13,79,5.0,639664,446.721916,nan,0.639664,nan,2,7992,578320,4,0,0,2,264,128,32,136,34,66,2,53088,316,2
239,-47.5,57.5,156,78,0,0.0,0.0,0,0.0,57.5,3,556245.1403594227,34.58791700404276,15.2026213223695,78,156,3,7,156,0,10,-105.0,70.5,-47.5,192878,421,0,32,78,14,70,5.0,2104124,448.82604,nan,2.104124,nan,7,8352,2024120,14,0,0,7,924,448,112,476,119,231,7,70728,421,7
240,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,2,562500.0,51.115907980318525,21.772679216099693,77,154,2,5,154,0,7,-105.0,70.5,-47.5,192878,352,0,32,77,14,71,5.0,1513804,450.339844,nan,1.513804,nan,5,8208,1445800,10,0,0,5,660,320,80,340,85,165,5,59136,352,5
241,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,3,536607.3896367426,31.398916395183043,10.03920976929001,86,172,3,10,172,0,13,-105.0,70.5,-47.5,192878,368,0,32,86,15,81,5.0,2964680,453.304524,nan,2.96468,nan,10,9936,2891600,20,0,0,10,1320,640,160,680,170,330,10,61824,368,10
242,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,2,562500.0,43.9149015720057,30.25140658551515,81,162,2,8,162,0,10,-105.0,70.5,-47.5,192878,396,0,32,81,14,77,5.0,2388568,455.693092,nan,2.388568,nan,8,7704,2313280,16,0,0,8,1056,512,128,544,136,264,8,66528,396,8
243,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,3,562500.0,52.427982643760714,40.23008835207995,81,162,3,4,162,0,7,-105.0,70.5,-47.5,192878,402,0,32,81,16,77,5.0,1232120,456.925212,nan,1.23212,nan,4,7416,1156640,8,0,0,4,528,256,64,272,68,132,4,67536,402,4
244,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,4,562500.0,43.44868829924587,18.486667728325198,69,138,4,6,138,0,10,-105.0,70.5,-47.5,192878,325,0,32,69,13,62,5.0,1796616,458.721828,nan,1.796616,nan,6,6264,1734960,12,0,0,6,792,384,96,408,102,198,6,54600,325,6
245,-47.5,57.5,124,62,0,0.0,0.0,0,0.0,57.5,1,562500.0,50.96785729060324,32.03493995412475,62,124,1,5,124,0,6,-105.0,70.5,-47.5,192878,326,0,32,62,13,57,5.0,1506628,460.228456,nan,1.506628,nan,5,5400,1445800,10,0,0,5,660,320,80,340,85,165,5,54768,326,5
246,-47.5,57.5,112,56,0,0.0,0.0,0,0.0,57.5,2,562500.0,50.19617709075732,33.37866854645561,56,112,2,6,112,0,8,-105.0,70.5,-47.5,192878,261,0,32,56,13,50,5.0,1785216,462.013672,nan,1.785216,nan,6,5616,1734960,12,0,0,6,792,384,96,408,102,198,6,43848,261,6
247,-47.5,57.5,114,57,0,0.0,0.0,0,0.0,57.5,2,484198.1910006909,26.095163541083185,5.044993073620105,57,114,2,8,114,0,10,-105.0,70.5,-47.5,192878,246,0,32,57,14,54,5.0,2361064,464.374736,nan,2.361064,nan,8,5400,2313280,16,0,0,8,1056,512,128,544,136,264,8,41328,246,8
248,-47.5,57.5,118,59,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.0685912318926,20.06855450685963,59,118,0,4,118,0,4,-105.0,70.5,-47.5,192878,405,0,32,59,13,54,5.0,1229600,465.604336,nan,1.2296,nan,4,4392,1156640,8,0,0,4,528,256,64,272,68,132,4,68040,405,4
249,-47.5,57.5,124,62,0,0.0,0.0,0,0.0,57.5,3,562500.0,44.209452313405734,32.85520641574808,62,124,3,6,124,0,9,-105.0,70.5,-47.5,192878,376,0,32,62,13,58,5.0,1804968,467.409304,nan,1.804968,nan,6,6048,1734960,12,0,0,6,792,384,96,408,102,198,6,63168,376,6
250,-47.5,57.5,118,59,0,0.0,0.0,0,0.0,57.5,2,562500.0,35.832298277501884,18.027990978524606,59,118,2,8,118,0,10,-105.0,70.5,-47.5,192878,429,0,32,59,12,57,5.0,2392528,469.801832,nan,2.392528,nan,8,6120,2313280,16,0,0,8,1056,512,128,544,136,264,8,72072,429,8
251,-47.5,57.5,114,57,0,0.0,0.0,0,0.0,57.5,3,562500.0,48.36584765522433,26.821769263500368,57,114,3,7,114,0,10,-105.0,70.5,-47.5,192878,414,0,32,57,14,55,5.0,2099708,471.90154,nan,2.099708,nan,7,5112,2024120,14,0,0,7,924,448,112,476,119,231,7,69552,414,7
