step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,23.663489955512656,19.845603567595134,3,6,0,2,6,0,2,-105.0,70.5,-47.5,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.99731431560174,59.87401853160516,5,10,0,2,10,0,2,-105.0,70.5,-47.5,5.0,578584,1.157168,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,56.670126744368574,38.33508002255124,14,28,0,4,28,0,4,-105.0,70.5,-47.5,5.0,1157168,2.314336,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
5,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,1,562500.0,63.11014366149902,63.11014175415039,15,30,1,1,30,0,2,-105.0,70.5,-47.5,5.0,289292,2.603628,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
6,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,1,562500.0,37.37510284504352,33.462637962153316,20,40,1,2,40,0,3,-105.0,70.5,-47.5,5.0,578584,3.182212,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
7,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,0,562500.0,32.99538931030513,30.776812000723464,19,38,0,2,38,0,2,-105.0,70.5,-47.5,5.0,578584,3.760796,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.88798355042551,18.823537833675402,21,42,0,3,42,0,3,-105.0,70.5,-47.5,5.0,867876,4.628672,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
9,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,1,562500.0,65.91988945007324,63.984771728515625,23,46,1,2,46,0,3,-105.0,70.5,-47.5,5.0,578584,5.207256,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,1,562500.0,61.92112604777018,57.68394088745117,25,50,1,3,50,0,4,-105.0,70.5,-47.5,5.0,867876,6.075132,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
11,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,0,562500.0,41.092014532897686,21.437094728334625,25,50,0,3,50,0,3,-105.0,70.5,-47.5,5.0,867876,6.943008,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
12,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,2,562500.0,46.916497932818984,46.10117405611892,24,48,2,2,48,0,4,-105.0,70.5,-47.5,5.0,578584,7.521592,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
13,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,0,562500.0,43.820817500849934,39.96733689509685,23,46,0,2,46,0,2,-105.0,70.5,-47.5,5.0,578584,8.100176,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
14,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.662384033203125,61.662384033203125,22,44,0,1,44,0,1,-105.0,70.5,-47.5,5.0,289292,8.389468,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
15,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,22,44,0,0,44,0,0,-105.0,70.5,-47.5,5.0,0,8.389468,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.4115718644004,31.235584055738165,26,52,0,3,52,0,3,-105.0,70.5,-47.5,5.0,867876,9.257344,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
17,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.997426986694336,59.74654006958008,23,46,0,3,46,0,3,-105.0,70.5,-47.5,5.0,867876,10.12522,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
18,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,1,562500.0,40.659203322479016,20.970014878806428,20,40,1,3,40,0,4,-105.0,70.5,-47.5,5.0,867876,10.993096,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
