step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,random,100,400,4,16,83.0,53.8125,83.0,53.8125,0.0,0,0,-1,nan,408,55,55,0.13480392156862744,0.2014465128471794,0.7090909090909091,0.7090909090909091,nan,0.0,nan,nan,0.0,nan,0.5078431372549019,0.5272727272727272,1.0382590382590382,8.181818181818182,408,55,55,0.13480392156862744,0.2014465128471794,0.7090909090909091,0.7090909090909091,nan,0.0,nan,nan,0.0,nan,0.5078431372549019,0.5272727272727272,1.0382590382590382,8.181818181818182
50,random,100,400,4,16,174.0,126.4375,174.0,126.4375,0.0,0,0,-1,nan,884,108,108,0.12217194570135746,0.21355682048927563,0.7777777777777778,0.7777777777777778,nan,0.0,nan,nan,0.0,nan,0.5429298642533936,0.5277777777777778,0.9720920003241079,10.407407407407407,884,108,108,0.12217194570135746,0.21355682048927563,0.7777777777777778,0.7777777777777778,nan,0.0,nan,nan,0.0,nan,0.5429298642533936,0.5277777777777778,0.9720920003241079,10.407407407407407
75,random,100,400,4,16,266.5,155.3125,266.5,155.3125,0.0,0,0,-1,nan,1306,152,152,0.11638591117917305,0.2155286321478865,0.8157894736842105,0.8157894736842105,nan,0.0,nan,nan,0.0,nan,0.5321774958068985,0.5394736842105263,1.013710065647487,28.664473684210527,1306,152,152,0.11638591117917305,0.2155286321478865,0.8157894736842105,0.8157894736842105,nan,0.0,nan,nan,0.0,nan,0.5321774958068985,0.5394736842105263,1.013710065647487,28.664473684210527
100,random,100,400,4,16,352.75,188.6875,352.75,188.6875,0.0,0,0,100,22.3772711811834,1744,203,203,0.11639908256880734,0.2075124037932037,0.7980295566502463,0.7980295566502463,nan,0.0,nan,nan,0.0,nan,0.5268580712101354,0.5123152709359606,0.9723971197010012,1.3004926108374384,1744,203,203,0.11639908256880734,0.2075124037932037,0.7980295566502463,0.7980295566502463,nan,0.0,nan,nan,0.0,nan,0.5268580712101354,0.5123152709359606,0.9723971197010012,1.3004926108374384
125,random,100,400,4,16,392.5,83.75,392.5,83.75,0.0,0,0,100,22.3772711811834,1666,195,195,0.117046818727491,0.2287960637695179,0.8205128205128205,0.8205128205128205,nan,0.0,nan,nan,0.0,nan,0.5237809409478077,0.49230769230769234,0.939911428271592,-6.358974358974359,2074,250,250,0.12054001928640308,0.2227791625666034,0.796,0.796,nan,0.0,nan,nan,0.0,nan,0.5206456353033017,0.5,0.9603460897328476,-3.16
150,random,100,400,4,16,400.0,108.0,485.0,108.0,0.0,0,0,100,22.3772711811834,1621,192,192,0.11844540407156076,0.23279703459933024,0.8020833333333334,0.8020833333333334,nan,0.0,nan,nan,0.0,nan,0.4981037572339238,0.4739583333333333,0.9515253126483624,10.088541666666666,2505,300,300,0.11976047904191617,0.2258705575197106,0.7933333333333333,0.7933333333333333,nan,0.0,nan,nan,0.0,nan,0.5139226309286189,0.49333333333333335,0.9599369703605342,10.203333333333333
175,random,100,400,4,16,400.0,132.0,577.0,132.125,0.0,0,0,100,22.3772711811834,1634,195,195,0.1193390452876377,0.24371841766223012,0.7692307692307693,0.7692307692307693,nan,0.0,nan,nan,0.0,nan,0.5025412368129626,0.46153846153846156,0.9184091328812454,4.487179487179487,2940,347,347,0.11802721088435374,0.23137015426689808,0.7896253602305475,0.7896253602305475,nan,0.0,nan,nan,0.0,nan,0.5157061872367995,0.4956772334293948,0.9611620835601727,15.077809798270893
200,random,100,400,4,16,400.0,102.6875,629.5,102.6875,0.0,0,0,200,17.542750498150102,1602,193,193,0.12047440699126093,0.26143352088987676,0.7927461139896373,0.7927461139896373,nan,0.0,nan,nan,0.0,nan,0.5046519231912491,0.49740932642487046,0.9856483321799729,34.24352331606217,3346,396,396,0.11835026897788405,0.23379214015597619,0.7954545454545454,0.7954545454545454,nan,0.0,nan,nan,0.0,nan,0.5162261975920075,0.5050505050505051,0.978351171262457,17.356060606060606
225,random,100,400,4,16,400.0,152.75,703.0,152.75,0.0,0,0,200,17.542750498150102,1708,197,197,0.11533957845433256,0.2525440312194812,0.8071065989847716,0.8071065989847716,nan,0.0,nan,nan,0.0,nan,0.5135343481654957,0.5126903553299492,0.9983565016856973,47.35532994923858,3782,447,447,0.11819143310417768,0.23589701295724536,0.8008948545861297,0.8008948545861297,nan,0.0,nan,nan,0.0,nan,0.5174340862733248,0.5055928411633109,0.9771154521432921,19.10290827740492
250,random,100,400,4,16,400.0,146.25,795.25,146.25,0.0,0,0,200,17.542750498150102,1705,197,197,0.1155425219941349,0.24536724755580266,0.8274111675126904,0.8274111675126904,nan,0.0,nan,nan,0.0,nan,0.5201326630358888,0.5380710659898477,1.034488130103687,70.10659898477158,4210,497,497,0.11805225653206651,0.23359862177948956,0.806841046277666,0.806841046277666,nan,0.0,nan,nan,0.0,nan,0.5164376201787129,0.5110663983903421,0.9895994761448399,33.947686116700204
