step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,19.05558705338722,9.664264678955078,24.24676513671875,11.17668342590332,25.421245574951172
