step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_balanced_rmse_total,t2_b0_reachable_rmse_total,t2_b0_censored_rmse_total,t2_b0_unavailable_censored_rmse_total,t2_b0_false_reachable_rate_total,t2_b0_active_models_total
50,1,5000,31.611481319406426,28.30294682356534,23.21413944641784,14.432208825057371,12.748391140287863,0.990521327014218,211
100,1,5000,32.573232911687256,28.796686717500343,22.824792232888893,15.358277431431487,13.985533109939329,0.9823529411764705,170
150,1,5000,32.76085632250683,28.75685914518839,22.32653673861952,15.477919104799078,14.235403150876694,0.978021978021978,182
200,1,5000,34.296760513283175,29.19298050193694,20.40660306790067,16.593406699194706,15.957159405923708,0.9951456310679612,206
250,1,5000,31.94780935842864,28.439542996238078,22.953076344685975,14.723215095280176,13.148451748513141,0.9901960784313726,204
300,1,5000,32.44824522165005,28.939692213679844,23.467139992251944,15.355717082710576,13.825333606369043,0.9741935483870968,155
350,1,5000,35.767888494777765,30.058978114323402,20.03494101977972,18.03100879216588,17.724561718540702,0.9887005649717514,177
359,1,5000,35.13722611290304,30.075496768981473,21.400615111183495,17.804821763363538,17.20092919704233,0.9597989949748744,199
