step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_merge_metadata_bytes,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_model_bytes,t2_b0_selected_providers
1,-100.0,5.0,684,342,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11738268,11.738268,nan,11.738268,nan,60,480,474012,8634480,2629296,60
2,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11783638,23.521906,nan,11.783638,nan,60,480,480942,8634480,2667736,60
3,-100.0,5.0,682,341,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11729194,35.2511,nan,11.729194,nan,60,480,472626,8634480,2621608,60
4,-100.0,5.0,676,338,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11701972,46.953072,nan,11.701972,nan,60,480,468468,8634480,2598544,60
5,-100.0,5.0,676,338,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11701972,58.655044,nan,11.701972,nan,60,480,468468,8634480,2598544,60
6,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11756416,70.41146,nan,11.756416,nan,60,480,476784,8634480,2644672,60
7,-100.0,5.0,686,343,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11747342,82.158802,nan,11.747342,nan,60,480,475398,8634480,2636984,60
8,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11874378,94.03318,nan,11.874378,nan,60,480,494802,8634480,2744616,60
9,-100.0,5.0,712,356,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11865304,105.898484,nan,11.865304,nan,60,480,493416,8634480,2736928,60
10,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11983266,117.88175,nan,11.983266,nan,60,480,511434,8634480,2836872,60
11,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12092154,129.973904,nan,12.092154,nan,60,480,528066,8634480,2929128,60
12,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12191968,142.165872,nan,12.191968,nan,60,480,543312,8634480,3013696,60
13,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12219190,154.385062,nan,12.21919,nan,60,480,547470,8634480,3036760,60
14,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12228264,166.613326,nan,12.228264,nan,60,480,548856,8634480,3044448,60
15,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12282708,178.896034,nan,12.282708,nan,60,480,557172,8634480,3090576,60
16,-100.0,5.0,836,418,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12427892,191.323926,nan,12.427892,nan,60,480,579348,8634480,3213584,60
17,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12400670,203.724596,nan,12.40067,nan,60,480,575190,8634480,3190520,60
18,-100.0,5.0,822,411,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12364374,216.08897,nan,12.364374,nan,60,480,569646,8634480,3159768,60
19,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,12400670,228.48964,nan,12.40067,nan,60,480,575190,8634480,3190520,60
