step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,20.941660850555465,11.48218059539795,27.14915657043457,12.3095703125,27.08819007873535
