step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,19.005859242530317,11.128875732421875,24.696046829223633,11.55949592590332,24.031692504882812
