step,eval_is_final,eval_n_pairs_per_zone,expert_bank_coverage_recalculations,expert_bank_manifest_records,expert_bank_max_size,expert_bank_mean_size,expert_bank_model_transfers,expert_bank_unique_versions,greedy_active_experienced_models,greedy_coverage_at_0_5,greedy_feasible_coverage_at_0_5,greedy_feasible_rmse,greedy_infeasible_leakage_at_0_5,greedy_infeasible_rmse,greedy_max_capsules,greedy_max_experience,greedy_mean_capsules,greedy_mean_confidence,greedy_mean_experience,greedy_mean_model_rmse,greedy_non_feasible_false_positive_rate,greedy_predicted_feasible_fraction,greedy_total
5,0,10000,0,3050,1,1.0,3050,32,32,0.11151875,0.22247944996955551,39.06269777705158,0.003751478415138971,5.111422589338773,16716,146,15576.75,0.11151875,141.8125,27.659271895885468,0.003751478415138971,0.11151875,27.659757828386713
10,1,10000,0,7325,1,1.0,7325,33,33,0.23891212121212121,0.46501343862821437,30.711417982072376,0.019317957815888034,7.3173270586423085,21856,299,21476.545454545456,0.23891212121212121,294.1212121212121,22.169776049527254,0.019317957815888034,0.23891212121212121,22.178205757140514
