step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,random,100,400,1,9,40.0,30.0,40.0,30.0,0.0,0,0,-1,nan,166,68,67,0.40963855421686746,0.12539497483416687,0.6417910447761194,0.6417910447761194,nan,0.0,nan,nan,0.0,nan,0.5240963855421686,0.35294117647058826,0.6734279918864098,6.382352941176471,166,68,67,0.40963855421686746,0.12539497483416687,0.6417910447761194,0.6417910447761194,nan,0.0,nan,nan,0.0,nan,0.5240963855421686,0.35294117647058826,0.6734279918864098,6.382352941176471
50,random,100,400,1,9,86.0,75.0,86.0,75.0,0.0,0,0,-1,nan,416,168,167,0.40384615384615385,0.1619258154329768,0.6407185628742516,0.6407185628742516,nan,0.0,nan,nan,0.0,nan,0.5564903846153846,0.27976190476190477,0.5027254962460146,-23.535714285714285,416,168,167,0.40384615384615385,0.1619258154329768,0.6407185628742516,0.6407185628742516,nan,0.0,nan,nan,0.0,nan,0.5564903846153846,0.27976190476190477,0.5027254962460146,-23.535714285714285
75,random,100,400,1,9,126.0,58.111111111111114,126.0,58.111111111111114,0.0,0,0,-1,nan,567,229,228,0.4038800705467372,0.16013006299768462,0.6359649122807017,0.6359649122807017,nan,0.0,nan,nan,0.0,nan,0.5394179894179895,0.2794759825327511,0.5181065296585576,-18.777292576419214,567,229,228,0.4038800705467372,0.16013006299768462,0.6359649122807017,0.6359649122807017,nan,0.0,nan,nan,0.0,nan,0.5394179894179895,0.2794759825327511,0.5181065296585576,-18.777292576419214
100,random,100,400,1,9,170.0,80.66666666666667,170.0,80.66666666666667,0.0,0,0,100,25.906998161342255,792,313,312,0.3952020202020202,0.16166022196085067,0.6346153846153846,0.6346153846153846,nan,0.0,nan,nan,0.0,nan,0.5322180134680135,0.2939297124600639,0.5522731381164144,-42.55591054313099,792,313,312,0.3952020202020202,0.16166022196085067,0.6346153846153846,0.6346153846153846,nan,0.0,nan,nan,0.0,nan,0.5322180134680135,0.2939297124600639,0.5522731381164144,-42.55591054313099
125,random,100,400,1,9,178.0,26.444444444444443,178.0,26.444444444444443,0.0,0,0,100,25.906998161342255,733,293,293,0.39972714870395637,0.16251855446904123,0.5972696245733788,0.5972696245733788,nan,0.0,nan,nan,0.0,nan,0.5268531150522966,0.2832764505119454,0.5376763322047109,-51.3617747440273,899,361,360,0.40155728587319245,0.15560944381477296,0.6055555555555555,0.6055555555555555,nan,0.0,nan,nan,0.0,nan,0.5263440860215054,0.296398891966759,0.563127619058398,-40.48476454293629
150,random,100,400,1,9,216.0,52.888888888888886,216.0,52.888888888888886,0.0,0,0,100,25.906998161342255,688,278,278,0.40406976744186046,0.15901643306481356,0.6115107913669064,0.6115107913669064,nan,0.0,nan,nan,0.0,nan,0.5008720930232557,0.38489208633093525,0.7684438635974564,-51.902877697841724,1104,446,445,0.40398550724637683,0.160108268695113,0.6224719101123596,0.6224719101123596,nan,0.0,nan,nan,0.0,nan,0.5218297101449275,0.3452914798206278,0.6616937922617134,-41.21748878923767
175,random,100,400,1,9,260.0,59.333333333333336,260.0,59.333333333333336,0.0,0,0,100,25.906998161342255,725,297,297,0.4096551724137931,0.16883225181578457,0.6262626262626263,0.6262626262626263,nan,0.0,nan,nan,0.0,nan,0.5031034482758621,0.3771043771043771,0.749556335574156,-83.87542087542087,1292,526,525,0.4071207430340557,0.16505301552906687,0.6304761904761905,0.6304761904761905,nan,0.0,nan,nan,0.0,nan,0.5190402476780185,0.33460076045627374,0.6446528221137873,-55.534220532319395
200,random,100,400,1,9,282.0,50.55555555555556,282.0,50.55555555555556,0.0,0,0,200,19.605829252466496,683,292,292,0.42752562225475843,0.17537818560720134,0.6404109589041096,0.6404109589041096,nan,0.0,nan,nan,0.0,nan,0.4998779892630551,0.3835616438356164,0.7673105279171863,-82.43150684931507,1475,605,604,0.4101694915254237,0.16829208518060962,0.6374172185430463,0.6374172185430463,nan,0.0,nan,nan,0.0,nan,0.5172429378531074,0.3371900826446281,0.6518988621559241,-61.80165289256198
225,random,100,400,1,9,324.0,92.44444444444444,324.0,92.44444444444444,0.0,0,0,200,19.605829252466496,793,324,324,0.4085750315258512,0.16403685302249066,0.6697530864197531,0.6697530864197531,nan,0.0,nan,nan,0.0,nan,0.4866540563261874,0.38271604938271603,0.7864232187272567,-115.6820987654321,1692,685,684,0.40484633569739953,0.15960137449211292,0.6359649122807017,0.6359649122807017,nan,0.0,nan,nan,0.0,nan,0.5077423167848699,0.3372262773722628,0.6641681542473155,-76.05255474452555
250,random,100,400,1,9,368.0,33.55555555555556,368.0,33.55555555555556,0.0,0,0,200,19.605829252466496,729,301,301,0.41289437585733885,0.15770667752526435,0.6611295681063123,0.6611295681063123,nan,0.0,nan,nan,0.0,nan,0.4858253315043438,0.3521594684385382,0.7248684776236076,-146.9401993355482,1833,747,746,0.4075286415711948,0.1591392620702813,0.6380697050938338,0.6380697050938338,nan,0.0,nan,nan,0.0,nan,0.5075104564466266,0.34805890227576974,0.6858162188671556,-83.81793842034806
275,random,100,400,1,9,400.0,74.11111111111111,412.0,74.11111111111111,0.0,0,0,200,19.605829252466496,749,319,319,0.4259012016021362,0.12598088403786123,0.6081504702194357,0.6081504702194357,nan,0.0,nan,nan,0.0,nan,0.49977748108589237,0.5235109717868338,1.0474881154096307,-50.827586206896555,2041,845,844,0.4140127388535032,0.1502852312332202,0.6220379146919431,0.6220379146919431,nan,0.0,nan,nan,0.0,nan,0.5119712559203006,0.4059171597633136,0.7928514639628585,-53.75739644970414
300,random,100,400,1,9,400.0,63.77777777777778,434.0,63.77777777777778,0.0,0,0,300,23.42649256966423,730,308,308,0.42191780821917807,0.11161803221090068,0.5876623376623377,0.5876623376623377,nan,0.0,nan,nan,0.0,nan,0.49694063926940635,0.5551948051948052,1.1172256026616039,-39.103896103896105,2205,913,912,0.4140589569160998,0.14915216378294477,0.6206140350877193,0.6206140350877193,nan,0.0,nan,nan,0.0,nan,0.5105215419501133,0.41073384446878425,0.804537733902167,-54.144578313253014
325,random,100,400,1,9,400.0,93.66666666666667,477.0,93.66666666666667,0.0,0,0,300,23.42649256966423,712,310,310,0.4353932584269663,0.13429968707597448,0.5870967741935483,0.5870967741935483,nan,0.0,nan,nan,0.0,nan,0.5125468164794007,0.5741935483870968,1.1202753191037989,-49.4741935483871,2404,995,994,0.41389351081530784,0.15171050618325685,0.6207243460764588,0.6207243460764588,nan,0.0,nan,nan,0.0,nan,0.509165280088741,0.41105527638190953,0.8073120702775882,-67.77185929648242
350,random,100,400,1,9,400.0,66.88888888888889,518.0,66.88888888888889,0.0,0,0,300,23.42649256966423,735,321,321,0.43673469387755104,0.14779145178533723,0.6199376947040498,0.6199376947040498,nan,0.0,nan,nan,0.0,nan,0.5165759637188209,0.5607476635514018,1.0855086239680796,-55.177570093457945,2568,1068,1067,0.4158878504672897,0.15572534726103385,0.6326148078725399,0.6326148078725399,nan,0.0,nan,nan,0.0,nan,0.5101051401869158,0.41198501872659177,0.8076472598876964,-75.20973782771536
375,random,100,400,1,9,400.0,77.55555555555556,554.0,77.55555555555556,0.0,0,0,300,23.42649256966423,730,312,312,0.4273972602739726,0.1967190116158237,0.6794871794871795,0.6794871794871795,nan,0.0,nan,nan,0.0,nan,0.5083561643835616,0.44551282051282054,0.8763793020058179,-74.00320512820512,2771,1157,1156,0.41753879465896787,0.1628175318209125,0.6375432525951558,0.6375432525951558,nan,0.0,nan,nan,0.0,nan,0.5110188860820402,0.41659464131374246,0.8152235713003793,-59.21694036300778
400,random,100,400,1,9,400.0,61.77777777777778,582.0,61.77777777777778,0.0,0,0,400,12.249814552744452,724,308,308,0.425414364640884,0.21936762584735245,0.711038961038961,0.711038961038961,nan,0.0,nan,nan,0.0,nan,0.5135819521178637,0.44805194805194803,0.8724059445708929,-98.3409090909091,2929,1221,1220,0.4168658245134858,0.1668786902713362,0.6434426229508197,0.6434426229508197,nan,0.0,nan,nan,0.0,nan,0.5112780243541596,0.4201474201474201,0.8217591997585764,-65.2932022932023
425,random,100,400,1,9,400.0,29.22222222222222,624.0,29.22222222222222,0.0,0,0,400,12.249814552744452,680,291,291,0.4279411764705882,0.22463947639383783,0.7491408934707904,0.7491408934707904,nan,0.0,nan,nan,0.0,nan,0.5198529411764706,0.42955326460481097,0.8262976518564963,-121.41237113402062,3084,1286,1285,0.4169909208819715,0.16822593834767635,0.6498054474708171,0.6498054474708171,nan,0.0,nan,nan,0.0,nan,0.5115218331171638,0.4152410575427683,0.8117758239415316,-79.90979782270607
450,random,100,400,1,9,400.0,58.77777777777778,669.0,58.77777777777778,0.0,0,0,400,12.249814552744452,710,302,302,0.4253521126760563,0.21505499096359604,0.7450331125827815,0.7450331125827815,nan,0.0,nan,nan,0.0,nan,0.5333333333333333,0.5331125827814569,0.9995860927152317,11.966887417218542,3278,1370,1369,0.4179377669310555,0.16881340598869915,0.6574141709276844,0.6574141709276844,nan,0.0,nan,nan,0.0,nan,0.5151362619483425,0.4386861313868613,0.8515924111567444,-55.99270072992701
475,random,100,400,1,9,400.0,41.888888888888886,686.0,41.888888888888886,0.0,0,0,400,12.249814552744452,654,273,273,0.41743119266055045,0.22813501293985453,0.7765567765567766,0.7765567765567766,nan,0.0,nan,nan,0.0,nan,0.5365698267074415,0.5787545787545788,1.0786193146677592,-26.304029304029303,3425,1430,1429,0.41751824817518246,0.1752959589346082,0.6641007697690693,0.6641007697690693,nan,0.0,nan,nan,0.0,nan,0.5158978102189781,0.44755244755244755,0.8675215104372693,-52.93356643356643
500,random,100,400,1,9,400.0,81.33333333333333,730.0,81.33333333333333,0.0,0,0,500,14.925401206747027,714,290,290,0.4061624649859944,0.21538314907593606,0.7689655172413793,0.7689655172413793,nan,0.0,nan,nan,0.0,nan,0.5341970121381886,0.5379310344827586,1.006989972350508,-4.917241379310345,3643,1511,1510,0.4147680483118309,0.17619411613447125,0.6675496688741722,0.6675496688741722,nan,0.0,nan,nan,0.0,nan,0.5157699698051056,0.442753143613501,0.8584314123228316,-53.70549305095963
