step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,random,100,400,4,16,83.0,53.8125,83.0,53.8125,0.0,0,0,-1,nan,408,138,138,0.3382352941176471,0.14539462646693085,0.6666666666666666,0.6666666666666666,nan,0.0,nan,nan,0.0,nan,0.5078431372549019,0.45652173913043476,0.8989424206815512,-4.304347826086956,408,138,138,0.3382352941176471,0.14539462646693085,0.6666666666666666,0.6666666666666666,nan,0.0,nan,nan,0.0,nan,0.5078431372549019,0.45652173913043476,0.8989424206815512,-4.304347826086956
50,random,100,400,4,16,174.0,126.4375,174.0,126.4375,0.0,0,0,-1,nan,884,296,296,0.334841628959276,0.15330790059047505,0.6858108108108109,0.6858108108108109,nan,0.0,nan,nan,0.0,nan,0.5429298642533936,0.4831081081081081,0.8898167883478855,-10.378378378378379,884,296,296,0.334841628959276,0.15330790059047505,0.6858108108108109,0.6858108108108109,nan,0.0,nan,nan,0.0,nan,0.5429298642533936,0.4831081081081081,0.8898167883478855,-10.378378378378379
75,random,100,400,4,16,266.5,155.3125,266.5,155.3125,0.0,0,0,-1,nan,1306,426,426,0.32618683001531396,0.1566284916803846,0.7300469483568075,0.7300469483568075,nan,0.0,nan,nan,0.0,nan,0.5321774958068985,0.49061032863849763,0.9218922868856453,-4.537558685446009,1306,426,426,0.32618683001531396,0.1566284916803846,0.7300469483568075,0.7300469483568075,nan,0.0,nan,nan,0.0,nan,0.5321774958068985,0.49061032863849763,0.9218922868856453,-4.537558685446009
100,random,100,400,4,16,352.75,188.6875,352.75,188.6875,0.0,0,0,100,23.208583274839057,1744,563,563,0.3228211009174312,0.1513313091955314,0.7531083481349912,0.7531083481349912,nan,0.0,nan,nan,0.0,nan,0.5268580712101354,0.4991119005328597,0.9473365367383558,0.566607460035524,1744,563,563,0.3228211009174312,0.1513313091955314,0.7531083481349912,0.7531083481349912,nan,0.0,nan,nan,0.0,nan,0.5268580712101354,0.4991119005328597,0.9473365367383558,0.566607460035524
125,random,100,400,4,16,392.5,83.75,392.5,83.75,0.0,0,0,100,23.208583274839057,1666,541,541,0.3247298919567827,0.16584487462189954,0.7818853974121996,0.7818853974121996,nan,0.0,nan,nan,0.0,nan,0.5237809409478077,0.512014787430684,0.9775361174924916,6.689463955637708,2074,679,679,0.3273866923818708,0.16168856498215628,0.7584683357879234,0.7584683357879234,nan,0.0,nan,nan,0.0,nan,0.5206456353033017,0.5007363770250368,0.9617604433259741,4.455081001472754
150,random,100,400,4,16,400.0,108.0,485.0,108.0,0.0,0,0,100,23.208583274839057,1621,529,529,0.32634176434299816,0.17643082069501845,0.8223062381852552,0.8223062381852552,nan,0.0,nan,nan,0.0,nan,0.4981037572339238,0.504725897920605,1.0132947013358327,21.618147448015122,2505,825,825,0.32934131736526945,0.16813459723932772,0.7733333333333333,0.7733333333333333,nan,0.0,nan,nan,0.0,nan,0.5139226309286189,0.49696969696969695,0.967012672844764,10.138181818181819
175,random,100,400,4,16,400.0,132.0,577.0,132.125,0.0,0,0,100,23.208583274839057,1634,550,550,0.33659730722154224,0.2027725615131124,0.8181818181818182,0.8181818181818182,nan,0.0,nan,nan,0.0,nan,0.5025412368129626,0.5072727272727273,1.0094151287758415,15.092727272727272,2940,976,976,0.33197278911564626,0.1826318097213685,0.7797131147540983,0.7797131147540983,nan,0.0,nan,nan,0.0,nan,0.5157061872367995,0.5,0.9695443110330813,6.524590163934426
200,random,100,400,4,16,400.0,102.6875,629.5,102.6875,0.0,0,0,200,21.457521997816727,1602,545,545,0.34019975031210986,0.2297280841772108,0.818348623853211,0.818348623853211,nan,0.0,nan,nan,0.0,nan,0.5046519231912491,0.4990825688073395,0.9889639687714041,0.30458715596330277,3346,1108,1108,0.3311416616855947,0.18989289977767512,0.7851985559566786,0.7851985559566786,nan,0.0,nan,nan,0.0,nan,0.5162261975920075,0.4990974729241877,0.9668193424748326,0.43772563176895307
225,random,100,400,4,16,400.0,152.75,703.0,152.75,0.0,0,0,200,21.457521997816727,1708,572,572,0.33489461358313816,0.22492868784287542,0.8111888111888111,0.8111888111888111,nan,0.0,nan,nan,0.0,nan,0.5135343481654957,0.5,0.9736447070895168,-38.61538461538461,3782,1251,1251,0.33077736647276573,0.1906041127649951,0.7825739408473221,0.7825739408473221,nan,0.0,nan,nan,0.0,nan,0.5174340862733248,0.5003996802557954,0.9670790802743303,-15.238209432454036
250,random,100,400,4,16,400.0,146.25,795.25,146.25,0.0,0,0,200,21.457521997816727,1705,568,568,0.33313782991202345,0.23048324305392798,0.8063380281690141,0.8063380281690141,nan,0.0,nan,nan,0.0,nan,0.5201326630358888,0.49471830985915494,0.951138709443094,-58.67781690140845,4210,1393,1393,0.33087885985748217,0.19355744779402478,0.7867910983488873,0.7867910983488873,nan,0.0,nan,nan,0.0,nan,0.5164376201787129,0.49605168700646085,0.9605258556392591,-17.92175161521895
