step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,2,562500.0,59.35386483346665,45.681154542495044,3,6,2,3,6,0,5,-105.0,70.5,-47.5,5.0,867876,0.867876,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.94793316213685,19.986100599330086,5,10,0,4,10,0,4,-105.0,70.5,-47.5,5.0,1157168,2.025044,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
4,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,3,562500.0,31.06131635127382,19.486728671898355,14,28,3,5,28,0,8,-105.0,70.5,-47.5,5.0,1446460,3.471504,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
5,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,5,562500.0,37.77371535769655,24.96401305517805,15,30,5,6,30,0,11,-105.0,70.5,-47.5,5.0,1735752,5.207256,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
6,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,2,562500.0,43.66141998688006,21.851478149330283,20,40,2,5,40,0,7,-105.0,70.5,-47.5,5.0,1446460,6.653716,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
7,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,4,562500.0,40.241048543024895,21.728837736066726,19,38,4,6,38,0,10,-105.0,70.5,-47.5,5.0,1735752,8.389468,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
8,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,4,515718.702042932,34.62521897588125,11.847098972788757,21,42,4,7,42,0,11,-105.0,70.5,-47.5,5.0,2025044,10.414512,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
9,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,6,562500.0,46.00188436598493,28.804344023338512,23,46,6,6,46,0,12,-105.0,70.5,-47.5,5.0,1735752,12.150264,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
10,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,11,562500.0,46.996828520535736,34.82256563301831,25,50,11,6,50,0,17,-105.0,70.5,-47.5,5.0,1735752,13.886016,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
11,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,7,562500.0,32.6833911499288,23.528340442649366,25,50,7,6,50,0,13,-105.0,70.5,-47.5,5.0,1735752,15.621768,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
12,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,4,532759.3401847328,36.28401945970383,11.927031464320507,24,48,4,7,48,0,11,-105.0,70.5,-47.5,5.0,2025044,17.646812,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
13,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,5,562500.0,46.56700217245404,20.864387589152436,23,46,5,6,46,0,11,-105.0,70.5,-47.5,5.0,1735752,19.382564,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
14,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,8,562500.0,42.87711496411391,24.307452494249024,22,44,8,5,44,0,13,-105.0,70.5,-47.5,5.0,1446460,20.829024,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
15,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,5,491632.7727037789,35.45687131894943,5.459785814442656,22,44,5,7,44,0,12,-105.0,70.5,-47.5,5.0,2025044,22.854068,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
16,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,2,562500.0,32.96179070555035,19.340357482311774,26,52,2,6,52,0,8,-105.0,70.5,-47.5,5.0,1735752,24.58982,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
17,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,7,562500.0,38.57314912685424,18.591423111794107,23,46,7,6,46,0,13,-105.0,70.5,-47.5,5.0,1735752,26.325572,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
18,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,4,541072.6508456998,40.430588847428126,9.790865606384582,20,40,4,7,40,0,11,-105.0,70.5,-47.5,5.0,2025044,28.350616,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
19,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,8,488539.0177700619,31.29010446648377,8.251416213768394,24,48,8,7,48,0,15,-105.0,70.5,-47.5,5.0,2025044,30.37566,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
20,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,5,562500.0,40.92410138348946,24.905895695989656,20,40,5,5,40,0,10,-105.0,70.5,-47.5,5.0,1446460,31.82212,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
21,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,4,562500.0,46.21706008394084,38.90070971943344,20,40,4,5,40,0,9,-105.0,70.5,-47.5,5.0,1446460,33.26858,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
22,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,6,562500.0,44.97997915890529,24.907749625305016,21,42,6,6,42,0,12,-105.0,70.5,-47.5,5.0,1735752,35.004332,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
23,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,4,562500.0,51.27387598671758,31.659830397617775,21,42,4,6,42,0,10,-105.0,70.5,-47.5,5.0,1735752,36.740084,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
24,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,5,562500.0,48.74490797254918,23.224865257679067,26,52,5,6,52,0,11,-105.0,70.5,-47.5,5.0,1735752,38.475836,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
25,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,5,562500.0,52.64887962734279,41.03725886529379,25,50,5,5,50,0,10,-105.0,70.5,-47.5,5.0,1446460,39.922296,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
26,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,3,562500.0,44.80545999526663,18.516163497457367,25,50,3,8,50,0,11,-105.0,70.5,-47.5,5.0,2314336,42.236632,nan,2.314336,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,0,0,8
27,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,7,562500.0,39.47647709811958,18.480963585154196,23,46,7,6,46,0,13,-105.0,70.5,-47.5,5.0,1735752,43.972384,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
28,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,5,562500.0,49.46103958471652,40.46994216736153,22,44,5,5,44,0,10,-105.0,70.5,-47.5,5.0,1446460,45.418844,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
29,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,6,562500.0,28.57686433146819,18.012778611153184,19,38,6,7,38,0,13,-105.0,70.5,-47.5,5.0,2025044,47.443888,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
30,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,4,562500.0,52.025589300583704,29.176795361591758,18,36,4,5,36,0,9,-105.0,70.5,-47.5,5.0,1446460,48.890348,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
31,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,9,562500.0,55.55836375798542,47.43260879942888,17,34,9,5,34,0,14,-105.0,70.5,-47.5,5.0,1446460,50.336808,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
32,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,2,562500.0,34.279720169200985,18.195140056620172,19,38,2,6,38,0,8,-105.0,70.5,-47.5,5.0,1735752,52.07256,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
33,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,9,562500.0,48.14489960234721,30.53716308177847,23,46,9,7,46,0,16,-105.0,70.5,-47.5,5.0,2025044,54.097604,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
