step,training_loss,examples,groups,gain_log_mae_capped,gain_log_rmse_capped,gain_log_rmse_uncapped,gain_prediction_bias_log_capped,top1_accuracy_tie_aware,mean_selection_regret_log,positive_target_fraction,threshold_2_precision,threshold_2_recall,threshold_2_predicted_pass_fraction,threshold_2_true_pass_fraction,threshold_5_precision,threshold_5_recall,threshold_5_predicted_pass_fraction,threshold_5_true_pass_fraction,threshold_10_precision,threshold_10_recall,threshold_10_predicted_pass_fraction,threshold_10_true_pass_fraction,threshold_50_precision,threshold_50_recall,threshold_50_predicted_pass_fraction,threshold_50_true_pass_fraction,threshold_100_precision,threshold_100_recall,threshold_100_predicted_pass_fraction,threshold_100_true_pass_fraction
450,0.002036681631579995,2048,128,0.003713390091434121,0.007014763541519642,0.02136163040995598,0.0023467785213142633,0.6875,0.0008180167704123775,0.29638671875,0.8832116788321168,0.9307692307692308,0.06689453125,0.0634765625,0.9102564102564102,0.922077922077922,0.0380859375,0.03759765625,0.9777777777777777,0.9166666666666666,0.02197265625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
475,0.0014375048922374845,2048,128,0.004119418561458588,0.007320331409573555,0.021463913843035698,0.002791270613670349,0.6796875,0.0008697392687819772,0.29638671875,0.8705035971223022,0.9307692307692308,0.06787109375,0.0634765625,0.9102564102564102,0.922077922077922,0.0380859375,0.03759765625,0.9777777777777777,0.9166666666666666,0.02197265625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
500,0.0010924591915681958,2048,128,0.0016146241687238216,0.006222576834261417,0.02111475169658661,-0.0005529505433514714,0.6796875,0.0008323210826601812,0.29638671875,0.9658119658119658,0.8692307692307693,0.05712890625,0.0634765625,0.9333333333333333,0.9090909090909091,0.03662109375,0.03759765625,1.0,0.875,0.0205078125,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
525,0.0009585053194314241,2048,128,0.0017265166388824582,0.006260961294174194,0.021126097068190575,-0.0004386802902445197,0.6875,0.0007961091505335194,0.29638671875,0.9661016949152542,0.8769230769230769,0.0576171875,0.0634765625,0.9333333333333333,0.9090909090909091,0.03662109375,0.03759765625,1.0,0.8958333333333334,0.02099609375,0.0234375,1.0,1.0,0.005859375,0.005859375,0.8,1.0,0.00244140625,0.001953125
550,0.0035544070415198803,2048,128,0.002409582491964102,0.006280403584241867,0.021131867542862892,0.0006926679634489119,0.6953125,0.0007340279436531816,0.29638671875,0.9133858267716536,0.8923076923076924,0.06201171875,0.0634765625,0.922077922077922,0.922077922077922,0.03759765625,0.03759765625,0.9777777777777777,0.9166666666666666,0.02197265625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
575,0.0015111661050468683,2048,128,0.0023683132603764534,0.006213270127773285,0.02111200988292694,0.00072540866676718,0.6875,0.0007795723700239066,0.29638671875,0.9069767441860465,0.9,0.06298828125,0.0634765625,0.9102564102564102,0.922077922077922,0.0380859375,0.03759765625,0.9777777777777777,0.9166666666666666,0.02197265625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
600,0.0013748701894655824,2048,128,0.0015066750347614288,0.006140359211713076,0.021090669557452202,-0.0006921935128048062,0.6953125,0.0008254075625713231,0.29638671875,0.9743589743589743,0.8769230769230769,0.05712890625,0.0634765625,0.9333333333333333,0.9090909090909091,0.03662109375,0.03759765625,0.9767441860465116,0.875,0.02099609375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
625,0.004399127326905727,2048,128,0.0033940630964934826,0.006842095870524645,0.02130555361509323,0.002112853340804577,0.6796875,0.0007823066308985105,0.29638671875,0.8705035971223022,0.9307692307692308,0.06787109375,0.0634765625,0.8765432098765432,0.922077922077922,0.03955078125,0.03759765625,0.9565217391304348,0.9166666666666666,0.0224609375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
650,0.004742478020489216,2048,128,0.004435252398252487,0.007512249518185854,0.02153012342751026,0.0032772140111774206,0.6796875,0.0008434562197718876,0.29638671875,0.8287671232876712,0.9307692307692308,0.0712890625,0.0634765625,0.8765432098765432,0.922077922077922,0.03955078125,0.03759765625,0.9565217391304348,0.9166666666666666,0.0224609375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
675,0.0002288351533934474,2048,128,0.0016043006908148527,0.005938666872680187,0.02103283256292343,-0.00035367271630093455,0.6796875,0.0008277323146457238,0.29638671875,0.95,0.8769230769230769,0.05859375,0.0634765625,0.9210526315789473,0.9090909090909091,0.037109375,0.03759765625,0.9777777777777777,0.9166666666666666,0.02197265625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
700,0.001440280582755804,2048,128,0.001496519660577178,0.006037888117134571,0.021061064675450325,-0.000662797421682626,0.6796875,0.0008341884687779189,0.29638671875,0.9743589743589743,0.8769230769230769,0.05712890625,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9761904761904762,0.8541666666666666,0.0205078125,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
725,0.004002701956778765,2048,128,0.0016686392482370138,0.006032715085893869,0.021059582009911537,-0.0003356286615598947,0.6953125,0.0005378293851405758,0.29638671875,0.9661016949152542,0.8769230769230769,0.0576171875,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9761904761904762,0.8541666666666666,0.0205078125,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,1.0,1.0,0.001953125,0.001953125
750,0.0024607176892459393,2048,128,0.002006587339565158,0.006067033391445875,0.021069437265396118,0.00017850052972789854,0.703125,0.0004843842812389809,0.29638671875,0.9426229508196722,0.8846153846153846,0.0595703125,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9767441860465116,0.875,0.02099609375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,1.0,1.0,0.001953125,0.001953125
775,0.00021456302783917636,2048,128,0.0016521987272426486,0.005896583199501038,0.02102098986506462,-0.0002627020876388997,0.6875,0.0006126599200710903,0.29638671875,0.9661016949152542,0.8769230769230769,0.0576171875,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9772727272727273,0.8958333333333334,0.021484375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
800,0.0033770736772567034,2048,128,0.002636692952364683,0.006207737140357494,0.021110383793711662,0.0012137830490246415,0.671875,0.0008363678661309493,0.29638671875,0.8962962962962963,0.9307692307692308,0.06591796875,0.0634765625,0.8987341772151899,0.922077922077922,0.03857421875,0.03759765625,0.9361702127659575,0.9166666666666666,0.02294921875,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
825,0.0022495307493954897,2048,128,0.0018880533752962947,0.0058762868866324425,0.021015305072069168,0.00010419337922940031,0.6796875,0.0009531098257040682,0.29638671875,0.9669421487603306,0.9,0.05908203125,0.0634765625,0.9466666666666667,0.922077922077922,0.03662109375,0.03759765625,0.9777777777777777,0.9166666666666666,0.02197265625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
850,0.009961608797311783,2048,128,0.0027883739676326513,0.006278350483626127,0.021131256595253944,0.0014446667628362775,0.6796875,0.0008135286282451304,0.29638671875,0.8768115942028986,0.9307692307692308,0.0673828125,0.0634765625,0.8875,0.922077922077922,0.0390625,0.03759765625,0.9183673469387755,0.9375,0.02392578125,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
875,0.002919480437412858,2048,128,0.0021754575427621603,0.005908039398491383,0.021024206653237343,0.0006258114008232951,0.6875,0.000591269557470353,0.29638671875,0.9083969465648855,0.9153846153846154,0.06396484375,0.0634765625,0.8987341772151899,0.922077922077922,0.03857421875,0.03759765625,0.9361702127659575,0.9166666666666666,0.02294921875,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
900,0.0011015074560418725,2048,128,0.0030827801674604416,0.006478561088442802,0.02119160257279873,0.001852667424827814,0.6875,0.0005988965468930463,0.29638671875,0.8581560283687943,0.9307692307692308,0.06884765625,0.0634765625,0.8658536585365854,0.922077922077922,0.0400390625,0.03759765625,0.9361702127659575,0.9166666666666666,0.02294921875,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
925,0.0031223588157445192,2048,128,0.0014129525516182184,0.005728494375944138,0.020974459126591682,-0.0006399063859134912,0.6796875,0.0009366983674239382,0.29638671875,0.9743589743589743,0.8769230769230769,0.05712890625,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9545454545454546,0.875,0.021484375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,1.0,1.0,0.001953125,0.001953125
950,0.0038689831271767616,2048,128,0.002184745855629444,0.005893464665859938,0.021020114421844482,0.0006392283830791712,0.6796875,0.0009695455409284293,0.29638671875,0.9224806201550387,0.9153846153846154,0.06298828125,0.0634765625,0.922077922077922,0.922077922077922,0.03759765625,0.03759765625,0.9361702127659575,0.9166666666666666,0.02294921875,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
975,0.001644315430894494,2048,128,0.0021922457963228226,0.005868793465197086,0.021013211458921432,0.0007380536408163607,0.6796875,0.0006635207634273499,0.29638671875,0.9015151515151515,0.9153846153846154,0.064453125,0.0634765625,0.8875,0.922077922077922,0.0390625,0.03759765625,0.9183673469387755,0.9375,0.02392578125,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1000,0.003810199676081538,2048,128,0.0025476983282715082,0.006035902071744204,0.02106049470603466,0.001193823292851448,0.6796875,0.0006727162089275041,0.29638671875,0.8840579710144928,0.9384615384615385,0.0673828125,0.0634765625,0.8765432098765432,0.922077922077922,0.03955078125,0.03759765625,0.9,0.9375,0.0244140625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1025,0.0021424517035484314,2048,128,0.001479683443903923,0.005709993187338114,0.020969415083527565,-0.0005637811846099794,0.6875,0.0007604344120990536,0.29638671875,0.9745762711864406,0.8846153846153846,0.0576171875,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9767441860465116,0.875,0.02099609375,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1050,0.002738135401159525,2048,128,0.0013974751345813274,0.00566107127815485,0.020956145599484444,-0.0006889246869832277,0.65625,0.001185408899301743,0.29638671875,0.9829059829059829,0.8846153846153846,0.05712890625,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9545454545454546,0.875,0.021484375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1075,0.00029811891727149487,2048,128,0.0014516623923555017,0.0056191543117165565,0.020944863557815552,-0.0005055955843999982,0.671875,0.0009379984604847014,0.29638671875,0.9583333333333334,0.8846153846153846,0.05859375,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9555555555555556,0.8958333333333334,0.02197265625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,1.0,1.0,0.001953125,0.001953125
1100,0.002830539597198367,2048,128,0.0023676916025578976,0.005894913803786039,0.021020520478487015,0.000917064375244081,0.6796875,0.0006705352425653288,0.29638671875,0.9111111111111111,0.9461538461538461,0.06591796875,0.0634765625,0.8875,0.922077922077922,0.0390625,0.03759765625,0.9166666666666666,0.9166666666666666,0.0234375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1125,0.0007191381882876158,2048,128,0.0015041935257613659,0.005585061851888895,0.02093574032187462,-0.00039918566471897066,0.671875,0.0007742167057485094,0.29638671875,0.9666666666666667,0.8923076923076924,0.05859375,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9772727272727273,0.8958333333333334,0.021484375,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1150,0.0022941099014133215,2048,128,0.0015342328697443008,0.005545253399759531,0.02092515490949154,-0.00026682353927753866,0.6796875,0.0006792072940611238,0.29638671875,0.9508196721311475,0.8923076923076924,0.0595703125,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9347826086956522,0.8958333333333334,0.0224609375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,1.0,1.0,0.001953125,0.001953125
1175,0.003407360054552555,2048,128,0.0017125181620940566,0.005518629681318998,0.020918117836117744,5.919436807744205e-05,0.671875,0.0007061877798959504,0.29638671875,0.9365079365079365,0.9076923076923077,0.0615234375,0.0634765625,0.9102564102564102,0.922077922077922,0.0380859375,0.03759765625,0.9183673469387755,0.9375,0.02392578125,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1200,0.0015562196495011449,2048,128,0.0014980779960751534,0.0054911538027226925,0.02091088518500328,-0.00035305513301864266,0.6875,0.0007742929825680367,0.29638671875,0.975,0.9,0.05859375,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9555555555555556,0.8958333333333334,0.02197265625,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1225,0.0031613283790647984,2048,128,0.0015065602492541075,0.005521058104932308,0.02091875858604908,-0.00039695476880297065,0.6953125,0.0007643091872877594,0.29638671875,0.9669421487603306,0.9,0.05908203125,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9772727272727273,0.8958333333333334,0.021484375,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1250,0.005375875625759363,2048,128,0.0032694246619939804,0.006578812375664711,0.021222466602921486,0.0022176008205860853,0.6875,0.000675619352722423,0.29638671875,0.82,0.9461538461538461,0.0732421875,0.0634765625,0.8068181818181818,0.922077922077922,0.04296875,0.03759765625,0.9019607843137255,0.9583333333333334,0.02490234375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1275,0.0009325184510089457,2048,128,0.0017531635239720345,0.005622812546789646,0.020945843309164047,9.785729344002903e-05,0.671875,0.0006736009489456407,0.29638671875,0.9147286821705426,0.9076923076923077,0.06298828125,0.0634765625,0.9102564102564102,0.922077922077922,0.0380859375,0.03759765625,0.9347826086956522,0.8958333333333334,0.0224609375,0.0234375,1.0,1.0,0.005859375,0.005859375,0.8,1.0,0.00244140625,0.001953125
1300,0.0006157599855214357,2048,128,0.0014194449177011847,0.0057835024781525135,0.02098955027759075,-0.0008162485319189727,0.6640625,0.0010292649173051505,0.29638671875,0.9830508474576272,0.8923076923076924,0.0576171875,0.0634765625,0.9459459459459459,0.9090909090909091,0.0361328125,0.03759765625,0.9767441860465116,0.875,0.02099609375,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1325,0.002566845854744315,2048,128,0.0015965623315423727,0.005471974145621061,0.020905856043100357,-0.00011528488539624959,0.6953125,0.0007625533302315635,0.29638671875,0.9516129032258065,0.9076923076923077,0.060546875,0.0634765625,0.9342105263157895,0.922077922077922,0.037109375,0.03759765625,0.9347826086956522,0.8958333333333334,0.0224609375,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1350,0.0065825083293020725,2048,128,0.0021291584707796574,0.005725243128836155,0.02097357250750065,0.0007230140035971999,0.6796875,0.0007406258852948877,0.29638671875,0.9111111111111111,0.9461538461538461,0.06591796875,0.0634765625,0.8554216867469879,0.922077922077922,0.04052734375,0.03759765625,0.9166666666666666,0.9166666666666666,0.0234375,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1375,0.001126853283494711,2048,128,0.0021263801027089357,0.005710975266993046,0.020969681441783905,0.0007412811974063516,0.6875,0.0005997419154037953,0.29638671875,0.8978102189781022,0.9461538461538461,0.06689453125,0.0634765625,0.8352941176470589,0.922077922077922,0.04150390625,0.03759765625,0.9183673469387755,0.9375,0.02392578125,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1400,0.004359018057584763,2048,128,0.0015582109335809946,0.005443712696433067,0.020898476243019104,-0.00015953909314703196,0.6796875,0.0006910616285848992,0.29638671875,0.9285714285714286,0.9,0.0615234375,0.0634765625,0.9090909090909091,0.9090909090909091,0.03759765625,0.03759765625,0.9555555555555556,0.8958333333333334,0.02197265625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,1.0,1.0,0.001953125,0.001953125
1425,0.0021242599468678236,2048,128,0.0015819023828953505,0.005473778583109379,0.02090632915496826,-0.00027287486591376364,0.6796875,0.0008160833689443425,0.29638671875,0.9752066115702479,0.9076923076923077,0.05908203125,0.0634765625,0.9333333333333333,0.9090909090909091,0.03662109375,0.03759765625,0.9772727272727273,0.8958333333333334,0.021484375,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1450,0.0007123202667571604,2048,128,0.0017548820469528437,0.0054955314844846725,0.020912036299705505,8.858820365276188e-05,0.6875,0.0007480677858338058,0.29638671875,0.9523809523809523,0.9230769230769231,0.0615234375,0.0634765625,0.8875,0.922077922077922,0.0390625,0.03759765625,0.9347826086956522,0.8958333333333334,0.0224609375,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1475,0.004286626353859901,2048,128,0.0014252378605306149,0.005343182012438774,0.020872514694929123,-0.00035951132304035127,0.6875,0.0007702633230464162,0.29638671875,0.9508196721311475,0.8923076923076924,0.0595703125,0.0634765625,0.8974358974358975,0.9090909090909091,0.0380859375,0.03759765625,0.9347826086956522,0.8958333333333334,0.0224609375,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
1500,0.002495064167305827,2048,128,0.0030375164933502674,0.006442307028919458,0.021180547773838043,0.0019839839078485966,0.6875,0.0005640179828845238,0.29638671875,0.831081081081081,0.9461538461538461,0.072265625,0.0634765625,0.7912087912087912,0.935064935064935,0.04443359375,0.03759765625,0.8846153846153846,0.9583333333333334,0.025390625,0.0234375,0.9230769230769231,1.0,0.00634765625,0.005859375,0.8,1.0,0.00244140625,0.001953125
1525,0.0008450047462247312,2048,128,0.0013930891873314977,0.005457074847072363,0.020901961252093315,-0.0005754841258749366,0.671875,0.0007544302015516369,0.29638671875,0.9747899159663865,0.8923076923076924,0.05810546875,0.0634765625,0.9333333333333333,0.9090909090909091,0.03662109375,0.03759765625,0.9555555555555556,0.8958333333333334,0.02197265625,0.0234375,1.0,1.0,0.005859375,0.005859375,1.0,1.0,0.001953125,0.001953125
