step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_merge_metadata_bytes,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_model_bytes,t2_b0_selected_providers
1,-100.0,5.0,686,343,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51036410,51.03641,nan,51.03641,nan,333,2664,475398,47921364,2636984,333
2,-100.0,5.0,690,345,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52349802,103.386212,nan,52.349802,nan,342,2736,478170,49216536,2652360,342
3,-100.0,5.0,690,345,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54796374,158.182586,nan,54.796374,nan,359,2872,478170,51662972,2652360,359
4,-100.0,5.0,698,349,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53825258,212.007844,nan,53.825258,nan,352,2816,483714,50655616,2683112,352
5,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50731698,262.739542,nan,50.731698,nan,330,2640,494802,47489640,2744616,330
6,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55346084,318.085626,nan,55.346084,nan,362,2896,496188,52094696,2752304,362
7,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52360144,370.44577,nan,52.360144,nan,341,2728,501732,49072628,2783056,341
8,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53772082,424.217852,nan,53.772082,nan,351,2808,497574,50511708,2759992,351
9,-100.0,5.0,708,354,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50416644,474.634496,nan,50.416644,nan,328,2624,490644,47201824,2721552,328
10,-100.0,5.0,720,360,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53349408,527.983904,nan,53.349408,nan,348,2784,498960,50079984,2767680,348
11,-100.0,5.0,722,361,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54221978,582.205882,nan,54.221978,nan,354,2832,500346,50943432,2775368,354
12,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52943614,635.149496,nan,52.943614,nan,346,2768,480942,49792168,2667736,346
13,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55561324,690.71082,nan,55.561324,nan,364,2912,485100,52382512,2690800,364
14,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57783582,748.494402,nan,57.783582,nan,379,3032,494802,54541132,2744616,379
15,-100.0,5.0,722,361,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57244214,805.738616,nan,57.244214,nan,375,3000,500346,53965500,2775368,375
16,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58801336,864.539952,nan,58.801336,nan,385,3080,518364,55404580,2875312,385
17,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60250838,924.79079,nan,60.250838,nan,394,3152,541926,56699752,3006008,394
18,-100.0,5.0,798,399,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63489582,988.280372,nan,63.489582,nan,416,3328,553014,59865728,3067512,416
19,-100.0,5.0,848,424,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,65011676,1053.292048,nan,65.011676,nan,425,3400,587664,61160900,3259712,425
20,-100.0,5.0,842,421,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,64696622,1117.98867,nan,64.696622,nan,423,3384,583506,60873084,3236648,423
21,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63059102,1181.047772,nan,63.059102,nan,412,3296,575190,59290096,3190520,412
22,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59369194,1240.416966,nan,59.369194,nan,388,3104,539154,55836304,2990632,388
23,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57057464,1297.47443,nan,57.057464,nan,372,2976,537768,53533776,2982944,372
24,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59657026,1357.131456,nan,59.657026,nan,390,3120,539154,56124120,2990632,390
25,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63193944,1420.3254,nan,63.193944,nan,413,3304,573804,59434004,3182832,413
26,-100.0,5.0,846,423,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,68456586,1488.781986,nan,68.456586,nan,449,3592,586278,64614692,3252024,449
27,-100.0,5.0,856,428,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61737904,1550.51989,nan,61.737904,nan,402,3216,593208,57851016,3290464,402
28,-100.0,5.0,850,425,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,66315994,1616.835884,nan,66.315994,nan,434,3472,589050,62456072,3267400,434
29,-100.0,5.0,854,427,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,66334142,1683.170026,nan,66.334142,nan,434,3472,591822,62456072,3282776,434
30,-100.0,5.0,874,437,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,65273554,1748.44358,nan,65.273554,nan,426,3408,605682,61304808,3359656,426
31,-100.0,5.0,872,436,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,70589372,1819.032952,nan,70.589372,nan,463,3704,604296,66629404,3351968,463
32,-100.0,5.0,880,440,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62134624,1881.167576,nan,62.134624,nan,404,3232,609840,58138832,3382720,404
33,-100.0,5.0,938,469,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,71608394,1952.77597,nan,71.608394,nan,468,3744,650034,67348944,3605672,468
34,-100.0,5.0,896,448,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,71561756,2024.337726,nan,71.561756,nan,469,3752,620928,67492852,3444224,469
35,-100.0,5.0,884,442,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,70355984,2094.69371,nan,70.355984,nan,461,3688,612612,66341588,3398096,461
36,-100.0,5.0,870,435,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,68133726,2162.827436,nan,68.133726,nan,446,3568,602910,64182968,3344280,446
37,-100.0,5.0,846,423,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63851274,2226.67871,nan,63.851274,nan,417,3336,586278,60009636,3252024,417
38,-100.0,5.0,870,435,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,68133726,2294.812436,nan,68.133726,nan,446,3568,602910,64182968,3344280,446
39,-100.0,5.0,870,435,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,66550650,2361.363086,nan,66.55065,nan,435,3480,602910,62599980,3344280,435
40,-100.0,5.0,872,436,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,66991472,2428.354558,nan,66.991472,nan,438,3504,604296,63031704,3351968,438
41,-100.0,5.0,860,430,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,67944440,2496.298998,nan,67.94444,nan,445,3560,595980,64039060,3305840,445
42,-100.0,5.0,880,440,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,72784408,2569.083406,nan,72.784408,nan,478,3824,609840,68788024,3382720,478
43,-100.0,5.0,886,443,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,64896250,2633.979656,nan,64.89625,nan,423,3384,613998,60873084,3405784,423
44,-100.0,5.0,906,453,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,73909782,2707.889438,nan,73.909782,nan,485,3880,627858,69795380,3482664,485
45,-100.0,5.0,904,452,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,71741968,2779.631406,nan,71.741968,nan,470,3760,626472,67636760,3474976,470
46,-100.0,5.0,904,452,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,67424488,2847.055894,nan,67.424488,nan,440,3520,626472,63319520,3474976,440
47,-100.0,5.0,886,443,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,72235966,2919.29186,nan,72.235966,nan,474,3792,613998,68212392,3405784,474
48,-100.0,5.0,924,462,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,72840120,2992.13198,nan,72.84012,nan,477,3816,640332,68644116,3551856,477
49,-100.0,5.0,904,452,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,74620288,3066.752268,nan,74.620288,nan,490,3920,626472,70514920,3474976,490
50,-100.0,5.0,954,477,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,73264062,3140.01633,nan,73.264062,nan,479,3832,661122,68931932,3667176,479
51,-100.0,5.0,964,482,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,78346492,3218.362822,nan,78.346492,nan,514,4112,668052,73968712,3705616,514
52,-100.0,5.0,916,458,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,70932916,3289.295738,nan,70.932916,nan,464,3712,634788,66773312,3521104,464
53,-100.0,5.0,976,488,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,80127928,3369.423666,nan,80.127928,nan,526,4208,676368,75695608,3751744,526
54,-100.0,5.0,906,453,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,68584890,3438.008556,nan,68.58489,nan,448,3584,627858,64470784,3482664,448
55,-100.0,5.0,894,447,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,67666950,3505.675506,nan,67.66695,nan,442,3536,619542,63607336,3436536,442
56,-100.0,5.0,898,449,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,72434326,3578.109832,nan,72.434326,nan,475,3800,622314,68356300,3451912,475
57,-100.0,5.0,888,444,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,74115948,3652.22578,nan,74.115948,nan,487,3896,615384,70083196,3413472,487
58,-100.0,5.0,836,418,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63518072,3715.743852,nan,63.518072,nan,415,3320,579348,59721820,3213584,415
59,-100.0,5.0,800,400,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60764252,3776.508104,nan,60.764252,nan,397,3176,554400,57131476,3075200,397
60,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57839294,3834.347398,nan,57.839294,nan,378,3024,525294,54397224,2913752,378
61,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62309764,3896.657162,nan,62.309764,nan,409,3272,526680,58858372,2921440,409
62,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60879678,3957.53684,nan,60.879678,nan,399,3192,528066,57419292,2929128,399
63,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58604244,4016.141084,nan,58.604244,nan,383,3064,532224,55116764,2952192,383
64,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62283810,4078.424894,nan,62.28381,nan,408,3264,544698,58714464,3021384,408
65,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63462360,4141.887254,nan,63.46236,nan,416,3328,548856,59865728,3044448,416
66,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62806298,4204.693552,nan,62.806298,nan,411,3288,558558,59146188,3098264,411
67,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61789812,4266.483364,nan,61.789812,nan,404,3232,557172,58138832,3090576,404
68,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59476814,4325.960178,nan,59.476814,nan,389,3112,533610,55980212,2959880,389
69,-100.0,5.0,754,377,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57245482,4383.20566,nan,57.245482,nan,374,2992,522522,53821592,2898376,374
70,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56489606,4439.695266,nan,56.489606,nan,369,2952,516978,53102052,2867624,369
71,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56066932,4495.762198,nan,56.066932,nan,366,2928,518364,52670328,2875312,366
