step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,333,686,0,0,0
2,675,690,0,0,0
3,1027,690,3,0,0
4,1379,698,0,0,0
5,1689,714,13,0,0
6,2015,716,26,0,0
7,2253,724,84,0,0
8,2546,718,45,0,0
9,2771,708,87,0,0
10,3036,720,73,0,0
11,3122,722,268,0,0
12,3120,694,341,4,4
13,3136,700,340,4,0
14,3183,714,325,8,4
15,3196,722,352,16,8
16,3254,748,322,20,4
17,3260,782,376,36,16
18,3260,798,400,76,40
19,3327,848,345,132,56
20,3474,842,276,188,56
21,3550,830,327,268,80
22,3347,778,540,392,124
23,3459,776,241,516,124
24,3512,778,284,660,144
25,3622,828,236,808,148
26,3702,846,264,948,140
27,3791,856,207,1084,136
28,3758,850,332,1232,148
29,3806,854,242,1380,148
30,3835,874,247,1528,148
31,3770,872,347,1676,148
32,3778,880,249,1840,164
33,3708,938,352,1980,140
34,3696,896,299,2120,140
35,3628,884,371,2252,132
36,3736,870,180,2372,120
37,3741,846,286,2504,132
38,3791,870,255,2636,132
39,3788,870,288,2768,132
40,3933,872,158,2892,124
41,3961,860,282,3036,144
42,3928,880,328,3164,128
43,3981,886,224,3296,132
44,4001,906,283,3436,140
45,4090,904,210,3572,136
46,4111,904,253,3704,132
47,4084,886,316,3840,136
48,4025,924,326,3972,132
49,4058,904,262,4104,132
50,3940,954,371,4228,124
51,4058,964,165,4340,112
52,4075,916,211,4456,116
53,4100,976,237,4560,104
54,3894,906,413,4680,120
55,3706,894,401,4788,108
56,3777,898,170,4880,92
57,3756,888,233,4980,100
58,3636,836,313,5076,96
59,3554,800,284,5164,88
60,3334,758,439,5272,108
61,3388,760,236,5376,104
62,3538,762,137,5480,104
63,3539,768,252,5608,128
64,3593,786,239,5752,144
65,3642,792,261,5908,156
66,3558,806,391,6072,164
67,3473,804,416,6240,168
68,3423,770,393,6416,176
69,3377,754,399,6580,164
70,3345,746,392,6752,172
71,3341,748,359,6924,172
72,3314,740,373,7092,168
73,3408,746,268,7260,168
74,3322,732,446,7436,176
75,3253,726,418,7608,172
76,3318,720,293,7776,168
77,3129,728,531,7960,184
78,3217,732,271,8136,176
79,3095,738,475,8320,184
80,2962,702,454,8496,176
81,3046,714,294,8660,164
82,3043,708,348,8828,168
83,3148,724,260,8988,160
84,3196,730,309,9152,164
85,3224,738,339,9320,168
86,3107,740,425,9484,164
87,3106,740,350,9652,168
88,3228,750,245,9808,156
89,3105,746,448,9984,176
90,3163,736,291,10156,172
91,3101,742,419,10332,176
92,3095,738,366,10504,172
93,3132,730,312,10664,160
94,3067,716,403,10824,160
95,3095,718,333,10980,156
96,3213,712,237,11144,164
97,3184,732,391,11316,172
98,3164,738,369,11476,160
99,3134,768,394,11644,168
100,3255,760,247,11804,160
101,3328,760,312,11976,172
102,3398,772,321,12156,180
103,3456,784,331,12336,180
104,3285,764,518,12524,188
105,3375,762,276,12696,172
106,3394,768,341,12868,172
107,3236,760,492,13044,176
108,3175,774,408,13212,168
109,3097,764,404,13380,168
110,2995,738,437,13536,156
111,3069,716,273,13676,140
112,3115,718,289,13820,144
113,3095,734,359,13964,144
114,3166,764,300,14124,160
115,3196,776,335,14276,152
116,3338,782,247,14428,152
117,3330,772,360,14596,168
118,3365,782,319,14768,172
119,3239,748,476,14952,184
120,3237,738,362,15136,184
121,3318,730,283,15312,176
122,3362,724,317,15492,180
123,3165,714,515,15676,184
124,3225,702,274,15844,168
125,3269,814,329,16024,180
126,3331,828,336,16196,172
127,3387,832,322,16372,176
128,3448,852,343,16548,176
129,3521,910,340,16732,184
130,3536,902,379,16908,176
131,3517,886,392,17076,168
132,3596,890,301,17244,168
133,3460,892,493,17416,172
134,3454,842,347,17564,148
135,3401,832,353,17704,140
136,3411,806,287,17844,140
137,3538,810,183,17984,140
138,3584,830,265,18124,140
139,3664,826,219,18272,148
140,3706,832,278,18420,148
141,3653,834,355,18588,168
142,3516,806,457,18756,168
143,3509,808,324,18936,180
144,3503,804,350,19116,180
145,3300,768,505,19300,184
146,3351,790,295,19480,180
147,3261,794,436,19656,176
148,3357,798,280,19820,164
149,3318,790,389,19980,160
150,3312,794,362,20144,164
151,3247,788,443,20308,164
152,3169,754,408,20472,164
153,3270,758,256,20632,160
154,3122,746,499,20804,172
155,3049,742,412,20972,168
156,3080,760,315,21132,160
157,3061,742,368,21296,164
158,3094,744,316,21452,156
159,3062,756,368,21612,160
160,3057,748,348,21772,160
161,3081,788,333,21940,168
162,3158,780,294,22104,164
163,3014,766,483,22268,164
164,2869,748,470,22428,160
165,2908,750,333,22584,156
166,2939,748,304,22748,164
167,3003,742,283,22908,160
168,3044,750,304,23068,160
169,3145,768,285,23232,164
170,3191,814,313,23396,164
171,3219,822,375,23564,168
172,3279,828,335,23728,164
173,3358,838,335,23896,168
174,3467,854,299,24068,172
175,3494,804,343,24248,180
176,3524,796,350,24432,184
177,3628,792,266,24608,176
178,3649,798,338,24792,184
179,3601,804,419,24980,188
180,3572,826,407,25164,184
181,3566,864,393,25356,192
182,3431,856,465,25532,176
183,3472,856,307,25696,164
184,3522,856,299,25864,168
185,3534,882,373,26028,164
186,3523,926,364,26188,160
187,3502,892,377,26332,144
188,3647,882,194,26464,132
189,3757,866,248,26608,144
190,3766,854,299,26760,152
191,3616,848,456,26920,160
192,3709,838,230,27076,156
193,3619,842,382,27228,152
194,3563,838,346,27360,132
195,3479,824,350,27504,144
196,3450,820,319,27648,144
197,3499,806,240,27796,148
198,3424,792,361,27944,148
199,3371,774,326,28084,140
200,3363,796,284,28220,136
201,3438,792,204,28368,148
202,3336,778,372,28516,148
203,3305,776,315,28668,152
204,3241,760,359,28828,160
205,3215,738,318,28996,168
206,3210,736,320,29172,176
207,3229,702,315,29352,180
208,3136,700,403,29536,184
209,3050,690,375,29716,180
210,3030,702,354,29888,172
211,2847,718,471,30064,176
212,2797,704,357,30228,164
213,2815,712,324,30388,160
214,2797,734,323,30548,160
215,2838,750,302,30700,152
216,2840,774,330,30848,148
217,2884,790,296,30988,140
218,3017,812,215,31128,140
219,3111,822,266,31268,140
220,3134,830,322,31416,148
221,3192,826,272,31572,156
222,3263,838,307,31728,156
223,3289,824,297,31888,160
224,3330,850,345,32056,168
225,3459,888,271,32220,164
226,3457,880,398,32392,172
227,3443,874,373,32568,176
228,3421,886,426,32744,176
229,3479,892,346,32920,176
230,3486,874,394,33108,188
231,3534,888,355,33288,180
232,3550,902,361,33472,184
233,3501,898,408,33656,184
234,3541,902,309,33828,172
235,3496,906,382,33992,164
236,3415,872,421,34152,160
237,3436,890,303,34296,144
238,3545,900,208,34428,132
239,3646,898,207,34572,144
240,3595,874,347,34728,156
241,3692,886,175,34876,148
242,3503,866,440,35024,148
243,3595,866,203,35164,140
244,3627,860,243,35308,144
245,3479,882,425,35480,172
246,3427,858,348,35648,168
247,3424,832,310,35816,168
248,3409,838,334,35984,168
249,3528,844,217,36152,168
250,3582,836,265,36324,172
251,3438,844,467,36500,176
252,3415,830,375,36680,180
253,3432,826,335,36856,176
254,3387,812,379,37028,172
255,3258,802,461,37208,180
256,3317,806,321,37384,176
257,3400,804,286,37560,176
258,3481,800,308,37740,180
259,3319,782,514,37924,184
260,3337,778,334,38096,172
261,3261,776,411,38276,180
262,3270,774,352,38456,180
263,3279,792,379,38640,184
264,3228,772,388,38828,188
265,3316,776,296,39016,188
266,3208,770,444,39204,188
267,3134,808,450,39380,176
268,3123,790,360,39540,160
269,3163,804,317,39708,168
270,3145,818,398,39880,172
271,3214,808,316,40048,168
272,3289,802,320,40212,164
273,3338,788,328,40380,168
274,3356,792,330,40556,176
275,3404,794,314,40724,168
276,3434,788,326,40900,176
277,3236,760,529,41088,188
278,3185,764,387,41268,180
279,3057,756,474,41444,176
280,3054,774,359,41620,176
281,2914,776,452,41788,168
282,2907,806,393,41944,156
283,3010,806,261,42096,152
284,3141,806,228,42252,156
285,3185,840,316,42416,164
286,3242,844,338,42572,156
287,3233,810,371,42740,168
288,3254,804,360,42904,164
289,3310,800,324,43072,168
290,3293,820,427,43244,172
291,3322,810,336,43420,176
292,3316,768,354,43596,176
293,3348,764,306,43768,172
294,3360,790,341,43936,168
295,3328,808,392,44108,172
296,3272,776,402,44272,164
297,3287,760,331,44440,168
298,3242,738,383,44612,172
299,3144,742,433,44780,168
300,3161,764,325,44952,172
301,3178,762,341,45128,176
302,3210,798,322,45296,168
303,3356,800,250,45456,160
304,3440,814,300,45624,168
305,3415,808,378,45804,180
306,3406,816,394,45988,184
307,3486,840,312,46168,180
308,3557,822,312,46352,184
309,3572,820,348,46544,192
310,3558,792,364,46740,196
311,3580,780,318,46940,200
312,3477,778,455,47144,204
313,3409,750,416,47340,196
314,3299,734,418,47536,196
315,3272,728,371,47728,192
316,3107,740,473,47920,192
317,3062,734,375,48104,184
318,3007,742,393,48284,180
319,2993,754,372,48460,176
320,3021,750,331,48632,172
321,3032,756,341,48800,168
322,3023,762,359,48972,172
323,3097,776,279,49140,168
324,3114,786,350,49312,172
325,3193,822,286,49480,168
326,3277,844,296,49656,176
327,3352,846,323,49836,180
328,3427,878,302,50016,180
329,3499,940,370,50200,184
330,3455,918,447,50380,180
331,3504,928,359,50552,172
332,3623,942,314,50724,172
333,3684,916,327,50896,172
334,3706,886,364,51076,180
335,3603,888,496,51252,176
336,3648,868,327,51416,164
337,3685,890,317,51584,168
338,3619,886,468,51756,172
339,3451,870,522,51916,160
340,3540,890,291,52084,168
341,3544,868,370,52256,172
342,3442,834,469,52432,176
343,3362,836,435,52600,168
344,3481,856,282,52760,160
345,3489,838,356,52932,172
346,3567,848,297,53100,168
347,3412,804,468,53268,168
348,3377,786,345,53432,164
349,3298,794,430,53608,176
350,3262,796,366,53776,168
351,3206,786,391,53940,164
352,3077,782,473,54108,168
353,3087,786,352,54272,164
354,3043,776,397,54428,156
355,3083,764,325,54588,160
356,3197,798,273,54744,156
357,3184,782,362,54912,168
358,3131,788,391,55076,164
359,3187,784,324,55240,164
360,3203,780,341,55408,168
361,3272,758,313,55576,168
362,3254,762,368,55756,180
363,3330,764,310,55932,176
364,3401,800,302,56112,180
365,3377,802,387,56296,184
366,3365,780,382,56476,180
367,3430,780,305,56656,180
368,3366,786,423,56844,188
369,3306,792,393,57024,180
370,3339,808,342,57204,180
371,3255,792,459,57380,176
372,3247,790,371,57552,172
373,3226,824,403,57720,168
374,3337,832,258,57880,160
375,3442,788,264,58048,168
376,3307,796,485,58224,176
377,3360,794,293,58388,164
378,3393,800,336,58564,176
379,3453,772,291,58736,172
380,3500,782,304,58912,176
381,3407,758,435,59092,180
382,3326,762,401,59276,184
383,3272,768,401,59460,184
384,3308,768,312,59636,176
385,3182,772,461,59812,176
386,3262,768,281,59984,172
387,3289,766,307,60160,176
388,3220,766,409,60336,176
389,3225,768,324,60508,172
390,3129,774,453,60684,176
391,3049,766,402,60852,168
392,3041,794,376,61024,172
393,3004,782,353,61196,172
394,3036,782,306,61360,164
395,3001,774,384,61536,176
396,3057,778,305,61704,168
397,3005,760,386,61872,168
398,3048,764,297,62036,164
399,3134,758,272,62200,164
400,3130,750,325,62376,176
401,3252,746,243,62552,176
402,3191,740,387,62740,188
403,3131,756,406,62932,192
404,3079,732,358,63120,188
405,3028,750,392,63304,184
406,3050,740,313,63480,176
407,3060,730,313,63664,184
408,2908,750,488,63848,184
409,2881,772,368,64016,168
410,2984,792,256,64176,160
411,2952,816,389,64332,156
412,3119,816,215,64480,148
413,3134,838,363,64644,164
414,3266,842,251,64808,164
415,3377,850,270,64980,172
416,3505,842,261,65156,176
417,3611,838,273,65336,180
418,3683,832,308,65536,200
419,3571,816,468,65748,212
420,3587,860,391,65948,200
421,3550,876,406,66148,200
422,3514,858,389,66344,196
423,3365,868,518,66540,196
424,3398,884,375,66728,188
425,3408,936,411,66908,180
426,3457,914,354,67068,160
427,3466,908,347,67224,156
428,3616,906,241,67360,136
429,3591,854,376,67512,152
430,3681,856,257,67668,156
431,3689,842,335,67828,160
432,3704,836,346,68000,172
433,3776,834,279,68180,180
434,3687,798,440,68364,184
435,3510,794,478,68560,196
436,3311,794,548,68748,188
437,3338,794,345,68928,180
438,3336,776,347,69104,176
439,3231,774,452,69280,176
440,3292,788,277,69448,168
441,3308,782,340,69620,172
442,3251,788,389,69796,176
443,3237,808,342,69956,160
444,3272,796,322,70116,160
445,3249,770,320,70288,172
446,3131,736,423,70472,184
447,2936,754,502,70652,180
448,2994,766,282,70824,172
449,2975,766,341,71000,176
450,3026,822,345,71172,172
451,3144,828,255,71336,164
452,3111,844,400,71512,176
453,3204,866,288,71684,172
454,3241,864,341,71856,172
455,3310,844,292,72028,172
456,3373,856,310,72196,168
457,3321,810,365,72376,180
458,3349,802,280,72548,172
459,3392,794,275,72724,176
460,3207,798,478,72912,188
461,3273,784,252,73084,172
462,3183,812,411,73272,188
463,3136,830,377,73448,176
464,3241,848,274,73616,168
