step,eval_is_final,eval_n_pairs_per_zone,t2_b0_active_models_total,t2_b0_active_models_z0,t2_b0_balanced_rmse_total,t2_b0_censored_gain_vs_prior_total,t2_b0_censored_rmse_total,t2_b0_censored_rmse_z0,t2_b0_false_reachable_rate_total,t2_b0_false_reachable_rate_z0,t2_b0_floor_rmse_total,t2_b0_individual_total,t2_b0_individual_z0,t2_b0_mean_abs_prediction_shift_from_prior_db_total,t2_b0_mean_model_rmse_total,t2_b0_mean_model_rmse_z0,t2_b0_mean_support_total,t2_b0_median_model_rmse_total,t2_b0_p10_model_rmse_total,t2_b0_p90_model_rmse_total,t2_b0_prior_censored_rmse_total,t2_b0_prior_false_reachable_rate_total,t2_b0_prior_floor_rmse_total,t2_b0_prior_reachable_rmse_total,t2_b0_prior_rmse_total,t2_b0_reachable_count_total,t2_b0_reachable_gain_vs_prior_total,t2_b0_reachable_rmse_total,t2_b0_rmse_gain_vs_prior_total,t2_b0_supported_fraction_total,t2_b0_supported_gain_vs_prior_total,t2_b0_supported_prior_rmse_total,t2_b0_supported_rmse_total,t2_b0_total,t2_b0_unavailable_censored_rmse_total,t2_b0_unavailable_censored_rmse_z0,t2_b0_unavailable_count_total,t2_b0_z0
100,1,500,20,20,34.60311699690292,37.578138534484296,18.83971031566899,18.83971031566899,0.95,0.95,45.47620423906619,21.343178258747052,21.343178258747052,52.228686291503905,19.797129293965575,19.797129293965575,nan,17.550330632924805,16.240545949690087,21.39099122059024,56.417848850153284,0.0,0.0,58.62880335341551,56.417848909162686,9260,40.55489232648385,18.073911026931658,35.074670650415634,nan,nan,nan,nan,21.343178258747052,26.620894044749733,26.620894044749733,740,21.343178258747052
200,1,500,20,20,29.359654655932484,42.10889852093556,15.687867247492287,15.687867247492287,0.9214285714285714,0.9214285714285714,38.54434952409001,17.04994656407,17.04994656407,52.73673605957031,15.127370466456082,15.127370466456082,nan,13.099033065431803,11.596405736551636,16.148233714255145,57.796765768427846,0.0,0.0,59.05011960910105,57.796765718883236,9580,43.61277000510431,15.437349603996743,40.74681915481324,nan,nan,nan,nan,17.04994656407,20.59039871815304,20.59039871815304,420,17.04994656407
300,1,500,20,20,28.983409370541892,44.48190426199423,13.23874788254164,13.23874788254164,1.0,1.0,38.84042453445242,13.98445277896285,13.98445277896285,53.3610035987854,13.071858457024968,13.071858457024968,nan,12.068611304797237,10.214563844925944,14.289978005998838,57.72065214453587,0.0,0.0,58.24725799656998,57.72065218762556,9820,45.15155414132272,13.095703855247256,43.73619940866271,nan,nan,nan,nan,13.98445277896285,19.513443167553564,19.513443167553564,180,13.98445277896285
400,1,500,20,20,32.49622797033846,41.28058955520977,17.518134917054493,17.518134917054493,0.9,0.9,42.56552904715348,18.34297505896909,18.34297505896909,54.268321000671385,15.603142911631096,15.603142911631096,nan,11.630923731824309,10.209220339731788,22.202208215773368,58.79872447226427,0.0,0.0,59.51726902534127,58.79872434620679,9760,42.19140969495457,17.3258593303867,40.4557492872377,nan,nan,nan,nan,18.34297505896909,24.069430152435718,24.069430152435718,240,18.34297505896909
500,1,500,20,20,29.85754371374333,48.24393268846819,10.065466490214572,10.065466490214572,1.0,1.0,41.15469847840152,11.720529151573256,11.720529151573256,56.36641007614136,11.578082202177841,11.578082202177841,nan,11.035392398349808,10.178840543102012,12.800267538691264,58.30939917868276,0.0,0.0,59.20422467739152,58.309399011321695,9700,49.75771069666598,9.446513980725541,46.58886985974844,nan,nan,nan,nan,11.720529151573256,22.17663047217993,22.17663047217993,300,11.720529151573256
600,1,500,20,20,28.700183234568858,35.709410491103185,20.849121463379117,20.849121463379117,0.8971428571428571,0.8971428571428571,34.64878287489653,22.352184451038223,22.352184451038223,48.089922534179685,18.569999608096452,18.569999608096452,nan,13.223414723844012,12.381094556365802,35.764462826217446,56.5585319544823,0.0,0.0,58.64846557750624,56.55853196975871,9300,37.50933407491296,21.139131502593276,34.20634751872049,nan,nan,nan,nan,22.352184451038223,16.519852499388332,16.519852499388332,700,22.352184451038223
700,1,500,20,20,31.06148737779249,38.38994542296054,19.147472664289605,19.147472664289605,0.9,0.9,39.57443309725134,20.28797235663968,20.28797235663968,51.96648139266968,16.318944292139943,16.318944292139943,nan,12.20892772530421,11.343806397269493,18.806670283515615,57.53741808725014,0.0,0.0,58.72388141942256,57.53741807731649,9600,39.65830402788515,19.065577391537406,37.2494457206768,nan,nan,nan,nan,20.28797235663968,21.017443550737735,21.017443550737735,400,20.28797235663968
800,1,500,20,20,29.340917136133022,39.7470871288795,15.671358436546308,15.671358436546308,0.95,0.95,38.539704999119195,17.50442667072583,17.50442667072583,53.348403260803224,15.755932858930837,15.755932858930837,nan,12.786234290761147,11.802796773093236,22.724578844700922,55.418445565425806,0.0,0.0,57.03853245111768,55.418445574224485,9440,41.66095216813052,15.377580282987163,37.91401890349866,nan,nan,nan,nan,17.50442667072583,19.983840943518505,19.983840943518505,560,17.50442667072583
900,1,500,20,20,31.22784223702561,47.42906608663503,11.621134051325502,11.621134051325502,1.0,1.0,42.70253176502931,12.54551128045593,12.54551128045593,57.94003190765381,11.500366708471523,11.500366708471523,nan,9.856748853904815,8.977312641185362,13.606800573678713,59.05020013796054,0.0,0.0,59.58893596195033,59.050200218746284,9820,48.32616354936098,11.262772412589351,46.50468893829036,nan,nan,nan,nan,12.54551128045593,24.1339030898206,24.1339030898206,180,12.54551128045593
1000,1,500,20,20,26.915487932295566,41.04213841356008,15.643021197650057,15.643021197650057,0.95,0.95,34.71434274061488,17.8544548215584,17.8544548215584,52.79137670059204,15.487741016332524,15.487741016332524,nan,12.902242902982879,12.171387111816081,15.687895983470275,56.68515961121014,0.0,0.0,59.034231541664326,56.68515974402011,9220,43.42009085592002,15.6141406857443,38.83070492246171,nan,nan,nan,nan,17.8544548215584,15.980449393770234,15.980449393770234,780,17.8544548215584
