step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,308,308,298,68.95352,68.95352,0,14471072,54441920,0
2,2445,4890,313,313,313,71.32266,140.27618,0,14705992,55648200,925900
3,2469,4938,310,310,307,72.936432,213.212612,0,14565040,56194440,2135200
4,2401,4802,310,310,309,72.355524,285.568136,0,14565040,54646760,3101700
5,2489,4978,318,318,318,75.0135,360.581636,0,14940912,56649640,3379700
6,2714,5428,330,330,330,80.41526,440.996896,217120,15504720,61770640,2877900
7,2852,5704,340,340,338,83.821908,524.818804,228160,15974560,64911520,2661700
8,2837,5674,339,339,337,82.603588,607.422392,226960,15927576,64570120,1833100
9,2809,5618,349,349,349,82.41124,689.833632,224720,16397416,63932840,1808800
10,2728,5456,341,341,341,79.86814,769.701772,218240,16021544,62089280,1492700
11,2658,5316,340,340,340,77.83762,847.539392,212640,15974560,60496080,1108100
12,2645,5290,328,328,328,76.79566,924.335052,211600,15410752,60200200,928500
13,2570,5140,321,321,321,74.95662,999.291672,205600,15081864,58493200,1132300
14,2448,4896,310,310,310,71.49892,1070.790592,195840,14565040,55716480,979400
15,2515,5030,326,326,324,73.893048,1144.68364,201200,15316784,57241400,1089600
16,2476,4952,338,338,338,73.3655,1218.04914,198080,15880592,56353760,887100
17,2669,5338,346,346,346,78.11138,1296.16052,213520,16256464,60746440,847900
18,2887,5774,358,358,358,83.83194,1379.99246,230960,16820272,65708120,1023900
19,2923,5846,348,348,348,83.94998,1463.94244,233840,16350432,66527480,790900
20,2937,5874,349,349,349,84.53796,1548.4804,234960,16397416,66846120,1012000
21,2834,5668,345,345,343,81.720088,1630.200488,226720,16209480,64501840,735400
22,2758,5516,334,334,332,79.206428,1709.406916,220640,15692656,62772080,475900
23,2819,5638,340,340,340,81.22236,1790.629276,225520,15974560,64160440,815600
24,3034,6068,342,342,342,86.2425,1876.871776,242720,16068528,69053840,830900
25,3114,6228,348,348,346,88.248248,1965.120024,249120,16350432,70874640,727000
26,3155,6310,348,348,348,89.17336,2054.293384,252400,16350432,71807800,715400
27,3435,6870,355,355,355,95.9024,2150.195784,274800,16679320,78180600,719400
28,3277,6554,356,356,356,92.5554,2242.751184,262160,16726304,74584520,934000
29,3469,6938,352,352,352,96.6627,2339.413884,277520,16538368,78954440,844500
30,3363,6726,345,345,345,93.85302,2433.266904,269040,16209480,76541880,785700
31,3345,6690,352,352,352,93.84884,2527.115744,267600,16538368,76132200,862800
32,3188,6376,376,376,376,91.40884,2618.524584,255040,17665984,72558880,877800
33,3061,6122,378,378,376,88.513428,2707.038012,244880,17759952,69668360,789100
34,3182,6364,372,372,370,90.728048,2797.76606,254560,17478048,72422320,522800
35,3241,6482,379,379,379,92.48662,2890.25268,259280,17806936,73765160,603700
36,3437,6874,388,388,386,97.482968,2987.735648,274960,18229792,78226120,699600
37,3581,7162,408,408,408,101.8621,3089.597748,286480,19169472,81503560,847100
38,3496,6992,404,404,404,99.43282,3189.030568,279680,18981536,79568960,547700
39,3434,6868,404,404,404,98.07634,3287.106908,274720,18981536,78157840,607300
40,3331,6662,392,392,392,95.05118,3382.158088,266480,18417728,75813560,500100
41,3788,7576,408,408,408,106.88608,3489.044168,303040,19169472,86214880,1143200
42,3805,7610,404,404,404,106.68768,3595.731848,304400,18981536,86601800,745000
43,3852,7704,406,406,402,107.690556,3703.422404,308160,19075504,87671520,580700
44,4061,8122,406,406,406,112.49356,3815.915964,324880,19075504,92428360,609600
45,4226,8452,417,417,416,116.855344,3932.771308,338080,19592328,96183760,684600
46,4392,8784,430,430,430,121.26278,4054.034088,351360,20203120,99961920,687900
47,4462,8924,434,434,434,123.26786,4177.301948,356960,20391056,101555120,905700
48,4511,9022,436,436,436,124.58456,4301.886508,360880,20485024,102670360,1009000
49,4231,8462,436,436,436,117.74056,4419.627068,338480,20485024,96297560,560200
50,4357,8714,422,422,422,120.15722,4539.784288,348560,19827248,99165320,758700
51,4481,8962,407,407,407,121.99848,4661.782768,358480,19122488,101987560,474600
52,4400,8800,400,400,400,119.7191,4781.501868,352000,18793600,100144000,375100
53,4341,8682,406,406,404,118.657488,4900.159356,347280,19075504,98801160,378600
54,4185,8370,406,406,406,115.20202,5015.361376,334800,19075504,95250600,485900
55,4303,8606,423,423,423,118.92458,5134.285956,344240,19874232,97936280,712300
56,4436,8872,429,429,429,122.08522,5256.371176,354880,20156136,100963360,552500
57,4746,9492,439,439,439,129.86302,5386.234196,379680,20625976,108018960,778700
58,5132,10264,450,450,450,139.19388,5525.428076,410560,21142800,116804320,775000
59,5384,10768,448,448,448,144.62242,5670.050496,430720,21048832,122539840,542100
60,5477,10954,446,446,446,146.5804,5816.630896,438160,20954864,124656520,470200
61,5747,11494,449,449,449,152.84626,5969.477156,459760,21095816,130801720,427900
62,5591,11182,450,450,448,149.236868,6118.714024,447280,21142800,127251160,334700
63,5443,10886,455,455,455,146.21442,6264.928444,435440,21377720,123882680,456700
64,5218,10436,460,460,460,141.50822,6406.436664,417440,21612640,118761680,653900
65,4486,8972,452,452,452,124.29818,6530.734844,358880,21236768,102101360,539700
66,3998,7996,430,430,430,112.24822,6642.983064,319840,20203120,90994480,672300
67,3965,7930,412,412,412,110.55004,6753.533104,317200,19357408,90243400,576000
68,3623,7246,388,388,388,101.46248,6854.995584,289840,18229792,82459480,430600
69,3533,7066,374,374,374,98.5825,6953.578084,282640,17572016,80411080,265900
70,3644,7288,377,377,377,101.3005,7054.878584,291520,17712968,82937440,307300
71,3756,7512,370,370,368,103.495168,7158.373752,300480,17384080,85486560,274000
72,3767,7534,374,374,369,104.02958,7262.403332,301360,17572016,85736920,369100
73,3793,7586,372,372,372,104.42446,7366.827792,303440,17478048,86328680,263700
74,3984,7968,378,378,372,109.167904,7475.995696,318720,17759952,90675840,362800
75,4216,8432,392,392,392,115.21398,7591.209676,337280,18417728,95956160,449500
76,4420,8840,396,396,396,120.09092,7711.300596,353600,18605664,100599200,478600
77,4540,9080,396,396,394,122.912648,7834.213244,363200,18605664,103330400,559800
78,4516,9032,400,400,400,122.60204,7956.815284,361280,18793600,102784160,608600
79,4599,9198,404,404,404,124.71184,8081.527124,367920,18981536,104673240,634200
80,4543,9086,400,400,400,123.17902,8204.706144,363440,18793600,103398680,568900
81,3909,7818,392,392,392,108.1986,8312.904744,312720,18417728,88968840,446000
