step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,298,0.003178250,0.101195035,0.098016785,0.099826385,0.091832466,298
2,313,0.069357248,0.014505142,0.069154626,0.138696255,0.194434382,611
3,307,0.085975799,-0.005459614,0.103392595,0.176766194,0.256412329,918
4,309,0.129522536,0.021667294,0.127231122,0.277417995,0.224605763,1227
5,318,0.133593672,0.061064686,0.131774472,0.251542734,0.120343086,1545
6,330,0.292139304,0.095863589,0.250096325,0.525066583,0.127142003,1875
7,338,0.342838434,0.129504983,0.292579678,0.697777157,-0.055320926,2213
8,337,0.403598270,0.160894860,0.319661264,0.464922131,0.207245726,2550
9,349,0.861256311,0.195087527,0.743871490,1.685146284,-0.076361491,2899
10,341,0.617549545,0.238778828,0.483158078,0.749316527,0.235274957,3240
11,340,0.685294998,0.279536715,0.545871401,0.907764035,0.088776406,3580
12,328,0.760861781,0.321974059,0.567820495,0.836582009,0.255757668,3908
13,321,0.795238728,0.361558432,0.603625778,1.023671706,0.228999903,4229
14,310,0.907372125,0.392155440,0.715627085,1.379023760,0.002449216,4539
15,324,1.285200028,0.408468155,1.117893628,2.451672567,-0.308418076,4863
16,338,0.874944753,0.429742102,0.687406762,1.308854274,0.002641457,5201
17,346,1.270565696,0.457495710,1.035047326,1.807614269,-0.203655248,5547
18,358,1.283600361,0.476081839,1.152202758,2.329276831,-0.316477103,5905
19,348,0.756919301,0.504027325,0.668638116,1.246666988,-0.103778116,6253
20,349,1.125665056,0.505907990,1.050042668,2.533107379,-0.322416880,6602
21,343,0.737651633,0.511726539,0.685646658,1.555664841,-0.166672264,6945
22,332,0.426648354,0.514409879,0.519005539,1.019795851,-0.214175661,7277
23,340,0.557811798,0.488447580,0.529958458,1.388358070,-0.163780920,7617
24,342,0.759299727,0.464146589,0.713436855,1.543457761,-0.232400428,7959
25,346,0.481805186,0.451859030,0.515117910,0.893647693,-0.115637082,8305
26,348,0.762865493,0.432983249,0.658194592,1.807729109,-0.192657205,8653
27,355,0.998938595,0.420530924,0.842030640,2.125177710,-0.097119251,9008
28,356,0.993285489,0.409904905,0.825436082,1.505811180,-0.024807265,9364
29,352,0.893930976,0.416788998,0.726593307,1.432018707,-0.022346648,9716
30,345,0.976409448,0.429567185,0.846806182,2.130269263,-0.210865707,10061
31,352,0.909840545,0.437709531,0.809485730,2.033431963,-0.092311335,10413
32,376,0.821436878,0.446902630,0.809098456,2.045485715,-0.129485613,10789
33,376,1.112671794,0.449755577,1.051354239,2.314212258,-0.191030610,11165
34,370,1.022501219,0.462456228,0.928212207,1.953437059,-0.021964662,11535
