step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,2,562500.0,59.35386483346665,45.681154542495044,3,6,2,3,6,0,5,-105.0,70.5,-47.5,192878,0,32,3,0,0,5.0,867876,0.867876,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,29.465711379201437,22.244874001229533,5,10,0,4,10,0,4,-105.0,70.5,-47.5,192878,3,32,5,3,3,5.0,1157672,2.025548,nan,1.157672,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,504,3,4
4,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,1,562500.0,47.182852783311695,33.92185276012946,14,28,1,3,28,0,4,-105.0,70.5,-47.5,192878,5,32,14,4,10,5.0,868716,2.894264,nan,0.868716,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,840,5,3
5,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,1,562500.0,54.71658264953796,35.05709514345751,15,30,1,4,30,0,5,-105.0,70.5,-47.5,192878,6,32,15,5,11,5.0,1158176,4.05244,nan,1.158176,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,1008,6,4
6,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,0,562500.0,49.37383793659447,35.74994207250171,20,40,0,4,40,0,4,-105.0,70.5,-47.5,192878,10,32,20,6,16,5.0,1158848,5.211288,nan,1.158848,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,1680,10,4
7,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.3879260592161,27.241911840700446,19,38,0,4,38,0,4,-105.0,70.5,-47.5,192878,12,32,19,5,15,5.0,1159184,6.370472,nan,1.159184,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,2016,12,4
8,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.78427053094678,31.42977694786715,21,42,0,3,42,0,3,-105.0,70.5,-47.5,192878,18,32,21,6,18,5.0,870900,7.241372,nan,0.8709,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,3024,18,3
9,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,1,562500.0,43.46309661319952,40.41977877967167,23,46,1,2,46,0,3,-105.0,70.5,-47.5,192878,19,32,23,6,18,5.0,581776,7.823148,nan,0.581776,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,3192,19,2
10,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,3,562500.0,49.13475301658002,24.004333247181656,25,50,3,5,50,0,8,-105.0,70.5,-47.5,192878,26,32,25,7,17,5.0,1450828,9.273976,nan,1.450828,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,4368,26,5
