step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,policy,100,400,2,8,40.5,25.0,40.5,25.0,18.5,0,43,-1,nan,150,60,60,0.4,0.09093774924508055,0.45,0.45,0.11852196325510782,0.75,0.0008501858327101408,nan,0.0,nan,0.5266666666666666,0.35,0.6645569620253164,3.0,150,60,60,0.4,0.09093774924508055,0.45,0.45,0.11852196325510782,0.75,0.0008501858327101408,nan,0.0,nan,0.5266666666666666,0.35,0.6645569620253164,3.0
50,policy,100,400,2,8,85.0,61.25,85.0,61.25,50.3,16,68,-1,nan,358,136,136,0.37988826815642457,0.09942047360732123,0.5735294117647058,0.5735294117647058,0.10094486434077161,0.8161764705882353,0.00599715843163991,nan,0.0,nan,0.5488826815642458,0.45588235294117646,0.8305642867834157,0.8676470588235294,358,136,136,0.37988826815642457,0.09942047360732123,0.5735294117647058,0.5735294117647058,0.10094486434077161,0.8161764705882353,0.00599715843163991,nan,0.0,nan,0.5488826815642458,0.45588235294117646,0.8305642867834157,0.8676470588235294
75,policy,100,400,2,8,128.5,61.25,128.5,61.25,124.9,0,168,-1,nan,508,200,200,0.3937007874015748,0.10472446365938652,0.625,0.625,0.09584210330817199,0.875,0.0070861109359535825,nan,0.0,nan,0.5351049868766405,0.445,0.8316125076640096,-3.97,508,200,200,0.3937007874015748,0.10472446365938652,0.625,0.625,0.09584210330817199,0.875,0.0070861109359535825,nan,0.0,nan,0.5351049868766405,0.445,0.8316125076640096,-3.97
100,policy,100,400,2,8,168.5,62.5,168.5,62.5,101.3,0,191,100,30.300127487864188,649,257,257,0.39599383667180277,0.1126043914336597,0.6614785992217899,0.6614785992217899,0.11160679153643886,0.8988326848249028,0.009974133799563597,nan,0.0,nan,0.5436569080636877,0.43190661478599224,0.7944470278585989,17.2568093385214,649,257,257,0.39599383667180277,0.1126043914336597,0.6614785992217899,0.6614785992217899,0.11160679153643886,0.8988326848249028,0.009974133799563597,nan,0.0,nan,0.5436569080636877,0.43190661478599224,0.7944470278585989,17.2568093385214
125,policy,100,400,2,8,184.0,32.0,184.0,32.0,105.9,0,207,100,30.300127487864188,635,248,248,0.3905511811023622,0.10791432399978802,0.6895161290322581,0.6895161290322581,0.00597492173711925,0.9435483870967742,0.010235614164332456,nan,0.0,nan,0.54750656167979,0.5,0.9132310642377758,24.701612903225808,785,308,308,0.3923566878980892,0.1046071990475723,0.6428571428571429,0.6428571428571429,0.013325284722729393,0.9058441558441559,0.008442220215614816,nan,0.0,nan,0.5435244161358811,0.4707792207792208,0.8661602069805195,20.474025974025974
150,policy,100,400,2,8,230.0,66.5,230.0,66.5,226.8,33,310,100,30.300127487864188,610,240,240,0.39344262295081966,0.10924124174145353,0.6708333333333333,0.6708333333333333,0.018612950432639077,0.975,0.008888421042423595,nan,0.0,nan,0.5382513661202185,0.48333333333333334,0.8979695431472082,-47.8875,968,376,376,0.3884297520661157,0.10568904901208653,0.6356382978723404,0.6356382978723404,0.026461687505269067,0.9175531914893617,0.007819131771080042,nan,0.0,nan,0.5421831955922864,0.4734042553191489,0.8731444632879064,-30.252659574468087
175,policy,100,400,2,8,274.0,78.625,274.0,78.625,311.4,160,348,100,30.300127487864188,669,264,264,0.39461883408071746,0.13475051201838578,0.7348484848484849,0.7348484848484849,0.014341452986324634,0.9583333333333334,0.006643991985045001,nan,0.0,nan,0.5495764823119084,0.5681818181818182,1.0338539520316492,5.337121212121212,1177,464,464,0.39422259983007646,0.12180824979467919,0.6875,0.6875,0.02173539733845085,0.9224137931034483,0.006834813078555248,nan,0.0,nan,0.5433305012744265,0.5150862068965517,0.9480163651559678,1.3254310344827587
200,policy,100,400,2,8,297.0,60.0,297.0,60.0,307.6,0,457,200,22.645364998691594,704,272,272,0.38636363636363635,0.15844701495642483,0.7536764705882353,0.7536764705882353,0.004473718525804302,0.9522058823529411,0.0027937829610395464,nan,0.0,nan,0.5383285984848485,0.6323529411764706,1.1746597579178555,10.977941176470589,1353,529,529,0.3909830007390983,0.1361756458725862,0.7088846880907372,0.7088846880907372,0.01281238911970577,0.9262759924385633,0.006238016290087669,nan,0.0,nan,0.5408844542990885,0.5349716446124764,0.9890682572967007,14.028355387523629
225,policy,100,400,2,8,328.0,82.0,328.0,82.0,390.5,153,493,200,22.645364998691594,784,312,312,0.3979591836734694,0.1775257977341915,0.7852564102564102,0.7852564102564102,0.2929510428031748,0.9647435897435898,0.0049515180870497895,nan,0.0,nan,0.5154974489795918,0.4807692307692308,0.9326316390525224,-70.98717948717949,1569,620,620,0.3951561504142766,0.14130171967696778,0.714516129032258,0.714516129032258,0.07328085193661885,0.9354838709677419,0.00669798154844147,nan,0.0,nan,0.5295198640322923,0.47580645161290325,0.8985620444710769,-25.551612903225806
250,policy,100,400,2,8,371.0,57.125,371.0,57.125,303.8,0,512,200,22.645364998691594,785,324,324,0.41273885350318473,0.20695865338551483,0.8055555555555556,0.8055555555555556,0.2117088359628174,0.9660493827160493,0.005688693912293159,nan,0.0,nan,0.5097452229299364,0.41975308641975306,0.8234566358603176,-53.132716049382715,1753,700,700,0.3993154592127781,0.15256240875064475,0.7142857142857143,0.7142857142857143,0.08664236411213601,0.94,0.006865113676871427,nan,0.0,nan,0.5276573493059518,0.44857142857142857,0.850118792359193,-40.84285714285714
