step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,115,115,108,59.859768,59.859768,0,5403160,54441920,0
2,2445,4890,81,81,81,59.79122,119.650988,0,3805704,55648200,326300
3,2469,4938,79,79,79,60.60322,180.254208,0,3711736,56194440,686300
4,2401,4802,89,89,89,59.80414,240.058348,0,4181576,54646760,963700
5,2489,4978,64,64,63,60.975784,301.034132,0,3006976,56649640,1310600
6,2714,5428,92,92,92,67.47818,368.512312,0,4322528,61770640,1372500
7,2852,5704,104,104,103,71.466664,439.978976,0,4886336,64911520,1654800
8,2837,5674,76,76,76,69.59184,509.570816,0,3570784,64570120,1440600
9,2809,5618,93,93,93,69.9399,579.510716,0,4369512,63932840,1624900
10,2728,5456,87,87,87,67.68472,647.195436,0,4087608,62089280,1496000
11,2658,5316,47,47,47,64.05936,711.254796,161840,2208248,60496080,1186800
12,2645,5290,91,91,91,65.5127,776.767496,210280,4275544,60200200,814300
13,2570,5140,86,86,86,63.72568,840.493176,204760,4040624,58493200,975400
14,2448,4896,85,85,85,60.80142,901.294596,188440,3993640,55716480,891300
15,2515,5030,77,77,77,62.15656,963.451156,199320,3617768,57241400,1087600
16,2476,4952,95,95,95,61.93322,1025.384376,193560,4463480,56353760,909500
17,2669,5338,75,75,75,65.35414,1090.738516,202800,3523800,60746440,870900
18,2887,5774,112,112,112,72.28852,1163.027036,228160,5262208,65708120,1074800
19,2923,5846,77,77,77,71.21606,1234.243096,224640,3617768,66527480,835700
20,2937,5874,101,101,101,72.87146,1307.114556,225720,4745384,66846120,1040500
21,2834,5668,79,79,79,69.2178,1376.332356,223480,3711736,64501840,770000
22,2758,5516,96,96,96,68.09036,1444.422716,217360,4510464,62772080,577400
23,2819,5638,84,84,84,69.24506,1513.667776,219240,3946656,64160440,907300
24,3034,6068,91,91,91,74.49492,1588.162696,234560,4275544,69053840,918600
25,3114,6228,87,87,87,76.06256,1664.225256,242480,4087608,70874640,846000
26,3155,6310,93,93,93,77.24718,1741.472436,247520,4369512,71807800,809700
27,3435,6870,98,98,98,83.86026,1825.332696,269800,4604432,78180600,792100
28,3277,6554,89,89,89,79.89458,1905.227276,250880,4181576,74584520,865500
29,3469,6938,95,95,95,84.42744,1989.654716,273200,4463480,78954440,723400
30,3363,6726,92,92,92,81.88386,2071.538576,261240,4322528,76541880,745700
31,3345,6690,89,89,89,81.4158,2152.954376,258320,4181576,76132200,831600
32,3188,6376,94,94,94,78.13734,2231.091716,245880,4416496,72558880,903300
33,3061,6122,108,108,108,75.82696,2306.918676,242840,5074272,69668360,826800
34,3182,6364,91,91,90,77.508184,2384.42686,245480,4275544,72422320,552600
35,3241,6482,94,94,94,79.08322,2463.51008,253680,4416496,73765160,635100
36,3437,6874,99,99,99,83.88352,2547.3936,272320,4651416,78226120,720200
37,3581,7162,106,106,106,87.68556,2635.07916,277080,4980304,81503560,910200
38,3496,6992,105,105,105,85.37712,2720.45628,276360,4933320,79568960,584200
39,3434,6868,112,112,112,84.399,2804.85528,263920,5262208,78157840,699800
40,3331,6662,93,93,93,80.95892,2885.8142,255800,4369512,75813560,507400
41,3788,7576,110,110,110,92.74642,2978.56062,296640,5168240,86214880,1051700
42,3805,7610,97,97,97,92.1056,3070.66622,302960,4557448,86601800,630200
43,3852,7704,113,113,113,93.78518,3164.4514,303400,5309192,87671520,485700
44,4061,8122,91,91,91,97.55974,3262.01114,319760,4275544,92428360,523700
45,4226,8452,121,121,121,102.81496,3364.8261,338080,5685064,96183760,591600
46,4392,8784,102,102,102,105.79534,3470.62144,336680,4792368,99961920,690500
47,4462,8924,124,124,124,108.67916,3579.3006,349960,5826016,101555120,931200
48,4511,9022,107,107,107,109.09702,3688.39762,353120,5027288,102670360,1031700
49,4231,8462,126,126,126,103.14038,3791.538,322800,5919984,96297560,582900
50,4357,8714,102,102,102,105.0273,3896.5653,342240,4792368,99165320,713500
51,4481,8962,111,111,111,108.00424,4004.56954,354760,5215224,101987560,431600
52,4400,8800,99,99,99,105.5567,4110.12624,349120,4651416,100144000,398700
53,4341,8682,107,107,107,104.59766,4214.7239,337960,5027288,98801160,416700
54,4185,8370,98,98,98,100.65492,4315.37882,331560,4604432,95250600,455000
55,4303,8606,111,111,111,104.2129,4419.59172,332000,5215224,97936280,714300
56,4436,8872,105,105,105,106.82144,4526.41316,349080,4933320,100963360,561400
57,4746,9492,116,116,116,114.6295,4641.04266,366320,5450144,108018960,778300
58,5132,10264,107,107,107,123.08362,4764.12628,402560,5027288,116804320,834900
59,5384,10768,127,127,127,129.56718,4893.69346,420800,5966968,122539840,622300
60,5477,10954,103,103,103,130.44426,5024.13772,426480,4839352,124656520,507900
61,5747,11494,124,124,124,137.48864,5161.62636,447640,5826016,130801720,396400
62,5591,11182,100,100,100,132.74224,5294.3686,440480,4698400,127251160,338600
63,5443,10886,130,130,130,130.85782,5425.22642,430840,6107920,123882680,418700
64,5218,10436,115,115,115,125.17002,5550.39644,408840,5403160,118761680,580700
65,4486,8972,125,125,125,108.76476,5659.1612,344400,5873000,102101360,429000
66,3998,7996,109,109,109,97.0867,5756.2479,314240,5121256,90994480,641900
67,3965,7930,117,117,117,96.60002,5852.84792,311480,5497128,90243400,532100
68,3623,7246,100,100,100,87.86194,5940.70986,281360,4698400,82459480,409100
69,3533,7066,93,93,93,85.33928,6026.04914,279240,4369512,80411080,266800
70,3644,7288,103,103,103,88.33612,6114.38526,286720,4839352,82937440,258600
71,3756,7512,87,87,86,90.095424,6204.480684,290560,4087608,85486560,219000
72,3767,7534,103,103,101,91.220748,6295.701432,297440,4839352,85736920,333300
73,3793,7586,89,89,89,91.06448,6386.765912,290920,4181576,86328680,251200
74,3984,7968,96,96,96,95.89808,6482.663992,313920,4510464,90675840,384800
75,4216,8432,98,98,98,101.37294,6584.036932,327720,4604432,95956160,471300
76,4420,8840,106,106,106,106.42444,6690.461372,347120,4980304,100599200,483400
77,4540,9080,105,105,104,109.160644,6799.622016,354880,4933320,103330400,527900
78,4516,9032,102,102,102,108.49274,6908.114756,348240,4792368,102784160,554100
79,4599,9198,109,109,109,110.76822,7018.882976,357400,5121256,104673240,601500
80,4543,9086,96,96,96,108.81156,7127.694536,359360,4510464,103398680,530000
81,3909,7818,117,117,117,95.19772,7222.892256,311040,5497128,88968840,404800
82,3417,6834,88,88,88,82.50556,7305.397816,262080,4134592,77770920,326000
83,3362,6724,114,114,113,82.404864,7387.80268,261400,5356176,76519120,252800
84,3403,6806,81,81,81,81.9399,7469.74258,262200,3805704,77452280,408700
85,3231,6462,103,103,103,79.27434,7549.01692,255320,4839352,73537560,628100
86,3030,6060,89,89,89,74.11336,7623.13028,241880,4181576,68962800,715000
87,2905,5810,95,95,95,71.0825,7694.21278,230000,4463480,66117800,258300
88,2952,5904,87,87,87,71.80454,7766.01732,234280,4087608,67187520,283300
89,2884,5768,80,80,80,69.8532,7835.87052,223560,3758720,65639840,220200
90,2992,5984,81,81,81,72.43658,7908.3071,238440,3805704,68097920,283500
91,2934,5868,81,81,81,71.02774,7979.33484,228680,3805704,66777840,204500
92,2988,5976,85,85,85,72.54778,8051.88262,238200,3993640,68006880,297500
93,3038,6076,86,86,86,73.78878,8125.6714,240280,4040624,69144880,351300
94,3032,6064,80,80,80,73.23546,8198.90686,237840,3758720,69008320,219700
95,3066,6132,93,93,93,74.90226,8273.80912,242640,4369512,69782160,495300
96,3214,6428,93,93,93,78.5775,8352.38662,249600,4369512,73150640,795100
97,3281,6562,91,91,91,79.8949,8432.28152,248720,4275544,74675560,682700
98,2993,5986,90,90,90,73.2725,8505.55402,238720,4228560,68120680,672300
99,2973,5946,96,96,96,72.87058,8578.4246,237280,4510464,67665480,444300
100,2891,5782,88,88,88,70.57374,8648.99834,224920,4134592,65799160,403100
101,2729,5458,86,86,86,66.74138,8715.73972,216520,4040624,62112040,360500
102,2707,5414,79,79,79,65.83564,8781.57536,212440,3711736,61611320,289400
103,2686,5372,99,99,99,66.26516,8847.84052,211920,4651416,61133360,255000
104,2694,5388,78,78,78,65.44982,8913.29034,206120,3664752,61315440,252900
105,2109,4218,93,93,93,52.86616,8966.1565,166760,4369512,48000840,316400
106,1882,3764,75,75,75,46.87,9013.0265,148080,3523800,42834320,353600
107,1840,3680,86,86,86,46.37262,9059.39912,144200,4040624,41878400,297700
108,1730,3460,76,76,76,43.32284,9102.72196,133920,3570784,39374800,233000
109,1701,3402,77,77,77,42.6388,9145.36076,131000,3617768,38714760,164800
110,1684,3368,72,72,71,42.035704,9187.396464,128360,3382848,38327840,187000
111,1675,3350,73,73,73,41.86896,9229.265424,131000,3429832,38123000,175200
112,1772,3544,83,83,83,44.838,9274.103424,141520,3899672,40330720,454800
113,1596,3192,81,81,81,40.84394,9314.947364,124160,3805704,36324960,578100
114,1660,3320,80,80,77,42.584752,9357.532116,128960,3758720,37781600,905000
115,1718,3436,89,89,88,44.248184,9401.7803,136560,4181576,39101680,816400
116,1659,3318,78,78,77,41.853584,9443.633884,127120,3664752,37758840,292400
117,1696,3392,80,80,80,42.87952,9486.513404,134960,3758720,38600960,374000
118,1600,3200,79,79,79,40.51602,9527.029424,127240,3711736,36416000,250300
119,1589,3178,80,80,80,40.32498,9567.354404,125840,3758720,36165640,263900
120,1649,3298,78,78,78,41.68222,9609.036624,128120,3664752,37531240,347500
121,1616,3232,80,80,80,41.0374,9650.074024,126640,3758720,36780160,361000
122,1664,3328,73,73,73,41.80398,9691.878004,127680,3429832,37872640,363900
123,1819,3638,70,70,70,45.23024,9737.108244,145000,3288880,41400440,386400
124,1661,3322,85,85,85,42.34346,9779.451704,132400,3993640,37804360,401500
125,1537,3074,64,64,64,38.3948,9817.846504,121400,3006976,34982120,275600
126,1526,3052,87,87,87,39.1372,9856.983704,120000,4087608,34731760,186000
127,1430,2860,52,52,52,35.24766,9892.231364,108720,2443168,32546800,141900
128,1431,2862,81,81,81,36.72128,9928.952644,111600,3805704,32569560,223400
129,1390,2780,62,62,62,35.08296,9964.035604,109920,2913008,31636400,415200
130,1358,2716,78,78,78,35.16848,9999.204084,103240,3664752,30908080,481800
131,1534,3068,60,60,60,38.4502,10037.654284,120160,2819040,34913840,589000
132,1820,3640,84,84,84,46.27618,10083.930464,141000,3946656,41423200,753900
133,1754,3508,70,70,70,43.78244,10127.712904,139200,3288880,39921040,423800
134,1583,3166,81,81,81,40.3292,10168.042104,123800,3805704,36029080,359600
135,1492,2984,70,70,69,37.649064,10205.691168,118280,3288880,33957920,274600
136,1595,3190,87,87,87,41.25952,10246.950688,126880,4087608,36302200,731000
137,1910,3820,69,69,69,47.39654,10294.347228,149760,3241896,43471600,523900
138,2171,4342,89,89,89,54.201,10348.548228,170760,4181576,49411960,424600
139,2147,4294,75,75,75,52.90508,10401.453308,169960,3523800,48865720,335400
140,2246,4492,89,89,89,55.81216,10457.265468,176920,4181576,51118960,322600
141,2216,4432,76,76,76,54.47076,10511.736228,175280,3570784,50436160,278200
142,2274,4548,90,90,90,56.43312,10568.169348,177280,4228560,51756240,258800
143,2376,4752,80,80,80,58.43774,10626.607088,184680,3758720,54077760,405700
144,2366,4732,98,98,98,59.15542,10685.762508,183800,4604432,53850160,503700
145,2538,5076,75,75,74,61.921964,10747.684472,194720,3523800,57764880,428500
146,2670,5340,103,103,102,66.187124,10813.871596,206000,4839352,60769200,358700
147,2540,5080,80,80,79,62.351504,10876.2231,196440,3758720,57810400,575200
148,2777,5554,98,98,98,68.6837,10944.9068,210520,4604432,63204520,650900
149,3057,6114,77,77,77,73.9735,11018.8803,239440,3617768,69577320,528500
150,3186,6372,103,103,101,78.102248,11096.982548,245200,4839352,72513360,490600
151,3169,6338,81,81,81,76.58828,11173.570828,250920,3805704,72126440,394200
152,3116,6232,108,108,108,76.5108,11250.081628,243280,5074272,70920160,258400
153,3312,6624,88,88,86,80.213748,11330.295376,255640,4134592,75381120,430700
154,3615,7230,116,116,116,88.68386,11418.979236,280640,5450144,82277400,659900
155,3535,7070,88,88,88,85.52712,11504.506356,276160,4134592,80456600,647800
156,3586,7172,121,121,121,88.16704,11592.673396,284160,5685064,81617360,564000
157,3505,7010,85,85,85,84.27326,11676.946656,272360,3993640,79773800,221900
158,3435,6870,108,108,108,83.66892,11760.615576,269560,5074272,78180600,129800
159,3601,7202,86,86,85,86.563544,11847.17912,282000,4040624,81958760,270600
160,3676,7352,112,112,112,89.57594,11936.75506,291640,5262208,83665760,341100
161,4006,8012,112,112,110,97.407188,12034.162248,314360,5262208,91176560,639100
162,4040,8080,115,115,115,98.50496,12132.667208,301560,5403160,91950400,834200
163,3662,7324,95,95,94,88.878504,12221.545712,282120,4463480,83347120,773000
164,3571,7142,113,113,113,87.33442,12308.880132,277800,5309192,81275960,456100
165,4045,8090,95,95,95,97.52876,12406.408892,315560,4463480,92064200,672600
166,4358,8716,117,117,117,105.60264,12512.011532,340920,5497128,99188080,560600
167,4124,8248,96,96,94,99.277628,12611.28916,323240,4510464,93862240,568900
168,4263,8526,117,117,115,103.185368,12714.474528,330720,5497128,97025880,316000
169,4273,8546,98,98,98,102.60592,12817.080448,336880,4604432,97253480,397800
170,4340,8680,114,114,114,104.9832,12922.063648,331320,5356176,98778400,501800
171,4415,8830,109,109,109,106.3235,13028.387148,346920,5121256,100485400,355100
172,4831,9662,120,120,120,116.52816,13144.915308,378000,5638080,109953560,542200
173,4972,9944,120,120,119,119.547164,13264.462472,390680,5638080,113162720,339500
174,4987,9974,117,117,117,119.94952,13384.411992,383160,5497128,113504120,549200
175,5035,10070,109,109,109,120.45584,13504.867832,385360,5121256,114596600,337800
