step,eval_is_final,eval_n_pairs_per_zone,t2_b0.1_total,t2_b0.1_z0,t2_b0.1_z1,t2_b0.1_z2,t2_b0.1_z3
1000,1,200,16.939287483516498,10.190267562866211,21.147640228271484,8.537250518798828,22.886873245239258
