step,zone,n_links,mean_rssi_dbm,min_rssi_dbm,max_rssi_dbm,mean_propagation_loss_db,min_propagation_loss_db,max_propagation_loss_db
1,0,56,-81.80851868220738,-120.0,-50.302268981933594,104.80851868220738,73.3022689819336,143.0
2,0,110,-81.79578985734419,-120.0,-39.78915786743164,104.79578985734419,62.78915786743164,143.0
3,0,240,-85.32447787920634,-120.0,-41.72681427001953,108.32447787920634,64.72681427001953,143.0
4,0,272,-81.4392120697919,-120.0,-40.372684478759766,104.4392120697919,63.372684478759766,143.0
5,0,306,-78.2820739870757,-120.0,-40.819828033447266,101.2820739870757,63.819828033447266,143.0
6,0,306,-71.68200189927045,-120.0,-40.50752639770508,94.68200189927045,63.50752639770508,143.0
7,0,342,-66.49991575319167,-120.0,-40.12311553955078,89.49991575319167,63.12311553955078,143.0
8,0,342,-64.67620856301826,-120.0,-40.9573974609375,87.67620856301826,63.9573974609375,143.0
9,0,380,-63.549540971454825,-120.0,-36.729774475097656,86.54954097145483,59.729774475097656,143.0
10,0,380,-61.56749041707892,-92.57149505615234,-34.95420455932617,84.56749041707891,57.95420455932617,115.57149505615234
11,0,380,-60.53696216784026,-90.18440246582031,-33.21193313598633,83.53696216784026,56.21193313598633,113.18440246582031
12,0,380,-60.13561557970549,-88.28170013427734,-35.823707580566406,83.13561557970549,58.823707580566406,111.28170013427734
13,0,380,-60.54252091457969,-88.26416778564453,-32.284690856933594,83.54252091457968,55.284690856933594,111.26416778564453
14,0,380,-60.026067101327996,-92.00550079345703,-32.500030517578125,83.026067101328,55.500030517578125,115.00550079345703
15,0,342,-59.5380007425944,-91.30765533447266,-32.6905632019043,82.53800074259439,55.6905632019043,114.30765533447266
16,0,380,-61.09300896494012,-120.0,-31.02440643310547,84.09300896494011,54.02440643310547,143.0
17,0,380,-60.779823202835885,-120.0,-30.66619110107422,83.77982320283589,53.66619110107422,143.0
18,0,380,-61.40527695103695,-120.0,-33.660404205322266,84.40527695103695,56.660404205322266,143.0
19,0,342,-61.29511024519714,-120.0,-32.56790542602539,84.29511024519714,55.56790542602539,143.0
20,0,342,-60.447158032690574,-120.0,-37.47821044921875,83.44715803269057,60.47821044921875,143.0
21,0,342,-60.69947036386233,-120.0,-37.47700500488281,83.69947036386233,60.47700500488281,143.0
22,0,272,-59.130220399183386,-88.6707763671875,-36.53337097167969,82.13022039918339,59.53337097167969,111.6707763671875
23,0,342,-63.769376174748295,-120.0,-30.450878143310547,86.76937617474829,53.45087814331055,143.0
24,0,342,-64.86902062934742,-120.0,-37.47252655029297,87.86902062934742,60.47252655029297,143.0
25,0,380,-66.17922929462634,-120.0,-32.17616271972656,89.17922929462634,55.17616271972656,143.0
26,0,380,-65.48416624571148,-120.0,-32.85543441772461,88.48416624571148,55.85543441772461,143.0
27,0,342,-63.858880885163245,-120.0,-31.512914657592773,86.85888088516325,54.51291465759277,143.0
28,0,380,-64.6382405431647,-120.0,-30.64151382446289,87.6382405431647,53.64151382446289,143.0
29,0,380,-64.45056946403102,-120.0,-37.237083435058594,87.45056946403102,60.237083435058594,143.0
30,0,380,-65.00121663746081,-120.0,-36.92552185058594,88.00121663746081,59.92552185058594,143.0
31,0,342,-64.60876416881182,-120.0,-37.237083435058594,87.60876416881182,60.237083435058594,143.0
32,0,380,-64.9095750708329,-120.0,-37.237083435058594,87.9095750708329,60.237083435058594,143.0
33,0,380,-64.1064033809461,-120.0,-37.237083435058594,87.1064033809461,60.237083435058594,143.0
34,0,380,-63.665166393079254,-120.0,-37.237083435058594,86.66516639307926,60.237083435058594,143.0
35,0,380,-63.245891320077995,-120.0,-36.78310012817383,86.24589132007799,59.78310012817383,143.0
36,0,380,-62.780158273797284,-120.0,-37.10947799682617,85.78015827379728,60.10947799682617,143.0
37,0,380,-62.83957933124743,-120.0,-30.399927139282227,85.83957933124742,53.39992713928223,143.0
38,0,380,-62.40380727868331,-120.0,-30.417125701904297,85.4038072786833,53.4171257019043,143.0
39,0,380,-62.34671290548224,-120.0,-31.44342041015625,85.34671290548224,54.44342041015625,143.0
40,0,380,-62.554893262762775,-120.0,-31.563987731933594,85.55489326276277,54.563987731933594,143.0
41,0,380,-62.654826395135174,-120.0,-37.20220947265625,85.65482639513517,60.20220947265625,143.0
