step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,0,562500.0,64.57561492919922,64.57561492919922,2,4,0,1,4,0,1,-105.0,70.5,-47.5,5.0,702876,0.702876,nan,0.702876,nan,1,288,289160,2,413296,4,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,1,562500.0,39.24651331601813,34.885571848033806,4,8,1,2,8,0,3,-105.0,70.5,-47.5,5.0,1405680,2.108556,nan,1.40568,nan,2,504,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.0562686920166,61.50153732299805,9,18,0,2,18,0,2,-105.0,70.5,-47.5,5.0,2439496,4.548052,nan,2.439496,nan,2,1080,578320,4,1859832,18,2,264,128,32,136,34,66,2,0,0,2
5,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,0,562500.0,48.54415162515076,32.746617424853774,11,22,0,4,22,0,4,-105.0,70.5,-47.5,5.0,3431520,7.979572,nan,3.43152,nan,4,1224,1156640,8,2273128,22,4,528,256,64,272,68,132,4,0,0,4
6,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,13,26,0,0,26,0,0,-105.0,70.5,-47.5,5.0,2687720,10.667292,nan,2.68772,nan,0,1296,0,0,2686424,26,0,0,0,0,0,0,0,0,0,0,0
7,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,46.749456683872786,34.44050969597829,14,28,0,3,28,0,3,-105.0,70.5,-47.5,5.0,3762532,14.429824,nan,3.762532,nan,3,1584,867480,6,2893072,28,3,396,192,48,204,51,99,3,0,0,3
8,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,2,562500.0,48.72900647753053,34.538728623274665,14,28,2,4,28,0,6,-105.0,70.5,-47.5,5.0,4051680,18.481504,nan,4.05168,nan,4,1440,1156640,8,2893072,28,4,528,256,64,272,68,132,4,0,0,4
9,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,0,562500.0,49.893160675883365,39.3328579530032,15,30,0,3,30,0,3,-105.0,70.5,-47.5,5.0,3968892,22.450396,nan,3.968892,nan,3,1296,867480,6,3099720,30,3,396,192,48,204,51,99,3,0,0,3
10,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,3,562500.0,44.62970043665085,21.47028318142905,18,36,3,4,36,0,7,-105.0,70.5,-47.5,5.0,4878056,27.328452,nan,4.878056,nan,4,1224,1156640,8,3719664,36,4,528,256,64,272,68,132,4,0,0,4
11,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,2,562500.0,43.01619654106292,20.026144653926487,26,52,2,6,52,0,8,-105.0,70.5,-47.5,5.0,7110400,34.438852,nan,7.1104,nan,6,1800,1734960,12,5372848,52,6,792,384,96,408,102,198,6,0,0,6
