step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,0,562500.0,65.34734725952148,65.34734725952148,1,2,0,1,2,0,1,-105.0,70.5,-47.5,5.0,495952,0.495952,nan,0.495952,nan,1,144,289160,2,206648,2,1,0,0,0,0,0,0,1,0,0,0
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.46780014038086,63.46780014038086,2,4,0,1,4,0,1,-105.0,70.5,-47.5,5.0,702876,1.198828,nan,0.702876,nan,1,288,289160,2,413296,4,1,132,64,16,68,17,33,1,0,0,1
4,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,3,6,0,0,6,0,0,-105.0,70.5,-47.5,5.0,620376,1.819204,nan,0.620376,nan,0,432,0,0,619944,6,0,0,0,0,0,0,0,0,0,0,0
5,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,34.599132864657925,33.30022802157374,5,10,0,2,10,0,2,-105.0,70.5,-47.5,5.0,1612544,3.431748,nan,1.612544,nan,2,720,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.66984558105469,62.66984558105469,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,1323108,4.754856,nan,1.323108,nan,1,576,289160,2,1033240,10,1,132,64,16,68,17,33,1,0,0,1
7,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,1,562500.0,37.51865750321752,35.188515955702904,5,10,1,2,10,0,3,-105.0,70.5,-47.5,5.0,1612544,6.3674,nan,1.612544,nan,2,720,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,3,562500.0,28.06485433370402,22.244799488018984,5,10,3,2,10,0,5,-105.0,70.5,-47.5,5.0,1612400,7.9798,nan,1.6124,nan,2,576,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
9,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,43.21528712860146,20.570864032999815,6,12,2,3,12,0,5,-105.0,70.5,-47.5,5.0,2108340,10.08814,nan,2.10834,nan,3,576,867480,6,1239888,12,3,396,192,48,204,51,99,3,0,0,3
10,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.61645221710205,60.5091552734375,4,8,0,2,8,0,2,-105.0,70.5,-47.5,5.0,1405464,11.493604,nan,1.405464,nan,2,288,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
11,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.09000587463379,60.32623291015625,6,12,1,2,12,0,3,-105.0,70.5,-47.5,5.0,1818904,13.312508,nan,1.818904,nan,2,432,578320,4,1239888,12,2,264,128,32,136,34,66,2,0,0,2
12,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.71424102783203,57.68828201293945,7,14,1,2,14,0,3,-105.0,70.5,-47.5,5.0,2025624,15.338132,nan,2.025624,nan,2,504,578320,4,1446536,14,2,264,128,32,136,34,66,2,0,0,2
13,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.73985290527344,58.853878021240234,8,16,0,2,16,0,2,-105.0,70.5,-47.5,5.0,2232200,17.570332,nan,2.2322,nan,2,432,578320,4,1653184,16,2,264,128,32,136,34,66,2,0,0,2
