step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,85,0.003135657,0.119128661,0.115993003,0.116214807,-0.152090256,85
2,11,0.351342893,0.114532072,0.305713434,0.408679318,0.323753776,96
3,7,0.331037263,0.091527741,0.311679254,0.511342201,0.509544214,103
4,9,0.220271452,0.042320211,0.218502592,0.297642962,-0.403075844,112
5,6,0.320367557,0.092369194,0.350502374,0.495150302,-0.100594495,118
6,7,0.434949079,0.082315416,0.425825716,0.617786480,0.443877194,125
7,8,0.738336439,0.078188401,0.720001461,1.021927974,0.421885694,133
8,10,0.323060930,0.036440118,0.317914418,0.421469676,0.106962795,143
9,15,0.378418297,0.048566511,0.362030974,0.467826817,0.216552042,158
10,7,0.383186777,0.041307793,0.400946517,0.699811343,0.092432346,165
11,8,1.042353861,0.043794122,1.038511231,1.253195050,0.238646339,173
12,9,1.002776460,0.091395569,0.937778411,1.369062157,-0.060492668,182
13,12,0.858976304,0.118766009,0.766397169,1.056991029,0.622556782,194
14,9,1.845533475,0.128137388,1.743823929,2.516549081,0.913381009,203
15,9,1.099500187,0.140509752,1.011999787,1.209079590,0.306211595,212
16,7,1.381045267,0.152448182,1.228597086,1.386694150,-0.417142827,219
17,9,0.627558260,0.184299858,0.487778087,0.629790485,-0.338024263,228
18,13,1.225956781,0.183108660,1.075035967,1.531385336,0.079311061,241
19,10,0.902704677,0.175563036,0.727141641,0.975009323,0.008099724,251
20,6,0.490304093,0.204067115,0.405807882,0.549383406,0.469411881,257
21,10,0.766679216,0.255612817,0.902602842,1.514324219,-0.464107341,267
22,10,0.822637090,0.277266232,0.622579214,0.811632840,-0.108723485,277
23,8,1.131201925,0.305299694,0.885877696,1.155750931,0.635157893,285
24,12,0.797854207,0.250087913,0.648147454,0.860639300,0.653477906,297
25,7,1.098154335,0.225438710,0.913184515,1.302089557,-0.088158744,304
26,6,0.850985946,0.323780954,0.767641809,1.454443420,-0.376629152,310
27,7,2.027764238,0.255288937,1.953204893,2.815998884,-0.528366378,317
28,12,1.085115412,0.329231940,0.850616500,0.996065085,0.419734902,329
29,15,0.956592686,0.351802598,0.694436672,1.023022072,0.225989639,344
30,12,0.776276128,0.243377825,0.710427880,0.969917277,-0.312045567,356
31,10,0.698105037,0.281151862,0.591982380,0.820111906,0.092824514,366
32,15,0.820953106,0.307809953,0.703094242,1.072548668,0.093767268,381
33,16,0.838867145,0.316238063,0.714550251,0.963220403,0.372703024,397
34,5,2.080013092,0.350846598,1.777349634,2.238968920,0.426732667,402
35,11,1.076221926,0.293349259,1.000568434,1.496374603,0.228104684,413
36,5,1.300334654,0.212335210,1.168755418,1.800745550,-0.176775001,418
37,14,1.645164001,0.355319683,1.443711093,1.740272987,0.167911720,432
38,6,0.830197321,0.311337228,0.707563380,0.978926652,0.404383395,438
39,10,1.852653412,0.384481896,1.596820100,2.997711907,-0.554766696,448
40,6,1.477556052,0.445943676,1.138580781,1.487411395,0.235158008,454
41,14,1.259964285,0.294631578,1.044191641,1.375209268,0.384390855,468
42,9,2.158840839,0.303848415,1.871646974,3.218676714,-0.285982182,477
43,11,1.459917516,0.299636194,1.276808647,2.270696843,-0.063191254,488
44,8,1.579996978,0.260550470,1.387732554,2.862477705,-0.212862401,496
45,6,0.749998208,0.327160833,0.622765707,1.125159059,0.615032358,502
46,8,1.253771791,0.436922403,0.977119013,1.258457490,0.278217469,510
47,19,2.532728484,0.427596871,2.186640541,3.262478550,0.266343581,529
48,16,1.464175203,0.392010648,1.176375316,1.568907347,0.234397262,545
49,14,1.514860414,0.432780724,1.370336961,3.282551076,-0.248102602,559
50,17,2.173128027,0.435445473,1.831443892,2.565500082,0.048645278,576
51,6,3.017508365,0.574512879,2.754451591,4.633017351,-0.890425396,582
52,8,1.237810126,0.472835929,0.822069423,1.500038603,0.482523619,590
53,8,0.843205789,0.460027159,0.629425949,0.842446503,0.466620683,598
54,6,0.718326334,0.447276028,0.655560970,0.982668973,0.196858026,604
55,5,1.956129175,0.205364825,1.750764350,2.588705065,0.596639356,609
56,13,1.029760610,0.523011092,0.771691441,0.967658955,0.323990439,622
57,19,1.474184606,0.326737607,1.240679515,1.720496331,0.301559281,641
58,19,2.024721100,0.427292887,1.682924431,3.589007731,-0.126870535,660
59,10,3.267457872,0.359582809,2.957359305,4.568706123,-0.060970544,670
60,7,2.159161214,0.526843500,1.672741627,2.629035303,0.027366761,677
61,6,3.356563857,0.493867759,3.065643288,5.061825159,-0.333250787,683
62,8,2.724421274,0.614841547,2.152872534,3.779596470,-0.709138112,691
63,9,1.372395730,0.458662285,1.008451099,1.446161647,0.193680761,700
64,10,1.088108756,0.545613974,0.748457116,1.190392209,0.340928505,710
65,18,0.929962328,0.586365313,0.695132286,0.994913529,-0.055513631,728
66,20,2.241776102,0.469279665,1.952628950,4.401633887,-0.171919529,748
67,16,1.859774327,0.516706343,1.486471647,2.414710917,0.136068775,764
68,13,2.951402168,0.516265968,2.687538544,4.578286656,-0.287700452,777
69,3,1.104579547,0.325344500,1.239005585,1.318242731,-0.957323150,780
70,8,1.129706729,0.532489684,0.927387181,1.369451468,0.570861607,788
71,7,0.704612497,0.542850962,0.485709465,0.685441877,0.384980195,795
72,3,0.553930912,0.339969220,0.296456849,0.331366539,0.817369904,798
73,5,0.627634133,0.526214823,0.419388131,0.457808488,0.098920254,803
74,11,0.794766467,0.409807317,0.691544297,0.881010427,0.187278407,814
75,7,0.962816256,0.525925317,0.606848011,0.871692674,0.386118306,821
76,11,1.588653021,0.596953595,1.070243272,1.580289504,0.298189633,832
77,13,1.668643551,0.413398229,1.567377702,2.291920774,-0.033270185,845
78,12,2.302202695,0.398048444,2.094597229,4.325631023,-0.143263697,857
79,16,2.587274878,0.453191638,2.278034562,3.932842321,-0.138766478,873
80,14,1.027736535,0.519073392,0.856071633,1.124083796,-0.005233739,887
81,11,0.821129164,0.424687814,0.519957339,0.966708692,0.546762351,898
82,12,1.993247385,0.623051172,1.765042586,3.439422326,-0.600767746,910
83,8,1.278309093,0.708373702,1.061129174,1.371581587,0.406249659,918
84,13,1.595946938,0.535534098,1.145043229,2.427803077,-0.211657499,931
85,16,0.915449248,0.534701317,0.718151935,1.038253971,0.112654937,947
86,16,0.931860419,0.500827569,0.711661294,0.858886441,0.061251894,963
87,8,2.705022002,0.647517396,2.211640589,2.584590982,0.026499482,971
88,9,1.178101466,0.476853211,1.116581712,1.975336158,-0.422379853,980
89,10,0.701764588,0.421714987,0.536085352,0.835830342,-0.205924959,990
90,12,1.134924783,0.381093866,0.795146201,1.072649497,0.621807271,1002
91,3,0.849068325,0.380135936,0.831736195,1.093310629,-0.271845392,1005
92,7,0.560378389,0.337006488,0.680117067,0.865611479,-0.525191387,1012
93,6,2.871110510,0.390473265,2.738585685,4.748472708,-0.187573777,1018
94,8,1.043081740,0.589142485,0.988037530,1.599133690,-0.022842305,1026
95,8,1.293780141,0.457743851,0.965013499,1.427777885,0.153251396,1034
96,14,1.893016483,0.303828224,1.629432108,2.434672472,0.627686164,1048
97,16,1.748594992,0.433702100,1.569711384,2.588462921,0.038010425,1064
98,9,1.304549081,0.421959230,0.989425336,1.288917365,0.180697662,1073
99,12,1.552160017,0.469792806,1.179635242,1.436843559,0.278085691,1085
100,12,3.514110743,0.495456774,3.214567295,5.333002144,-0.169636923,1097
101,8,3.219763164,0.392346157,2.827417007,4.384999361,-0.338077323,1105
102,7,1.702315940,0.472929785,1.702666979,2.145507504,-0.805371910,1112
103,5,2.864497468,0.423980382,2.701251044,4.655986998,-0.498135366,1117
104,17,1.446625164,0.672767004,0.951824117,1.302938898,0.229189865,1134
105,10,1.000959582,0.495344681,0.926427900,1.271786166,-0.133040822,1144
106,10,1.626365686,0.424196602,1.459966953,2.108967242,0.150556780,1154
107,6,1.254617213,0.740048161,0.954341957,1.189603625,0.367195494,1160
108,3,1.589231214,0.497459528,1.091771685,1.569906803,0.321987996,1163
109,8,1.705707406,0.469790085,1.455752341,2.441371913,0.142480348,1171
110,5,1.334775596,0.568475465,0.973506607,1.173793363,0.763893022,1176
111,3,2.280245452,0.505487241,1.774758211,2.684653191,0.701738007,1179
112,12,1.332071134,0.586449421,1.155664037,1.766989665,0.316153729,1191
113,16,0.906482893,0.370810261,0.847090463,1.479365747,-0.085742410,1207
114,12,1.427123592,0.394197604,1.264859455,1.694459651,0.158469024,1219
115,8,1.803949157,0.639786526,1.275908951,1.475500854,0.609996860,1227
116,10,0.999840914,0.320311535,0.782087464,1.164664908,0.834665677,1237
117,14,1.943888551,0.448308456,1.548622892,2.037140584,0.433377249,1251
118,8,2.122735336,0.534339732,1.650237826,2.644900540,0.120314430,1259
119,10,1.408526482,0.488207272,1.049604091,1.494519091,0.193586068,1269
120,12,2.004965994,0.322618321,1.830996041,3.210481924,0.082871127,1281
121,7,4.161482002,0.491932702,3.669549300,6.026578822,-0.608347161,1288
122,13,0.829868735,0.331202236,0.678186803,1.090658871,-0.145013695,1301
123,7,2.265374277,0.638261818,1.979991261,4.523458681,-0.578409837,1308
124,9,1.358200897,0.513104928,1.272941393,1.505818186,0.005398140,1317
125,10,1.981213345,0.372960092,1.608253253,2.427423730,0.228421007,1327
126,5,2.262444046,0.567402400,2.069692613,2.980123611,0.156362209,1332
127,5,1.619484872,0.694180667,0.974737364,1.276549120,0.837287580,1337
128,12,1.183707339,0.541805060,0.889321113,1.591053099,0.566707042,1349
129,6,0.748673406,0.435713518,0.503199640,0.562805438,0.494256937,1355
130,9,0.890410249,0.391445757,0.576444215,0.847341214,0.673146735,1364
131,13,2.016685746,0.347479340,1.799514418,2.726282307,-0.302853460,1377
132,14,1.221524088,0.371504184,0.909471479,1.382145178,0.195258156,1391
133,10,1.146744550,0.437114496,0.995042072,1.291003377,0.255925879,1401
134,7,1.927816162,0.572539453,1.914656782,2.639626608,-0.764615738,1408
135,11,1.847862289,0.481096936,1.452022565,2.059749129,0.051732718,1419
136,13,3.088272456,0.281754697,2.932282856,4.752892016,-0.247491598,1432
137,13,3.109324389,0.363063123,2.764593048,3.962305027,-0.077356460,1445
138,12,0.891264857,0.442770144,0.753270168,0.953393748,0.379786196,1457
139,8,2.663826514,0.314060363,2.349766151,3.157123293,0.263289404,1465
140,10,2.012467308,0.391230261,1.805796953,2.801064968,-0.032867922,1475
141,1,1.674659194,0.473674268,1.200984926,1.200984926,,1476
142,8,1.865887000,0.542030653,1.641831771,2.854205918,0.111675579,1484
143,12,1.271759604,0.584660144,0.956124357,1.143791437,0.293955085,1496
144,10,2.021459225,0.497616871,1.824806744,3.460386026,-0.502737997,1506
145,13,1.742167936,0.381334746,1.409452579,2.318201052,0.289464244,1519
146,8,3.403455012,0.346325332,3.119110157,5.127178695,-0.218235433,1527
147,16,1.819565561,0.484966411,1.502924147,2.555032350,-0.092310024,1543
148,9,1.263986846,0.255356275,1.228220776,1.658000974,-0.169762683,1552
149,11,2.184225560,0.471429219,2.015130542,3.386259983,-0.087818460,1563
150,4,1.902408536,0.429566704,1.879621911,2.327033430,-0.216260124,1567
151,7,2.620352418,0.439901356,2.180451061,3.045593968,-0.092272429,1574
152,7,2.578214168,0.289816744,2.424782815,3.847066994,0.048060525,1581
153,12,1.521461297,0.468869874,1.263717243,1.600484451,0.233299624,1593
154,14,2.477739318,0.430379195,2.161751244,4.382185308,-0.272952401,1607
155,13,3.506663215,0.397216698,3.146682413,5.004534922,-0.145768681,1620
156,14,2.141355213,0.245584211,1.936370221,2.650843904,-0.084813614,1634
157,4,1.076730924,0.690478727,0.876351073,1.180612073,0.412372851,1638
158,4,1.941409620,0.368878681,1.572530939,1.715279710,-0.101420956,1642
159,10,1.552388470,0.423988574,1.159076535,1.479019019,0.433958862,1652
160,6,2.363690530,0.615222459,1.789737512,2.003517244,0.830927440,1658
161,16,1.386749836,0.571649679,1.129932602,1.487617574,0.004089467,1674
162,26,1.765843938,0.502997653,1.286999563,1.812039060,0.443779121,1700
163,8,1.143177767,0.442267925,1.041392018,1.295652530,-0.372312261,1708
164,8,1.138278753,0.482917721,1.028990284,1.492827409,-0.451735765,1716
165,13,1.329764473,0.449642467,1.107504860,1.685752396,0.040774333,1729
166,12,0.915209638,0.451142398,0.727863653,0.909131770,-0.104871541,1741
167,8,1.262870829,0.339407030,1.203379567,1.507303667,0.011549186,1749
168,8,2.372313447,0.441771626,2.092979315,3.462522918,-0.203709221,1757
169,7,2.333937727,0.210411323,2.123526404,2.615408947,0.408752448,1764
170,14,2.176325196,0.471314347,1.920966229,2.596053496,0.192071626,1778
171,5,1.094926938,0.424791308,1.093137298,1.991447066,0.517308097,1783
172,9,0.991764851,0.432103130,0.901523504,1.258764775,-0.223254940,1792
173,15,1.640670574,0.491640231,1.334111504,2.288045195,-0.232622217,1807
174,13,2.048209420,0.500943934,1.647099727,2.810134236,-0.309412435,1820
