step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,17.244499590109342,10.130189895629883,21.629722595214844,8.5294189453125,23.372514724731445
