step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,policy,100,400,8,32,138.5,119.65625,138.5,119.65625,2.575,0,4,-1,nan,810,116,116,0.14320987654320988,0.23452890790455935,0.7068965517241379,0.7068965517241379,0.09971011813685268,0.9051724137931034,0.0005003451342898934,nan,0.0,nan,0.5339466980207721,0.43103448275862066,0.8072612572685152,-2.163793103448276,810,116,116,0.14320987654320988,0.23452890790455935,0.7068965517241379,0.7068965517241379,0.09971011813685268,0.9051724137931034,0.0005003451342898934,nan,0.0,nan,0.5339466980207721,0.43103448275862066,0.8072612572685152,-2.163793103448276
50,policy,100,400,8,32,307.75,236.84375,307.75,236.84375,4.4,0,6,-1,nan,1749,221,221,0.126357918810749,0.21693473584193748,0.7737556561085973,0.7737556561085973,0.04108640042614536,0.9321266968325792,0.0025326492391089792,nan,0.0,nan,0.5301984353871146,0.4751131221719457,0.896104345960679,39.90950226244344,1749,221,221,0.126357918810749,0.21693473584193748,0.7737556561085973,0.7737556561085973,0.04108640042614536,0.9321266968325792,0.0025326492391089792,nan,0.0,nan,0.5301984353871146,0.4751131221719457,0.896104345960679,39.90950226244344
75,policy,100,400,8,32,397.5,266.53125,493.625,304.0,5.5,0,8,-1,nan,2690,322,322,0.11970260223048328,0.21675319417789204,0.8074534161490683,0.8074534161490683,0.060143330608902645,0.9316770186335404,0.0035477543511895854,nan,0.0,nan,0.5240507035302574,0.5341614906832298,1.0192935284407811,127.0,2690,322,322,0.11970260223048328,0.21675319417789204,0.8074534161490683,0.8074534161490683,0.060143330608902645,0.9316770186335404,0.0035477543511895854,nan,0.0,nan,0.5240507035302574,0.5341614906832298,1.0192935284407811,127.0
100,policy,100,400,8,32,400.0,291.625,656.875,395.21875,6.675,0,11,100,24.05157445325748,3597,406,406,0.11287183764247985,0.21693691940323984,0.8251231527093597,0.8251231527093597,0.06679021967806638,0.9137931034482759,0.0037472456123750406,nan,0.0,nan,0.5250740155035402,0.5714285714285714,1.088281946080645,188.307881773399,3597,406,406,0.11287183764247985,0.21693691940323984,0.8251231527093597,0.8251231527093597,0.06679021967806638,0.9137931034482759,0.0037472456123750406,nan,0.0,nan,0.5250740155035402,0.5714285714285714,1.088281946080645,188.307881773399
125,policy,100,400,8,32,400.0,233.40625,772.625,300.09375,5.975,0,13,100,24.05157445325748,3614,378,378,0.10459324847814057,0.22076056034028152,0.8650793650793651,0.8650793650793651,0.03220942754431157,0.8783068783068783,0.004778477090905722,nan,0.0,nan,0.523232722513298,0.6455026455026455,1.233681720825937,340.77513227513225,4424,494,494,0.11166365280289331,0.22399361361448442,0.8279352226720648,0.8279352226720648,0.04733548764435243,0.8846153846153846,0.003995184395413221,nan,0.0,nan,0.5251943681193229,0.5951417004048583,1.1331837059411185,260.246963562753
150,policy,100,400,8,32,400.0,234.8125,904.5,333.15625,6.675,0,16,100,24.05157445325748,3494,355,355,0.10160274756725815,0.22254252254440537,0.8676056338028169,0.8676056338028169,0.11940717245161121,0.8028169014084507,0.005303134522181062,nan,0.0,nan,0.5229456743409233,0.6704225352112676,1.282011819021568,422.00845070422537,5243,576,576,0.10986076673660118,0.22039092382696543,0.8315972222222222,0.8315972222222222,0.07271025906909596,0.8524305555555556,0.004378934873107427,nan,0.0,nan,0.5253651057866201,0.5954861111111112,1.1334709986486446,275.4045138888889
175,policy,100,400,8,32,400.0,222.03125,1071.5,306.71875,6.825,0,18,100,24.05157445325748,3393,339,339,0.09991158267020336,0.22262225470253774,0.8466076696165191,0.8466076696165191,0.19457796860555554,0.7256637168141593,0.005742324928359659,nan,0.0,nan,0.5253175304899443,0.6637168141592921,1.263458338312578,493.30678466076694,6083,661,661,0.10866348841032385,0.2197631964741929,0.8275340393343419,0.8275340393343419,0.07732649670099845,0.8260211800302572,0.0047718506800303,nan,0.0,nan,0.5247573193241449,0.6006051437216339,1.1445388594010966,314.86384266263235
200,policy,100,400,8,32,400.0,169.1875,1196.125,216.9375,6.55,0,20,200,28.668146506265117,3248,346,346,0.10652709359605911,0.23299251277289507,0.8526011560693642,0.8526011560693642,0.27635332588681194,0.7109826589595376,0.006790622365125932,nan,0.0,nan,0.5250463044413167,0.6560693641618497,1.249545723133791,676.2196531791908,6845,752,752,0.10986121256391526,0.22432420039512913,0.8377659574468085,0.8377659574468085,0.07816279891835953,0.8204787234042553,0.005191349000678165,nan,0.0,nan,0.5250608664122177,0.6103723404255319,1.162479208546343,412.79920212765956
225,policy,100,400,8,32,400.0,230.96875,1284.0,313.40625,8.425,0,21,200,28.668146506265117,3229,362,362,0.11210901207804273,0.25017168031772624,0.850828729281768,0.850828729281768,0.2715406934154082,0.7569060773480663,0.007144861993213919,nan,0.0,nan,0.521790785347614,0.6712707182320442,1.2864748421819054,829.7845303867404,7653,856,856,0.1118515614791585,0.2350642446268367,0.8376168224299065,0.8376168224299065,0.08082909782369982,0.830607476635514,0.0053241153980655735,nan,0.0,nan,0.5237583079115812,0.6273364485981309,1.1977594228520292,501.10280373831773
250,policy,100,400,8,32,400.0,233.40625,1386.375,287.78125,8.375,0,24,200,28.668146506265117,3253,372,372,0.11435597909621888,0.26266445058728255,0.8682795698924731,0.8682795698924731,0.19580623788387674,0.8064516129032258,0.007447642382939107,nan,0.0,nan,0.514835600748604,0.6827956989247311,1.3262402559805544,1046.9086021505377,8496,948,948,0.1115819209039548,0.2369792697708873,0.8459915611814346,0.8459915611814346,0.09157010171075228,0.8343881856540084,0.005553900213206586,nan,0.0,nan,0.5213335050464287,0.629746835443038,1.2079538900668858,578.1466244725739
