step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b1_train_updates,train_updates_this_step
1,349,686,0,0,0
2,691,690,0,0,0
3,1014,690,2,0,0
4,1355,698,0,0,0
5,1680,714,20,0,0
6,1998,716,26,0,0
7,2259,724,85,0,0
8,2556,718,55,0,0
9,2822,708,84,0,0
10,3133,720,60,0,0
11,3213,722,294,0,0
12,3209,694,332,4,4
13,3263,700,289,4,0
14,3281,714,309,4,0
15,3252,722,365,12,8
16,3294,748,331,16,4
17,3287,782,393,24,8
18,3198,798,429,60,36
19,3213,848,393,124,64
20,3348,842,298,200,76
21,3397,830,346,296,96
22,3245,778,514,440,144
23,3376,776,239,572,132
24,3425,778,283,716,144
25,3543,828,241,876,160
26,3550,846,320,1032,156
27,3614,856,278,1200,168
28,3582,850,358,1380,180
29,3601,854,328,1568,188
30,3565,874,361,1752,184
31,3384,872,471,1944,192
32,3338,880,372,2148,204
33,3224,938,457,2348,200
34,3126,896,394,2536,188
35,2927,884,473,2716,180
36,2924,870,278,2884,168
37,2826,846,380,3060,176
38,2759,870,337,3232,172
39,2703,870,338,3400,168
40,2719,872,263,3564,164
41,2674,860,303,3740,176
42,2541,880,367,3916,176
43,2498,886,288,4092,176
44,2460,906,296,4268,176
45,2485,904,244,4452,184
46,2489,904,251,4632,180
47,2391,886,316,4820,188
48,2364,924,280,5004,184
49,2352,904,277,5188,184
50,2238,954,347,5368,180
51,2305,964,199,5540,172
52,2292,916,235,5728,188
53,2305,976,247,5908,180
54,2166,906,374,6096,188
55,2078,894,316,6264,168
56,2121,898,197,6424,160
57,2160,888,196,6588,164
58,2063,836,292,6752,164
59,2009,800,264,6904,152
60,1841,758,336,7068,164
61,1831,760,199,7220,152
62,1885,762,145,7368,148
63,1860,768,215,7528,160
64,1819,786,221,7688,160
65,1833,792,205,7856,168
66,1772,806,249,8016,160
67,1726,804,246,8180,164
68,1702,770,208,8344,164
69,1682,754,200,8496,152
70,1678,746,211,8668,172
71,1702,748,161,8840,172
72,1715,740,181,9000,160
73,1781,746,141,9160,160
74,1732,732,226,9332,172
75,1699,726,210,9504,172
76,1747,720,141,9672,168
77,1667,728,279,9852,180
78,1715,732,144,10024,172
79,1647,738,250,10196,172
80,1571,702,253,10368,172
81,1601,714,147,10528,160
82,1590,708,208,10692,164
83,1647,724,148,10844,152
84,1681,730,158,11008,164
85,1678,738,185,11172,164
86,1654,740,212,11332,160
87,1643,740,192,11492,160
88,1705,750,127,11644,152
89,1655,746,239,11816,172
90,1668,736,163,11976,160
91,1640,742,214,12148,172
92,1623,738,201,12316,168
93,1646,730,162,12476,160
94,1591,716,223,12632,156
95,1611,718,178,12788,156
96,1667,712,137,12948,160
97,1653,732,195,13116,168
98,1649,738,173,13276,160
99,1636,768,223,13444,168
100,1717,760,126,13600,156
101,1766,760,165,13760,160
102,1798,772,163,13936,176
103,1820,784,166,14116,180
104,1719,764,276,14304,188
105,1769,762,149,14476,172
106,1779,768,188,14648,172
107,1711,760,259,14816,168
108,1693,774,202,14984,168
109,1642,764,225,15148,164
110,1576,738,248,15304,156
111,1601,716,162,15444,140
112,1604,718,171,15588,144
113,1605,734,188,15736,148
114,1652,764,160,15892,156
115,1671,776,178,16044,152
116,1764,782,134,16192,148
117,1756,772,196,16352,160
118,1787,782,169,16500,148
119,1698,748,255,16680,180
120,1676,738,193,16852,172
121,1733,730,139,17028,176
122,1763,724,153,17196,168
123,1662,714,277,17376,180
124,1706,702,147,17540,164
125,1774,814,165,17708,168
126,1800,828,193,17872,164
127,1817,832,180,18044,172
128,1845,852,198,18212,168
129,1898,910,184,18384,172
130,1919,902,200,18556,172
131,1920,886,227,18720,164
132,1957,890,184,18888,168
133,1875,892,295,19064,176
134,1861,842,213,19220,156
135,1828,832,246,19372,152
136,1821,806,188,19520,148
137,1882,810,138,19668,148
138,1910,830,185,19824,156
139,1937,826,169,19988,164
140,1965,832,194,20152,164
141,1926,834,235,20316,164
142,1837,806,268,20488,172
143,1871,808,205,20656,168
144,1875,804,206,20836,180
145,1763,768,290,21020,184
146,1810,790,147,21192,172
147,1761,794,241,21368,176
148,1808,798,154,21532,164
149,1793,790,207,21688,156
150,1762,794,221,21852,164
151,1714,788,240,22008,156
152,1672,754,222,22172,164
153,1698,758,154,22328,156
154,1583,746,280,22496,168
155,1545,742,210,22660,164
156,1583,760,161,22812,152
157,1562,742,188,22968,156
158,1577,744,156,23120,152
159,1575,756,189,23280,160
160,1577,748,186,23440,160
161,1597,788,170,23600,160
162,1616,780,158,23760,160
163,1545,766,243,23920,160
164,1496,748,229,24076,156
165,1504,750,165,24228,152
166,1503,748,171,24388,160
167,1522,742,145,24548,160
168,1568,750,136,24708,160
169,1613,768,158,24872,164
170,1651,814,161,25036,164
171,1656,822,204,25200,164
172,1688,828,166,25360,160
173,1717,838,178,25516,156
174,1753,854,170,25684,168
175,1773,804,160,25864,180
176,1817,796,173,26040,176
177,1913,792,126,26204,164
178,1916,798,179,26384,180
179,1885,804,221,26568,184
180,1850,826,226,26748,180
181,1851,864,231,26936,188
182,1790,856,245,27112,176
183,1830,856,181,27284,172
184,1865,856,164,27460,176
185,1900,882,208,27636,176
186,1886,926,234,27816,180
187,1862,892,255,27976,160
188,1945,882,129,28124,148
189,2006,866,167,28288,164
190,1986,854,193,28456,168
191,1882,848,287,28628,172
192,1912,838,160,28792,164
193,1867,842,249,28964,172
194,1854,838,219,29128,164
195,1811,824,245,29292,164
196,1783,820,211,29456,164
197,1789,806,185,29628,172
198,1751,792,226,29796,168
199,1710,774,207,29952,156
200,1746,796,180,30112,160
201,1774,792,149,30292,180
202,1723,778,246,30460,168
203,1710,776,210,30620,160
204,1662,760,216,30792,172
205,1637,738,188,30960,168
206,1626,736,181,31136,176
207,1614,702,162,31308,172
208,1553,700,222,31484,176
209,1552,690,170,31660,176
210,1507,702,193,31832,172
211,1436,718,243,31992,160
212,1383,704,195,32156,164
213,1381,712,160,32304,148
214,1393,734,164,32460,156
215,1396,750,152,32604,144
216,1419,774,162,32744,140
217,1463,790,134,32880,136
218,1534,812,130,33024,144
219,1541,822,165,33164,140
220,1556,830,156,33316,152
221,1568,826,164,33468,152
222,1602,838,165,33616,148
223,1647,824,139,33772,156
224,1642,850,194,33940,168
225,1746,888,111,34096,156
226,1700,880,223,34256,160
227,1717,874,172,34424,168
228,1687,886,229,34592,168
229,1715,892,158,34764,172
230,1708,874,187,34948,184
231,1729,888,160,35128,180
232,1722,902,196,35308,180
233,1696,898,215,35480,172
234,1716,902,182,35656,176
235,1668,906,226,35824,168
236,1629,872,223,35992,168
237,1622,890,182,36156,164
238,1676,900,145,36320,164
239,1720,898,146,36480,160
240,1675,874,209,36644,164
241,1740,886,135,36812,168
242,1649,866,259,36984,172
243,1689,866,151,37152,168
244,1707,860,161,37332,180
245,1631,882,247,37516,184
246,1598,858,200,37696,180
247,1585,832,179,37868,172
248,1569,838,191,38044,176
249,1607,844,137,38212,168
250,1658,836,132,38380,168
251,1603,844,238,38560,180
252,1565,830,210,38732,172
253,1561,826,188,38908,176
254,1580,812,180,39072,164
255,1517,802,226,39244,172
256,1557,806,138,39420,176
257,1594,804,118,39572,152
258,1636,800,130,39740,168
259,1584,782,206,39924,184
260,1574,778,176,40096,172
261,1551,776,192,40264,168
262,1552,774,157,40436,172
