step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b1_comm_bytes,t2_b1_comm_cumulative_mb,t2_b1_comm_cumulative_vs_greedy_ratio,t2_b1_comm_mb,t2_b1_comm_vs_greedy_ratio,t2_b1_events,t2_b1_merge_metadata_bytes,t2_b1_metadata_bytes,t2_b1_model_bytes,t2_b1_policy_model_bytes,t2_b1_selected_providers
1,-100.0,5.0,686,343,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53339066,53.339066,nan,53.339066,nan,349,2792,475398,50223892,2636984,349
2,-100.0,5.0,690,345,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52349802,105.688868,nan,52.349802,nan,342,2736,478170,49216536,2652360,342
3,-100.0,5.0,690,345,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50334978,156.023846,nan,50.334978,nan,328,2624,478170,47201824,2652360,328
4,-100.0,5.0,698,349,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52242182,208.266028,nan,52.242182,nan,341,2728,483714,49072628,2683112,341
5,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53610018,261.876046,nan,53.610018,nan,350,2800,494802,50367800,2744616,350
6,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53475176,315.351222,nan,53.475176,nan,349,2792,496188,50223892,2752304,349
7,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54662800,370.014022,nan,54.6628,nan,357,2856,501732,51375156,2783056,357
8,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55211242,425.225264,nan,55.211242,nan,361,2888,497574,51950788,2759992,361
9,-100.0,5.0,708,354,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55885452,481.110716,nan,55.885452,nan,366,2928,490644,52670328,2721552,366
10,-100.0,5.0,720,360,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58098636,539.209352,nan,58.098636,nan,381,3048,498960,54828948,2767680,381
11,-100.0,5.0,722,361,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57100298,596.30965,nan,57.100298,nan,374,2992,500346,53821592,2775368,374
12,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51504454,647.814104,nan,51.504454,nan,336,2688,480942,48353088,2667736,336
13,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53258668,701.072772,nan,53.258668,nan,348,2784,485100,50079984,2690800,348
14,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51739110,752.811882,nan,51.73911,nan,337,2696,494802,48496996,2744616,337
15,-100.0,5.0,722,361,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53070650,805.882532,nan,53.07065,nan,346,2768,500346,49792168,2775368,346
16,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58081756,863.964288,nan,58.081756,nan,380,3040,518364,54685040,2875312,380
17,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60538670,924.502958,nan,60.53867,nan,396,3168,541926,56987568,3006008,396
18,-100.0,5.0,798,399,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55430286,979.933244,nan,55.430286,nan,360,2880,553014,51806880,3067512,360
19,-100.0,5.0,848,424,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,64436012,1044.369256,nan,64.436012,nan,421,3368,587664,60585268,3259712,421
20,-100.0,5.0,842,421,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,66135782,1110.505038,nan,66.135782,nan,433,3464,583506,62312164,3236648,433
21,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61763858,1172.268896,nan,61.763858,nan,403,3224,575190,57994924,3190520,403
22,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61384018,1233.652914,nan,61.384018,nan,402,3216,539154,57851016,2990632,402
23,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57920960,1291.573874,nan,57.92096,nan,378,3024,537768,54397224,2982944,378
24,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53756470,1345.330344,nan,53.75647,nan,349,2792,539154,50223892,2990632,349
25,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58012968,1403.343312,nan,58.012968,nan,377,3016,573804,54253316,3182832,377
26,-100.0,5.0,846,423,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58094634,1461.437946,nan,58.094634,nan,377,3016,586278,54253316,3252024,377
27,-100.0,5.0,856,428,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59723080,1521.161026,nan,59.72308,nan,388,3104,593208,55836304,3290464,388
28,-100.0,5.0,850,425,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56961454,1578.12248,nan,56.961454,nan,369,2952,589050,53102052,3267400,369
29,-100.0,5.0,854,427,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59570090,1637.69257,nan,59.57009,nan,387,3096,591822,55692396,3282776,387
30,-100.0,5.0,874,437,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56350762,1694.043332,nan,56.350762,nan,364,2912,605682,52382512,3359656,364
31,-100.0,5.0,872,436,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51736376,1745.779708,nan,51.736376,nan,332,2656,604296,47777456,3351968,332
32,-100.0,5.0,880,440,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52924000,1798.703708,nan,52.924,nan,340,2720,609840,48928720,3382720,340
33,-100.0,5.0,938,469,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56641130,1855.344838,nan,56.64113,nan,364,2912,650034,52382512,3605672,364
34,-100.0,5.0,896,448,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49974356,1905.319194,nan,49.974356,nan,319,2552,620928,45906652,3444224,319
35,-100.0,5.0,884,442,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46465928,1951.785122,nan,46.465928,nan,295,2360,612612,42452860,3398096,295
36,-100.0,5.0,870,435,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,43524090,1995.309212,nan,43.52409,nan,275,2200,602910,39574700,3344280,275
37,-100.0,5.0,846,423,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,45142194,2040.451406,nan,45.142194,nan,287,2296,586278,41301596,3252024,287
38,-100.0,5.0,870,435,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,43668006,2084.119412,nan,43.668006,nan,276,2208,602910,39718608,3344280,276
39,-100.0,5.0,870,435,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,45682830,2129.802242,nan,45.68283,nan,290,2320,602910,41733320,3344280,290
40,-100.0,5.0,872,436,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,44108828,2173.91107,nan,44.108828,nan,279,2232,604296,40150332,3351968,279
41,-100.0,5.0,860,430,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,41607812,2215.518882,nan,41.607812,nan,262,2096,595980,37703896,3305840,262
42,-100.0,5.0,880,440,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,39971560,2255.490442,nan,39.97156,nan,250,2000,609840,35977000,3382720,250
43,-100.0,5.0,886,443,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,39854866,2295.345308,nan,39.854866,nan,249,1992,613998,35833092,3405784,249
44,-100.0,5.0,906,453,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,41816514,2337.161822,nan,41.816514,nan,262,2096,627858,37703896,3482664,262
45,-100.0,5.0,904,452,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,42814852,2379.976674,nan,42.814852,nan,269,2152,626472,38711252,3474976,269
46,-100.0,5.0,904,452,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,40800028,2420.776702,nan,40.800028,nan,255,2040,626472,36696540,3474976,255
47,-100.0,5.0,886,443,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,36400882,2457.177584,nan,36.400882,nan,225,1800,613998,32379300,3405784,225
48,-100.0,5.0,924,462,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,41898180,2499.075764,nan,41.89818,nan,262,2096,640332,37703896,3551856,262
49,-100.0,5.0,904,452,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,42814852,2541.890616,nan,42.814852,nan,269,2152,626472,38711252,3474976,269
50,-100.0,5.0,954,477,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,39587718,2581.478334,nan,39.587718,nan,245,1960,661122,35257460,3667176,245
51,-100.0,5.0,964,482,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,42655324,2624.133658,nan,42.655324,nan,266,2128,668052,38279528,3705616,266
52,-100.0,5.0,916,458,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,37976152,2662.10981,nan,37.976152,nan,235,1880,634788,33818380,3521104,235
53,-100.0,5.0,976,488,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,42278020,2704.38783,nan,42.27802,nan,263,2104,676368,37847804,3751744,263
54,-100.0,5.0,906,453,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,40809102,2745.196932,nan,40.809102,nan,255,2040,627858,36696540,3482664,255
55,-100.0,5.0,894,447,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,39315498,2784.51243,nan,39.315498,nan,245,1960,619542,35257460,3436536,245
56,-100.0,5.0,898,449,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,39045814,2823.558244,nan,39.045814,nan,243,1944,622314,34969644,3451912,243
57,-100.0,5.0,888,444,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,38136948,2861.695192,nan,38.136948,nan,237,1896,615384,34106196,3413472,237
58,-100.0,5.0,836,418,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,33583544,2895.278736,nan,33.583544,nan,207,1656,579348,29788956,3213584,207
59,-100.0,5.0,800,400,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,34859372,2930.138108,nan,34.859372,nan,217,1736,554400,31228036,3075200,217
60,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30927002,2961.06511,nan,30.927002,nan,191,1528,525294,27486428,2913752,191
61,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31655656,2992.720766,nan,31.655656,nan,196,1568,526680,28205968,2921440,196
62,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32096478,3024.817244,nan,32.096478,nan,199,1592,528066,28637692,2929128,199
63,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32267616,3057.08486,nan,32.267616,nan,200,1600,532224,28781600,2952192,200
64,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,29902710,3086.98757,nan,29.90271,nan,183,1464,544698,26335164,3021384,183
65,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,35254824,3122.242394,nan,35.254824,nan,220,1760,548856,31659760,3044448,220
66,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32152190,3154.394584,nan,32.15219,nan,198,1584,558558,28493784,3098264,198
67,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,33582276,3187.97686,nan,33.582276,nan,208,1664,557172,29932864,3090576,208
68,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31557110,3219.53397,nan,31.55711,nan,195,1560,533610,28062060,2959880,195
69,-100.0,5.0,754,377,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30477106,3250.011076,nan,30.477106,nan,188,1504,522522,27054704,2898376,188
70,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,33894794,3283.90587,nan,33.894794,nan,212,1696,516978,30508496,2867624,212
71,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30593800,3314.49967,nan,30.5938,nan,189,1512,518364,27198612,2875312,189
72,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32140580,3346.64025,nan,32.14058,nan,200,1600,512820,28781600,2844560,200
73,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,33175214,3379.815464,nan,33.175214,nan,207,1656,516978,29788956,2867624,207
74,-100.0,5.0,732,366,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30521208,3410.336672,nan,30.521208,nan,189,1512,507276,27198612,2813808,189
75,-100.0,5.0,726,363,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,29774406,3440.111078,nan,29.774406,nan,184,1472,503118,26479072,2790744,184
76,-100.0,5.0,720,360,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30466764,3470.577842,nan,30.466764,nan,189,1512,498960,27198612,2767680,189
77,-100.0,5.0,728,364,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,33957044,3504.534886,nan,33.957044,nan,213,1704,504504,30652404,2798432,213
78,-100.0,5.0,732,366,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30952956,3535.487842,nan,30.952956,nan,192,1536,507276,27630336,2813808,192
79,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31124094,3566.611936,nan,31.124094,nan,193,1544,511434,27774244,2836872,193
80,-100.0,5.0,702,351,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30097266,3596.709202,nan,30.097266,nan,187,1496,486486,26910796,2698488,187
81,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,29144298,3625.8535,nan,29.144298,nan,180,1440,494802,25903440,2744616,180
82,-100.0,5.0,708,354,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32139312,3657.992812,nan,32.139312,nan,201,1608,490644,28925508,2721552,201
83,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,33363232,3691.356044,nan,33.363232,nan,209,1672,501732,30076772,2783056,209
84,-100.0,5.0,730,365,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31807378,3723.163422,nan,31.807378,nan,198,1584,505890,28493784,2806120,198
85,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30404514,3753.567936,nan,30.404514,nan,188,1504,511434,27054704,2836872,188
86,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32428412,3785.996348,nan,32.428412,nan,202,1616,512820,29069416,2844560,202
87,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30845336,3816.841684,nan,30.845336,nan,191,1528,512820,27486428,2844560,191
88,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30602874,3847.444558,nan,30.602874,nan,189,1512,519750,27198612,2883000,189
89,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32455634,3879.900192,nan,32.455634,nan,202,1616,516978,29069416,2867624,202
90,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,28956280,3908.856472,nan,28.95628,nan,178,1424,510048,25615624,2829184,178
91,-100.0,5.0,742,371,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30998326,3939.854798,nan,30.998326,nan,192,1536,514206,27630336,2852248,192
92,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31555842,3971.41064,nan,31.555842,nan,196,1568,511434,28205968,2836872,196
93,-100.0,5.0,730,365,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30799966,4002.210606,nan,30.799966,nan,191,1528,505890,27486428,2806120,191
94,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,29153372,4031.363978,nan,29.153372,nan,180,1440,496188,25903440,2752304,180
95,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32328598,4063.692576,nan,32.328598,nan,202,1616,497574,29069416,2759992,202
96,-100.0,5.0,712,356,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31006132,4094.698708,nan,31.006132,nan,193,1544,493416,27774244,2736928,193
97,-100.0,5.0,732,366,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31096872,4125.79558,nan,31.096872,nan,193,1544,507276,27774244,2813808,193
98,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,28245774,4154.041354,nan,28.245774,nan,173,1384,511434,24896084,2836872,173
99,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,34138524,4188.179878,nan,34.138524,nan,213,1704,532224,30652404,2952192,213
100,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,33238732,4221.41861,nan,33.238732,nan,207,1656,526680,29788956,2921440,207
101,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,34390060,4255.80867,nan,34.39006,nan,215,1720,526680,30940220,2921440,215
102,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31710100,4287.51877,nan,31.7101,nan,196,1568,534996,28205968,2967568,196
103,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30901048,4318.419818,nan,30.901048,nan,190,1520,543312,27342520,3013696,190
104,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31673804,4350.093622,nan,31.673804,nan,196,1568,529452,28205968,2936816,196
105,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32096478,4382.1901,nan,32.096478,nan,199,1592,528066,28637692,2929128,199
106,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32267616,4414.457716,nan,32.267616,nan,200,1600,532224,28781600,2952192,200
107,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32519152,4446.976868,nan,32.519152,nan,202,1616,526680,29069416,2921440,202
108,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30711762,4477.68863,nan,30.711762,nan,189,1512,536382,27198612,2975256,189
109,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,29227232,4506.915862,nan,29.227232,nan,179,1432,529452,25759532,2936816,179
110,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30836262,4537.752124,nan,30.836262,nan,191,1528,511434,27486428,2836872,191
111,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30736448,4568.488572,nan,30.736448,nan,191,1528,496188,27486428,2752304,191
112,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,28298950,4596.787522,nan,28.29895,nan,174,1392,497574,25039992,2759992,174
113,-100.0,5.0,734,367,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31249862,4628.037384,nan,31.249862,nan,194,1552,508662,27918152,2821496,194
114,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,33400796,4661.43818,nan,33.400796,nan,208,1664,529452,29932864,2936816,208
115,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32879576,4694.317756,nan,32.879576,nan,204,1632,537768,29357232,2982944,204
116,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,36216866,4730.534622,nan,36.216866,nan,227,1816,541926,32667116,3006008,227
117,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31566184,4762.100806,nan,31.566184,nan,195,1560,534996,28062060,2967568,195
118,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,32762882,4794.863688,nan,32.762882,nan,203,1624,541926,29213324,3006008,203
119,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30018136,4824.881824,nan,30.018136,nan,185,1480,518364,26622980,2875312,185
120,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,28821438,4853.703262,nan,28.821438,nan,177,1416,511434,25471716,2836872,177
121,-100.0,5.0,730,365,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,31519546,4885.222808,nan,31.519546,nan,196,1568,505890,28205968,2806120,196
122,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,29909248,4915.132056,nan,29.909248,nan,185,1480,501732,26622980,2783056,185
123,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30295626,4945.427682,nan,30.295626,nan,188,1504,494802,27054704,2744616,188
124,-100.0,5.0,702,351,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,30672930,4976.100612,nan,30.67293,nan,191,1528,486486,27486428,2698488,191
