step,eval_is_final,eval_n_pairs_per_zone,t2_b1_total,t2_b1_z0,t2_b1_z1,t2_b1_z2,t2_b1_z3
1000,1,200,18.48931833730289,7.1823506355285645,24.156824111938477,12.664182662963867,23.9144229888916
