step,training_loss,examples,groups,gain_log_mae,gain_log_rmse,gain_relative_mae,gain_relative_rmse,gain_prediction_bias_log,top1_accuracy,mean_selection_regret_log,positive_target_fraction,plane_count_min,plane_count_max,plane_count_mean
1,0.49962544441223145,6,2,0.8776686787605286,0.9818689227104187,2.6685197353363037,4.575110912322998,0.2596730887889862,0.0,1.3588031306862831,0.3333333333333333,1,518,80.5
2,2.4853761196136475,6,2,0.8779080510139465,0.9819696545600891,2.6690080165863037,4.574975490570068,0.2600216865539551,0.0,1.3588031306862831,0.3333333333333333,1,518,80.5
