step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,1,562500.0,56.46463757058254,45.554236204185045,2,4,1,2,4,0,3,-105.0,70.5,-47.5,192878,0,32,2,0,0,5.0,578452,0.578452,nan,0.578452,nan,2,0,578320,4,0,0,2,132,64,16,68,17,33,2,0,0,1
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,0,562500.0,64.46492385864258,64.46492385864258,2,4,0,1,4,0,1,-105.0,70.5,-47.5,192878,0,32,2,0,0,5.0,289292,0.867744,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
4,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,1,562500.0,42.30408231672624,40.43084637680252,4,8,1,2,8,0,3,-105.0,70.5,-47.5,192878,1,32,4,1,1,5.0,578752,1.446496,nan,0.578752,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,168,1,2
5,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.14721877553174,39.75769018463092,4,8,2,2,8,0,4,-105.0,70.5,-47.5,192878,2,32,4,2,3,5.0,578920,2.025416,nan,0.57892,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,336,2,2
6,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,2,562500.0,39.96565809207529,37.18965440044067,5,10,2,2,10,0,4,-105.0,70.5,-47.5,192878,2,32,5,2,4,5.0,578920,2.604336,nan,0.57892,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,336,2,2
7,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,2,562500.0,49.20578890978561,40.67468486449185,5,10,2,3,10,0,5,-105.0,70.5,-47.5,192878,4,32,5,3,4,5.0,868548,3.472884,nan,0.868548,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,672,4,3
8,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,41.03628718763057,37.64772354052909,4,8,3,2,8,0,5,-105.0,70.5,-47.5,192878,5,32,4,2,4,5.0,579424,4.052308,nan,0.579424,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,840,5,2
9,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,1,562500.0,36.952586128656606,29.8814359489893,4,8,1,2,8,0,3,-105.0,70.5,-47.5,192878,2,32,4,2,4,5.0,578920,4.631228,nan,0.57892,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,336,2,2
10,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,1,562500.0,41.029249942591385,37.34271571837825,6,12,1,2,12,0,3,-105.0,70.5,-47.5,192878,2,32,6,2,6,5.0,578920,5.210148,nan,0.57892,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,336,2,2
