step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,policy,100,400,8,32,139.5,125.96875,139.5,125.96875,76.725,25,125,-1,nan,795,260,260,0.3270440251572327,0.16504684333662933,0.7192307692307692,0.7192307692307692,0.019553571955379996,0.5961538461538461,0.004670286913192174,nan,0.0,nan,0.532764300688829,0.48846153846153845,0.9168435982478368,3.3846153846153846,795,260,260,0.3270440251572327,0.16504684333662933,0.7192307692307692,0.7192307692307692,0.019553571955379996,0.5961538461538461,0.004670286913192174,nan,0.0,nan,0.532764300688829,0.48846153846153845,0.9168435982478368,3.3846153846153846
50,policy,100,400,8,32,310.0,252.78125,310.0,252.78125,231.175,0,332,-1,nan,1726,505,505,0.2925840092699884,0.1670793858846849,0.7841584158415842,0.7841584158415842,0.028935003156494346,0.7089108910891089,0.009265729336077628,nan,0.0,nan,0.5314305946403282,0.5405940594059406,1.017243013213822,40.91881188118812,1726,505,505,0.2925840092699884,0.1670793858846849,0.7841584158415842,0.7841584158415842,0.028935003156494346,0.7089108910891089,0.009265729336077628,nan,0.0,nan,0.5314305946403282,0.5405940594059406,1.017243013213822,40.91881188118812
75,policy,100,400,8,32,397.5,275.875,496.125,327.28125,409.1,0,512,-1,nan,2671,736,736,0.27555222763010107,0.17078277821980234,0.8165760869565217,0.8165760869565217,0.05131925693517281,0.75,0.01538615737547747,nan,0.0,nan,0.5310912110893392,0.5529891304347826,1.0412319369784482,84.95923913043478,2671,736,736,0.27555222763010107,0.17078277821980234,0.8165760869565217,0.8165760869565217,0.05131925693517281,0.75,0.01538615737547747,nan,0.0,nan,0.5310912110893392,0.5529891304347826,1.0412319369784482,84.95923913043478
100,policy,100,400,8,32,400.0,309.4375,660.125,434.46875,454.425,0,512,100,20.447785284586523,3619,988,988,0.27300359215252834,0.187426517948662,0.8299595141700404,0.8299595141700404,0.09194065682848206,0.770242914979757,0.019160096829942647,nan,0.0,nan,0.5331308585798776,0.5819838056680162,1.0916340637611377,135.88360323886639,3619,988,988,0.27300359215252834,0.187426517948662,0.8299595141700404,0.8299595141700404,0.09194065682848206,0.770242914979757,0.019160096829942647,nan,0.0,nan,0.5331308585798776,0.5819838056680162,1.0916340637611377,135.88360323886639
125,policy,100,400,8,32,400.0,256.15625,747.0,354.9375,421.55,0,512,100,20.447785284586523,3633,950,950,0.2614918799889898,0.20593878243009922,0.8705263157894737,0.8705263157894737,0.12734476293207309,0.8378947368421052,0.02326952830525593,nan,0.0,nan,0.5343303071213888,0.6389473684210526,1.195790992772373,236.90315789473684,4428,1210,1210,0.2732610659439928,0.19715208477365112,0.8380165289256198,0.8380165289256198,0.07856300188980557,0.7859504132231405,0.019930233610881337,nan,0.0,nan,0.5340491474299062,0.6066115702479339,1.1358721817406356,186.72561983471076
150,policy,100,400,8,32,400.0,287.0625,909.875,449.21875,446.45,0,512,100,20.447785284586523,3615,932,932,0.25781466113416324,0.2203246356296758,0.8766094420600858,0.8766094420600858,0.15067230640234835,0.8283261802575107,0.025789336084409274,nan,0.0,nan,0.5296482409552948,0.6437768240343348,1.2154799624618653,317.4527896995708,5341,1437,1437,0.2690507395618798,0.20161283944232686,0.8441196938065414,0.8441196938065414,0.07187004309384297,0.7863604732080723,0.020449559778919588,nan,0.0,nan,0.5302242271864066,0.6075156576200418,1.145771216158447,220.2713987473904
175,policy,100,400,8,32,400.0,268.75,1099.75,411.78125,437.55,66,512,100,20.447785284586523,3619,976,976,0.2696877590494612,0.2540155627701213,0.8719262295081968,0.8719262295081968,0.15740482822207594,0.8258196721311475,0.02572910568762683,nan,0.0,nan,0.5311822185060648,0.6547131147540983,1.2325584177035531,384.74487704918033,6290,1712,1712,0.2721780604133545,0.21823324417839537,0.8481308411214953,0.8481308411214953,0.08098743513263833,0.7932242990654206,0.021337052437745915,nan,0.0,nan,0.5311435729082787,0.610981308411215,1.1503129089292834,255.86507009345794
200,policy,100,400,8,32,400.0,307.90625,1250.875,441.625,458.75,0,512,200,20.620796134705913,3596,988,988,0.27474972191323693,0.26370714167038,0.8734817813765182,0.8734817813765182,0.11067438626573262,0.8390688259109311,0.02613651809246602,nan,0.0,nan,0.5247094936332979,0.6325910931174089,1.2056025301488178,319.9392712550607,7215,1976,1976,0.27387387387387385,0.225566829809521,0.8517206477732794,0.8517206477732794,0.09006087665531932,0.8046558704453441,0.022637187732234266,nan,0.0,nan,0.5289335989335989,0.6072874493927125,1.1481355138283622,227.91143724696357
225,policy,100,400,8,32,400.0,274.3125,1362.5,353.875,427.225,0,512,200,20.620796134705913,3668,1007,1007,0.27453653217012,0.27550117294874515,0.871896722939424,0.871896722939424,0.09824568674466104,0.8470705064548163,0.02351561909917152,nan,0.0,nan,0.5197834396307679,0.5868917576961271,1.129108226520318,217.96921549155908,8096,2217,2217,0.2738389328063241,0.23273960475214442,0.85340550293189,0.85340550293189,0.1090024208865129,0.8137122237257556,0.021554639980823086,nan,0.0,nan,0.5275858796177473,0.5976544880469102,1.132809863068985,200.9170049616599
250,policy,100,400,8,32,400.0,251.25,1523.75,326.28125,410.25,0,512,200,20.620796134705913,3668,1031,1031,0.28107960741548527,0.2865594751265605,0.8709990300678953,0.8709990300678953,0.09370600163137624,0.8564500484966052,0.02055107656615638,nan,0.0,nan,0.5178560019890445,0.5596508244422891,1.0807074211609289,202.04849660523763,9009,2468,2468,0.2739482739482739,0.23709905556487343,0.8553484602917342,0.8553484602917342,0.11966276969462654,0.8156401944894651,0.02049089217714187,nan,0.0,nan,0.5251885239980479,0.5875202593192869,1.1186844960867244,212.65883306320907
