step,eval_is_final,eval_n_pairs_per_zone,expert_bank_coverage_recalculations,expert_bank_manifest_records,expert_bank_max_size,expert_bank_mean_size,expert_bank_model_transfers,expert_bank_unique_versions,greedy_active_experienced_models,greedy_coverage_at_0_5,greedy_feasible_coverage_at_0_5,greedy_feasible_rmse,greedy_infeasible_leakage_at_0_5,greedy_infeasible_rmse,greedy_max_capsules,greedy_max_experience,greedy_mean_capsules,greedy_mean_confidence,greedy_mean_experience,greedy_mean_model_rmse,greedy_non_feasible_false_positive_rate,greedy_predicted_feasible_fraction,greedy_total
10,0,10000,0,1001,1,1.0,39,33,33,0.05137272727272727,0.10375728053828318,38.476554218386326,0.0004957917435741209,1.0680281146231791,15025,298,10610.121212121212,0.05137272727272727,283.969696969697,27.012501629916105,0.0004957917435741209,0.05136060606060606,27.01840169778794
15,1,10000,0,1839,1,1.0,73,31,31,0.11122903225806452,0.2206079731826604,36.24732863748812,0.0049979969859407485,3.2407642135634798,20673,434,16980.16129032258,0.11122903225806452,409.2903225806452,25.527790869435957,0.0049534855624018366,0.10919032258064516,25.547428757685818
20,1,10000,0,2547,1,1.0,109,33,33,0.21017575757575757,0.40784545270033395,32.43397974709256,0.018194959649720146,6.275518641227011,23783,572,21093.151515151516,0.21017575757575757,534.2727272727273,23.182988715894293,0.018033677998196034,0.2048969696969697,23.200878281442343
