step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,56.68925174560451,46.003438057146624,2,4,2,2,4,0,4,-105.0,70.5,-47.5,5.0,992036,0.992036,nan,0.992036,nan,2,288,578320,4,413296,4,2,132,64,16,68,17,33,2,0,0,1
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,53.29521084676749,42.26070326597768,2,4,2,2,4,0,4,-105.0,70.5,-47.5,5.0,992168,1.984204,nan,0.992168,nan,2,288,578320,4,413296,4,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,40.18773293360178,39.94459672487018,4,8,3,2,8,0,5,-105.0,70.5,-47.5,5.0,1405752,3.389956,nan,1.405752,nan,2,576,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
5,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,40.14721877553174,39.75769018463092,4,8,3,2,8,0,5,-105.0,70.5,-47.5,5.0,1405752,4.795708,nan,1.405752,nan,2,576,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.27465410639064,38.95336063063907,5,10,4,2,10,0,6,-105.0,70.5,-47.5,5.0,1612544,6.408252,nan,1.612544,nan,2,720,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
7,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,40.59104921874858,37.6810697535725,5,10,4,2,10,0,6,-105.0,70.5,-47.5,5.0,1612544,8.020796,nan,1.612544,nan,2,720,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.03628718763057,37.64772354052909,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,1405752,9.426548,nan,1.405752,nan,2,576,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
9,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,39.12556507239692,34.7582217835953,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,1405752,10.8323,nan,1.405752,nan,2,576,578320,4,826592,8,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,36.73063083288394,29.75554631839596,6,12,4,2,12,0,6,-105.0,70.5,-47.5,5.0,1819336,12.651636,nan,1.819336,nan,2,864,578320,4,1239888,12,2,264,128,32,136,34,66,2,0,0,2
11,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,40.750625205677906,37.179970843889215,6,12,4,2,12,0,6,-105.0,70.5,-47.5,5.0,1819336,14.470972,nan,1.819336,nan,2,864,578320,4,1239888,12,2,264,128,32,136,34,66,2,0,0,2
12,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,5,562500.0,50.22935718432328,37.75385781457245,7,14,5,4,14,0,9,-105.0,70.5,-47.5,5.0,2604712,17.075684,nan,2.604712,nan,4,1008,1156640,8,1446536,14,4,528,256,64,272,68,132,4,0,0,4
13,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,5,562500.0,51.379472237200034,36.27292288299307,8,16,5,4,16,0,9,-105.0,70.5,-47.5,5.0,2811504,19.887188,nan,2.811504,nan,4,1152,1156640,8,1653184,16,4,528,256,64,272,68,132,4,0,0,4
14,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,67.28793716430664,67.01448440551758,6,12,4,2,12,0,6,-105.0,70.5,-47.5,5.0,1819336,21.706524,nan,1.819336,nan,2,864,578320,4,1239888,12,2,264,128,32,136,34,66,2,0,0,2
15,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,65.16458320617676,62.76777648925781,6,12,4,2,12,0,6,-105.0,70.5,-47.5,5.0,1819336,23.52586,nan,1.819336,nan,2,864,578320,4,1239888,12,2,264,128,32,136,34,66,2,0,0,2
16,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,62.78314336140951,57.68232345581055,5,10,4,3,10,0,7,-105.0,70.5,-47.5,5.0,1901836,25.427696,nan,1.901836,nan,3,720,867480,6,1033240,10,3,396,192,48,204,51,99,3,0,0,3
17,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,4,562500.0,63.67721939086914,59.79304885864258,7,14,4,2,14,0,6,-105.0,70.5,-47.5,5.0,2026128,27.453824,nan,2.026128,nan,2,1008,578320,4,1446536,14,2,264,128,32,136,34,66,2,0,0,2
18,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,65.53664779663086,63.511905670166016,5,10,4,2,10,0,6,-105.0,70.5,-47.5,5.0,1612544,29.066368,nan,1.612544,nan,2,720,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
19,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,5,562500.0,25.032751707432084,18.437422295327924,6,12,5,3,12,0,8,-105.0,70.5,-47.5,5.0,2108628,31.174996,nan,2.108628,nan,3,864,867480,6,1239888,12,3,396,192,48,204,51,99,3,0,0,3
20,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,30.926335799304354,18.453069985649464,5,10,4,3,10,0,7,-105.0,70.5,-47.5,5.0,1901836,33.076832,nan,1.901836,nan,3,720,867480,6,1033240,10,3,396,192,48,204,51,99,3,0,0,3
21,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,64.34101858507564,60.15604291515008,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,1901836,34.978668,nan,1.901836,nan,3,720,867480,6,1033240,10,3,396,192,48,204,51,99,3,0,0,3
22,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,63.886037826538086,60.21068572998047,5,10,4,2,10,0,6,-105.0,70.5,-47.5,5.0,1612544,36.591212,nan,1.612544,nan,2,720,578320,4,1033240,10,2,264,128,32,136,34,66,2,0,0,2
23,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,62.59619903564453,60.01652145385742,4,8,3,3,8,0,6,-105.0,70.5,-47.5,5.0,1695044,38.286256,nan,1.695044,nan,3,576,867480,6,826592,8,3,396,192,48,204,51,99,3,0,0,3
24,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,57.088545801562844,36.79983387905007,5,10,4,4,10,0,8,-105.0,70.5,-47.5,5.0,2191128,40.477384,nan,2.191128,nan,4,720,1156640,8,1033240,10,4,528,256,64,272,68,132,4,0,0,4
25,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,54.110247463392454,40.4306695765283,5,10,4,4,10,0,8,-105.0,70.5,-47.5,5.0,2191128,42.668512,nan,2.191128,nan,4,720,1156640,8,1033240,10,4,528,256,64,272,68,132,4,0,0,4
26,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,5,562500.0,47.93650528496848,39.50912486464246,6,12,5,5,12,0,10,-105.0,70.5,-47.5,5.0,2687212,45.355724,nan,2.687212,nan,5,864,1445800,10,1239888,12,5,660,320,80,340,85,165,5,0,0,5
27,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,5,562500.0,40.21237966038005,18.39150049714131,6,12,5,5,12,0,10,-105.0,70.5,-47.5,5.0,2687212,48.042936,nan,2.687212,nan,5,864,1445800,10,1239888,12,5,660,320,80,340,85,165,5,0,0,5
28,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,5,562500.0,41.88457881037294,27.97434861577888,6,12,5,5,12,0,10,-105.0,70.5,-47.5,5.0,2687212,50.730148,nan,2.687212,nan,5,864,1445800,10,1239888,12,5,660,320,80,340,85,165,5,0,0,5
