step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,20.858383520444185,10.375054359436035,25.71228790283203,13.219736099243164,28.22700309753418
