step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,120,686,0,0,0
2,240,690,0,0,0
3,356,690,2,0,0
4,476,698,0,0,0
5,588,714,6,0,0
6,698,716,8,0,0
7,782,724,30,0,0
8,888,718,12,0,0
9,976,708,28,0,0
10,1060,720,32,0,0
11,1082,722,98,0,0
12,1086,694,114,0,0
13,1090,700,114,0,0
14,1096,714,112,0,0
15,1084,722,128,0,0
16,1092,748,110,0,0
17,1078,782,130,0,0
18,1048,798,144,0,0
19,1020,848,142,0,0
20,1048,842,92,0,0
21,1058,830,108,0,0
22,1006,778,162,0,0
23,1040,776,86,0,0
24,1054,778,104,0,0
25,1084,828,90,0,0
26,1094,846,108,0,0
27,1120,856,94,0,0
28,1106,850,130,0,0
29,1108,854,116,0,0
30,1112,874,114,0,0
31,1080,872,146,0,0
32,1080,880,118,0,0
33,1028,938,164,0,0
34,1016,896,126,8,8
35,976,884,138,20,12
36,988,870,86,20,0
37,966,846,118,28,8
38,966,870,114,36,8
39,970,870,110,44,8
40,1008,872,82,44,0
41,1022,860,104,48,4
42,1000,880,136,112,64
43,1014,886,104,260,148
44,1008,906,120,436,176
45,1044,904,84,604,168
46,1066,904,96,772,168
47,1066,886,116,940,168
48,1058,924,124,1124,184
49,1066,904,110,1312,188
50,1022,954,156,1500,188
51,1056,964,86,1672,172
52,1062,916,110,1860,188
53,1070,976,108,2044,184
54,1022,906,160,2236,192
55,982,894,152,2412,176
56,998,898,100,2580,168
57,1000,888,114,2752,172
58,998,836,118,2924,172
59,1000,800,114,3088,164
60,964,758,148,3256,168
61,986,760,94,3412,156
62,1030,762,76,3564,152
63,1034,768,112,3724,160
64,1036,786,114,3888,164
65,1052,792,102,4060,172
66,1030,806,136,4236,176
67,1010,804,134,4408,172
68,1006,770,118,4584,176
69,1008,754,114,4748,164
70,1006,746,118,4924,176
71,1022,748,102,5096,172
72,1022,740,116,5264,168
73,1058,746,84,5432,168
74,1054,732,120,5608,176
75,1052,726,118,5780,172
76,1086,720,86,5952,172
77,1024,728,172,6136,184
78,1056,732,88,6312,176
79,1012,738,156,6496,184
80,972,702,152,6672,176
81,992,714,98,6836,164
82,992,708,116,7004,168
83,1014,724,96,7164,160
84,1034,730,98,7328,164
85,1034,738,116,7496,168
86,1008,740,138,7660,164
87,1008,740,116,7828,168
88,1048,750,80,7988,160
89,1008,746,152,8164,176
90,1024,736,102,8336,172
91,1004,742,134,8512,176
92,986,738,132,8684,172
93,1008,730,96,8844,160
94,994,716,128,9004,160
95,1000,718,110,9160,156
96,1038,712,82,9324,164
97,1018,732,134,9496,172
98,1022,738,112,9656,160
99,1004,768,132,9824,168
100,1044,760,80,9984,160
101,1060,760,102,10156,172
102,1072,772,106,10336,180
103,1084,784,106,10516,180
104,1020,764,174,10708,192
105,1052,762,88,10884,176
106,1048,768,120,11060,176
107,1006,760,154,11240,180
108,986,774,134,11412,172
109,966,764,134,11584,172
110,934,738,144,11744,160
111,962,716,90,11892,148
112,990,718,90,12040,148
113,982,734,122,12188,148
114,1000,764,98,12348,160
115,1008,776,108,12500,152
116,1052,782,76,12652,152
117,1052,772,116,12820,168
118,1068,782,102,12992,172
119,1032,748,148,13176,184
120,1024,738,124,13360,184
121,1056,730,88,13536,176
122,1068,724,106,13716,180
123,988,714,188,13900,184
124,1024,702,84,14068,168
125,1034,814,106,14248,180
126,1050,828,102,14420,172
127,1064,832,104,14596,176
128,1060,852,120,14772,176
129,1052,910,124,14956,184
130,1044,902,124,15140,184
131,1022,886,136,15316,176
132,1036,890,102,15488,172
133,974,892,172,15672,184
134,976,842,114,15836,164
135,978,832,114,16000,164
136,982,806,112,16160,160
137,1024,810,78,16316,156
138,1044,830,98,16480,164
139,1080,826,84,16648,168
140,1096,832,102,16820,172
141,1090,834,122,17000,180
142,1066,806,138,17180,180
143,1056,808,126,17368,188
144,1046,804,126,17556,188
145,1000,768,158,17744,188
146,1012,790,106,17924,180
147,990,794,136,18100,176
148,1026,798,84,18268,168
149,1026,790,116,18436,168
150,1025,794,114,18600,164
151,1008,788,130,18764,164
152,992,754,130,18928,164
153,1030,758,80,19088,160
154,993,746,148,19260,172
155,975,742,132,19428,168
156,980,760,111,19588,160
157,981,742,114,19752,164
158,1003,744,94,19908,156
159,1006,756,112,20068,160
160,1011,748,110,20224,156
161,1011,788,113,20392,168
162,1031,780,98,20556,164
163,979,766,162,20720,164
164,948,748,143,20880,160
165,954,750,110,21036,156
166,965,748,102,21200,164
167,987,742,96,21360,160
168,1002,750,100,21520,160
169,1018,768,98,21684,164
170,1021,814,113,21848,164
171,1010,822,115,22016,168
172,1009,828,114,22180,164
173,999,838,116,22348,168
174,1013,854,101,22520,172
175,1016,804,106,22700,180
176,995,796,122,22884,184
177,1009,792,88,23060,176
178,1007,798,107,23244,184
179,989,804,120,23432,188
180,961,826,126,23620,188
181,936,864,127,23800,180
182,913,856,133,23984,184
183,928,856,88,24156,172
184,940,856,89,24332,176
185,929,882,113,24512,180
186,905,926,129,24688,176
187,898,892,108,24852,164
188,930,882,76,25008,156
189,952,866,82,25176,168
190,969,854,86,25348,172
191,934,848,138,25516,168
192,957,838,85,25688,172
193,922,842,126,25860,172
194,911,838,119,26020,160
195,910,824,103,26180,160
196,901,820,107,26348,168
197,917,806,81,26516,168
198,906,792,110,26684,168
199,906,774,92,26840,156
200,901,796,102,26992,152
201,908,792,87,27168,176
202,877,778,125,27340,172
203,887,776,93,27496,156
204,860,760,108,27676,180
205,850,738,97,27852,176
206,836,736,95,28024,172
207,834,702,84,28188,164
208,817,700,104,28360,172
209,805,690,93,28508,148
210,798,702,93,28660,152
211,757,718,136,28824,164
212,758,704,98,28980,156
213,752,712,98,29136,156
214,757,734,86,29276,140
215,757,750,82,29404,128
216,773,774,80,29524,120
217,774,790,79,29648,124
218,804,812,67,29772,124
219,817,822,80,29904,132
220,807,830,88,30040,136
221,811,826,88,30192,152
222,810,838,88,30348,156
223,826,824,76,30500,152
224,818,850,97,30664,164
225,833,888,69,30816,152
226,810,880,112,30988,172
227,814,874,79,31140,152
228,801,886,97,31316,176
229,807,892,78,31484,168
230,802,874,85,31640,156
231,793,888,90,31804,164
232,781,902,89,31964,160
233,763,898,101,32132,168
234,772,902,87,32300,168
235,751,906,103,32440,140
236,747,872,94,32592,152
237,747,890,84,32724,132
238,770,900,59,32856,132
239,793,898,61,32996,140
240,779,874,89,33144,148
241,800,886,65,33288,144
242,782,866,106,33440,152
