step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,1,562500.0,19.095183526311757,18.745808637354926,2,4,1,2,4,0,3,-105.0,70.5,-47.5,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.445002897265915,34.885571848033806,4,8,0,4,8,0,4,-105.0,70.5,-47.5,5.0,1157168,1.735752,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
4,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.733079274495445,59.27188491821289,9,18,0,3,18,0,3,-105.0,70.5,-47.5,5.0,867876,2.603628,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
5,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,1,562500.0,40.15859936812059,31.838242299294983,11,22,1,4,22,0,5,-105.0,70.5,-47.5,5.0,1157168,3.760796,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
6,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,0,562500.0,57.772560119628906,57.772560119628906,13,26,0,1,26,0,1,-105.0,70.5,-47.5,5.0,289292,4.050088,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
7,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,1,562500.0,45.91131754988459,33.868941625285835,14,28,1,3,28,0,4,-105.0,70.5,-47.5,5.0,867876,4.917964,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
8,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,30.3338712776929,20.720643786353456,14,28,0,4,28,0,4,-105.0,70.5,-47.5,5.0,1157168,6.075132,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
9,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,2,562500.0,60.978410720825195,60.271846771240234,15,30,2,2,30,0,4,-105.0,70.5,-47.5,5.0,578584,6.653716,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,3,562500.0,42.09983206513177,23.380500456649436,18,36,3,6,36,0,9,-105.0,70.5,-47.5,5.0,1735752,8.389468,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
11,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,3,562500.0,37.233598492871906,33.373014054339365,26,52,3,4,52,0,7,-105.0,70.5,-47.5,5.0,1157168,9.546636,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
12,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,1,562500.0,61.452348709106445,60.5772819519043,28,56,1,2,56,0,3,-105.0,70.5,-47.5,5.0,578584,10.12522,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
13,-47.5,57.5,62,31,0,0.0,0.0,0,0.0,57.5,1,562500.0,52.51955967752203,44.61918888608197,31,62,1,3,62,0,4,-105.0,70.5,-47.5,5.0,867876,10.993096,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
14,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,1,562500.0,40.44791975416575,19.333211529717293,27,54,1,6,54,0,7,-105.0,70.5,-47.5,5.0,1735752,12.728848,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
15,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,0,562500.0,65.25218200683594,61.02203369140625,22,44,0,4,44,0,4,-105.0,70.5,-47.5,5.0,1157168,13.886016,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
16,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,2,562500.0,52.41882385096536,39.66419204109864,25,50,2,4,50,0,6,-105.0,70.5,-47.5,5.0,1157168,15.043184,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
17,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.21843157950393,26.270881903672464,24,48,1,5,48,0,6,-105.0,70.5,-47.5,5.0,1446460,16.489644,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
18,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,3,562500.0,48.91935642974199,20.94021566128798,23,46,3,4,46,0,7,-105.0,70.5,-47.5,5.0,1157168,17.646812,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
19,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,2,562500.0,54.89223851351543,40.43701052927345,24,48,2,4,48,0,6,-105.0,70.5,-47.5,5.0,1157168,18.80398,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
20,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.121096763659175,28.433252885443064,24,48,2,5,48,0,7,-105.0,70.5,-47.5,5.0,1446460,20.25044,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
21,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.912559509277344,60.912559509277344,20,40,0,1,40,0,1,-105.0,70.5,-47.5,5.0,289292,20.539732,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
22,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,1,562500.0,30.29892122426369,21.07746023745377,23,46,1,4,46,0,5,-105.0,70.5,-47.5,5.0,1157168,21.6969,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
23,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,2,562500.0,45.30658877096551,21.21435693582502,21,42,2,4,42,0,6,-105.0,70.5,-47.5,5.0,1157168,22.854068,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
24,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,2,562500.0,47.46154856685991,37.67196948343734,27,54,2,4,54,0,6,-105.0,70.5,-47.5,5.0,1157168,24.011236,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
25,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,1,562500.0,65.54589462280273,61.51764678955078,26,52,1,3,52,0,4,-105.0,70.5,-47.5,5.0,867876,24.879112,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
26,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,1,562500.0,54.863148385271096,37.11079319557684,28,56,1,3,56,0,4,-105.0,70.5,-47.5,5.0,867876,25.746988,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
27,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,2,562500.0,47.23084988916227,20.921239603840824,26,52,2,5,52,0,7,-105.0,70.5,-47.5,5.0,1446460,27.193448,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
28,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,2,562500.0,48.64031619381245,30.605219716619956,25,50,2,4,50,0,6,-105.0,70.5,-47.5,5.0,1157168,28.350616,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
29,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.89877639019748,22.82793014158422,24,48,1,5,48,0,6,-105.0,70.5,-47.5,5.0,1446460,29.797076,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
30,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,0,562500.0,50.59818360406952,39.50746067604559,21,42,0,2,42,0,2,-105.0,70.5,-47.5,5.0,578584,30.37566,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
31,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.82656669616699,58.210838317871094,19,38,0,2,38,0,2,-105.0,70.5,-47.5,5.0,578584,30.954244,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
32,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,3,562500.0,54.296568402095964,47.67424904027123,20,40,3,3,40,0,6,-105.0,70.5,-47.5,5.0,867876,31.82212,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
33,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,2,562500.0,56.793260376413805,24.456463161124166,23,46,2,4,46,0,6,-105.0,70.5,-47.5,5.0,1157168,32.979288,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
34,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,4,562500.0,45.72971076389438,24.787017876087738,25,50,4,5,50,0,9,-105.0,70.5,-47.5,5.0,1446460,34.425748,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
35,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,3,562500.0,44.57966546803648,40.24001686988392,25,50,3,4,50,0,7,-105.0,70.5,-47.5,5.0,1157168,35.582916,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
36,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,1,562500.0,53.950647090355375,47.594827362852016,29,58,1,4,58,0,5,-105.0,70.5,-47.5,5.0,1157168,36.740084,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
37,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,0,562500.0,30.384890308434834,20.11062752475741,27,54,0,4,54,0,4,-105.0,70.5,-47.5,5.0,1157168,37.897252,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
38,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,1,562500.0,60.2106819152832,60.2106819152832,25,50,1,1,50,0,2,-105.0,70.5,-47.5,5.0,289292,38.186544,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
39,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,1,562500.0,61.21547794342041,60.2106819152832,24,48,1,2,48,0,3,-105.0,70.5,-47.5,5.0,578584,38.765128,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
40,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,0,562500.0,38.976924140616255,17.997695818253945,23,46,0,4,46,0,4,-105.0,70.5,-47.5,5.0,1157168,39.922296,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
41,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,4,562500.0,43.689494977717864,35.357248014059294,23,46,4,5,46,0,9,-105.0,70.5,-47.5,5.0,1446460,41.368756,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
42,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,2,562500.0,49.37969743745241,23.27285735716039,25,50,2,5,50,0,7,-105.0,70.5,-47.5,5.0,1446460,42.815216,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
