step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,random,100,400,1,9,40.0,30.0,40.0,30.0,0.0,0,0,-1,nan,166,40,39,0.24096385542168675,0.2195220476699695,0.6410256410256411,0.6410256410256411,nan,0.0,nan,nan,0.0,nan,0.5240963855421686,0.525,1.0017241379310347,3.6,166,40,39,0.24096385542168675,0.2195220476699695,0.6410256410256411,0.6410256410256411,nan,0.0,nan,nan,0.0,nan,0.5240963855421686,0.525,1.0017241379310347,3.6
50,random,100,400,1,9,86.0,75.0,86.0,75.0,0.0,0,0,-1,nan,416,88,87,0.21153846153846154,0.16187449364838916,0.6781609195402298,0.6781609195402298,nan,0.0,nan,nan,0.0,nan,0.5564903846153846,0.5568181818181818,1.000589043785588,8.397727272727273,416,88,87,0.21153846153846154,0.16187449364838916,0.6781609195402298,0.6781609195402298,nan,0.0,nan,nan,0.0,nan,0.5564903846153846,0.5568181818181818,1.000589043785588,8.397727272727273
75,random,100,400,1,9,126.0,58.111111111111114,126.0,58.111111111111114,0.0,0,0,-1,nan,567,123,122,0.21693121693121692,0.1669418636803991,0.680327868852459,0.680327868852459,nan,0.0,nan,nan,0.0,nan,0.5394179894179895,0.5121951219512195,0.9495328891493917,4.300813008130081,567,123,122,0.21693121693121692,0.1669418636803991,0.680327868852459,0.680327868852459,nan,0.0,nan,nan,0.0,nan,0.5394179894179895,0.5121951219512195,0.9495328891493917,4.300813008130081
100,random,100,400,1,9,170.0,80.66666666666667,170.0,80.66666666666667,0.0,0,0,100,24.710873203070072,792,171,170,0.2159090909090909,0.1864472514583134,0.7,0.7,nan,0.0,nan,nan,0.0,nan,0.5322180134680135,0.5321637426900585,0.9998980290471544,13.526315789473685,792,171,170,0.2159090909090909,0.1864472514583134,0.7,0.7,nan,0.0,nan,nan,0.0,nan,0.5322180134680135,0.5321637426900585,0.9998980290471544,13.526315789473685
125,random,100,400,1,9,178.0,26.444444444444443,178.0,26.444444444444443,0.0,0,0,100,24.710873203070072,733,161,161,0.21964529331514324,0.18823107042167053,0.6956521739130435,0.6956521739130435,nan,0.0,nan,nan,0.0,nan,0.5268531150522966,0.5217391304347826,0.9902933389375398,9.105590062111801,899,201,200,0.2235817575083426,0.19433281098508887,0.685,0.685,nan,0.0,nan,nan,0.0,nan,0.5263440860215054,0.5223880597014925,0.9924839540804657,8.009950248756219
150,random,100,400,1,9,216.0,52.888888888888886,216.0,52.888888888888886,0.0,0,0,100,24.710873203070072,688,159,159,0.2311046511627907,0.21953420251042474,0.7484276729559748,0.7484276729559748,nan,0.0,nan,nan,0.0,nan,0.5008720930232557,0.4779874213836478,0.9543103479743172,-1.6603773584905661,1104,247,246,0.223731884057971,0.19914235425433896,0.7235772357723578,0.7235772357723578,nan,0.0,nan,nan,0.0,nan,0.5218297101449275,0.5060728744939271,0.969804640585481,1.9230769230769231
175,random,100,400,1,9,260.0,59.333333333333336,260.0,59.333333333333336,0.0,0,0,100,24.710873203070072,725,167,167,0.2303448275862069,0.23179487254762957,0.7365269461077845,0.7365269461077845,nan,0.0,nan,nan,0.0,nan,0.5031034482758621,0.5029940119760479,0.9997824775397799,-5.6467065868263475,1292,290,289,0.22445820433436534,0.20441747780090944,0.71280276816609,0.71280276816609,nan,0.0,nan,nan,0.0,nan,0.5190402476780185,0.506896551724138,0.9766035562594487,-1.4275862068965517
200,random,100,400,1,9,282.0,50.55555555555556,282.0,50.55555555555556,0.0,0,0,200,15.617368224691344,683,157,157,0.22986822840409957,0.22692706073248373,0.732484076433121,0.732484076433121,nan,0.0,nan,nan,0.0,nan,0.4998779892630551,0.4713375796178344,0.942905248364113,-16.662420382165607,1475,328,327,0.2223728813559322,0.20588251156854198,0.7155963302752294,0.7155963302752294,nan,0.0,nan,nan,0.0,nan,0.5172429378531074,0.5030487804878049,0.9725580451147049,-0.9237804878048781
225,random,100,400,1,9,324.0,92.44444444444444,324.0,92.44444444444444,0.0,0,0,200,15.617368224691344,793,170,170,0.21437578814627994,0.21214230312302756,0.7764705882352941,0.7764705882352941,nan,0.0,nan,nan,0.0,nan,0.4866540563261874,0.4764705882352941,0.9790745233528523,-7.382352941176471,1692,371,370,0.21926713947990545,0.20251555061603363,0.727027027027027,0.727027027027027,nan,0.0,nan,nan,0.0,nan,0.5077423167848699,0.5013477088948787,0.9874058007800428,0.9568733153638814
250,random,100,400,1,9,368.0,33.55555555555556,368.0,33.55555555555556,0.0,0,0,200,15.617368224691344,729,157,157,0.21536351165980797,0.23154023109893238,0.7388535031847133,0.7388535031847133,nan,0.0,nan,nan,0.0,nan,0.4858253315043438,0.49044585987261147,1.009510678156613,-14.019108280254777,1833,404,403,0.2204037097654119,0.21176385962555774,0.7295285359801489,0.7295285359801489,nan,0.0,nan,nan,0.0,nan,0.5075104564466266,0.5,0.9852013759495486,-4.272277227722772
