step,eval_is_final,eval_n_pairs_per_zone,t2_b0_active_models_total,t2_b0_active_models_z0,t2_b0_balanced_rmse_total,t2_b0_censored_gain_vs_prior_total,t2_b0_censored_rmse_total,t2_b0_censored_rmse_z0,t2_b0_false_reachable_rate_total,t2_b0_false_reachable_rate_z0,t2_b0_floor_rmse_total,t2_b0_individual_total,t2_b0_individual_z0,t2_b0_mean_abs_prediction_shift_from_prior_db_total,t2_b0_mean_model_rmse_total,t2_b0_mean_model_rmse_z0,t2_b0_mean_support_total,t2_b0_median_model_rmse_total,t2_b0_p10_model_rmse_total,t2_b0_p90_model_rmse_total,t2_b0_prior_censored_rmse_total,t2_b0_prior_false_reachable_rate_total,t2_b0_prior_floor_rmse_total,t2_b0_prior_reachable_rmse_total,t2_b0_prior_rmse_total,t2_b0_reachable_count_total,t2_b0_reachable_gain_vs_prior_total,t2_b0_reachable_rmse_total,t2_b0_rmse_gain_vs_prior_total,t2_b0_supported_fraction_total,t2_b0_supported_gain_vs_prior_total,t2_b0_supported_prior_rmse_total,t2_b0_supported_rmse_total,t2_b0_total,t2_b0_unavailable_censored_rmse_total,t2_b0_unavailable_censored_rmse_z0,t2_b0_unavailable_count_total,t2_b0_z0
100,1,500,10,10,37.38869935731308,33.98297904602857,22.4348698181792,22.4348698181792,0.9,0.9,48.200702515536236,24.687650823287058,24.687650823287058,51.00159454803467,22.278852579448234,22.278852579448234,nan,18.84796410822216,16.43055278808184,26.988539594556233,56.41784886420777,0.0,0.0,58.628803364657884,56.4178489199811,4630,36.89123320900649,21.737570155651397,31.73019809669404,nan,nan,nan,nan,24.687650823287058,29.812035385729136,29.812035385729136,370,24.687650823287058
200,1,500,10,10,32.878406802255206,44.022944197221435,13.773821519528607,13.773821519528607,0.9333333333333333,0.9333333333333333,44.65774121555515,15.632806889860419,15.632806889860419,55.983330154418944,15.410752382685923,15.410752382685923,nan,15.9763139921827,12.016290598754003,18.477970639377585,57.79676571675004,0.0,0.0,59.05011954652304,57.79676565763346,4790,46.10155139272046,12.948568153802585,42.16395876777304,nan,nan,nan,nan,15.632806889860419,26.31977784950144,26.31977784950144,210,15.632806889860419
300,1,500,10,10,30.810530549348023,45.264051171824796,12.456600817056435,12.456600817056435,1.0,1.0,41.834767440389214,13.313930368871215,13.313930368871215,57.00394756469726,13.167314859895674,13.167314859895674,nan,13.29296718027465,10.671817620831986,15.845069254997028,57.72065198888123,0.0,0.0,58.247257838643556,57.72065203112693,4910,46.06408014671252,12.183177691931034,44.40672166225572,nan,nan,nan,nan,13.313930368871215,22.862902919237406,22.862902919237406,90,13.313930368871215
400,1,500,10,10,31.421191612223055,47.33418025229045,11.464544201939464,11.464544201939464,0.9833333333333333,0.9833333333333333,43.05921718299856,12.731575544043116,12.731575544043116,56.19851081695557,12.537348203226147,12.537348203226147,nan,11.723554397873139,10.556742321936444,16.39408970551877,58.79872445422991,0.0,0.0,59.51726900852974,58.79872432959822,4880,48.54064018855799,10.97662881997175,46.067148785555105,nan,nan,nan,nan,12.731575544043116,24.014810160259227,24.014810160259227,120,12.731575544043116
500,1,500,10,10,30.018746561057785,39.24724483099503,19.062154055715734,19.062154055715734,0.9,0.9,37.95414057455835,19.85187655836936,19.85187655836936,52.05533236083984,16.331909704387225,16.331909704387225,nan,11.642936470147166,10.345385576899027,20.177858986279286,58.30939888671076,0.0,0.0,59.20422437661629,58.30939871509245,4850,40.18493144967759,19.0192929269387,38.45752215672309,nan,nan,nan,nan,19.85187655836936,20.39952452779618,20.39952452779618,150,19.85187655836936
600,1,500,10,10,29.202428138874286,41.115190182784666,15.443341861311566,15.443341861311566,1.0,1.0,38.43800224133801,17.76348364598944,17.76348364598944,52.442077467346195,16.41014764542967,16.41014764542967,nan,13.659191221381846,12.881897155542177,21.80376070957182,56.55853204409623,0.0,0.0,58.64846566926643,56.55853205824904,4650,43.54602871004931,15.102436959217117,38.795048412259604,nan,nan,nan,nan,17.76348364598944,19.412462008033877,19.412462008033877,350,17.76348364598944
700,1,500,10,10,32.37811765540617,44.39565866727244,13.141759556010635,13.141759556010635,1.0,1.0,44.065304134232214,15.046815582355062,15.046815582355062,54.54132715606689,14.60257051341192,14.60257051341192,nan,12.469448700534237,11.76440756806818,19.011226902658542,57.537418223283076,0.0,0.0,58.72388154934235,57.53741820461137,4800,46.276633766307455,12.447247783034896,42.490602622256304,nan,nan,nan,nan,15.046815582355062,24.479188070655656,24.479188070655656,200,15.046815582355062
800,1,500,10,10,25.413792563138234,43.924839941589354,11.493605982020878,11.493605982020878,1.0,1.0,34.12197064538075,13.619067639610645,13.619067639610645,54.3165789138794,13.544499302328507,13.544499302328507,nan,13.321247909443962,12.01051821511989,15.528250727986453,55.41844592361023,0.0,0.0,57.03853281838707,55.41844593106218,4720,45.75080389888272,11.287728919504344,41.79937829145153,nan,nan,nan,nan,13.619067639610645,14.531537349333146,14.531537349333146,280,13.619067639610645
900,1,500,10,10,33.53827209947518,37.93975247401532,21.11044758199492,21.11044758199492,0.9,0.9,42.50342196332664,21.624814875353035,21.624814875353035,55.85121274871826,17.07985301908654,17.07985301908654,nan,10.575176666989801,9.59807763530005,31.028097555408635,59.05020005601024,0.0,0.0,59.588935880592835,59.05020013812434,4910,38.53922062731036,21.04971525328248,37.4253852627713,nan,nan,nan,nan,21.624814875353035,24.193794235670662,24.193794235670662,90,21.624814875353035
1000,1,500,10,10,29.390803364352724,36.25768939222819,20.42747074391394,20.42747074391394,0.9,0.9,36.11030652712738,22.18885874322522,22.18885874322522,50.873162272644045,18.679669441317383,18.679669441317383,nan,14.169217955001145,12.674795642145956,23.407501255038007,56.68516013614212,0.0,0.0,59.03423207767461,56.685160258701636,4610,38.4506364899014,20.58359558777321,34.49630151547642,nan,nan,nan,nan,22.18885874322522,18.48233371009644,18.48233371009644,390,22.18885874322522
