step,training_loss,examples,groups,gain_log_mae,gain_log_rmse,gain_relative_mae,gain_relative_rmse,gain_prediction_bias_log,top1_accuracy,mean_selection_regret_log,positive_target_fraction,plane_count_min,plane_count_max,plane_count_mean
1,2.473268747329712,6,2,0.67010498046875,0.6791598200798035,0.9958052039146423,1.004122257232666,0.67010498046875,0.0,0.14773210883140564,0.16666666666666666,1,25,6.875
2,0.49688538908958435,6,2,0.6671557426452637,0.67625492811203,0.9897589683532715,0.9981340765953064,0.6671557426452637,0.5,0.14773210883140564,0.16666666666666666,1,25,6.875
