step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
11,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,0,562500.0,26.284377225594266,19.484233397729703,69,138,0,3,138,0,3,-105.0,70.5,-47.5,192878,58,0,32,69,13,57,5.0,877620,12.47366,nan,0.87762,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,9744,58,3
12,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,2,562500.0,47.3315943199991,37.94519472472682,76,152,2,5,152,0,7,-105.0,70.5,-47.5,192878,68,0,32,76,15,62,5.0,1457884,13.931544,nan,1.457884,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,11424,68,5
13,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,0,562500.0,46.006396063759816,34.79077157070827,79,158,0,3,158,0,3,-105.0,70.5,-47.5,192878,55,0,32,79,13,66,5.0,877116,14.80866,nan,0.877116,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,9240,55,3
14,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,2,562500.0,37.24599138930607,25.732233697658327,87,174,2,5,174,0,7,-105.0,70.5,-47.5,192878,68,0,32,87,15,72,5.0,1457884,16.266544,nan,1.457884,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,11424,68,5
15,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.545104174320386,36.359769674760145,79,158,1,3,158,0,4,-105.0,70.5,-47.5,192878,68,0,32,79,12,56,5.0,879300,17.145844,nan,0.8793,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,11424,68,3
16,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.80027486382964,26.549929537736396,77,154,0,4,154,0,4,-105.0,70.5,-47.5,192878,88,0,32,77,13,55,5.0,1171952,18.317796,nan,1.171952,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,14784,88,4
17,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,1,562500.0,54.19647589544822,45.24372863805734,77,154,1,4,154,0,5,-105.0,70.5,-47.5,192878,48,0,32,77,10,55,5.0,1165232,19.483028,nan,1.165232,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,8064,48,4
18,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,2,562500.0,31.295218359266503,18.813058979844225,73,146,2,4,146,0,6,-105.0,70.5,-47.5,192878,98,0,32,73,14,54,5.0,1173632,20.65666,nan,1.173632,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,16464,98,4
19,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,3,562500.0,39.9068839964926,23.273454535483836,72,144,3,4,144,0,7,-105.0,70.5,-47.5,192878,85,0,32,72,13,49,5.0,1171448,21.828108,nan,1.171448,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,14280,85,4
20,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,3,562500.0,59.398286354195946,44.86639840763427,75,150,3,5,150,0,8,-105.0,70.5,-47.5,192878,72,0,32,75,12,55,5.0,1458556,23.286664,nan,1.458556,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,12096,72,5
21,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,0,562500.0,54.273555113418844,41.83688060164177,75,150,0,3,150,0,3,-105.0,70.5,-47.5,192878,69,0,32,75,11,52,5.0,879972,24.166636,nan,0.879972,nan,3,504,867480,6,0,0,3,396,192,48,204,51,99,3,11592,69,3
22,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.85911578903216,25.419091193837346,77,154,0,7,154,0,7,-105.0,70.5,-47.5,192878,89,0,32,77,15,59,5.0,2040428,26.207064,nan,2.040428,nan,7,432,2024120,14,0,0,7,924,448,112,476,119,231,7,14952,89,7
23,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,0,562500.0,51.052587009679506,33.56449902003839,73,146,0,5,146,0,5,-105.0,70.5,-47.5,192878,56,0,32,73,13,59,5.0,1456948,27.664012,nan,1.456948,nan,5,1080,1445800,10,0,0,5,660,320,80,340,85,165,5,9408,56,5
24,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.25403976504741,23.594650338091284,71,142,0,5,142,0,5,-105.0,70.5,-47.5,192878,80,0,32,71,14,57,5.0,1461916,29.125928,nan,1.461916,nan,5,2016,1445800,10,0,0,5,660,320,80,340,85,165,5,13440,80,5
25,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,0,562500.0,56.86668136341993,36.91927616200305,76,152,0,3,152,0,3,-105.0,70.5,-47.5,192878,105,0,32,76,14,60,5.0,889044,30.014972,nan,0.889044,nan,3,3528,867480,6,0,0,3,396,192,48,204,51,99,3,17640,105,3
26,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,0,562500.0,30.590079796676317,20.68391562687352,74,148,0,4,148,0,4,-105.0,70.5,-47.5,192878,110,0,32,74,14,56,5.0,1180976,31.195948,nan,1.180976,nan,4,5328,1156640,8,0,0,4,528,256,64,272,68,132,4,18480,110,4
27,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,1,562500.0,27.58294116495602,20.309848108194217,76,152,1,5,152,0,6,-105.0,70.5,-47.5,192878,75,0,32,76,12,56,5.0,1463740,32.659688,nan,1.46374,nan,5,4680,1445800,10,0,0,5,660,320,80,340,85,165,5,12600,75,5
28,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.250691731770836,57.811092376708984,80,160,0,3,160,0,3,-105.0,70.5,-47.5,192878,98,0,32,80,13,63,5.0,889956,33.549644,nan,0.889956,nan,3,5616,867480,6,0,0,3,396,192,48,204,51,99,3,16464,98,3
29,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,2,562500.0,54.506864895306386,42.32531738317452,76,152,2,5,152,0,7,-105.0,70.5,-47.5,192878,98,0,32,76,13,58,5.0,1468756,35.0184,nan,1.468756,nan,5,5832,1445800,10,0,0,5,660,320,80,340,85,165,5,16464,98,5
30,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,0,562500.0,43.97251155981201,25.147438894314945,74,148,0,7,148,0,7,-105.0,70.5,-47.5,192878,143,0,32,74,14,54,5.0,2054540,37.07294,nan,2.05454,nan,7,5472,2024120,14,0,0,7,924,448,112,476,119,231,7,24024,143,7
31,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,0,562500.0,43.304521538568686,20.057312415656693,68,136,0,4,136,0,4,-105.0,70.5,-47.5,192878,138,0,32,68,14,52,5.0,1184384,38.257324,nan,1.184384,nan,4,4032,1156640,8,0,0,4,528,256,64,272,68,132,4,23184,138,4
32,-47.5,57.5,130,65,0,0.0,0.0,0,0.0,57.5,1,562500.0,43.52536501571099,38.55086068414296,65,130,1,2,130,0,3,-105.0,70.5,-47.5,192878,188,0,32,65,14,47,5.0,614488,38.871812,nan,0.614488,nan,2,4320,578320,4,0,0,2,264,128,32,136,34,66,2,31584,188,2
33,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,0,470814.36401364394,23.852830181530077,5.599348803134625,71,142,0,9,142,0,9,-105.0,70.5,-47.5,192878,193,0,32,71,13,51,5.0,2641164,41.512976,nan,2.641164,nan,9,5112,2602440,18,0,0,9,1188,576,144,612,153,297,9,32424,193,9
34,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.2106819152832,60.2106819152832,81,162,0,1,162,0,1,-105.0,70.5,-47.5,192878,167,0,32,81,15,69,5.0,321956,41.834932,nan,0.321956,nan,1,4608,289160,2,0,0,1,132,64,16,68,17,33,1,28056,167,1
35,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,1,562500.0,39.92097223747539,19.508940453047998,86,172,1,6,172,0,7,-105.0,70.5,-47.5,192878,164,0,32,86,15,72,5.0,1769424,43.604356,nan,1.769424,nan,6,6120,1734960,12,0,0,6,792,384,96,408,102,198,6,27552,164,6
36,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,2,562500.0,33.94731956073399,18.890628143504028,94,188,2,4,188,0,6,-105.0,70.5,-47.5,192878,172,0,32,94,17,78,5.0,1191392,44.795748,nan,1.191392,nan,4,5328,1156640,8,0,0,4,528,256,64,272,68,132,4,28896,172,4
37,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.95624117118698,59.31257629394531,99,198,0,5,198,0,5,-105.0,70.5,-47.5,192878,193,0,32,99,16,82,5.0,1484716,46.280464,nan,1.484716,nan,5,5832,1445800,10,0,0,5,660,320,80,340,85,165,5,32424,193,5
38,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.039626009816104,36.64613436458646,98,196,0,6,196,0,6,-105.0,70.5,-47.5,192878,166,0,32,98,16,85,5.0,1769472,48.049936,nan,1.769472,nan,6,5832,1734960,12,0,0,6,792,384,96,408,102,198,6,27888,166,6
39,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,0,562500.0,25.14077205328289,19.744604878864717,95,190,0,3,190,0,3,-105.0,70.5,-47.5,192878,146,0,32,95,14,83,5.0,897228,48.947164,nan,0.897228,nan,3,4824,867480,6,0,0,3,396,192,48,204,51,99,3,24528,146,3
40,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.6051884529887,24.857727104603367,91,182,0,5,182,0,5,-105.0,70.5,-47.5,192878,149,0,32,91,15,77,5.0,1476964,50.424128,nan,1.476964,nan,5,5472,1445800,10,0,0,5,660,320,80,340,85,165,5,25032,149,5
41,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,0,562500.0,46.18039090628265,20.121681434603857,89,178,0,4,178,0,4,-105.0,70.5,-47.5,192878,118,0,32,89,14,77,5.0,1181960,51.606088,nan,1.18196,nan,4,4968,1156640,8,0,0,4,528,256,64,272,68,132,4,19824,118,4
42,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,0,562500.0,38.99891152135936,37.585781961761725,86,172,0,2,172,0,2,-105.0,70.5,-47.5,192878,70,0,32,86,15,69,5.0,595024,52.201112,nan,0.595024,nan,2,4680,578320,4,0,0,2,264,128,32,136,34,66,2,11760,70,2
43,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,1,562500.0,64.77366638183594,61.78441619873047,82,164,1,2,164,0,3,-105.0,70.5,-47.5,192878,101,0,32,82,14,61,5.0,600304,52.801416,nan,0.600304,nan,2,4752,578320,4,0,0,2,264,128,32,136,34,66,2,16968,101,2
44,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,2,562500.0,44.145134201043604,36.61184974797808,81,162,2,5,162,0,7,-105.0,70.5,-47.5,192878,134,0,32,81,12,55,5.0,1474228,54.275644,nan,1.474228,nan,5,5256,1445800,10,0,0,5,660,320,80,340,85,165,5,22512,134,5
45,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.72929794286448,31.740342273013503,79,158,0,5,158,0,5,-105.0,70.5,-47.5,192878,175,0,32,79,15,61,5.0,1481188,55.756832,nan,1.481188,nan,5,5328,1445800,10,0,0,5,660,320,80,340,85,165,5,29400,175,5
46,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.07313236375179,34.80619929100339,87,174,0,3,174,0,3,-105.0,70.5,-47.5,192878,107,0,32,87,15,69,5.0,891180,56.648012,nan,0.89118,nan,3,5328,867480,6,0,0,3,396,192,48,204,51,99,3,17976,107,3
47,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,1,562500.0,33.4089056669618,22.744543673837434,91,182,1,4,182,0,5,-105.0,70.5,-47.5,192878,251,0,32,91,16,70,5.0,1205888,57.8539,nan,1.205888,nan,4,6552,1156640,8,0,0,4,528,256,64,272,68,132,4,42168,251,4
48,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.35240823481424,19.0767444892058,97,194,0,7,194,0,7,-105.0,70.5,-47.5,192878,181,0,32,97,15,82,5.0,2062796,59.916696,nan,2.062796,nan,7,7344,2024120,14,0,0,7,924,448,112,476,119,231,7,30408,181,7
49,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,0,562500.0,53.574010625601765,38.22602483229592,94,188,0,3,188,0,3,-105.0,70.5,-47.5,192878,148,0,32,94,14,72,5.0,899436,60.816132,nan,0.899436,nan,3,6696,867480,6,0,0,3,396,192,48,204,51,99,3,24864,148,3
50,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.85889770385061,20.46287525217167,95,190,2,3,190,0,5,-105.0,70.5,-47.5,192878,86,0,32,95,13,74,5.0,889524,61.705656,nan,0.889524,nan,3,7200,867480,6,0,0,3,396,192,48,204,51,99,3,14448,86,3
51,-47.5,57.5,192,96,0,0.0,0.0,0,0.0,57.5,0,562500.0,66.51020908355713,59.01374435424805,96,192,0,2,192,0,2,-105.0,70.5,-47.5,192878,132,0,32,96,14,76,5.0,607024,62.31268,nan,0.607024,nan,2,6264,578320,4,0,0,2,264,128,32,136,34,66,2,22176,132,2
52,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,1,562500.0,50.26761925381574,36.288661946539484,98,196,1,4,196,0,5,-105.0,70.5,-47.5,192878,190,0,32,98,14,80,5.0,1196504,63.509184,nan,1.196504,nan,4,7416,1156640,8,0,0,4,528,256,64,272,68,132,4,31920,190,4
53,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,2,562500.0,55.876973096083745,44.412956306906636,103,206,2,4,206,0,6,-105.0,70.5,-47.5,192878,236,0,32,103,16,87,5.0,1204376,64.71356,nan,1.204376,nan,4,7560,1156640,8,0,0,4,528,256,64,272,68,132,4,39648,236,4
54,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.93739700317383,61.342098236083984,102,204,0,3,204,0,3,-105.0,70.5,-47.5,192878,154,0,32,102,13,82,5.0,900588,65.614148,nan,0.900588,nan,3,6840,867480,6,0,0,3,396,192,48,204,51,99,3,25872,154,3
55,-47.5,57.5,238,119,0,0.0,0.0,0,0.0,57.5,1,562500.0,47.267247931474984,35.21511746140508,119,238,1,4,238,0,5,-105.0,70.5,-47.5,192878,140,0,32,119,13,103,5.0,1189112,66.80326,nan,1.189112,nan,4,8424,1156640,8,0,0,4,528,256,64,272,68,132,4,23520,140,4
56,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.33375877506996,19.17178686771021,114,228,2,5,228,0,7,-105.0,70.5,-47.5,192878,211,0,32,114,16,98,5.0,1490044,68.293304,nan,1.490044,nan,5,8136,1445800,10,0,0,5,660,320,80,340,85,165,5,35448,211,5
57,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,0,562500.0,51.32891042033443,44.02801782048621,114,228,0,3,228,0,3,-105.0,70.5,-47.5,192878,220,0,32,114,13,96,5.0,912900,69.206204,nan,0.9129,nan,3,8064,867480,6,0,0,3,396,192,48,204,51,99,3,36960,220,3
58,-47.5,57.5,232,116,0,0.0,0.0,0,0.0,57.5,2,562500.0,46.95852366452956,21.489236094780374,116,232,2,4,232,0,6,-105.0,70.5,-47.5,192878,181,0,32,116,15,99,5.0,1195496,70.4017,nan,1.195496,nan,4,7920,1156640,8,0,0,4,528,256,64,272,68,132,4,30408,181,4
59,-47.5,57.5,226,113,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.279617734206546,37.16583213876521,113,226,0,5,226,0,5,-105.0,70.5,-47.5,192878,182,0,32,113,13,96,5.0,1485028,71.886728,nan,1.485028,nan,5,7992,1445800,10,0,0,5,660,320,80,340,85,165,5,30576,182,5
60,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,1,562500.0,47.10384606398147,29.978508006542235,106,212,1,4,212,0,5,-105.0,70.5,-47.5,192878,149,0,32,106,13,90,5.0,1189400,73.076128,nan,1.1894,nan,4,7200,1156640,8,0,0,4,528,256,64,272,68,132,4,25032,149,4
61,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,0,562500.0,49.333068820691025,38.13666578875078,114,228,0,4,228,0,4,-105.0,70.5,-47.5,192878,259,0,32,114,14,93,5.0,1207664,74.283792,nan,1.207664,nan,4,6984,1156640,8,0,0,4,528,256,64,272,68,132,4,43512,259,4
62,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,1,562500.0,52.50229011774127,37.77184962898028,111,222,1,4,222,0,5,-105.0,70.5,-47.5,192878,315,0,32,111,15,95,5.0,1216712,75.500504,nan,1.216712,nan,4,6624,1156640,8,0,0,4,528,256,64,272,68,132,4,52920,315,4
63,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,1,562500.0,50.85593483319085,31.58632592286867,105,210,1,4,210,0,5,-105.0,70.5,-47.5,192878,275,0,32,105,16,94,5.0,1209704,76.710208,nan,1.209704,nan,4,6336,1156640,8,0,0,4,528,256,64,272,68,132,4,46200,275,4
64,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.88998328011389,37.491776913336125,91,182,1,6,182,0,7,-105.0,70.5,-47.5,192878,239,0,32,91,15,76,5.0,1781736,78.491944,nan,1.781736,nan,6,5832,1734960,12,0,0,6,792,384,96,408,102,198,6,40152,239,6
65,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.7057843208313,57.912227630615234,93,186,0,4,186,0,4,-105.0,70.5,-47.5,192878,261,0,32,93,14,79,5.0,1206344,79.698288,nan,1.206344,nan,4,5328,1156640,8,0,0,4,528,256,64,272,68,132,4,43848,261,4
66,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.83393777954938,36.285478882083716,91,182,0,2,182,0,2,-105.0,70.5,-47.5,192878,262,0,32,91,14,70,5.0,628216,80.326504,nan,0.628216,nan,2,5616,578320,4,0,0,2,264,128,32,136,34,66,2,44016,262,2
67,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,0,562500.0,27.817496760370535,21.75394810256226,89,178,0,2,178,0,2,-105.0,70.5,-47.5,192878,190,0,32,89,15,79,5.0,616624,80.943128,nan,0.616624,nan,2,6120,578320,4,0,0,2,264,128,32,136,34,66,2,31920,190,2
68,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,2,562500.0,39.35285704369769,22.474543586194727,84,168,2,6,168,0,8,-105.0,70.5,-47.5,192878,272,0,32,84,15,69,5.0,1788360,82.731488,nan,1.78836,nan,6,6912,1734960,12,0,0,6,792,384,96,408,102,198,6,45696,272,6
69,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,1,562500.0,44.78868690600762,29.98325603742515,85,170,1,6,170,0,7,-105.0,70.5,-47.5,192878,172,0,32,85,14,75,5.0,1770336,84.501824,nan,1.770336,nan,6,5688,1734960,12,0,0,6,792,384,96,408,102,198,6,28896,172,6
70,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.82972989635125,58.705042701527034,85,170,1,2,170,0,3,-105.0,70.5,-47.5,192878,286,0,32,85,16,72,5.0,631744,85.133568,nan,0.631744,nan,2,5112,578320,4,0,0,2,264,128,32,136,34,66,2,48048,286,2
71,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,2,562500.0,39.04269383713912,24.522681513688983,81,162,2,4,162,0,6,-105.0,70.5,-47.5,192878,315,0,32,81,16,67,5.0,1215776,86.349344,nan,1.215776,nan,4,5688,1156640,8,0,0,4,528,256,64,272,68,132,4,52920,315,4
72,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.95172485732278,24.07737894599565,81,162,0,4,162,0,4,-105.0,70.5,-47.5,192878,286,0,32,81,15,64,5.0,1211192,87.560536,nan,1.211192,nan,4,5976,1156640,8,0,0,4,528,256,64,272,68,132,4,48048,286,4
73,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.71146159319261,48.426017596953855,81,162,1,4,162,0,5,-105.0,70.5,-47.5,192878,213,0,32,81,15,62,5.0,1199432,88.759968,nan,1.199432,nan,4,6480,1156640,8,0,0,4,528,256,64,272,68,132,4,35784,213,4
74,-47.5,57.5,156,78,0,0.0,0.0,0,0.0,57.5,0,562500.0,48.89161821489662,39.2840457639711,78,156,0,3,156,0,3,-105.0,70.5,-47.5,192878,181,0,32,78,12,50,5.0,904188,89.664156,nan,0.904188,nan,3,5904,867480,6,0,0,3,396,192,48,204,51,99,3,30408,181,3
75,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,1,562500.0,39.283849369016835,18.450888980738927,76,152,1,4,152,0,5,-105.0,70.5,-47.5,192878,180,0,32,76,12,58,5.0,1193240,90.857396,nan,1.19324,nan,4,5832,1156640,8,0,0,4,528,256,64,272,68,132,4,30240,180,4
76,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,2,562500.0,49.25519439638618,38.23191645146129,76,152,2,3,152,0,5,-105.0,70.5,-47.5,192878,193,0,32,76,14,67,5.0,906492,91.763888,nan,0.906492,nan,3,6192,867480,6,0,0,3,396,192,48,204,51,99,3,32424,193,3
77,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,0,562500.0,51.90435939300015,29.992750705086053,73,146,0,5,146,0,5,-105.0,70.5,-47.5,192878,225,0,32,73,16,61,5.0,1490524,93.254412,nan,1.490524,nan,5,6264,1445800,10,0,0,5,660,320,80,340,85,165,5,37800,225,5
