step,eval_is_final,eval_n_pairs_per_zone,expert_bank_coverage_recalculations,expert_bank_manifest_records,expert_bank_max_size,expert_bank_mean_size,expert_bank_model_transfers,expert_bank_unique_versions,greedy_active_experienced_models,greedy_coverage_at_0_5,greedy_feasible_coverage_at_0_5,greedy_feasible_rmse,greedy_infeasible_leakage_at_0_5,greedy_infeasible_rmse,greedy_max_capsules,greedy_max_experience,greedy_mean_capsules,greedy_mean_confidence,greedy_mean_experience,greedy_mean_model_rmse,greedy_non_feasible_false_positive_rate,greedy_predicted_feasible_fraction,greedy_total
5,0,10000,0,0,1,1.0,0,1,1,0.1377,0.2750152222447737,33.40462371785802,0.004336684407648335,2.3681244954730594,17528,3769,17528.0,0.1377,3769.0,23.50815773010254,0.004336684407648335,0.1377,23.50815815839259
10,1,10000,0,0,1,1.0,0,1,1,0.2515,0.48812664907651715,28.0473591192113,0.02168342203824167,4.872619739156009,22136,8127,22136.0,0.2515,8127.0,19.990724563598633,0.02168342203824167,0.2515,19.990725349521462
