step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,0,0,88,88,88
2,0,0,9,97,9
3,0,0,13,110,13
4,0,0,10,120,10
5,0,0,5,125,5
6,0,0,13,138,13
7,0,0,14,152,14
8,0,0,11,163,11
9,0,0,18,181,18
10,0,0,10,191,10
11,0,0,13,204,13
12,0,0,13,217,13
13,0,0,15,232,15
14,0,0,11,243,11
15,0,0,9,252,9
16,0,0,10,262,10
17,0,0,9,271,9
18,0,0,24,295,24
19,0,0,18,313,18
20,0,0,10,323,10
21,0,0,12,335,12
22,0,0,8,343,8
23,0,0,14,357,14
24,0,0,14,371,14
25,0,0,7,378,7
26,0,0,12,390,12
27,0,0,14,404,14
28,0,0,19,423,19
29,0,0,18,441,18
30,0,0,18,459,18
31,0,0,11,470,11
32,0,0,13,483,13
33,0,0,18,501,18
34,0,0,17,518,17
35,0,0,11,529,11
36,0,0,7,536,7
37,0,0,17,553,17
38,0,0,18,571,18
39,0,0,19,590,19
40,0,0,14,604,14
41,0,0,19,623,19
42,0,0,19,642,19
43,0,0,15,657,15
44,0,0,10,667,10
45,0,0,11,678,11
46,0,0,16,694,16
47,0,0,25,719,25
48,0,0,22,741,22
49,0,0,21,762,21
50,0,0,16,778,16
51,0,0,8,786,8
52,0,0,6,792,6
53,0,0,11,803,11
54,0,0,9,812,9
55,0,0,15,827,15
56,0,0,13,840,13
57,0,0,16,856,16
58,0,0,18,874,18
59,0,0,16,890,16
60,0,0,9,899,9
61,0,0,15,914,15
62,0,0,14,928,14
63,0,0,9,937,9
64,0,0,21,958,21
65,0,0,23,981,23
66,0,0,15,996,15
67,0,0,24,1020,24
68,0,0,17,1037,17
69,0,0,7,1044,7
70,0,0,14,1058,14
71,0,0,13,1071,13
72,0,0,8,1079,8
73,0,0,10,1089,10
74,0,0,9,1098,9
75,0,0,12,1110,12
76,0,0,17,1127,17
77,0,0,14,1141,14
78,0,0,15,1156,15
79,0,0,15,1171,15
80,0,0,11,1182,11
81,0,0,18,1200,18
82,0,0,12,1212,12
83,0,0,14,1226,14
84,0,0,15,1241,15
85,0,0,22,1263,22
86,0,0,19,1282,19
87,0,0,17,1299,17
88,0,0,13,1312,13
89,0,0,11,1323,11
90,0,0,7,1330,7
91,0,0,12,1342,12
92,0,0,17,1359,17
93,0,0,13,1372,13
94,0,0,9,1381,9
95,0,0,20,1401,20
96,0,0,20,1421,20
97,0,0,11,1432,11
98,0,0,18,1450,18
99,0,0,15,1465,15
100,0,0,9,1474,9
101,0,0,9,1483,9
102,0,0,9,1492,9
103,0,0,11,1503,11
104,0,0,10,1513,10
105,0,0,16,1529,16
106,0,0,11,1540,11
107,0,0,11,1551,11
108,0,0,10,1561,10
109,0,0,8,1569,8
110,0,0,9,1578,9
111,0,0,9,1587,9
112,0,0,16,1603,16
113,0,0,14,1617,14
114,0,0,18,1635,18
115,0,0,10,1645,10
116,0,0,12,1657,12
117,0,0,20,1677,20
118,0,0,15,1692,15
119,0,0,10,1702,10
120,0,0,14,1716,14
121,0,0,12,1728,12
122,0,0,8,1736,8
123,0,0,10,1746,10
124,0,0,21,1767,21
125,0,0,11,1778,11
126,0,0,9,1787,9
127,0,0,11,1798,11
128,0,0,4,1802,4
129,0,0,11,1813,11
130,0,0,7,1820,7
131,0,0,10,1830,10
132,0,0,12,1842,12
133,0,0,12,1854,12
134,0,0,14,1868,14
135,0,0,12,1880,12
136,0,0,9,1889,9
137,0,0,13,1902,13
138,0,0,12,1914,12
139,0,0,8,1922,8
140,0,0,11,1933,11
141,0,0,9,1942,9
142,0,0,14,1956,14
143,0,0,16,1972,16
144,0,0,12,1984,12
145,0,0,17,2001,17
146,0,0,12,2013,12
147,0,0,17,2030,17
148,0,0,13,2043,13
149,0,0,12,2055,12
150,0,0,20,2075,20
151,0,0,7,2082,7
152,0,0,11,2093,11
153,0,0,12,2105,12
154,0,0,20,2125,20
155,0,0,15,2140,15
156,0,0,20,2160,20
157,0,0,13,2173,13
158,0,0,10,2183,10
159,0,0,15,2198,15
160,0,0,11,2209,11
161,0,0,20,2229,20
162,0,0,21,2250,21
163,0,0,10,2260,10
164,0,0,19,2279,19
165,0,0,12,2291,12
166,0,0,15,2306,15
167,0,0,12,2318,12
168,0,0,14,2332,14
169,0,0,10,2342,10
170,0,0,19,2361,19
171,0,0,9,2370,9
172,0,0,17,2387,17
173,0,0,17,2404,17
174,0,0,21,2425,21
175,0,0,12,2437,12
176,0,0,19,2456,19
177,0,0,18,2474,18
178,0,0,17,2491,17
179,0,0,22,2513,22
180,0,0,20,2533,20
181,0,0,23,2556,23
182,0,0,21,2577,21
183,0,0,20,2597,20
184,0,0,11,2608,11
185,0,0,9,2617,9
186,0,0,10,2627,10
187,0,0,11,2638,11
188,0,0,11,2649,11
189,0,0,10,2659,10
190,0,0,20,2679,20
191,0,0,17,2696,17
192,0,0,18,2714,18
193,0,0,20,2734,20
194,0,0,19,2753,19
195,0,0,22,2775,22
196,0,0,17,2792,17
197,0,0,11,2803,11
198,0,0,23,2826,23
199,0,0,16,2842,16
200,0,0,20,2862,20
201,0,0,21,2883,21
202,0,0,18,2901,18
203,0,0,13,2914,13
204,0,0,16,2930,16
205,0,0,19,2949,19
206,0,0,14,2963,14
207,0,0,10,2973,10
208,0,0,13,2986,13
209,0,0,11,2997,11
210,0,0,20,3017,20
211,0,0,19,3036,19
212,0,0,22,3058,22
213,0,0,16,3074,16
214,0,0,20,3094,20
215,0,0,16,3110,16
216,0,0,8,3118,8
217,0,0,12,3130,12
218,0,0,9,3139,9
219,0,0,17,3156,17
220,0,0,24,3180,24
221,0,0,17,3197,17
222,0,0,11,3208,11
223,0,0,11,3219,11
224,0,0,16,3235,16
225,0,0,11,3246,11
226,0,0,16,3262,16
227,0,0,9,3271,9
