step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,88,0.003260841,0.119138003,0.115877162,0.116112744,-0.241123677,88
2,9,0.264340968,0.112891563,0.255558579,0.360558012,0.287428064,97
3,13,0.145487564,0.075182915,0.146516089,0.240268702,0.451781185,110
4,10,0.341149933,0.073208012,0.349946878,0.476758926,-0.034522919,120
5,5,0.219313414,0.030041018,0.224966869,0.302492397,0.586929658,125
6,13,0.553351387,0.038723001,0.537090263,0.720911367,0.646206110,138
7,14,0.543527625,0.041684438,0.543560443,0.733915816,0.312207415,152
8,11,0.785839565,0.024184646,0.783372013,1.159406986,0.150455407,163
9,18,0.725928260,0.066526504,0.702312834,0.909955153,0.036294187,181
10,10,1.279650033,0.039052385,1.263464124,1.703736124,0.452269947,191
11,13,0.728408528,0.064209947,0.699097183,0.936116027,0.016999502,204
12,13,0.565535013,0.080431048,0.555057511,0.703570423,-0.047605272,217
13,15,1.004791155,0.102120471,0.946268394,1.217079327,0.427961569,232
14,11,1.944653003,0.137293646,1.810389063,2.452903988,0.581988669,243
15,9,1.350889907,0.136583282,1.292678699,1.859630945,0.054222295,252
16,10,0.803102247,0.141336818,0.727818436,1.007785645,-0.155790528,262
17,9,1.213876530,0.199416595,1.031216753,1.254019116,-0.039547461,271
18,24,1.257465225,0.200361278,1.076399571,1.811396899,0.325601007,295
19,18,0.703301423,0.242499652,0.600246393,0.769756966,-0.414283430,313
20,10,0.628494412,0.233905648,0.555631286,0.773850789,-0.298510561,323
21,12,1.065840705,0.254785968,1.038960801,1.440725512,-0.593557465,335
22,8,0.517509070,0.328181365,0.417413475,0.504861283,0.127116034,343
23,14,0.859772684,0.268394286,0.648910662,0.891193476,0.024050558,357
24,14,1.283824642,0.282234117,1.040073862,1.521260194,0.190335346,371
25,7,1.400775703,0.239861442,1.279862781,2.671684199,0.120506205,378
26,12,1.476555076,0.303289872,1.264406110,1.897787232,0.390900327,390
27,14,1.138495171,0.347034393,1.053943021,1.862912199,-0.537179562,404
28,19,1.095456055,0.363089648,0.810661945,1.870561877,-0.032972644,423
29,18,1.163017654,0.397663058,1.016217003,2.464943781,-0.259293294,441
30,18,0.664647961,0.341228049,0.590570565,0.817463479,-0.221425466,459
31,11,0.815826903,0.387815321,0.665362630,1.016635975,0.297757245,470
32,13,1.254550505,0.326701898,1.189668786,1.807306454,0.020999490,483
33,18,1.422585811,0.370352707,1.266539715,2.251549342,-0.272886501,501
34,17,2.833424647,0.391568965,2.472619992,3.549425583,0.106998776,518
35,11,1.244794947,0.340225934,1.065294561,1.545630409,0.155353223,529
36,7,1.025006298,0.401137286,0.830652306,1.058722560,0.047127817,536
37,17,1.722698395,0.360602857,1.452279628,1.982074454,-0.015397344,553
38,18,1.480314509,0.499768018,1.055536389,1.507008280,-0.030507658,571
39,19,2.451377450,0.445077013,2.130588815,3.282975486,-0.249761701,590
40,14,2.067985809,0.421892889,1.725784971,2.442809534,-0.385588041,604
41,19,1.493419582,0.348200634,1.309240712,2.089498821,-0.129875261,623
42,19,2.664004316,0.409416579,2.374746000,3.603639218,-0.463003926,642
43,15,1.887460126,0.291022038,1.796737710,3.697792485,-0.000222713,657
44,10,0.766688252,0.404580244,0.588499435,0.969621531,0.384559631,667
45,11,1.239090053,0.420235687,1.026457360,1.568644307,0.392098737,678
46,16,1.421685436,0.516160431,1.046348786,1.482507129,0.045309870,694
47,25,1.443341113,0.514307443,1.170317364,1.589919853,-0.215018150,719
48,22,2.238282568,0.451195702,1.868073788,2.773557887,-0.018360563,741
49,21,1.369124316,0.457492146,1.169794572,1.472781802,-0.002156938,762
50,16,1.687239187,0.434186400,1.330712730,1.689415505,0.117185278,778
51,8,3.313614309,0.543694504,3.280574799,5.369504444,-0.711673775,786
52,6,4.594942825,0.322642644,4.323542627,6.232497355,0.044869773,792
53,11,1.481103614,0.447061436,1.387155408,2.338790638,-0.059318762,803
54,9,1.761677118,0.551261428,1.459185604,1.955929876,0.288310295,812
55,15,0.929743073,0.366561020,0.693754866,1.244064602,0.265194662,827
56,13,1.568151003,0.556325473,1.237986141,2.029667712,-0.179407823,840
57,16,1.302563681,0.448415066,1.035595358,1.659508661,-0.019409982,856
58,18,1.019848971,0.453559932,0.721605665,1.188012670,0.110674342,874
59,16,2.363079924,0.511433548,2.029358437,2.939910086,-0.028890750,890
60,9,1.789804916,0.453166837,1.667458487,2.355955752,-0.168968919,899
61,15,2.708749758,0.461891753,2.366828140,3.767788410,0.070847979,914
62,14,1.044249777,0.550946659,1.000132125,1.360590334,-0.044094652,928
63,9,1.697535878,0.651836039,1.335328494,2.058028456,0.028334169,937
64,21,0.999028223,0.671728170,0.658734722,0.979900831,-0.161818312,958
65,23,1.163943453,0.658291604,0.818347487,1.301956431,-0.261337013,981
66,15,1.600895606,0.639404298,1.234125587,1.819928921,-0.276043335,996
67,24,1.930638486,0.577450630,1.685201757,3.052547541,-0.082902246,1020
68,17,1.829529085,0.575418192,1.644252362,2.758857982,-0.361611981,1037
69,7,1.485429951,0.511159433,1.349918534,1.816202906,0.022604252,1044
70,14,1.706023272,0.552400959,1.458751426,2.362349194,-0.193762250,1058
71,13,1.612171627,0.590419775,1.269893713,2.145238160,-0.039014807,1071
72,8,1.658568543,0.431079744,1.227488798,2.002730673,0.434889129,1079
73,10,2.357709927,0.575910522,2.112171806,3.180378440,-0.357160296,1089
74,9,1.878931026,0.594771031,1.649621676,2.637240253,0.109194633,1098
75,12,0.769688428,0.365907263,0.613751162,0.910829227,0.322466147,1110
76,17,1.030728882,0.639242738,0.697508567,0.874783041,0.025663138,1127
77,14,1.596043857,0.505026522,1.466137752,2.167229526,-0.143233208,1141
78,15,0.775788157,0.560558431,0.680982085,0.900671612,-0.353354227,1156
79,15,0.991993751,0.630985843,0.765578871,1.077623670,0.176992321,1171
80,11,0.907324229,0.487734206,0.783156779,1.157713795,-0.001118301,1182
81,18,0.920900647,0.589723572,0.726242501,1.206937627,0.212535332,1200
82,12,2.015930625,0.632816050,1.692266940,2.205267381,-0.301419508,1212
83,14,2.172461685,0.665702505,2.309420929,4.108130445,-0.381517887,1226
84,15,0.769028577,0.645297786,0.558754008,0.735024728,0.178240391,1241
85,22,0.924375230,0.545102795,0.891234624,1.401000714,-0.057539386,1263
86,19,1.376368207,0.545321292,1.170874762,1.810094228,-0.146675454,1282
87,17,2.061812357,0.664143887,1.812707055,3.077047746,-0.561538751,1299
88,13,1.659751808,0.499661789,1.443316905,1.813851215,-0.093799960,1312
89,11,1.375818843,0.622504087,1.097965053,1.766273804,-0.197833347,1323
90,7,1.394269283,0.340232223,1.160312601,1.688472607,0.584801274,1330
91,12,1.495956375,0.420870790,1.285149335,2.061889213,0.371467176,1342
92,17,0.894959356,0.510974624,0.795653796,1.027277339,-0.178413998,1359
93,13,1.732130473,0.557558201,1.546651202,2.148366459,0.185918461,1372
94,9,0.615124505,0.472917409,0.737066418,1.123988854,-0.227148300,1381
95,20,1.119579861,0.591581981,0.999178703,1.770882658,-0.313812092,1401
96,20,1.401075621,0.367351873,1.236799529,1.759649814,-0.302054159,1421
97,11,0.957318291,0.440649729,0.771162587,1.468893869,0.123102677,1432
98,18,1.903185215,0.473532728,1.696587367,3.335549140,-0.168964741,1450
99,15,1.805373184,0.525663657,1.737682328,2.863699412,-0.391398916,1465
100,9,2.273956347,0.616348527,2.172235711,2.885045608,-0.671611958,1474
101,9,2.577788046,0.503374298,2.074413747,3.846645641,-0.151258202,1483
102,9,1.949440901,0.492831942,1.616112059,2.441410390,-0.150348368,1492
103,11,1.765404304,0.602391135,1.547431082,2.131174067,-0.541764736,1503
104,10,1.354743761,0.727942994,1.260882737,1.887510340,-0.773497002,1513
105,16,1.390121473,0.505741122,1.075620784,1.912181643,0.055426273,1529
106,11,1.851426814,0.704153874,1.877866113,2.608323514,-0.540338658,1540
107,11,1.184494478,0.480341911,0.985477759,1.214457573,0.033865716,1551
108,10,0.470213934,0.647285661,0.486516139,0.566440020,-0.148945751,1561
109,8,1.487891028,0.637708453,1.114645514,1.580204587,0.196845181,1569
110,9,1.213946877,0.703478461,0.978523496,1.523172816,-0.195144929,1578
