step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,87,87,85,4.099168,4.099168,0,4087608,0,0
2,2445,4890,11,11,11,0.51832,4.617488,0,516824,0,0
3,2469,4938,9,9,7,0.423808,5.041296,0,422856,0,0
4,2401,4802,9,9,9,0.42408,5.465376,0,422856,0,0
5,2489,4978,6,6,6,0.28272,5.748096,0,281904,0,0
6,2714,5428,7,7,7,0.32984,6.077936,0,328888,0,0
7,2852,5704,8,8,8,0.37696,6.454896,0,375872,0,0
8,2837,5674,10,10,10,0.4712,6.926096,0,469840,0,0
9,2809,5618,15,15,15,0.7068,7.632896,0,704760,0,0
10,2728,5456,7,7,7,0.32984,7.962736,0,328888,0,0
11,2658,5316,8,8,8,0.37696,8.339696,0,375872,0,0
12,2645,5290,9,9,9,0.42408,8.763776,0,422856,0,0
13,2570,5140,12,12,12,0.56544,9.329216,0,563808,0,0
14,2448,4896,9,9,9,0.42408,9.753296,0,422856,0,0
15,2515,5030,9,9,9,0.42408,10.177376,0,422856,0,0
16,2476,4952,7,7,7,0.32984,10.507216,0,328888,0,0
17,2669,5338,9,9,9,0.42408,10.931296,0,422856,0,0
18,2887,5774,13,13,13,0.61256,11.543856,0,610792,0,0
19,2923,5846,10,10,10,0.4712,12.015056,0,469840,0,0
20,2937,5874,6,6,6,0.28272,12.297776,0,281904,0,0
21,2834,5668,11,11,10,0.518184,12.81596,0,516824,0,0
22,2758,5516,10,10,10,0.4712,13.28716,0,469840,0,0
23,2819,5638,8,8,8,0.37696,13.66412,0,375872,0,0
24,3034,6068,12,12,12,0.56544,14.22956,0,563808,0,0
25,3114,6228,7,7,7,0.32984,14.5594,0,328888,0,0
26,3155,6310,6,6,6,0.28272,14.84212,0,281904,0,0
27,3435,6870,7,7,7,0.32984,15.17196,0,328888,0,0
28,3277,6554,12,12,12,0.56544,15.7374,0,563808,0,0
29,3469,6938,15,15,15,0.7068,16.4442,0,704760,0,0
30,3363,6726,12,12,12,0.56544,17.00964,0,563808,0,0
31,3345,6690,10,10,10,0.4712,17.48084,0,469840,0,0
32,3188,6376,15,15,15,0.7068,18.18764,0,704760,0,0
33,3061,6122,16,16,16,0.75392,18.94156,0,751744,0,0
34,3182,6364,5,5,5,0.2356,19.17716,0,234920,0,0
35,3241,6482,11,11,11,0.51832,19.69548,0,516824,0,0
36,3437,6874,5,5,5,0.2356,19.93108,0,234920,0,0
37,3581,7162,14,14,14,0.65968,20.59076,0,657776,0,0
38,3496,6992,6,6,6,0.28272,20.87348,0,281904,0,0
39,3434,6868,10,10,10,0.4712,21.34468,0,469840,0,0
40,3331,6662,6,6,6,0.28272,21.6274,0,281904,0,0
41,3788,7576,14,14,14,0.65968,22.28708,0,657776,0,0
42,3805,7610,9,9,9,0.42408,22.71116,0,422856,0,0
43,3852,7704,12,12,11,0.565304,23.276464,0,563808,0,0
44,4061,8122,8,8,8,0.37696,23.653424,0,375872,0,0
45,4226,8452,6,6,6,0.28272,23.936144,0,281904,0,0
46,4392,8784,8,8,8,0.37696,24.313104,0,375872,0,0
47,4462,8924,19,19,19,0.89528,25.208384,0,892696,0,0
48,4511,9022,16,16,16,0.75392,25.962304,0,751744,0,0
49,4231,8462,14,14,14,0.65968,26.621984,0,657776,0,0
50,4357,8714,17,17,17,0.80104,27.423024,0,798728,0,0
51,4481,8962,6,6,6,0.28272,27.705744,0,281904,0,0
52,4400,8800,8,8,8,0.37696,28.082704,0,375872,0,0
53,4341,8682,8,8,8,0.37696,28.459664,0,375872,0,0
54,4185,8370,6,6,6,0.28272,28.742384,0,281904,0,0
55,4303,8606,5,5,5,0.2356,28.977984,0,234920,0,0
56,4436,8872,13,13,13,0.61256,29.590544,0,610792,0,0
57,4746,9492,19,19,19,0.89528,30.485824,0,892696,0,0
58,5132,10264,19,19,19,0.89528,31.381104,0,892696,0,0
59,5384,10768,10,10,10,0.4712,31.852304,0,469840,0,0
60,5477,10954,7,7,7,0.32984,32.182144,0,328888,0,0
61,5747,11494,6,6,6,0.28272,32.464864,0,281904,0,0
62,5591,11182,8,8,8,0.37696,32.841824,0,375872,0,0
63,5443,10886,9,9,9,0.42408,33.265904,0,422856,0,0
64,5218,10436,10,10,10,0.4712,33.737104,0,469840,0,0
65,4486,8972,18,18,18,0.84816,34.585264,0,845712,0,0
66,3998,7996,20,20,20,0.9424,35.527664,0,939680,0,0
67,3965,7930,16,16,16,0.75392,36.281584,0,751744,0,0
68,3623,7246,13,13,13,0.61256,36.894144,0,610792,0,0
69,3533,7066,3,3,3,0.14136,37.035504,0,140952,0,0
70,3644,7288,8,8,8,0.37696,37.412464,0,375872,0,0
71,3756,7512,7,7,7,0.32984,37.742304,0,328888,0,0
72,3767,7534,3,3,3,0.14136,37.883664,0,140952,0,0
73,3793,7586,5,5,5,0.2356,38.119264,0,234920,0,0
74,3984,7968,12,12,11,0.565304,38.684568,0,563808,0,0
75,4216,8432,7,7,7,0.32984,39.014408,0,328888,0,0
76,4420,8840,11,11,11,0.51832,39.532728,0,516824,0,0
77,4540,9080,13,13,13,0.61256,40.145288,0,610792,0,0
78,4516,9032,12,12,12,0.56544,40.710728,0,563808,0,0
79,4599,9198,16,16,16,0.75392,41.464648,0,751744,0,0
80,4543,9086,14,14,14,0.65968,42.124328,0,657776,0,0
81,3909,7818,11,11,11,0.51832,42.642648,0,516824,0,0
82,3417,6834,12,12,12,0.56544,43.208088,0,563808,0,0
83,3362,6724,8,8,8,0.37696,43.585048,0,375872,0,0
84,3403,6806,13,13,13,0.61256,44.197608,0,610792,0,0
85,3231,6462,16,16,16,0.75392,44.951528,0,751744,0,0
86,3030,6060,16,16,16,0.75392,45.705448,0,751744,0,0
87,2905,5810,8,8,8,0.37696,46.082408,0,375872,0,0
88,2952,5904,9,9,9,0.42408,46.506488,0,422856,0,0
89,2884,5768,10,10,10,0.4712,46.977688,0,469840,0,0
90,2992,5984,12,12,12,0.56544,47.543128,0,563808,0,0
91,2934,5868,3,3,3,0.14136,47.684488,0,140952,0,0
92,2988,5976,7,7,7,0.32984,48.014328,0,328888,0,0
93,3038,6076,6,6,6,0.28272,48.297048,0,281904,0,0
94,3032,6064,8,8,8,0.37696,48.674008,0,375872,0,0
95,3066,6132,8,8,8,0.37696,49.050968,0,375872,0,0
96,3214,6428,14,14,14,0.65968,49.710648,0,657776,0,0
97,3281,6562,16,16,16,0.75392,50.464568,0,751744,0,0
98,2993,5986,9,9,9,0.42408,50.888648,0,422856,0,0
99,2973,5946,12,12,12,0.56544,51.454088,0,563808,0,0
100,2891,5782,12,12,12,0.56544,52.019528,0,563808,0,0
101,2729,5458,8,8,8,0.37696,52.396488,0,375872,0,0
102,2707,5414,7,7,7,0.32984,52.726328,0,328888,0,0
103,2686,5372,5,5,5,0.2356,52.961928,0,234920,0,0
104,2694,5388,17,17,17,0.80104,53.762968,0,798728,0,0
105,2109,4218,10,10,10,0.4712,54.234168,0,469840,0,0
106,1882,3764,10,10,10,0.4712,54.705368,0,469840,0,0
107,1840,3680,6,6,6,0.28272,54.988088,0,281904,0,0
108,1730,3460,3,3,3,0.14136,55.129448,0,140952,0,0
109,1701,3402,8,8,8,0.37696,55.506408,0,375872,0,0
110,1684,3368,5,5,5,0.2356,55.742008,0,234920,0,0
111,1675,3350,3,3,3,0.14136,55.883368,0,140952,0,0
112,1772,3544,12,12,12,0.56544,56.448808,0,563808,0,0
113,1596,3192,16,16,16,0.75392,57.202728,0,751744,0,0
