step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51023864746094,67.51023864746094,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,289292,0.289292,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,52.316383052869,40.30302494838384,2,4,2,2,4,0,4,-105.0,70.5,-47.5,5.0,578584,0.867876,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
4,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,3,562500.0,39.88998133315867,39.1886236387731,3,6,3,2,6,0,5,-105.0,70.5,-47.5,5.0,578584,1.44646,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
5,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,4,562500.0,39.8620172770065,38.89701555663271,5,10,4,2,10,0,6,-105.0,70.5,-47.5,5.0,578584,2.025044,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.224882400452834,38.65547636838062,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,578584,2.603628,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
7,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,3,562500.0,38.23673053099175,33.12466653345739,3,6,3,2,6,0,5,-105.0,70.5,-47.5,5.0,578584,3.182212,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,3,562500.0,40.8978841125939,37.839494639183165,3,6,3,2,6,0,5,-105.0,70.5,-47.5,5.0,578584,3.760796,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
9,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.94295587307431,34.37343458622739,2,4,2,2,4,0,4,-105.0,70.5,-47.5,5.0,578584,4.33938,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,44.01108881593597,28.99234061782198,4,8,4,3,8,0,7,-105.0,70.5,-47.5,5.0,867876,5.207256,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
11,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,5,562500.0,46.003587177836785,26.453319274578764,11,22,5,4,22,0,9,-105.0,70.5,-47.5,5.0,1157168,6.364424,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
12,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,6,562500.0,18.621796579261627,18.5165561142512,12,24,6,2,24,0,8,-105.0,70.5,-47.5,5.0,578584,6.943008,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
13,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,5,562500.0,37.424400751467246,21.03899373991569,12,24,5,3,24,0,8,-105.0,70.5,-47.5,5.0,867876,7.810884,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
14,-47.5,57.5,20,10,0,0.0,0.0,0,0.0,57.5,4,562500.0,64.92603158950806,60.42180633544922,10,20,4,4,20,0,8,-105.0,70.5,-47.5,5.0,1157168,8.968052,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
15,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,4,562500.0,62.71183776855469,58.782012939453125,6,12,4,3,12,0,7,-105.0,70.5,-47.5,5.0,867876,9.835928,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
16,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,63.08108774820963,60.21068572998047,4,8,3,3,8,0,6,-105.0,70.5,-47.5,5.0,867876,10.703804,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
17,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,3,562500.0,67.38085619608562,60.21068572998047,3,6,3,3,6,0,6,-105.0,70.5,-47.5,5.0,867876,11.57168,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
18,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,62.88353602091471,60.21068572998047,4,8,3,3,8,0,6,-105.0,70.5,-47.5,5.0,867876,12.439556,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
19,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,64.10133171081543,60.641273498535156,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,578584,13.01814,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
20,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,64.89079974860915,62.76778302745477,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,13.886016,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
21,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,69.44430342089106,67.22888946533203,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,14.753892,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
22,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,65.29537255337804,61.07454953746454,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,15.621768,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
23,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,67.48110961914062,67.40082931518555,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,578584,16.200352,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
24,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,67.48229789733887,67.40320587158203,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,578584,16.778936,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
25,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,18.374414516408926,18.29532249065209,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,578584,17.35752,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
26,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,31.417373705519367,18.29532249065209,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,18.225396,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
27,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,32.60765207669449,18.29532249065209,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,19.093272,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
28,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,59.53520015454049,43.776225236783624,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,19.961148,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
29,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,6,562500.0,40.50642494008923,18.29532249065209,6,12,6,4,12,0,10,-105.0,70.5,-47.5,5.0,1157168,21.118316,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
30,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,6,562500.0,39.69083885000134,18.29532249065209,6,12,6,4,12,0,10,-105.0,70.5,-47.5,5.0,1157168,22.275484,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
31,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,49.987979498014816,36.26368659108371,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,23.14336,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
32,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,18.374414516408926,18.29532249065209,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,578584,23.721944,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
33,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,18.374414516408926,18.29532249065209,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,578584,24.300528,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
34,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,18.374414516408926,18.29532249065209,4,8,4,2,8,0,6,-105.0,70.5,-47.5,5.0,578584,24.879112,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
35,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,21.466625894039478,18.05397384366382,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,25.746988,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
36,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,22.021041436772936,18.05397384366382,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,26.614864,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
37,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,22.029194022188136,18.05397384366382,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,27.48274,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
38,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,32.39846552273942,18.29532249065209,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,28.350616,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
39,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,19.83934679335006,18.288245428999005,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,29.218492,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
40,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,5,562500.0,40.27467753736747,21.263267208234602,5,10,5,3,10,0,8,-105.0,70.5,-47.5,5.0,867876,30.086368,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
41,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,5,562500.0,51.59538620271322,38.94591769672836,6,12,5,4,12,0,9,-105.0,70.5,-47.5,5.0,1157168,31.243536,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
42,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,6,562500.0,19.83934679335006,18.288245428999005,7,14,6,3,14,0,9,-105.0,70.5,-47.5,5.0,867876,32.111412,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
