step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0.1_comm_bytes,t2_b0.1_comm_cumulative_mb,t2_b0.1_comm_cumulative_vs_greedy_ratio,t2_b0.1_comm_mb,t2_b0.1_comm_vs_greedy_ratio,t2_b0.1_events,t2_b0.1_merge_metadata_bytes,t2_b0.1_metadata_bytes,t2_b0.1_model_bytes,t2_b0.1_policy_model_bytes,t2_b0.1_selected_providers
84,-100.0,5.0,730,365,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53538694,4983.435834,nan,53.538694,nan,349,2792,505890,50223892,2806120,349
85,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52423662,5035.859496,nan,52.423662,nan,341,2728,511434,49072628,2836872,341
86,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55598888,5091.458384,nan,55.598888,nan,363,2904,512820,52238604,2844560,363
87,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57325880,5148.784264,nan,57.32588,nan,375,3000,512820,53965500,2844560,375
88,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56507754,5205.292018,nan,56.507754,nan,369,2952,519750,53102052,2883000,369
89,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56057858,5261.349876,nan,56.057858,nan,366,2928,516978,52670328,2867624,366
90,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53422000,5314.771876,nan,53.422,nan,348,2784,510048,50079984,2829184,348
91,-100.0,5.0,742,371,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53017474,5367.78935,nan,53.017474,nan,345,2760,514206,49648260,2852248,345
92,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54006738,5421.796088,nan,54.006738,nan,352,2816,511434,50655616,2836872,352
93,-100.0,5.0,730,365,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53394778,5475.190866,nan,53.394778,nan,348,2784,505890,50079984,2806120,348
94,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52611680,5527.802546,nan,52.61168,nan,343,2744,496188,49360444,2752304,343
95,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49886350,5577.688896,nan,49.88635,nan,324,2592,497574,46626192,2759992,324
96,-100.0,5.0,712,356,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50434792,5628.123688,nan,50.434792,nan,328,2624,493416,47201824,2736928,328
97,-100.0,5.0,732,366,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53403852,5681.52754,nan,53.403852,nan,348,2784,507276,50079984,2813808,348
98,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51847998,5733.375538,nan,51.847998,nan,337,2696,511434,48496996,2836872,337
99,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54574596,5787.950134,nan,54.574596,nan,355,2840,532224,51087340,2952192,355
100,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54538300,5842.488434,nan,54.5383,nan,355,2840,526680,51087340,2921440,355
101,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54682216,5897.17065,nan,54.682216,nan,356,2848,526680,51231248,2921440,356
102,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54160996,5951.331646,nan,54.160996,nan,352,2816,534996,50655616,2967568,352
103,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55222852,6006.554498,nan,55.222852,nan,359,2872,543312,51662972,3013696,359
104,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58442180,6064.996678,nan,58.44218,nan,382,3056,529452,54972856,2936816,382
105,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51812970,6116.809648,nan,51.81297,nan,336,2688,528066,48353088,2929128,336
106,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56445504,6173.255152,nan,56.445504,nan,368,2944,532224,52958144,2952192,368
107,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56265292,6229.520444,nan,56.265292,nan,367,2936,526680,52814236,2921440,367
108,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53594406,6283.11485,nan,53.594406,nan,348,2784,536382,50079984,2975256,348
109,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55995608,6339.110458,nan,55.995608,nan,365,2920,529452,52526420,2936816,365
110,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52711494,6391.821952,nan,52.711494,nan,343,2744,511434,49360444,2836872,343
111,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47574620,6439.396572,nan,47.57462,nan,308,2464,496188,44323664,2752304,308
112,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51901174,6491.297746,nan,51.901174,nan,338,2704,497574,48640904,2759992,338
113,-100.0,5.0,734,367,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55427750,6546.725496,nan,55.42775,nan,362,2896,508662,52094696,2821496,362
114,-100.0,5.0,764,382,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54844280,6601.569776,nan,54.84428,nan,357,2856,529452,51375156,2936816,357
115,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54179144,6655.74892,nan,54.179144,nan,352,2816,537768,50655616,2982944,352
116,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56509022,6712.257942,nan,56.509022,nan,368,2944,541926,52958144,3006008,368
117,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54304912,6766.562854,nan,54.304912,nan,353,2824,534996,50799524,2967568,353
118,-100.0,5.0,782,391,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55789442,6822.352296,nan,55.789442,nan,363,2904,541926,52238604,3006008,363
119,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52469032,6874.821328,nan,52.469032,nan,341,2728,518364,49072628,2875312,341
120,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53431074,6928.252402,nan,53.431074,nan,348,2784,511434,50079984,2836872,348
121,-100.0,5.0,730,365,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49365130,6977.617532,nan,49.36513,nan,320,2560,505890,46050560,2806120,320
122,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53367556,7030.985088,nan,53.367556,nan,348,2784,501732,50079984,2783056,348
123,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49292538,7080.277626,nan,49.292538,nan,320,2560,494802,46050560,2744616,320
124,-100.0,5.0,702,351,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49957674,7130.2353,nan,49.957674,nan,325,2600,486486,46770100,2698488,325
125,-100.0,5.0,814,407,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59964274,7190.199574,nan,59.964274,nan,391,3128,564102,56268028,3129016,391
126,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58300800,7248.500374,nan,58.3008,nan,379,3032,573804,54541132,3182832,379
127,-100.0,5.0,832,416,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59326360,7307.826734,nan,59.32636,nan,386,3088,576576,55548488,3198208,386
128,-100.0,5.0,852,426,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60424512,7368.251246,nan,60.424512,nan,393,3144,590436,56555844,3275088,393
129,-100.0,5.0,910,455,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,68171290,7436.422536,nan,68.17129,nan,445,3560,630630,64039060,3498040,445
130,-100.0,5.0,902,451,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63961430,7500.383966,nan,63.96143,nan,416,3328,625086,59865728,3467288,416
131,-100.0,5.0,886,443,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61730098,7562.114064,nan,61.730098,nan,401,3208,613998,57707108,3405784,401
132,-100.0,5.0,890,445,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,65490062,7627.604126,nan,65.490062,nan,427,3416,616770,61448716,3421160,427
133,-100.0,5.0,892,446,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,66794380,7694.398506,nan,66.79438,nan,436,3488,618156,62743888,3428848,436
134,-100.0,5.0,842,421,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58508234,7752.90674,nan,58.508234,nan,380,3040,583506,54685040,3236648,380
135,-100.0,5.0,832,416,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57887200,7810.79394,nan,57.8872,nan,376,3008,576576,54109408,3198208,376
136,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58344902,7869.138842,nan,58.344902,nan,380,3040,558558,54685040,3098264,380
137,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55628646,7924.767488,nan,55.628646,nan,361,2888,561330,51950788,3113640,361
138,-100.0,5.0,830,415,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60036866,7984.804354,nan,60.036866,nan,391,3128,575190,56268028,3190520,391
139,-100.0,5.0,826,413,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59155222,8043.959576,nan,59.155222,nan,385,3080,572418,55404580,3175144,385
140,-100.0,5.0,832,416,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59182444,8103.14202,nan,59.182444,nan,385,3080,576576,55404580,3198208,385
141,-100.0,5.0,834,417,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56169282,8159.311302,nan,56.169282,nan,364,2912,577962,52382512,3205896,364
142,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58776650,8218.087952,nan,58.77665,nan,383,3064,558558,55116764,3098264,383
143,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55619572,8273.707524,nan,55.619572,nan,361,2888,559944,51950788,3105952,361
144,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60350652,8334.058176,nan,60.350652,nan,394,3152,557172,56699752,3090576,394
145,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51264528,8385.322704,nan,51.264528,nan,332,2656,532224,47777456,2952192,332
146,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53523082,8438.845786,nan,53.523082,nan,347,2776,547470,49936076,3036760,347
147,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52821650,8491.667436,nan,52.82165,nan,342,2736,550242,49216536,3052136,342
148,-100.0,5.0,798,399,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55286370,8546.953806,nan,55.28637,nan,359,2872,553014,51662972,3067512,359
149,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52227838,8599.181644,nan,52.227838,nan,338,2704,547470,48640904,3036760,338
150,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56851298,8656.032942,nan,56.851298,nan,370,2960,550242,53245960,3052136,370
151,-100.0,5.0,788,394,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57831488,8713.86443,nan,57.831488,nan,377,3016,546084,54253316,3029072,377
