step,mode,receiver_idx,new_rewards,replay_size,train_steps,loss
3,t2_b0.1,5,4,4,0,
5,t2_b0.1,50,15,15,0,
6,t2_b0.1,13,17,17,0,
7,t2_b0.1,25,24,24,0,
7,t2_b0.1,29,29,29,0,
7,t2_b0.1,30,24,24,0,
8,t2_b0.1,54,49,49,0,
9,t2_b0.1,17,62,62,0,
9,t2_b0.1,39,33,33,0,
10,t2_b0.1,9,28,28,0,
10,t2_b0.1,53,45,45,0,
11,t2_b0.1,0,9,9,0,
11,t2_b0.1,1,9,9,0,
11,t2_b0.1,2,4,4,0,
11,t2_b0.1,3,1,1,0,
11,t2_b0.1,4,4,4,0,
11,t2_b0.1,6,3,3,0,
11,t2_b0.1,7,2,2,0,
11,t2_b0.1,8,1,1,0,
11,t2_b0.1,10,4,4,0,
11,t2_b0.1,11,5,5,0,
11,t2_b0.1,12,4,4,0,
11,t2_b0.1,14,10,10,0,
11,t2_b0.1,15,8,8,0,
11,t2_b0.1,16,9,9,0,
11,t2_b0.1,18,6,6,0,
11,t2_b0.1,20,4,4,0,
11,t2_b0.1,21,7,7,0,
11,t2_b0.1,22,5,5,0,
11,t2_b0.1,23,5,5,0,
11,t2_b0.1,24,3,3,0,
11,t2_b0.1,26,5,5,0,
11,t2_b0.1,27,2,2,0,
11,t2_b0.1,28,5,5,0,
11,t2_b0.1,31,6,6,0,
11,t2_b0.1,32,5,5,0,
11,t2_b0.1,33,7,7,0,
11,t2_b0.1,34,4,4,0,
11,t2_b0.1,35,9,9,0,
11,t2_b0.1,36,5,5,0,
11,t2_b0.1,37,8,8,0,
11,t2_b0.1,38,6,6,0,
11,t2_b0.1,40,6,6,0,
11,t2_b0.1,41,7,7,0,
11,t2_b0.1,42,7,7,0,
11,t2_b0.1,43,10,10,0,
11,t2_b0.1,44,3,3,0,
11,t2_b0.1,45,7,7,0,
11,t2_b0.1,46,4,4,0,
11,t2_b0.1,47,6,6,0,
11,t2_b0.1,48,7,7,0,
11,t2_b0.1,49,6,6,0,
11,t2_b0.1,51,6,6,0,
11,t2_b0.1,52,6,6,0,
11,t2_b0.1,55,6,6,0,
11,t2_b0.1,56,3,3,0,
11,t2_b0.1,57,3,3,0,
11,t2_b0.1,58,5,5,0,
11,t2_b0.1,59,6,6,0,
12,t2_b0.1,0,8,17,0,
12,t2_b0.1,1,61,70,4,0.579379141330719
12,t2_b0.1,2,4,8,0,
12,t2_b0.1,3,4,5,0,
12,t2_b0.1,4,2,6,0,
12,t2_b0.1,6,1,4,0,
12,t2_b0.1,7,3,5,0,
12,t2_b0.1,8,3,4,0,
12,t2_b0.1,10,7,11,0,
12,t2_b0.1,11,6,11,0,
12,t2_b0.1,12,4,8,0,
12,t2_b0.1,14,7,17,0,
12,t2_b0.1,15,7,15,0,
12,t2_b0.1,16,5,14,0,
12,t2_b0.1,18,7,13,0,
12,t2_b0.1,19,5,5,0,
12,t2_b0.1,20,6,10,0,
12,t2_b0.1,21,5,12,0,
12,t2_b0.1,22,6,11,0,
12,t2_b0.1,23,2,7,0,
12,t2_b0.1,24,6,9,0,
12,t2_b0.1,26,5,10,0,
12,t2_b0.1,27,6,8,0,
12,t2_b0.1,28,8,13,0,
12,t2_b0.1,31,5,11,0,
12,t2_b0.1,32,11,16,0,
12,t2_b0.1,33,3,10,0,
12,t2_b0.1,34,4,8,0,
12,t2_b0.1,35,6,15,0,
12,t2_b0.1,36,3,8,0,
12,t2_b0.1,37,6,14,0,
12,t2_b0.1,38,6,12,0,
12,t2_b0.1,40,10,16,0,
12,t2_b0.1,41,8,15,0,
12,t2_b0.1,42,7,14,0,
12,t2_b0.1,43,8,18,0,
12,t2_b0.1,44,4,7,0,
12,t2_b0.1,45,10,17,0,
12,t2_b0.1,46,6,10,0,
12,t2_b0.1,47,5,11,0,
12,t2_b0.1,48,5,12,0,
12,t2_b0.1,49,8,14,0,
12,t2_b0.1,51,12,18,0,
12,t2_b0.1,52,6,12,0,
12,t2_b0.1,55,5,11,0,
12,t2_b0.1,56,2,5,0,
12,t2_b0.1,57,5,8,0,
12,t2_b0.1,58,4,9,0,
12,t2_b0.1,59,8,14,0,
13,t2_b0.1,0,10,27,0,
13,t2_b0.1,2,7,15,0,
13,t2_b0.1,3,1,6,0,
13,t2_b0.1,4,3,9,0,
13,t2_b0.1,5,3,7,0,
13,t2_b0.1,6,3,7,0,
13,t2_b0.1,7,3,8,0,
13,t2_b0.1,8,3,7,0,
13,t2_b0.1,10,6,17,0,
13,t2_b0.1,11,6,17,0,
13,t2_b0.1,12,4,12,0,
13,t2_b0.1,14,6,23,0,
13,t2_b0.1,15,5,20,0,
13,t2_b0.1,16,12,26,0,
13,t2_b0.1,18,7,20,0,
13,t2_b0.1,19,3,8,0,
13,t2_b0.1,20,10,20,0,
13,t2_b0.1,21,5,17,0,
13,t2_b0.1,22,7,18,0,
13,t2_b0.1,23,4,11,0,
13,t2_b0.1,24,9,18,0,
13,t2_b0.1,26,51,61,0,
13,t2_b0.1,27,4,12,0,
13,t2_b0.1,28,6,19,0,
13,t2_b0.1,31,5,16,0,
13,t2_b0.1,32,5,21,0,
13,t2_b0.1,33,7,17,0,
13,t2_b0.1,34,3,11,0,
13,t2_b0.1,35,10,25,0,
13,t2_b0.1,36,3,11,0,
13,t2_b0.1,37,9,23,0,
13,t2_b0.1,38,7,19,0,
13,t2_b0.1,40,6,22,0,
13,t2_b0.1,41,8,23,0,
13,t2_b0.1,42,9,23,0,
13,t2_b0.1,43,8,26,0,
13,t2_b0.1,44,4,11,0,
13,t2_b0.1,45,10,27,0,
13,t2_b0.1,46,5,15,0,
13,t2_b0.1,47,6,17,0,
13,t2_b0.1,48,11,23,0,
13,t2_b0.1,49,4,18,0,
13,t2_b0.1,51,10,28,0,
13,t2_b0.1,52,5,17,0,
13,t2_b0.1,55,3,14,0,
13,t2_b0.1,56,4,9,0,
13,t2_b0.1,57,5,13,0,
13,t2_b0.1,58,4,13,0,
13,t2_b0.1,59,5,19,0,
14,t2_b0.1,0,9,36,0,
14,t2_b0.1,2,5,20,0,
14,t2_b0.1,3,2,8,0,
14,t2_b0.1,4,5,14,0,
14,t2_b0.1,5,2,9,0,
14,t2_b0.1,6,3,10,0,
14,t2_b0.1,7,3,11,0,
14,t2_b0.1,8,5,12,0,
14,t2_b0.1,10,7,24,0,
14,t2_b0.1,11,4,21,0,
14,t2_b0.1,12,8,20,0,
14,t2_b0.1,14,10,33,0,
14,t2_b0.1,15,6,26,0,
14,t2_b0.1,16,9,35,0,
14,t2_b0.1,18,4,24,0,
14,t2_b0.1,19,3,11,0,
14,t2_b0.1,20,7,27,0,
14,t2_b0.1,21,8,25,0,
14,t2_b0.1,22,5,23,0,
14,t2_b0.1,23,4,15,0,
14,t2_b0.1,24,7,25,0,
14,t2_b0.1,27,4,16,0,
14,t2_b0.1,28,7,26,0,
14,t2_b0.1,31,5,21,0,
14,t2_b0.1,32,6,27,0,
14,t2_b0.1,33,5,22,0,
14,t2_b0.1,34,5,16,0,
14,t2_b0.1,35,6,31,0,
14,t2_b0.1,36,4,15,0,
14,t2_b0.1,37,8,31,0,
14,t2_b0.1,38,6,25,0,
14,t2_b0.1,40,4,26,0,
14,t2_b0.1,41,10,33,0,
14,t2_b0.1,42,8,31,0,
14,t2_b0.1,43,8,34,0,
14,t2_b0.1,44,5,16,0,
14,t2_b0.1,45,7,34,0,
14,t2_b0.1,46,5,20,0,
14,t2_b0.1,47,5,22,0,
14,t2_b0.1,48,10,33,0,
14,t2_b0.1,49,4,22,0,
14,t2_b0.1,51,5,33,0,
14,t2_b0.1,52,52,69,4,0.2518441081047058
14,t2_b0.1,55,7,21,0,
14,t2_b0.1,56,5,14,0,
14,t2_b0.1,57,2,15,0,
14,t2_b0.1,58,6,19,0,
14,t2_b0.1,59,6,25,0,
15,t2_b0.1,0,3,39,0,
15,t2_b0.1,2,4,24,0,
15,t2_b0.1,4,1,15,0,
15,t2_b0.1,5,6,15,0,
15,t2_b0.1,6,7,17,0,
15,t2_b0.1,8,3,15,0,
15,t2_b0.1,10,5,29,0,
15,t2_b0.1,11,9,30,0,
15,t2_b0.1,12,6,26,0,
15,t2_b0.1,14,7,40,0,
15,t2_b0.1,15,9,35,0,
15,t2_b0.1,16,8,43,0,
15,t2_b0.1,18,5,29,0,
15,t2_b0.1,19,1,12,0,
15,t2_b0.1,20,4,31,0,
15,t2_b0.1,21,4,29,0,
15,t2_b0.1,22,43,66,4,0.8419698476791382
15,t2_b0.1,23,7,22,0,
15,t2_b0.1,24,6,31,0,
15,t2_b0.1,27,7,23,0,
15,t2_b0.1,28,12,38,0,
15,t2_b0.1,31,7,28,0,
15,t2_b0.1,32,6,33,0,
15,t2_b0.1,33,4,26,0,
15,t2_b0.1,34,5,21,0,
15,t2_b0.1,35,10,41,0,
15,t2_b0.1,36,6,21,0,
15,t2_b0.1,37,7,38,0,
15,t2_b0.1,38,5,30,0,
15,t2_b0.1,40,6,32,0,
15,t2_b0.1,41,9,42,0,
15,t2_b0.1,42,7,38,0,
15,t2_b0.1,43,5,39,0,
15,t2_b0.1,44,5,21,0,
15,t2_b0.1,45,6,40,0,
15,t2_b0.1,46,7,27,0,
15,t2_b0.1,47,8,30,0,
15,t2_b0.1,48,5,38,0,
15,t2_b0.1,49,3,25,0,
15,t2_b0.1,50,6,21,0,
15,t2_b0.1,51,10,43,0,
15,t2_b0.1,55,4,25,0,
15,t2_b0.1,56,5,19,0,
15,t2_b0.1,57,4,19,0,
15,t2_b0.1,58,4,23,0,
15,t2_b0.1,59,52,77,4,0.9859259724617004
16,t2_b0.1,0,9,48,0,
16,t2_b0.1,2,4,28,0,
16,t2_b0.1,3,2,10,0,
16,t2_b0.1,4,9,24,0,
16,t2_b0.1,5,3,18,0,
16,t2_b0.1,6,5,22,0,
16,t2_b0.1,7,4,15,0,
16,t2_b0.1,8,2,17,0,
16,t2_b0.1,10,4,33,0,
16,t2_b0.1,11,3,33,0,
16,t2_b0.1,12,4,30,0,
16,t2_b0.1,13,11,28,0,
16,t2_b0.1,14,7,47,0,
16,t2_b0.1,15,10,45,0,
16,t2_b0.1,16,8,51,0,
16,t2_b0.1,18,6,35,0,
16,t2_b0.1,19,2,14,0,
16,t2_b0.1,20,9,40,0,
16,t2_b0.1,21,6,35,0,
16,t2_b0.1,23,2,24,0,
16,t2_b0.1,24,6,37,0,
16,t2_b0.1,27,8,31,0,
16,t2_b0.1,28,7,45,0,
16,t2_b0.1,31,11,39,0,
16,t2_b0.1,32,6,39,0,
16,t2_b0.1,33,8,34,0,
16,t2_b0.1,34,5,26,0,
16,t2_b0.1,35,7,48,0,
16,t2_b0.1,36,5,26,0,
16,t2_b0.1,37,10,48,0,
16,t2_b0.1,38,7,37,0,
16,t2_b0.1,40,7,39,0,
16,t2_b0.1,41,10,52,0,
16,t2_b0.1,42,6,44,0,
16,t2_b0.1,43,11,50,0,
16,t2_b0.1,44,4,25,0,
16,t2_b0.1,45,10,50,0,
16,t2_b0.1,46,6,33,0,
16,t2_b0.1,47,8,38,0,
16,t2_b0.1,48,9,47,0,
16,t2_b0.1,49,4,29,0,
16,t2_b0.1,50,5,26,0,
16,t2_b0.1,51,7,50,0,
16,t2_b0.1,55,2,27,0,
16,t2_b0.1,56,8,27,0,
16,t2_b0.1,57,4,23,0,
16,t2_b0.1,58,47,70,4,0.681807279586792
17,t2_b0.1,0,10,58,0,
