step,eval_is_final,eval_n_pairs_per_zone,t2_b0.1_total,t2_b0.1_z0,t2_b0.1_z1,t2_b0.1_z2,t2_b0.1_z3
1000,1,200,18.89747420291929,7.499700546264648,24.414289474487305,12.866606712341309,24.710432052612305
