step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0.1_train_updates,train_updates_this_step
502,3178,808,310,81788,184
503,3128,780,380,81980,192
504,3127,768,329,82168,188
505,3085,772,361,82368,200
506,3023,750,360,82564,196
507,2990,752,352,82760,196
508,2905,762,404,82948,188
509,2971,756,263,83128,180
510,2972,746,299,83312,184
511,2850,760,418,83500,188
512,2872,776,288,83680,180
513,2845,764,349,83864,184
514,2749,752,384,84044,180
515,2731,758,305,84212,168
516,2722,768,302,84380,168
517,2706,774,320,84544,164
518,2761,762,249,84712,168
519,2783,752,290,84880,168
520,2821,786,288,85048,168
521,2761,774,384,85220,172
522,2773,762,309,85384,164
523,2814,746,275,85548,164
524,2805,758,321,85724,176
525,2917,762,219,85900,176
526,2862,752,373,86088,188
527,2901,756,288,86272,184
528,2964,752,230,86452,180
529,2802,782,454,86636,184
530,2840,772,295,86808,172
531,2818,778,349,86988,180
532,2743,784,393,87168,180
533,2793,794,263,87336,168
534,2835,780,284,87508,172
535,2787,804,359,87680,172
536,2759,788,340,87848,168
537,2698,806,367,88012,164
538,2791,846,232,88164,152
539,2836,856,284,88328,164
540,2922,866,287,88492,164
541,3008,868,255,88660,168
542,2973,860,396,88840,180
543,3002,868,332,89012,172
544,3065,844,285,89176,164
545,3175,830,258,89352,176
546,3225,830,271,89536,184
547,3136,822,418,89728,192
548,3103,816,380,89916,188
549,3187,818,251,90096,180
550,3169,818,354,90280,184
551,3123,804,383,90448,168
552,3109,816,369,90628,180
553,3111,840,347,90812,184
554,3194,838,267,90992,180
555,3203,828,349,91168,176
556,3148,794,380,91344,176
557,3194,822,317,91524,180
558,3189,814,350,91708,184
559,3141,824,393,91888,180
560,3083,834,394,92064,176
561,3071,806,333,92232,168
562,3007,780,397,92404,172
563,3015,798,322,92576,172
564,2936,774,427,92740,164
565,2894,818,391,92904,164
566,2859,820,371,93060,156
567,2992,820,234,93212,152
568,2981,816,371,93368,156
569,2990,820,347,93520,152
570,3037,814,287,93680,160
571,3039,810,299,93844,164
572,3135,808,226,94008,164
573,3236,818,239,94172,164
574,3259,824,319,94356,184
575,3281,796,306,94544,188
576,3244,788,360,94744,200
577,3232,810,342,94936,192
578,3261,812,315,95132,196
579,3214,804,387,95336,204
580,3148,794,386,95536,200
581,3210,802,284,95728,192
582,3180,784,353,95920,192
583,3191,790,304,96100,180
584,3149,798,353,96280,180
585,3214,812,236,96452,172
586,3187,816,340,96624,172
587,3180,830,290,96800,176
588,3279,830,201,96964,164
589,3215,852,364,97132,168
590,3162,884,375,97288,156
591,3211,892,274,97440,152
592,3135,852,373,97600,160
593,3121,822,333,97760,160
594,3215,816,242,97924,164
595,3251,792,266,98100,176
596,3176,794,368,98284,184
597,3251,796,257,98460,176
598,3165,764,389,98632,172
599,3010,796,458,98808,176
600,3051,782,272,98968,160
601,2977,814,388,99144,176
602,2886,782,410,99312,168
603,2898,790,342,99476,164
604,2953,822,291,99628,152
605,3096,808,213,99768,140
606,2945,762,439,99920,152
607,2823,726,393,100060,140
608,2861,720,249,100196,136
609,2725,792,437,100356,160
610,2795,794,270,100496,140
611,2708,772,392,100640,144
612,2642,752,364,100788,148
613,2732,746,233,100932,144
614,2729,756,327,101088,156
615,2771,760,276,101236,148
616,2815,764,279,101392,156
617,2812,766,312,101552,160
618,2755,760,360,101708,156
619,2883,774,230,101876,168
620,2812,788,389,102048,172
621,2815,806,330,102220,172
622,2894,812,248,102392,172
623,2965,818,271,102560,168
624,2988,852,340,102736,176
625,3084,860,282,102908,172
626,3063,846,377,103080,172
627,3067,870,337,103244,164
628,3206,870,255,103412,168
629,3265,868,317,103584,172
630,3387,892,264,103768,184
631,3473,888,296,103956,188
632,3579,902,263,104144,188
633,3570,894,369,104332,188
634,3487,894,412,104520,188
635,3534,916,320,104704,184
636,3519,934,378,104892,188
637,3544,944,341,105084,192
638,3553,954,381,105272,188
639,3516,934,421,105460,188
640,3377,926,487,105644,184
641,3288,870,422,105816,172
642,3388,854,276,105984,168
643,3302,856,456,106160,176
644,3410,852,263,106332,172
645,3462,846,310,106508,176
646,3511,850,293,106692,184
647,3506,856,317,106868,176
648,3453,866,350,107048,180
649,3419,896,370,107240,192
650,3426,896,321,107436,196
651,3369,880,344,107624,188
652,3320,900,330,107804,180
653,3261,906,370,107992,188
654,3317,908,253,108172,180
655,3345,910,291,108360,188
656,3382,968,287,108528,168
657,3374,932,333,108696,168
658,3464,966,230,108844,148
659,3304,890,451,109004,160
660,3373,928,255,109148,144
661,3313,932,349,109288,140
662,3451,1004,180,109416,128
663,3437,968,293,109544,128
664,3484,970,246,109664,120
665,3446,944,279,109780,116
666,3380,956,313,109888,108
667,3424,928,204,109996,108
668,3299,904,358,110120,124
669,3197,852,362,110248,128
670,3231,838,258,110372,124
671,3200,818,282,110508,136
672,3296,812,199,110636,128
673,3281,812,302,110792,156
674,3065,772,494,110952,160
675,3029,756,344,111108,156
676,3008,726,342,111268,160
677,3015,732,299,111440,172
678,3069,730,284,111620,180
679,2963,764,396,111812,192
680,2969,766,319,111996,184
681,2953,750,324,112180,184
682,2894,744,381,112364,184
683,2803,730,418,112540,176
684,2807,748,302,112716,176
685,2840,742,303,112896,180
686,2799,712,347,113076,180
687,2765,700,328,113248,172
688,2668,690,348,113412,164
689,2705,716,278,113584,172
690,2781,710,222,113748,164
691,2742,718,343,113908,160
692,2709,698,328,114080,172
693,2659,708,340,114256,176
694,2582,688,371,114432,176
695,2416,686,421,114596,164
696,2318,684,391,114748,152
697,2413,688,194,114892,144
698,2430,698,263,115044,152
699,2499,710,231,115196,152
700,2593,730,215,115344,148
701,2584,756,316,115500,156
702,2636,774,269,115648,148
703,2728,786,225,115800,152
704,2761,794,284,115964,164
705,2880,790,218,116136,172
706,2801,794,383,116328,192
707,2813,804,305,116508,180
708,2792,826,363,116692,184
709,2892,822,226,116860,168
710,2923,794,271,117032,172
711,3011,776,253,117212,180
712,3078,776,281,117404,192
713,3051,774,342,117596,192
714,3084,766,293,117788,192
715,3077,748,318,117976,188
716,3024,736,366,118172,196
717,2952,736,372,118368,196
718,2902,722,357,118564,196
719,2857,736,325,118756,192
720,2686,730,439,118940,184
721,2683,734,306,119108,168
722,2687,726,299,119276,168
723,2654,742,332,119448,172
724,2618,746,345,119616,168
725,2575,766,347,119780,164
726,2677,772,228,119936,156
727,2660,796,342,120104,168
728,2748,808,216,120260,156
729,2774,816,289,120428,168
730,2779,818,309,120600,172
731,2793,822,317,120768,168
732,2898,810,228,120936,168
733,2941,788,292,121108,172
734,2962,784,297,121288,180
735,3020,790,290,121472,184
736,2996,798,364,121656,184
737,3018,778,315,121840,184
738,2940,780,378,122020,180
739,2979,792,308,122204,184
740,2959,788,356,122388,184
741,2993,788,305,122572,184
742,2946,766,382,122756,184
743,2952,788,323,122932,176
744,2975,776,295,123104,172
745,2951,784,354,123276,172
746,2844,770,438,123448,172
747,2903,768,292,123608,160
748,2968,772,275,123776,168
749,3022,786,287,123948,172
750,3073,804,297,124124,176
751,3192,808,258,124296,172
752,3175,800,373,124480,184
753,3205,810,332,124664,184
754,3315,830,255,124844,180
755,3354,832,334,125036,192
756,3144,774,529,125236,200
757,3070,768,404,125424,188
758,3135,770,266,125608,184
759,2849,780,610,125796,188
760,2930,788,270,125964,168
761,3011,782,259,126124,160
762,2980,808,381,126288,164
763,3077,800,256,126448,160
764,3057,790,354,126616,168
765,3164,788,257,126776,160
766,3057,768,432,126952,176
767,3068,742,305,127116,164
768,3073,724,306,127276,160
769,2985,730,362,127464,188
770,2916,736,387,127648,184
771,2855,748,367,127820,172
772,2781,744,402,127988,168
773,2816,730,282,128144,156
774,2897,738,247,128308,164
775,2764,736,444,128472,164
776,2805,750,297,128636,164
777,2812,754,301,128800,164
778,2868,774,295,128964,164
779,2807,764,391,129124,160
780,2958,764,222,129284,160
781,2909,758,369,129444,160
782,2984,754,246,129616,172
783,2980,770,335,129788,172
784,3024,764,295,129956,168
785,3012,750,334,130136,180
786,2991,766,332,130312,176
787,3071,766,242,130488,176
788,3047,760,353,130676,188
789,3011,762,373,130872,196
790,2993,756,345,131052,180
791,3016,758,302,131244,192
792,3082,752,249,131432,188
793,3017,756,398,131624,192
794,2880,764,477,131812,188
795,2913,762,303,131988,176
796,2982,776,284,132164,176
797,3049,794,298,132332,168
798,2997,828,424,132504,172
799,2962,782,370,132672,168
800,2985,796,347,132836,164
801,3027,786,320,132988,152
802,3170,782,206,133128,140
803,3127,762,384,133280,152
804,2970,724,474,133436,156
805,3025,742,281,133588,152
806,3093,740,238,133732,144
807,3149,746,290,133884,152
808,3193,752,279,134048,164
809,3205,756,324,134224,176
810,3056,760,463,134412,188
811,2995,802,403,134596,184
812,2994,798,296,134768,172
813,2928,798,394,134944,176
814,2833,796,428,135128,184
815,2864,788,301,135308,180
816,2924,770,279,135484,176
817,2879,784,367,135664,180
818,2968,792,234,135832,168
819,2960,792,304,136004,172
820,3012,812,286,136184,180
821,3062,814,307,136364,180
822,2999,828,390,136552,188
823,3013,822,346,136736,184
824,3104,804,271,136924,188
825,3194,810,267,137112,188
826,3128,790,404,137304,192
827,3047,778,407,137496,192
828,3146,774,246,137676,180
829,3289,770,235,137856,180
830,3198,784,424,138044,188
831,3183,796,375,138224,180
832,3214,832,344,138404,180
833,3107,814,446,138584,180
834,3071,806,370,138756,172
835,3142,822,288,138920,164
836,3189,830,341,139092,172
837,3096,814,427,139268,176
838,3069,796,358,139432,164
839,3176,792,253,139588,156
840,3159,806,371,139756,168
841,3180,790,303,139928,172
842,3171,794,338,140104,176
843,3052,774,443,140288,184
844,3029,766,339,140464,176
845,3031,758,314,140636,172
846,2868,748,464,140812,176
847,2868,756,316,140988,176
848,2777,770,398,141168,180
849,2826,776,282,141340,172
850,2801,794,332,141512,172
851,2910,786,238,141680,168
852,2931,794,312,141852,172
853,2766,798,463,142036,184
854,2853,828,251,142208,172
855,2867,834,321,142376,168
856,2792,822,409,142552,176
857,2833,822,282,142712,160
858,2941,840,258,142876,164
859,2956,820,337,143044,168
860,3043,814,256,143212,168
861,2968,798,408,143376,164
862,3029,798,276,143536,160
863,2997,852,370,143704,168
864,3091,862,259,143860,156
865,3194,848,249,144016,156
866,3273,832,269,144192,176
867,3294,860,364,144372,180
868,3346,854,309,144544,172
869,3420,860,257,144708,164
870,3464,912,325,144876,168
871,3578,952,235,145044,168
872,3636,936,276,145204,160
873,3680,938,293,145368,164
874,3695,908,293,145540,172
875,3610,822,345,145708,168
876,3604,806,278,145868,160
877,3626,814,286,146036,168
878,3477,808,452,146216,180
879,3455,786,301,146384,168
880,3138,762,595,146560,176
881,3137,774,328,146716,156
882,3059,762,398,146872,156
883,2904,740,461,147040,168
884,2866,734,342,147192,152
885,2803,726,370,147364,172
886,2782,716,319,147520,156
887,2879,728,230,147668,148
888,2811,698,367,147832,164
889,2830,718,318,147996,164
890,2822,728,310,148168,172
891,2746,740,399,148336,168
892,2844,736,227,148496,160
893,2826,706,298,148672,176
894,2788,744,345,148844,172
895,2829,744,296,149020,176
896,2795,726,350,149200,180
897,2718,712,357,149372,172
898,2819,724,216,149540,168
899,2827,724,335,149716,176
900,2806,740,349,149888,172
901,2876,750,259,150064,176
902,2916,734,292,150236,172
903,2999,718,240,150404,168
904,2990,710,316,150584,180
905,2865,708,421,150760,176
906,2886,732,293,150932,172
907,2828,732,374,151112,180
908,2807,736,327,151280,168
909,2838,760,296,151452,172
910,2911,800,280,151636,184
911,3012,800,256,151816,180
912,2912,774,411,152000,184
913,2898,790,366,152176,176
914,2944,772,291,152336,160
915,3038,778,253,152504,168
916,3155,778,241,152680,176
917,3153,794,343,152864,184
918,3251,768,237,153036,172
919,3220,776,341,153200,164
920,3061,754,439,153364,164
921,3161,752,210,153516,152
922,2928,760,513,153684,168
923,2882,742,318,153848,164
924,2737,716,414,154012,164
925,2713,754,316,154160,148
926,2771,748,265,154296,136
927,2676,734,387,154444,148
928,2772,730,221,154584,140
929,2718,744,372,154728,144
930,2834,770,216,154872,144
931,2752,814,405,155016,144
932,2853,802,260,155156,140
933,2981,828,242,155300,144
934,3066,838,277,155456,156
935,3146,828,278,155624,168
936,3182,854,335,155788,164
937,3236,842,318,155956,168
938,3231,846,355,156124,168
939,3177,830,408,156304,180
940,3305,836,248,156476,172
941,3250,832,399,156668,192
942,3227,840,377,156856,188
943,3261,850,334,157032,176
944,3304,866,321,157216,184
945,3201,856,448,157404,188
946,3252,852,304,157580,176
947,3288,862,307,157752,172
948,3276,868,333,157928,176
949,3222,940,385,158104,176
950,3212,912,348,158264,160
951,3300,910,248,158420,156
952,3255,948,363,158576,156
953,3327,950,253,158716,140
954,3219,928,415,158860,144
955,3269,936,279,158992,132
956,3300,936,273,159120,128
957,3393,946,229,159248,128
958,3486,970,232,159388,140
959,3616,970,198,159536,148
960,3724,988,232,159696,160
961,3556,924,446,159860,164
962,3649,916,210,160012,152
963,3715,898,230,160168,156
964,3697,880,319,160344,176
965,3661,840,326,160528,184
966,3681,836,283,160712,184
967,3635,872,335,160896,184
968,3700,870,255,161076,180
969,3663,862,315,161260,184
970,3546,862,421,161444,184
971,3492,836,351,161636,192
972,3453,832,365,161824,188
973,3263,794,480,162012,188
974,3312,782,288,162196,184
975,3041,748,553,162384,188
976,3064,760,326,162560,176
977,3046,750,326,162736,176
978,2816,770,551,162912,176
979,2926,768,234,163068,156
980,3019,772,273,163232,164
981,2968,762,388,163400,168
982,3001,762,308,163560,160
983,3030,774,317,163724,164
984,3126,774,240,163880,156
985,3132,806,354,164052,172
986,3208,818,308,164220,168
987,3304,856,271,164384,164
988,3289,852,378,164568,184
989,3280,844,333,164724,156
990,3272,814,315,164876,152
991,3343,800,225,165024,148
992,3440,826,200,165172,148
993,3462,846,261,165316,144
994,3469,826,236,165452,136
995,3526,836,181,165592,140
